Time,NDVI
Oct 1981,0.4308549
Oct 1982,0.4264032
Oct 1983,0.4176936
Oct 1984,0.3247903
Oct 1985,0.3357742
Oct 1986,0.3616936
Oct 1987,0.3556129
Oct 1988,0.3633387
Oct 1989,0.3751291
Oct 1990,0.3979033
Oct 1991,0.4452742
Oct 1992,0.3979032
Oct 1993,0.3535645
Oct 1994,0.4237742
Oct 1995,0.3891613
Oct 1996,0.3609032
Oct 1997,0.334871
Oct 1998,0.3864678
Oct 1999,0.4239839
Oct 2000,0.3539839
Oct 2001,0.3994839
Oct 2002,0.3738226
Oct 2003,0.4256936
Oct 2004,0.3671291
Oct 2005,0.3477581
Oct 2006,0.3826129
