T2,MODIS HAIN ET
Oct 2000,50.7
Oct 2001,26.9
Oct 2002,12.3
Oct 2003,78.6
Oct 2004,29.3
Oct 2005,89.0
Oct 2006,90.4
Oct 2007,85.1
Oct 2008,87.6
Oct 2009,63.8
Oct 2010,91.8
Oct 2011,67.8
Oct 2012,65.4
Oct 2013,77.1
Oct 2014,69.1
