Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
3,0.352941176470588,0,0,0.285714285714286,0,0,0.352941176470588,0.352941176470588,0,12,0,0,0,0,0,0,0.285714285714286,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.487096774193548,0.487096774193548,0.487096774193548,0.487096774193548,0,0,0.85,1.33709677419355,0,0,0,1.33709677419355,0,0,15.1,15.1,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0
5,0.0419354838709677,0.0419354838709677,0.0419354838709677,0,0,33.7,3.88435972629522,3.88435972629522,0,3.88435972629522,0,0,3.84242424242425,0,0,0,0,0,0,0,20.4,0,0,0,21.7,0,0,0,0,0,0,0,0,0,51.6,0,0.7
6,1.96666666666667,17.7,6.5843137254902,19.2725490196078,17.0666666666667,0,1.96666666666667,4.37843137254902,37.3666666666667,2.20588235294118,1.96666666666667,1.96666666666667,4.37843137254902,0,1.96666666666667,1.96666666666667,1.96666666666667,0,1.96666666666667,1.96666666666667,45.4666666666667,0,1.96666666666667,1.96666666666667,1.96666666666667,0,1.96666666666667,1.96666666666667,1.96666666666667,0,1.96666666666667,1.96666666666667,1.96666666666667,0,17.0666666666667,34.7666666666667,1.96666666666667
7,8.4,11,3.75588235294118,8.03016806722689,97,0,0,3.75588235294118,35.5,0,0,4.27428571428571,0,0,29.2,13.5,0,0,32.7,39.7,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0
8,5.65428571428571,9.1,12.2371428571429,13.8,20.4828571428571,0,23.6,0,19.3,17.7,14.6,19.3,16.4,21.2,21.5,5.1,0,0,30,0,7.9,0,46.8,37.6,11,0,0,0,10.8,0,16.9,34.3,8.4,6.9,10.7,0,11.5
9,13.6,10.7,10.4,0,24.7,0,36.9,32.5,17.4,17.4,13.2,10.4,17.8,39.3,38,18.4,0,13.3,16.5,41.1,19.7,9.1,0,32.3,26.8,0,28.6,16.8,0,46.6,11.4,38,15,11.1,18.9,0,44.4
10,28.7028571428571,0,22.4235294117647,43.6,46.7,38.3,13.5,21.1,15.9,15.1,60.1,12.1235294117647,25.4263865546219,23.6,68.6,0,0,43.2,0,59.6,5.4,57.2,0,35.3,23.2,11.4,45,5.4,29.4,29,26.7,34.9,0,33,0,21.8,45.1
11,49.2,21.6,23.5,53.3,28.230303030303,41.8,19.4,0,5,7.1,30.5941919191919,12.1,53.7,55.2,9.2,34.030303030303,17,37.1,0,24.7,58.9,72.3,29.630303030303,39.5,40.5,18.6,22.7,43.2,0,73.7,40.1,14.2,0,52.6,0,23.7,79.6
12,68.6,0,46.7,28.7,13.9685714285714,36.5,20.4685714285714,85.2,0,32.7,68.1,27.2,24.7,14.6,28.2,26.7,11.9,35.5,9.2,0,26.3,23.7,40.8,21.2,24.6,18.1,6,23.1,30.1,52.2,38.4,48.1,0,29,47.1,34,20.4
13,23.1,38.5,19.3333333333333,17.6,14.7,0,0,0,43.5333333333333,51.2,20.7761904761905,6.5,18.5,16.9,0,11.2333333333333,0,43.8,31.6,13.6,6.2,7.6,46.7,8.4,0,63.9,0,61.9,5.8,24.5,6.5,15.7,51.5,48.1,33.8,17.2428571428571,0
14,37.7,34.5,5.1,15.725,42.2,5.7,14.7,0,9.2,13,46.7,17.6,26.4,42.2,0,14.4,0,0,4,0,4.6,0,29.2,0,15.9,22.1,13.6,3.7,39.9,4.1,9,25.8,5.5,0,49.6,11.3,18.4
15,57.7,9.6,0,29.22,63.7,4.9,7.81999999999999,0,16.9,0,7.8,0,27.8,69.6,16.7,4.9,4.9,0,0,0,0,4.9,17.9,0,15.2,6.5,0,0,48,0,0,26.7,32.7,0,13.7,0,21.5
16,2.1,0,0,0.494285714285714,0.6,0.6,0.880396825396825,0,0,0,0.8,1.2,1.5,3.6,5.7,0,0,1.1,0,1.4,0.8,0,1,0,2.1,1.7,0.7,0,0,0.6,0,0,0,0.9,0,2.2,2.6
17,0,0.7,0,0.8,0,0.9,0,0,1.1,0,1.5,1.5,0.8,3.5,2.2,0,0.6,0,0.6,0.6,0,0,0,0.9,1.7,0,0,0.8,1.5,0,0,0,0.6,0,0,1.1,0
18,0,0,0,22.7,6.07222222222223,0,8.2,0,10.8,0,10.8,0,12,0,18,0,17.7,10.8,23.7,0,0,22.8,14,0,14.7,0,10.1,23.6,0,11.4,0,0,0,0,10.1,14.8,8.2
19,17.5027777777778,0,14.1,12.5,0,37.3,34.2,37.3,60.5,12.3,0,28.4,0,86.2,114.8,77.1,66.9,28.7,0,12.5,53.2,16.1,39.3,50.1,165.8,23.3,53.6,37.9,32.9,42.6,42,0,25.7,33.7,58.6,37.3,28.8
20,18,9.2,58.6,9.2,10.4,145.1,76.7,66.2,24.9,23,59,44.7,23.7,79.1,56.5,84.4,88.1,29.4,46.8,13.8,15,53,63.6,17,106.7,47.7,33.4,161.9,58.3,48.4,92.4,20.8,27.3,43.6,19.4,42.1,36.3
21,43.7,20.1,7.4,70.4694444444444,35.2555555555556,138.9,30.2,43.5,48.2,56.5,44.1,65.4,96.3,22.9,6.8,137.8,69.6,82.1,117.5,55.2,68.7,19.1,64.8,44.5,50.1,42.4,81.8,62.8,83.7,92.8,98,71.3,0,138,30.4,47.7,62.5
22,13.9,0,30.1,77.923253968254,53.2371428571428,97.3,62.4,21,38.1,95.6,25.2,37.8,106.5,62.5,43.4,67.3,39.5,167.6,133.6,83.1,96.2,104.2,47.4,120.4,99.7,54.3,0,101.1,140,106,81.9,114.1,102.4,137.7,53,116,152.7
23,69.3,35.9787878787879,9.8,35.9787878787879,61.5787878787879,66.3,25.6,15.4,32.1,150.1,44.8787878787879,145.3,76.8,42.8,48.8,134.2,112.7,143,122.3,49.2,131,82.3,59.9,34,53.3,30.6,42.9,139.1,57,50,117.7,51.8,36.2,58.8,133.4,72.5,69.8
24,41.4,10.4,55.4,82.6,0,60,15.7,22.8,5.4,73.3,43.6,80.4,49.4,130.3,7.8,160.7,121.3,72.6,65,27.9,89.5,12.3,139,110.9,62.2,66,119.4,138.3,62.8,36.5,44.1,107.2,89.7944444444444,21.5,129.1,64.4,46.3
25,2.8,23.220756302521,23.3,26.1264705882353,5.3,21.9,20.6942857142857,12.1,0,13,22.1,14.1,14.6,49.4,4.5,40.4,33.8,16.9,22.7,46.7,11.9,10,23.9,44,30.5,49.5,12.3,30.6,19.4,8.7,33.2,31.1,25.0264705882353,31.4,27.5,46,10.5
