Time,NDVI
Oct 1981,0.6753387
Oct 1982,0.6321936
Oct 1983,0.5341936
Oct 1984,0.4672742
Oct 1985,0.6269839
Oct 1986,0.5280323
Oct 1987,0.4965807
Oct 1988,0.6377903
Oct 1989,0.6153387
Oct 1990,0.6462581
Oct 1991,0.6206291
Oct 1992,0.6670001
Oct 1993,0.5478065
Oct 1994,0.7030162
Oct 1995,0.5762259
Oct 1996,0.4631291
Oct 1997,0.5073388
Oct 1998,0.626742
Oct 1999,0.591242
Oct 2000,0.6146774
Oct 2001,0.5878549
Oct 2002,0.5654194
Oct 2003,0.6136613
Oct 2004,0.6056129
Oct 2005,0.5889194
Oct 2006,0.5868548
