"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,30.75,29.11,75,0,0,0,0
1984,16,2,5.54,51.56,100,0,57.18,157.18
1985,16,12.7,37.7,75,40.76,0,0,40.76
1986,16,52.38,50,75,0,0,0,0
1987,16,54.84,25.16,56.23,0,0,39.9,39.9
1988,16,15.84,25,75,16.64,0,0,16.64
1989,16,26.33,50,68.59,0,0,0,0
1990,16,5.53,5.53,50,95.92,0,62.96,158.89
1991,16,47.15,45.43,75,0,0,0,0
1992,16,17.49,10.57,60.57,3.94,0,23.82,27.77
1993,16,54.37,48.37,73.89,0,0,0,0
1994,16,43.89,43.89,75,0,0,0,0
1995,16,25,50,75,0,0,0,0
1996,16,74.99,50,75,0,0,0,0
1997,16,54.27,41.9,75,0,0,0,0
1998,16,39.79,50,75,0,0,0,0
1999,16,14.18,39.18,75,29.42,0,0,29.42
2000,16,27.35,48.53,73.53,0,0,0,0
2001,16,30.88,41.39,66.39,0,0,2.26,2.26
2002,16,29.74,16.34,61.59,0,0,20.02,20.02
2003,16,35.13,41.37,66.37,0,0,2.34,2.34
2004,16,28.4,39.43,64.43,0,0,9.52,9.52
2005,16,31.29,47.56,75,0,0,0,0
2006,16,40.06,50,75,0,0,0,0
2007,16,25.6,27.26,75,0,0,0,0
2008,16,14.86,25,75,24.16,0,0,24.16
2009,16,49.57,47.63,74.84,0,0,0,0
2010,16,42.98,50,75,0,0,0,0
2011,16,26.74,50,75,0,0,0,0
2012,16,25,50,75,0,0,0,0
2013,16,3.02,24.71,71.69,100,0,0,100
2014,16,17.66,28.84,75,2.61,0,0,2.61
2015,16,11.67,8.42,58.42,48.72,0,31.77,80.49
2016,16,50,50,75,0,0,0,0
2017,16,33.16,50,75,0,0,0,0
2018,16,54.93,50,75,0,0,0,0
2019,16,54.55,50,75,0,0,0,0
