T2,MODIS HAIN ET
Oct 2000,25.6
Oct 2001,6.4
Oct 2002,2.2
Oct 2003,24.2
Oct 2004,10.4
Oct 2005,39.8
Oct 2006,62.9
Oct 2007,79.3
Oct 2008,60.9
Oct 2009,30.7
Oct 2010,60.7
Oct 2011,48.3
Oct 2012,38.7
Oct 2013,46.7
Oct 2014,46.9
