Time,NDVI
Jul 1981,0.4049194
Jul 1982,0.1772903
Jul 1983,0.1512419
Jul 1984,0.6226451
Jul 1985,0.4360645
Jul 1986,0.5143871
Jul 1987,0.3859355
Jul 1988,0.2616774
Jul 1989,0.4313549
Jul 1990,0.4255968
Jul 1991,0.4298065
Jul 1992,0.3554516
Jul 1993,0.3283871
Jul 1994,0.4768871
Jul 1995,0.1582581
Jul 1996,0.5040162
Jul 1997,0.4619677
Jul 1998,0.342371
Jul 1999,0.2697097
Jul 2000,0.3322904
Jul 2001,0.4984517
Jul 2002,0.5078065
Jul 2003,0.3611129
Jul 2004,0.4765807
Jul 2005,0.3117742
Jul 2006,0.3851613
