"","MIXEDET"
"1983",102.977486370472
"1984",33.2413109868905
"1985",88.0949271523112
"1986",114.801069576153
"1987",108.804867435084
"1988",32.4926917175567
"1989",101.487617975277
"1990",62.1047066209596
"1991",73.7012405448455
"1992",88.790489532445
"1993",75.7880905613457
"1994",6.39314060485279
"1995",92.6235749237278
"1996",98.0172983751551
"1997",88.2550343574796
"1998",39.0973989639248
"1999",84.5076217941912
"2000",69.9
"2001",30.3
"2002",29
"2003",98.1
"2004",60.7
"2005",111.3
"2006",113.9
"2007",115.4
"2008",111.6
"2009",73.4
"2010",98
"2011",70.7
"2012",93.5
"2013",34.3
"2014",108.4
