"","1","2","3"
"1983",25,25,75
"1984",21.3,25,75
"1985",37,45,75
"1986",68.7285714285714,50,75
"1987",75,50,75
"1988",67.3,42.3,75
"1989",71.3535714285714,50,75
"1990",43.1,50,75
"1991",67,50,75
"1992",39.4,50,75
"1993",75,50,75
"1994",60.6,50,75
"1995",35.7,50,75
"1996",75,50,75
"1997",75,50,75
"1998",70,50,75
"1999",48.2,50,75
"2000",47.3,50,75
"2001",56.8,50,75
"2002",59.5,47.8,75
"2003",60.7,50,75
"2004",42.1,50,75
"2005",44.3,50,75
"2006",59.6,50,75
"2007",71,50,75
"2008",75,50,75
"2009",61.4,50,75
"2010",75,50,75
"2011",57.6,50,75
"2012",53.1,50,75
"2013",40.5,50,75
"2014",35.6,50,75
"2015",34.7,25,75
"2016",50,50,75
"2017",59.2,50,75
"2018",75,50,75
"2019",75,50,75
