Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.0161290322580645,0.0161290322580645,0.0161290322580645,0,15.9,0,1.10400782013685,1.10400782013685,0,1.10400782013685,0,0,1.08787878787879,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,20,0,0
6,1.61111111111111,14.5,3.28464052287582,2.77875816993464,1.61111111111111,0,1.61111111111111,2.11699346405229,1.61111111111111,1.16764705882353,16.3111111111111,14.1111111111111,2.11699346405229,0,1.61111111111111,1.61111111111111,1.61111111111111,0,1.61111111111111,1.61111111111111,14.1111111111111,0,1.61111111111111,1.61111111111111,1.61111111111111,0,18.8111111111111,1.61111111111111,1.61111111111111,0,1.61111111111111,1.61111111111111,1.61111111111111,0,1.61111111111111,1.61111111111111,1.61111111111111
7,0,10.3,2.73529411764706,5.08957983193277,15,0,0,20.0352941176471,10.3,0,22.6,2.35428571428571,0,21.2,19.9,0,0,0,0,13.4,0,0,0,22.6,0,0,0,0,0,0,0,22.8,0,0,0,0,0
8,3.28571428571429,14.1,7.30571428571429,26.1,4.02,0,0,0,0,0,0,0,29.9,0,10.1,0,0,0,12.8,0,0,10.1,40.3,27.5,0,0,10.1,14.1,0,0,0,22.7,8.8,0,0,0,29.1
9,0,0,4.40285714285715,0,0,0,30.7,12.5,0,0,15.8,4.40285714285715,13.1,54.9,0,10.9,0,0,0,38.9,0,0,13.1,10.9,13.9,0,15.8,0,0,27.4,0,0,11.3,15,0,0,11.3
10,3.58857142857143,0,6.62941176470588,11.1,11.7,10.6,4.1,7.8,9.8,3.7,12.1,3.82941176470588,7.41798319327731,6.4,23.5,0,0,37.5,0,14.6,2.9,18,0,8.4,10.7,8.6,4.4,7.6,6.2,3.5,3.9,0,0,10.3,0,5.8,9.8
