"","MIXEDET"
"1983",44.7243432828916
"1984",6.82303153524448
"1985",24.2059165726568
"1986",39.7229360090624
"1987",60.0267310710872
"1988",25.9905832844587
"1989",38.3277733340069
"1990",42.3584679663892
"1991",19.7060854608004
"1992",50.1022103664396
"1993",26.7470914903711
"1994",22.7953172795904
"1995",35.0813842122945
"1996",14.416708362787
"1997",21.2016431146166
"1998",35.715823516372
"1999",61.9855296694544
"2000",22.4
"2001",16.5
"2002",12.9
"2003",35.5
"2004",23.1
"2005",41.6
"2006",24.2
"2007",62.1
"2008",48.1
"2009",30.7
"2010",46.7
"2011",24.3
"2012",41.1
"2013",17.3
"2014",22.2
