Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0.0734495277777778,0.0734495277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.644183,0,0,0,0,0,0,0,0,0
2,0,0,0.466645945945946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.511993714285714,0,0,0,0,0,0.511993714285714,0,0.511993714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0.202933405405405,0,0,0,0,0,5.314623,0,2.193913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,4.275052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.1119931,1.119931,0.1119931,0.1119931,0.1119931,0,0.1119931,0.619556343243243,0.1119931,0,0.1119931,0.1119931,0.1119931,0,0.1119931,0.1119931,0.1119931,0,0.1119931,18.8918331,0.1119931,0,0.1119931,0.1119931,0.1119931,0,0.1119931,0.1119931,0.1119931,0,0.1119931,0.1119931,0.1119931,0,0.1119931,0.1119931,0.1119931
7,0,0,0.230365876190476,27.2819563333333,0.0740195428571429,0,0,17.65838,0,0,0,0.22129327027027,0,2.590684,0,0.0740195428571429,0,0,0,5.628468,0,0,8.187851,4.733929,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,30.93192,0.487810891891892,1.402555,0.956818756756757,0,0,0,0,0,10.25706,0,0,0,0,0,0,0,0,0,0,0,18.452291,0,0,0,0,13.01091,23.031577,0,0,29.79525,0,0,0,0,0
9,0.276860305555556,0,19.8873166448949,4.162401,0,7.48919,1.448485,4.635607,0,0,0.169002555555556,0,0,23.040563,0,0,0,0,0,0,0,0,3.607679,0,7.850773,0,2.841109,0,0,0,0,0,4.592345,0,6.011693,14.149757,0
10,0.582242027777778,0,0.510656648648649,8.98861524324324,0,1.862756,2.01002381456457,0.734049432432432,42.356255,0,0,0,0.875393138888889,4.521017,22.309852,0,0,48.651012,0,6.629457,0,5.286261,0,0,4.947379,27.50532,13.73885,4.427093,0,0,0,0,0,0,0,0,3.713892
11,0,8.146144,0,8.795515,61.554305,6.961809,9.03179127777778,0,3.729089,3.907377,0.540964194444444,0,3.382595,3.961471,0,0.303039277777778,8.591871,10.655757,0,0,0,0,12.2653366666667,49.895963,0,11.62154,0,4.955057,0,4.767963,19.746287,10.075879,0,0,17.537433,0,4.909561
