"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Dekera","Dekera","Dekera","Dekera","Dekera","Dekera","Dekera","Dekera"
"Region","Samre","Samre","Samre","Samre","Samre","Samre","Samre","Samre"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","30","0.73","30","51","0.14","30.5","0"
"1984-1977","0","19","0.46","8","58","0.22","7.81","0"
"1985-1978","100","3","0.05","0","75","1","100","0"
"1986-1979","0","49","0.95","0","75","1","0","0"
"1987-1980","0","42","0.86","12","57","0.16","12.32","0"
"1988-1981","0","24","0.54","0","75","1","0","0"
"1989-1982","0","44","0.92","0","63","0.3","0","0"
"1990-1983","0","10","0.32","33","51","0.11","33.27","0"
"1991-1984","0","43","0.89","0","75","1","0","1"
"1992-1985","62","7","0.16","36","50","0.08","97.26","0"
"1993-1986","0","29","0.68","0","75","1","0","0"
"1994-1987","0","33","0.76","0","75","1","0","0"
"1995-1988","0","20","0.49","2","59","0.24","2.2","0"
"1996-1989","0","62","1","0","75","1","0","0"
"1997-1990","0","17","0.43","0","75","1","0","0"
"1998-1991","0","28","0.62","0","75","1","0","0"
"1999-1992","0","17","0.41","0","75","1","0","0"
"2000-1993","0","22","0.51","0","75","1","0","0"
"2001-1994","0","29","0.7","0","68","0.38","0","0"
"2002-1995","100","5","0.11","54","45","0.05","153.94","0"
"2003-1996","0","29","0.65","0","60","0.27","0","0"
"2004-1997","0","10","0.3","0","74","0.46","0","1"
"2005-1998","0","50","0.97","0","75","1","0","0"
"2006-1999","0","35","0.78","0","75","1","0","0"
"2007-2000","98","5","0.14","0","75","1","97.78","0"
"2008-2001","57","7","0.19","0","70","0.41","56.73","0"
"2009-2002","0","11","0.35","0","63","0.32","0","1"
"2010-2003","0","39","0.81","0","75","1","0","0"
"2011-2004","0","25","0.57","10","57","0.19","10.35","1"
"2012-2005","0","16","0.38","0","68","0.35","0","0"
"2013-2006","0","9","0.22","0","75","1","0","0"
"2014-2007","100","1","0.03","0","75","1","100","0"
"2015-2008","0","9","0.27","70","41","0.03","69.54","0"
"2016-2009","0","9","0.24","0","74","0.43","0","0"
"2017-2010","100","5","0.08","0","75","1","100","0"
"2018-2011","0","26","0.59","0","75","1","0","0"
"2019-2012","0","40","0.84","0","75","1","0","0"
