"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","ImbaRufael","ImbaRufael","ImbaRufael","ImbaRufael","ImbaRufael","ImbaRufael","ImbaRufael","ImbaRufael"
"Region","TanquaAbergele","TanquaAbergele","TanquaAbergele","TanquaAbergele","TanquaAbergele","TanquaAbergele","TanquaAbergele","TanquaAbergele"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","30","0.54","0","75","1","0","0"
"1984-1977","100","2","0.05","66","46","0.05","165.82","0"
"1985-1978","100","1","0.03","0","75","1","100","0"
"1986-1979","0","47","0.81","0","75","1","0","0"
"1987-1980","0","56","0.97","21","60","0.16","20.56","0"
"1988-1981","51","10","0.14","0","75","1","51.26","0"
"1989-1982","0","32","0.62","0","68","0.27","0","0"
"1990-1983","86","7","0.11","72","44","0.03","157.84","0"
"1991-1984","0","41","0.78","0","75","1","0","1"
"1992-1985","39","12","0.16","25","59","0.11","64.04","1"
"1993-1986","0","35","0.65","0","75","1","0","0"
"1994-1987","0","40","0.76","0","75","1","0","0"
"1995-1988","0","25","0.43","0","75","1","0","0"
"1996-1989","0","61","1","0","71","0.38","0","0"
"1997-1990","0","50","0.89","0","75","1","0","1"
"1998-1991","0","30","0.57","0","75","1","0","0"
"1999-1992","0","23","0.38","0","75","1","0","0"
"2000-1993","0","27","0.46","0","71","0.35","0","0"
"2001-1994","0","32","0.59","1","67","0.24","1.06","0"
"2002-1995","0","29","0.49","21","60","0.19","20.53","0"
"2003-1996","0","35","0.68","0","68","0.3","0","0"
"2004-1997","0","17","0.3","0","69","0.32","0","0"
"2005-1998","0","25","0.41","0","75","1","0","1"
"2006-1999","0","36","0.7","4","66","0.22","3.79","0"
"2007-2000","4","16","0.24","0","75","1","3.57","0"
"2008-2001","0","23","0.32","0","75","1","0","1"
"2009-2002","0","39","0.73","0","72","0.41","0","0"
"2010-2003","0","49","0.84","0","75","1","0","0"
"2011-2004","0","29","0.51","0","75","1","0","0"
"2012-2005","0","16","0.27","0","75","1","0","0"
"2013-2006","100","3","0.08","21","60","0.14","120.95","0"
"2014-2007","30","13","0.19","0","75","1","30.01","0"
"2015-2008","22","14","0.22","55","50","0.08","76.2","0"
"2016-2009","0","50","0.86","0","75","1","0","0"
"2017-2010","0","23","0.35","0","75","1","0","0"
"2018-2011","0","51","0.92","0","75","1","0","0"
"2019-2012","0","55","0.95","0","75","1","0","0"
