"","1983-1976","1984-1977","1985-1978","1986-1979","1987-1980","1988-1981","1989-1982","1990-1983","1991-1984","1992-1985","1993-1986","1994-1987","1995-1988","1996-1989","1997-1990","1998-1991","1999-1992","2000-1993","2001-1994","2002-1995","2003-1996","2004-1997","2005-1998","2006-1999","2007-2000","2008-2001","2009-2002","2010-2003","2011-2004","2012-2005","2013-2006","2014-2007","2015-2008","2016-2009","2017-2010","2018-2011","2019-2012"
"AwusaMeda","1","1","1","1","0.08","1","1","1","1","1","1","1","0.05","1","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Ayba","0.3","0.03","0.24","0.27","0.08","1","1","1","1","0.05","0.19","1","0.38","1","1","1","1","1","0.19","0.11","0.35","0.19","1","0.41","1","1","1","1","1","1","1","0.22","0.32","1","1","1","1"
"Aynalem","0.14","0.24","1","1","0.19","1","1","1","1","0.05","1","1","1","1","1","1","1","1","0.14","0.08","0.22","0.05","1","0.16","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Bala","0.24","0.05","0.32","0.3","0.11","1","1","0.54","0.59","0.19","1","1","0.16","1","0.27","1","1","1","0.35","0.41","1","0.22","1","0.51","1","0.49","1","0.43","0.41","1","0.46","0.08","0.03","0.16","0.57","1","1"
"Balarab","1","1","1","1","0.03","1","1","1","1","1","0.05","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Bamba","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"BarkaAdiswha","0.16","1","0.27","1","0.41","1","1","1","0.05","0.03","0.35","1","1","0.24","0.22","1","1","1","0.11","0.19","1","0.08","1","0.14","1","1","1","1","1","1","1","1","0.3","1","0.32","1","0.38"
"Begasheka","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Berlay","0.03","1","1","1","0.11","1","1","1","1","1","1","1","0.08","1","1","1","1","1","1","1","1","0.05","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Betgebez","1","1","1","1","0.08","1","1","1","1","0.11","1","1","1","0.05","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Bethans","1","1","1","1","1","1","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"BilbWuha","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Birkutea","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Boneya","1","0.05","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.08","1","1","1","1"
"Burkoche","1","1","1","1","0.03","1","1","1","1","1","0.11","1","0.08","1","1","1","1","1","1","1","1","0.05","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Cheli","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Darubekeda","0.27","0.03","1","1","0.22","1","1","1","1","0.05","0.19","1","0.19","1","1","1","1","1","0.19","1","1","0.19","1","1","1","1","1","1","1","1","1","0.24","0.08","1","1","1","1"
"Deberkerbye","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"DeberAbaJale","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"DebrAbay","1","1","1","1","0.05","1","1","1","1","0.05","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.08","1","1","1","1"
"DebreAliays","0.16","1","1","0.08","0.11","1","1","1","1","0.03","1","1","0.05","1","1","1","1","1","1","1","1","0.14","1","1","1","1","1","1","1","1","1","1","0.19","1","1","1","1"
"Debrebirhan","0.11","1","1","1","0.16","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","0.08","1","0.05","1","0.14","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Debrebrhan","0.08","0.14","1","1","0.11","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","0.05","0.19","0.16","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"DebreGenet","1","1","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"DebreGenetA","0.08","1","1","1","1","1","1","1","1","1","1","1","1","0.05","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"DebreGenetK","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"DebreGeorgis","0.11","1","1","1","0.05","1","1","1","1","0.14","1","1","0.08","1","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"DebreKidusan","1","1","1","1","0.05","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.08","1","1","1","1"
"Debremawie","1","1","1","0.08","0.05","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.11","1","1","1","1"
"Debreselam","0.11","1","1","1","0.16","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","0.08","1","0.05","1","0.14","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Debrinetseb","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Dekera","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"DembezaAmbaLay","1","1","1","0.05","1","1","1","1","1","0.03","1","1","0.08","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Derit","1","1","1","1","1","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Derita","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Dinkashena","0.14","0.03","1","1","1","1","1","1","1","0.19","0.05","1","1","1","1","1","1","1","0.08","0.22","1","0.16","1","1","1","1","1","1","1","1","1","1","0.11","1","1","1","1"
"Ebo","0.24","0.03","0.35","0.43","0.16","1","1","0.41","1","0.05","0.14","1","0.41","0.54","0.49","1","1","1","0.14","0.08","0.32","0.19","1","0.22","1","0.46","1","1","1","1","1","0.27","0.3","1","0.51","1","1"
"Edagaarbi","0.14","0.22","1","1","0.05","1","0.24","1","1","0.19","1","1","1","0.11","1","1","1","1","1","0.08","1","0.03","1","0.16","1","1","1","1","1","1","1","1","1","1","1","1","1"
"EmbaAhfrom","0.14","1","1","1","0.05","1","1","1","1","0.16","1","1","1","0.11","1","1","1","1","1","0.05","1","0.08","1","0.19","1","1","1","1","1","1","1","1","1","1","1","1","1"
"EmbachekoGunaguna","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"EndaBagerima","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Endabano","1","1","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Endachiwa","0.03","1","1","1","1","1","1","0.11","1","1","1","1","1","1","1","1","1","1","1","0.08","1","0.05","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"EndaFelasi","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Endagahamus","0.08","1","1","1","1","1","1","1","1","1","1","1","1","1","0.11","1","1","1","1","0.03","1","0.05","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Endamariam","0.11","1","1","1","1","1","1","1","1","1","1","1","1","0.08","1","1","1","1","1","0.05","1","0.05","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Erba","0.35","0.05","0.14","0.38","0.11","1","1","1","0.57","0.3","0.24","1","0.24","0.43","0.24","1","1","1","0.24","0.32","1","0.27","1","0.51","1","0.46","1","1","1","1","0.49","0.03","0.08","0.41","0.54","1","1"
"Esiret","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Estifanos","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Fala","0.32","0.05","0.19","1","0.14","1","1","1","1","1","0.22","1","0.11","1","0.3","1","1","1","0.16","0.27","1","0.11","1","1","1","1","1","1","1","1","1","0.24","0.03","1","1","1","1"
"Felegehiwot","1","1","1","1","0.03","1","1","1","1","0.05","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FelegeWayane","0.16","1","1","0.32","0.49","1","0.41","0.38","0.32","0.08","1","1","1","0.43","0.08","1","1","1","0.24","0.11","0.57","0.14","1","0.08","1","1","1","1","0.51","0.54","1","0.19","0.22","0.35","0.49","1","0.27"
"FikreAlem","0.22","0.05","0.19","1","0.11","1","1","0.08","1","0.03","1","1","1","1","1","1","1","1","1","0.16","1","0.24","1","1","1","1","1","1","1","1","1","1","0.14","1","1","1","1"
"Filatako","1","1","1","1","1","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Gebsit","1","1","1","1","0.08","1","1","1","1","0.03","1","1","0.05","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.11","1","1","1","1"
"Gedayasu","1","1","1","1","0.11","1","1","1","1","0.03","1","1","0.05","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.08","1","1","1","1"
"GelaMatebiya","1","1","1","1","1","1","1","1","1","1","0.05","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Gendebta","1","1","1","1","1","1","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Geneti","0.32","0.03","0.22","0.35","0.3","1","1","1","1","0.08","0.16","1","0.16","1","0.38","1","1","1","0.16","0.19","0.43","0.24","1","0.43","1","1","1","1","1","1","1","0.05","0.27","1","0.46","1","1"
"Genfel","0.11","0.35","1","1","0.38","1","1","0.19","0.22","0.03","0.32","1","1","1","0.14","1","1","1","0.08","0.24","0.3","0.05","1","0.19","1","1","1","1","1","1","1","1","0.27","1","1","1","1"
"Gera","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Gerjale","0.27","0.03","0.22","0.24","0.16","1","1","1","1","0.41","0.3","1","0.14","0.49","0.35","1","1","1","0.14","0.38","1","0.19","1","0.46","1","1","1","0.51","1","1","0.43","0.05","0.08","0.32","0.54","1","1"
"GetskiMilesiley","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Gijet","0.05","1","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","0.08","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Ginaza","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Golgolemalee","0.16","1","0.3","1","1","1","1","0.32","0.24","0.03","1","1","1","0.27","0.05","1","1","1","0.22","0.19","1","0.14","1","0.11","1","1","1","1","1","1","1","0.35","0.08","1","1","1","1"
"Goshedur","1","1","1","1","0.03","1","1","1","1","0.05","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Goza","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Grwre","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"GuemseAgamet","0.14","0.49","0.32","0.43","0.3","1","0.27","1","0.38","0.03","1","1","1","0.22","0.08","1","1","0.41","0.24","0.11","0.51","0.35","1","0.05","1","1","1","1","1","1","1","0.46","0.19","1","1","1","0.16"
"Guroro","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Guya","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Habees","0.16","1","0.27","1","0.35","1","1","1","0.05","0.03","0.32","1","1","0.24","0.22","1","1","1","0.14","0.19","1","0.11","1","0.08","1","1","1","1","1","1","1","1","0.3","1","0.38","1","1"
"Hadashtekli","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"HadeAlga","0.38","0.03","0.11","0.14","0.05","1","1","1","0.54","0.35","0.24","1","0.16","0.49","0.3","1","1","1","0.24","0.27","0.41","0.32","1","0.43","1","0.51","1","1","1","1","1","0.08","0.24","1","0.46","1","1"
"HadnetK","0.16","0.3","1","1","0.22","1","1","0.11","0.19","0.03","1","1","1","1","0.27","1","1","1","0.35","0.14","0.32","0.05","1","0.08","1","1","1","1","1","1","1","1","0.24","1","1","1","1"
"HadnetS","0.14","0.16","0.3","1","0.22","1","1","1","0.32","0.03","1","1","1","0.27","0.24","1","1","1","1","0.05","1","0.11","1","0.08","1","1","1","1","1","1","1","1","1","1","1","1","0.19"
"HadushAdi","0.14","0.19","0.35","0.46","0.24","1","0.38","1","0.49","0.05","1","1","1","0.22","0.27","1","1","1","0.41","0.08","0.35","0.11","1","0.05","1","1","1","1","0.51","1","1","0.43","0.3","1","1","1","0.16"
"HadushHiwet","0.11","0.24","0.3","0.54","0.16","1","0.14","0.49","0.43","0.03","1","1","1","0.38","0.32","1","1","1","1","0.05","1","0.08","1","0.22","1","1","1","1","0.46","0.57","1","0.41","0.27","0.35","0.51","1","0.19"
"HagereGenet","0.08","1","1","1","0.05","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"HagereSelamE","0.08","1","1","1","0.03","1","1","1","1","0.05","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.11","1","1","1","1"
"HagereSelamW","1","0.03","1","1","0.16","1","1","0.08","1","0.11","1","1","1","1","1","1","1","1","1","0.08","1","1","1","0.14","1","1","1","1","1","1","1","1","0.19","1","1","1","1"
"Hangoda","0.14","0.16","0.3","1","0.22","1","1","1","0.32","0.03","1","1","1","0.27","0.24","1","1","1","1","0.05","1","0.11","1","0.08","1","1","1","1","1","1","1","1","1","1","1","1","0.19"
"Hareko","1","0.05","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","0.08","1","1","1","1","1","1","1","1","1","1","1","1","0.11","1","1","1","1"
"Hawelti","0.3","0.05","0.24","0.41","0.24","1","1","0.46","1","0.03","0.14","1","0.35","0.54","0.43","1","1","0.51","0.14","0.08","0.38","0.27","1","0.32","1","0.49","1","1","1","1","1","0.19","0.16","1","0.57","1","1"
"Hayelom","0.08","0.11","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","0.05","1","0.14","1","0.16","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Hintsa","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"HintsaWaza","1","1","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"HizbaTeklehymanot","0.41","0.03","0.24","0.35","0.14","1","1","1","0.43","0.19","0.05","1","0.16","1","0.38","1","1","1","0.22","0.08","0.35","0.11","1","0.46","1","1","1","1","1","1","1","0.27","0.3","1","0.49","1","1"
"ImbaRufael","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Jijqe","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"JimanDeregeha","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Jira","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"kabe","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Karima","1","1","1","1","1","1","1","1","1","0.05","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Keregna","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Kihen","0.14","1","1","1","0.19","1","1","0.08","0.16","0.03","1","1","1","1","0.27","1","1","1","1","0.11","1","0.05","1","0.24","1","1","1","1","1","1","1","1","0.24","1","1","1","1"
"Kita","1","1","1","1","0.03","1","1","1","1","0.11","0.08","1","0.05","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.14","1","1","1","1"
"Korme","0.35","0.03","0.38","0.32","0.05","1","1","1","1","0.3","0.41","1","0.22","0.51","0.22","1","1","1","0.22","0.24","0.43","0.27","1","0.49","1","0.57","1","1","1","1","0.46","0.08","0.11","0.22","0.54","1","1"
"Ksadacki","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Kudo","0.14","1","1","1","0.05","1","1","1","1","0.16","1","1","1","0.08","1","1","1","1","1","0.11","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Kuluferha","1","1","1","1","1","1","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"KuluGizeLemlem","0.27","0.05","0.3","0.22","0.11","1","1","1","1","0.32","1","1","0.19","1","0.35","1","1","1","0.19","0.24","1","0.14","1","0.46","1","0.43","1","0.41","1","1","0.49","0.08","0.03","0.38","1","1","1"
