"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Nagash","Nagash","Nagash","Nagash","Nagash","Nagash","Nagash","Nagash"
"Region","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","26","0.78","9","39","0.22","8.9","0"
"1984-1977","0","10","0.57","17","36","0.19","17.13","0"
"1985-1978","0","10","0.54","0","70","0.78","0","0"
"1986-1979","0","26","0.81","0","67","0.76","0","0"
"1987-1980","0","32","0.95","95","9","0.03","94.84","0"
"1988-1981","100","0","0.32","0","60","0.7","100","0"
"1989-1982","100","0","0.27","39","28","0.16","138.77","0"
"1990-1983","100","0","0.22","0","50","0.38","100","0"
"1991-1984","0","13","0.65","0","56","0.54","0","0"
"1992-1985","100","0","0.22","0","50","0.41","100","0"
"1993-1986","0","39","1","0","62","0.73","0","0"
"1994-1987","0","27","0.86","0","75","1","0","0"
"1995-1988","100","3","0.41","0","75","1","100","0"
"1996-1989","0","30","0.89","0","57","0.57","0","0"
"1997-1990","0","20","0.7","0","75","1","0","0"
"1998-1991","0","30","0.92","0","71","0.81","0","0"
"1999-1992","100","0","0.22","0","75","1","100","0"
"2000-1993","0","33","0.97","0","57","0.59","0","0"
"2001-1994","100","0","0.22","0","45","0.32","100","0"
"2002-1995","100","4","0.46","57","22","0.05","156.65","0"
"2003-1996","0","14","0.68","49","25","0.08","49.16","0"
"2004-1997","100","2","0.35","0","44","0.3","100","1"
"2005-1998","100","0","0.22","0","51","0.46","100","0"
"2006-1999","0","20","0.73","2","41","0.24","2.33","0"
"2007-2000","100","3","0.38","0","75","1","100","0"
"2008-2001","100","3","0.43","0","48","0.35","100","1"
"2009-2002","100","0","0.22","0","55","0.51","100","1"
"2010-2003","100","0","0.22","0","75","1","100","0"
"2011-2004","0","25","0.76","0","44","0.27","0","1"
"2012-2005","0","12","0.59","49","25","0.11","48.57","0"
"2013-2006","100","0","0.3","0","58","0.65","100","0"
"2014-2007","0","5","0.51","0","55","0.49","0","1"
"2015-2008","0","27","0.84","0","58","0.62","0","0"
"2016-2009","0","12","0.62","0","60","0.68","0","0"
"2017-2010","100","0","0.24","0","50","0.43","100","0"
"2018-2011","100","5","0.49","0","73","0.84","100","0"
"2019-2012","100","0","0.22","43","27","0.14","142.81","0"
