"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","0.19","0.36","0.59"
"Abara","1","1","1","1","1","0.54","0.36","0.47"
"Abarwuha","1","1","1","1","1","0.14","0.09","0.59"
"Abaselima","1","1","1","1","1","0.49","0.45","0.47"
"Abina","1","1","1","1","1","0.54","0.27","0.59"
"AbrahaAtsbaha","0.46","1","1","1","0.46","0.86","0.45","0.31"
"Abrekuy","1","1","1","1","1","0.38","0.64","0.47"
"AdekeAla","0.57","1","1","1","0.57","0.54","0.36","0.47"
"Adekiney","0.59","1","1","0.14","0.59","0.81","0.64","0.38"
"AderSeg","1","1","1","1","1","0.46","0.36","0.59"
"Adibearj","1","1","1","1","1","0.57","0.55","0.34"
"AdiHa","1","1","1","1","1","0.35","0.27","0.47"
"AdiKisandid","0.51","1","1","1","0.51","0.81","0.36","0.31"
"Adisalem","0.27","1","1","1","0.27","0.35","0.09","0.94"
"AdisAlemS","0.57","1","1","1","0.57","0.43","0.36","0.47"
"AdisAlemW","1","1","1","0.08","1","0.65","0.73","0.44"
"Adiselam","1","1","1","1","1","0.38","0.45","0.44"
"Adishimbirkti","0.51","1","1","1","0.51","0.59","0.36","0.72"
"AdisKigni","0.57","1","1","0.57","0.57","0.62","0.55","0.75"
"Adiyikoro","0.46","1","1","0.03","0.46","0.57","0.64","0.44"
"Adizata","0.46","1","1","0.05","0.46","0.84","0.73","0.44"
"Adreb","1","1","1","0.03","1","0.46","0.55","0.44"
"AgazenMeda","1","1","1","1","1","0.22","0.18","0.59"
"Agazi","0.43","1","1","0.49","0.43","0.73","0.45","0.38"
"Agbe","1","1","1","1","1","0.57","0.36","0.47"
"Agela","1","1","1","1","1","0.89","0.45","0.53"
"Agid","1","1","1","1","1","0.51","0.45","0.78"
"AlemeTesfa","1","1","1","1","1",,"0.09","0.94"
"AmdiWeyane","0.57","1","1","1","0.57","0.65","0.36","0.47"
"Amedwuha","0.78","1","1","1","0.78","0.32","0.36","0.38"
"Ameno","1","1","1","1","1","0.3","0.36","0.53"
"Amisetya","1","1","1","1","1","0.32","0.27","0.53"
"Angot","1","1","1","1","1","0.14","0.09","0.59"
"Anigot","1","1","1","1","1","0.78","0.45","0.53"
"Ansheb","1","1","1","1","1","0.62","0.36","0.66"
"AquaShumoch","1","1","1","1","1","0.35","0.55","0.53"
"Aquha","1","1","1","1","1","0.27","0.27","0.53"
"Arena","1","1","1","1","1","0.84","0.36","0.53"
"Asmena","0.49","1","0.41","0.22","0.49","0.38","0.64","0.38"
"Asta","1","1","1","1","1","0.51","0.45","0.53"
"Atakilti","1","1","1","1","1","0.41","0.45","0.59"
"AwetBikalsi","1","1","1","1","1","0.3","0.36","0.47"
"AwusaMeda","1","1","1","1","1","0.19","0.09","0.94"
"Ayba","0.86","1","1","0.38","0.86","0.22","0.18","0.41"
"Aynalem","0.46","1","1","1","0.46","0.54","0.45","0.31"
"Bala","0.57","1","1","0.65","0.57","0.59","0.55","0.75"
"Balarab","1","1","1","1","1","0.27","0.27","0.53"
"Bamba","1","1","1","1","1","0.62","0.36","0.47"
"BarkaAdiswha","0.59","1","1","1","0.59","0.62","0.45","0.31"
"Begasheka","1","1","1","1","1","0.46","0.55","0.59"
"Berlay","0.3","1","1","1","0.3","0.27","0.09","0.94"
"Betgebez","0.3","1","1","0.05","0.3","0.81","0.73","0.38"
"Bethans","1","1","1","0.03","1","0.62","0.55","0.41"
"BilbWuha","1","1","1","1","1","0.32","0.45","0.62"
"Birkutea","1","1","1","1","1","0.76","0.45","0.53"
"Boneya","1","1","1","1","1","0.38","0.45","0.47"
"Burkoche","1","1","1","1","1","0.24","0.27","0.53"
"Cheli","1","1","1","1","1","0.54","0.36","0.47"
"Darubekeda","0.49","1","1","1","0.49","0.62","0.45","0.72"
"Deberkerbye","1","1","1","1","1","0.24","0.45","0.41"
"DeberAbaJale","1","1","1","1","1","0.7","0.45","0.53"
"DebrAbay","0.3","1","1","1","0.3","0.78","0.18","0.94"
"DebreAliays","0.3","1","1","1","0.3","0.32","0.09","0.94"
"Debrebirhan","0.57","1","1","1","0.57","0.68","0.45","0.53"
"Debrebrhan","1","1","1","1","1","0.78","0.36","0.41"
"DebreGenet","0.24","1","1","1","0.24","0.22","0.09","0.94"
"DebreGenetA","1","1","1","0.03","1","0.49","0.45","0.41"
"DebreGenetK","1","1","1","1","1","0.22","0.36","0.59"
"DebreGeorgis","1","1","1","0.68","1","0.38","0.09","0.94"
"DebreKidusan","0.35","1","1","1","0.35","0.46","0.18","0.94"
"Debremawie","0.3","1","1","1","0.3","0.24","0.27","0.94"
"Debreselam","1","1","1","1","1","0.59","0.45","0.53"
"Debrinetseb","1","1","1","1","1","0.3","0.45","0.59"
"Dekera","0.35","1","1","1","0.35","0.65","0.36","0.38"
"DembezaAmbaLay","0.3","1","1","1","0.3","0.19","0.09","0.94"
"Derit","1","1","1","1","1","0.16","0.18","0.59"
"Derita","1","1","1","1","1","0.54","0.45","0.53"
"Dinkashena","0.57","1","1","1","0.57","0.7","0.45","0.66"
"Ebo","0.7","1","1","0.57","0.7","0.05","0.09","0.41"
"Edagaarbi","0.57","1","1","0.08","0.57","0.81","0.82","0.31"
"EmbaAhfrom","0.51","1","1","0.05","0.51","0.86","0.73","0.44"
"EmbachekoGunaguna","1","1","1","1","1","0.76","0.55","0.53"
"EndaBagerima","0.49","1","1","0.03","0.49","0.59","0.55","0.41"
"Endabano","1","1","1","1","1","0.49","0.36","0.44"
"Endachiwa","1","1","1","1","1","0.3","0.36","0.44"
"EndaFelasi","1","1","1","0.14","1","0.3","0.36","0.44"
"Endagahamus","1","1","1","0.24","1","0.68","0.45","0.44"
"Endamariam","0.46","1","1","0.03","0.46","0.81","0.73","0.38"
"Erba","0.7","1","1","0.78","0.7","0.41","0.55","0.56"
"Esiret","1","1","1","1","1","0.51","0.55","0.47"
"Estifanos","1","1","1","1","1","0.89","0.45","0.53"
"Fala","0.46","1","1","1","0.46","0.57","0.36","0.59"
"Felegehiwot","0.24","1","1","1","0.24","0.43","0.09","0.94"
"FelegeWayane","0.3","1","0.54","0.35","0.3","0.16","0.73","0.31"
"FikreAlem","1","1","1","1","1","0.35","0.27","0.53"
"Filatako","1","1","1","1","1","0.05","0.09","0.59"
"Gebsit","1","1","1","1","1","0.78","0.55","0.47"
"Gedayasu","1","1","1","1","1","0.84","0.45","0.66"
"GelaMatebiya","1","1","1","1","1","0.14","0.45","0.53"
"Gendebta","0.49","1","1","0.03","0.49","0.76","0.73","0.44"
"Geneti","0.38","1","1","0.51","0.38","0.11","0.09","0.41"
"Genfel","0.51","1","1","1","0.51","0.54","0.36","0.31"
"Gera","1","1","1","1","1","0.54","0.27","0.44"
"Gerjale","0.62","1","1","0.76","0.62","0.62","0.55","0.5"
"GetskiMilesiley","1","1","1","1","1","0.3","0.36","0.47"
"Gijet","1","1","1","1","1","0.46","0.36","0.47"
"Ginaza","1","1","1","1","1","0.73","0.45","0.78"
"Golgolemalee","0.3","1","1","1","0.3","0.32","0.73","0.31"
"Goshedur","0.24","1","1","1","0.24","0.46","0.18","0.94"
"Goza","1","1","1","1","1","0.3","0.45","0.62"
"Grwre","1","1","1","1","1","0.7","0.55","0.44"
"GuemseAgamet","0.32","1","1","1","0.32","0.49","0.36","0.38"
"Guroro","1","1","1","1","1","0.43","0.45","0.59"
"Guya","1","1","1","1","1","0.62","0.64","0.59"
"Habees","0.59","1","1","1","0.59","0.76","0.45","0.31"
"Hadashtekli","1","1","1","1","1","0.41","0.27","0.47"
"HadeAlga","0.73","1","1","0.43","0.73","0.24","0.36","0.56"
"HadnetK","0.51","1","1","1","0.51","0.62","0.55","0.47"
"HadnetS","0.43","1","1","0.49","0.43","0.73","0.45","0.38"
"HadushAdi","0.51","1","1","0.46","0.51","0.59","0.55","0.38"
"HadushHiwet","0.49","1","0.57","0.27","0.49","0.49","0.55","0.38"
"HagereGenet","0.35","1","1","1","0.35","0.24","0.18","0.94"
"HagereSelamE","0.3","1","1","1","0.3","0.27","0.18","0.94"
"HagereSelamW","1","1","1","1","1","0.51","0.36","0.44"
"Hangoda","0.43","1","1","0.49","0.43","0.73","0.45","0.38"
"Hareko","1","1","1","1","1","0.41","0.36","0.34"
"Hawelti","0.38","1","1","0.41","0.38","0.16","0.09","0.41"
"Hayelom","0.46","1","1","1","0.46","0.62","0.45","0.53"
"Hintsa","0.57","1","1","1","0.57","0.65","0.36","0.47"
"HintsaWaza","0.57","1","1","1","0.57","0.73","0.36","0.47"
"HizbaTeklehymanot","0.54","1","1","0.51","0.54","0.11","0.18","0.41"
"ImbaRufael","1","1","1","1","1","0.73","0.45","0.44"
"Jijqe","1","1","1","1","1","0.54","0.36","0.59"
"JimanDeregeha","1","1","1","1","1","0.81","0.45","0.53"
"Jira","1","1","1","1","1","0.51","0.45","0.47"
"kabe","1","1","1","1","1","0.22","0.45","0.78"
"Karima","1","1","1","1","1","0.62","0.55","0.66"
"Keregna","1","1","1","1","1","0.11","0.45","0.78"
"Kihen","0.73","1","1","1","0.73","0.65","0.55","0.47"
"Kita","1","1","1","1","1","0.32","0.27","0.69"
"Korme","0.62","1","1","0.76","0.62","0.51","0.55","0.5"
"Ksadacki","1","1","1","1","1","0.24","0.45","0.44"
"Kudo","0.51","1","1","0.05","0.51","0.78","0.82","0.44"
"Kuluferha","1","1","1","1","1","0.78","0.36","0.5"
"KuluGizeLemlem","0.57","1","1","1","0.57","0.38","0.55","0.75"
"LaelayDayu","0.62","1","1","1","0.62","0.35","0.55","0.75"
"Laelayhahaile","0.51","1","1","0.05","0.51","0.76","0.73","0.44"
"LaelayMegariaTsemri","0.54","1","1","0.05","0.54","0.84","0.73","0.38"
"Lalaylogomti","1","1","1","0.05","1","0.7","0.64","0.44"
"Ledy","1","1","1","1","1","0.27","0.64","0.47"
"Lemlem","1","1","1","1","1","0.7","0.45","0.38"
"LemlemArena","0.57","1","1","1","0.57","0.73","0.36","0.34"
"Libo ","1","1","1","1","1","0.54","0.36","0.53"
"Limaat","0.57","1","1","0.57","0.57","0.59","0.55","0.75"
"Limat","1","1","1","1","1","0.27","0.55","0.59"
"Lul","0.32","1","1","1","0.32","0.35","0.27","0.66"
"LusinaAbegeldi","1","1","1","1","1","0.19","0.45","0.53"
"Maekelawi","1","1","1","0.24","1","0.68","0.45","0.44"
"MaekelSegli","1","1","1","0.08","1","0.16","0.36","0.44"
"MahbereWeyni","0.51","1","1","1","0.51","0.68","0.45","0.47"
"MariamShewito","0.49","1","1","0.03","0.49","0.86","0.64","0.41"
"Martadios","1","1","1","1","1","0.41","0.36","0.53"
"MayChekemte","1","1","1","1","1","0.38","0.55","0.44"
"MayNebri","0.62","1","1","0.24","0.62","0.84","0.73","0.31"
"Maysuru","0.46","1","1","0.05","0.46","0.86","0.73","0.38"
"MayTeklia","0.57","1","1","1","0.57","0.7","0.36","0.47"
"Mearey","1","1","1","1","1","0.51","0.45","0.31"
"Mechare","0.54","1","1","0.35","0.54","0.24","0.36","0.59"
"Mechena","1","1","1","1","1","0.73","0.64","0.53"
"MehalGoncha","1","1","1","1","1","0.08","0.09","0.59"
"Mekan ","0.62","1","1","0.22","0.62","0.14","0.09","0.5"
"MekaneGenet","1","1","1","1","1","0.22","0.09","0.75"
"Melabesh","0.27","1","1","1","0.27","0.35","0.09","0.94"
"MendereMariam","1","1","1","1","1","0.49","0.45","0.53"
"Menegobena","1","1","1","1","1","0.59","0.73","0.47"
"Menji","1","1","1","1","1","0.46","0.45","0.59"
"Mergech","1","1","1","1","1","0.54","0.73","0.47"
"Mesanu","0.62","1","1","1","0.62","0.57","0.36","0.47"
"Mesehle","1","1","1","1","1","0.41","0.36","0.5"
"Meswaeti ","0.62","1","1","0.24","0.62","0.43","0.18","0.5"
"Metkel","1","1","1","0.22","1","0.38","0.36","0.44"
"MetkelLemat","0.54","1","1","1","0.54","0.76","0.36","0.38"
"Mezbr","1","1","1","0.03","1","0.92","0.73","0.38"
"MichelDebre","1","1","1","1","1","0.59","0.45","0.53"
"Miraf","1","1","1","1","1","0.24","0.64","0.47"
"Misema","1","1","1","1","1","0.46","0.55","0.25"
"Mitad","1","1","1","1","1","0.38","0.45","0.78"
"MitinaYimach","1","1","1","1","1","0.24","0.09","0.75"
