"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","18","35","0.16","75","1","64.15","0.32","68","0.41","35.3532723120915","0.16","0.296408841535695","0.16",,,"7.84176533922297","0.09"
"1984-1977","100","0","0.03","75","1","35.8","0.03","41","0.05","0","0.03","0.361593263181788","0.73",,,"52.0974762025417","0.44"
"1985-1978","0","55","0.78","75","1","49.6","0.05","47","0.08","54.61192","0.78","0.291022007196767","0.11",,,"66.8591787373867","0.66"
"1986-1979","9","39","0.19","75","1","66.6","0.41","69","0.51","38.7476611176471","0.19","0.367884591196557","0.81",,,"44.0967147080665","0.38"
"1987-1980","80","12","0.08","75","1","60.5","0.16","60","0.3","12.4024525888889","0.08","0.369954844873868","0.84",,,"14.0079638888797","0.12"
"1988-1981","0","50","0.62","75","1","75","1","74","0.65","50","0.62","0.330367855956594","0.49",,,"57.635254942162","0.53"
"1989-1982","0","62","0.89","75","1","75","1","74","0.65","61.848071","0.89","0.360105858350152","0.7",,,"61.6060842284927","0.56"
"1990-1983","0","46","0.3","75","1","75","1","75","1","45.702794","0.3","0.249847107227196","0.03",,,"44.8577808661877","0.41"
"1991-1984","0","51","0.68","75","1","75","1","75","1","51.196769","0.68","0.32009671838205","0.41",,,"33.5823255466761","0.25"
"1992-1985","33","30","0.14","75","1","57.8","0.14","61","0.32","29.837312","0.14","0.410848414659751","0.97",,,"41.6171769463161","0.34"
"1993-1986","0","46","0.32","75","1","50","0.08","67","0.38","45.932652","0.32","0.292268271870955","0.14",,,"6.34443974670879","0.03"
"1994-1987","0","50","0.62","75","1","75","1","75","1","50","0.62","0.394296043309586","0.92",,,"84.9158433767383","0.91"
"1995-1988","0","52","0.7","75","1","62.1","0.24","52","0.14","51.9759910676471","0.7","0.298016816446054","0.19",,,"64.5170836341301","0.62"
"1996-1989","0","43","0.27","75","1","72.7","0.46","72","0.57","43.323689","0.27","0.269494920629473","0.05",,,"35.7829552794829","0.28"
"1997-1990","0","50","0.62","75","1","64.7","0.38","75","1","50","0.62","0.284569919077033","0.08",,,"14.1797027454592","0.16"
"1998-1991","0","70","0.97","75","1","75","1","75","1","70.20421","0.97","0.372035255100446","0.86",,,"106.216309476234","1"
"1999-1992","0","60","0.86","75","1","75","1","75","1","59.837413","0.86","0.389673068709715","0.89",,,"84.8595254093555","0.88"
"2000-1993","0","63","0.92","75","1","75","1","75","1","62.749513","0.92","0.4343682","1",,,"40.7","0.31"
"2001-1994","0","50","0.62","75","1","63.2","0.27","75","1","50","0.62","0.3575532","0.68",,,"18.2","0.19"
"2002-1995","0","57","0.81","75","1","64.6","0.35","50","0.11","56.987673","0.81","0.3639678","0.76",,,"6.8","0.06"
"2003-1996","0","46","0.35","75","1","64","0.3","75","1","46.189255","0.35","0.3162221","0.32",,,"61.8","0.59"
"2004-1997","1","42","0.24","75","1","60.9","0.19","54","0.16","41.742019","0.24","0.3140662","0.27",,,"25.6","0.22"
"2005-1998","0","49","0.38","75","1","75","1","69","0.51","49.114461","0.38","0.3051238","0.22",,,"71.3","0.72"
"2006-1999","0","50","0.62","75","1","67.4","0.43","72","0.57","50","0.62","0.3165359","0.35",,,"78.2","0.81"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.3195881","0.38","12.85484","0.45","86.5","0.94"
"2008-2001","0","57","0.84","75","1","75","1","57","0.24","57.349339","0.84","0.3553228","0.59","12.41935","0.36","84.6","0.84"
"2009-2002","0","51","0.65","75","1","75","1","75","1","50.655895","0.65","0.3063693","0.24","10.10484","0.09","54.3","0.47"
"2010-2003","0","50","0.62","75","1","75","1","55","0.19","50","0.62","0.3484307","0.54","19.37096","0.73","89.1","0.97"
"2011-2004","0","54","0.76","75","1","75","1","67","0.38","54.175524","0.76","0.3573635","0.65","11.88709","0.27","71.8","0.75"
"2012-2005","0","50","0.62","75","1","75","1","57","0.24","50","0.62","0.323679","0.43","11.21774","0.18","56.2","0.5"
"2013-2006","0","50","0.62","74.98916","0.05","75","1","69","0.51","50","0.62","0.3653573","0.78","24.6129","0.82","74.1","0.78"
"2014-2007","46","25","0.11","75","1","61.2","0.22","58","0.27","25","0.11","0.4009272","0.95","35.84677","1","71","0.69"
"2015-2008","94","7","0.05","73.07258","0.03","54.4","0.11","22","0.03","7.239878","0.05","0.3148035","0.3","13.1371","0.55",,
"2016-2009","0","50","0.62","75","1","75","1","75","1","50","0.62","0.324606","0.46","18.70161","0.64",,
"2017-2010","0","53","0.73","75","1","75","1","73","0.59","53.13176","0.73","0.357335","0.62","24.89515","0.91",,
"2018-2011","0","67","0.95","75","1","75","1","75","1","66.815585","0.95","0.3471316","0.51",,,,
"2019-2012","3","41","0.22","75","1","75","1","69","0.51","40.734668","0.22","0.3537441","0.57",,,,
