"","Lat","Lon","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET","Ave"
"Mtsaiwerki","13.62158","38.78111","1","0.555555555555556","0.555555555555556","0.222222222222222","1","0.222222222222222","0.111111111111111","0.555555555555556","0.46031746031746"
"Nagash","13.87613333","39.59755","1","0.222222222222222","0.111111111111111","0.555555555555556","1","0.333333333333333","0","0.111111111111111","0.333333333333333"
"Nebarhadinet","13.1668","39.0417","1","0.444444444444444","0.555555555555556","0.555555555555556","1","0.222222222222222","0.222222222222222","0.222222222222222","0.46031746031746"
"Nefasit","14.24565","38.38987","1","0.666666666666667","0.666666666666667","0.222222222222222","1","0.222222222222222","0","0.555555555555556","0.476190476190476"
"Negedebrhan","13.3322","38.93058","1","0.555555555555556","0.444444444444444","0.333333333333333","1","0.222222222222222","0","0.555555555555556","0.444444444444444"
"Niquara","12.2137","38.2555","1","0.444444444444444","0.555555555555556","0.666666666666667","1","0.222222222222222","0.222222222222222","0","0.444444444444444"
"Qoraro","13.86542","39.25988","1","0.666666666666667","0.222222222222222","0.444444444444444","1","0.333333333333333","0.111111111111111","0.333333333333333","0.444444444444444"
"RubaFelege","13.94422","39.72898","1","0.333333333333333","0.222222222222222","0.333333333333333","1","0.333333333333333","0","0.222222222222222","0.349206349206349"
"Santa gelebeda","13.82936","39.1722","1","0.444444444444444","0.666666666666667","0.555555555555556","1","0.222222222222222","0","0.333333333333333","0.46031746031746"
"SaratYerawoch","11.06702","38.34412","1","0.333333333333333","0.222222222222222","0.222222222222222","1","0.333333333333333","0","0.111111111111111","0.317460317460317"
"Sefo","14.21603","39.19678","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"Segena","11.10519","38.29259","1","0.333333333333333","0.222222222222222","0.222222222222222","1","0.333333333333333","0","0.111111111111111","0.317460317460317"
"Seka","13.901873","38.677553","1","0.666666666666667","0.666666666666667","0.333333333333333","1","0.222222222222222","0.111111111111111","0.666666666666667","0.523809523809524"
"Selamaya","12.12543","38.17502","1","0.111111111111111","0.333333333333333","0.444444444444444","1","0.555555555555556","0","0","0.349206349206349"
"SelamBekalsi","12.414739","39.659153","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"Selamber","10.881","38.48934","1","0.666666666666667","0","0.666666666666667","1","0.222222222222222","0.111111111111111","0.222222222222222","0.412698412698413"
"SelamgieAmbarie","11.10148","38.24068","1","0.222222222222222","0.444444444444444","0.444444444444444","1","0.555555555555556","0","0.222222222222222","0.412698412698413"
"SelamH","13.9531","39.44903","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"SelamW","14","39","1","0.555555555555556","0.444444444444444","0.222222222222222","1","0.444444444444444","0.111111111111111","0.333333333333333","0.444444444444444"
"Selelkula","10.36856","38.35776","1","0.444444444444444","0.666666666666667","0.444444444444444","1","0.333333333333333","0.111111111111111","0.111111111111111","0.444444444444444"
"SelenWuha","12.358934","39.657374","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"Seloda","14.204","38.8843","1","0.666666666666667","0.444444444444444","0.333333333333333","1","0.222222222222222","0","0.333333333333333","0.428571428571429"
"Sendada","13.96051667","39.59608333","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"Serawudi","12.13049","37.97077","1","0.444444444444444","0.666666666666667","0.222222222222222","1","0.333333333333333","0.111111111111111","0.333333333333333","0.444444444444444"
"Seret","13.04526","39.3872","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"Sero","14.32078333","39.22411667","1","0.666666666666667","0.666666666666667","0.222222222222222","1","0.222222222222222","0.222222222222222","0.111111111111111","0.444444444444444"
"Shamo","12.08534","37.90094","1","0.666666666666667","0.777777777777778","0.111111111111111","1","0.222222222222222","0","0.333333333333333","0.444444444444444"
"ShehochTehara","12.12814","37.83756","1","0.333333333333333","0.444444444444444","0.111111111111111","1","0.222222222222222","0","0.111111111111111","0.317460317460317"
"Shekatekli","13.53678333","39.03888333","1","0.333333333333333","0.555555555555556","0.555555555555556","1","0.111111111111111","0.111111111111111","0.333333333333333","0.428571428571429"
"Shunge","12.08237","38.1771","1","0.333333333333333","0.333333333333333","0.444444444444444","1","0.555555555555556","0","0","0.380952380952381"
"Simret","14.28043","39.28237","1","0.666666666666667","0.555555555555556","0.222222222222222","1","0.222222222222222","0.222222222222222","0.222222222222222","0.444444444444444"
"SimretS","12.72587333","39.50650833","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"SimretT","13.49733","38.79772","1","0.666666666666667","0.777777777777778","0.555555555555556","1","0.666666666666667","0.222222222222222","0.444444444444444","0.619047619047619"
"Sinkata","14.01175","39.59356667","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"Siye","13.42072","38.83012","1","0.555555555555556","0.666666666666667","0.555555555555556","1","0.444444444444444","0.111111111111111","0.444444444444444","0.53968253968254"
"Smret","13.6408","38.85106","1","0.625","0.625","0.375","1","0.125","0","0.5","0.464285714285714"
"Sorya","12.34583","39.32907","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"Suha","10.34635","38.26694","1","0.333333333333333","0.666666666666667","0.5","1","0.166666666666667","0.166666666666667","0.166666666666667","0.428571428571429"
"Tahtayhaya","12.70454167","39.56391667","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"TahtayDaeroka","14.21841667","39.11961667","1","0.555555555555556","0.555555555555556","0.222222222222222","1","0.111111111111111","0.111111111111111","0.222222222222222","0.396825396825397"
"TahtayLegomti","14.0784","38.9704","1","0.555555555555556","0.555555555555556","0.111111111111111","1","0.222222222222222","0.111111111111111","0.333333333333333","0.412698412698413"
"TahtayMegariaTsebri","14.30111667","39.07828333","1","0.555555555555556","0.555555555555556","0.333333333333333","1","0.333333333333333","0.222222222222222","0.222222222222222","0.46031746031746"
"Tao","12.5179","39.64047","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"TaraGedam","12.1516","37.73193","1","0.444444444444444","0.555555555555556","0.222222222222222","1","0.444444444444444","0","0.222222222222222","0.412698412698413"
"TaraSenba","12.22824","38.00931","1","0.333333333333333","0.555555555555556","0.333333333333333","1","0.444444444444444","0","0.111111111111111","0.396825396825397"
"Tekea","12.9176","39.47559","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"Tekleweyni","13.37087","38.84672","1","0.555555555555556","0.555555555555556","0.444444444444444","1","0.444444444444444","0.111111111111111","0.444444444444444","0.507936507936508"
"Tetatiro","10.20659","38.39577","1","0.428571428571429","0.857142857142857","0.714285714285714","1","0.142857142857143","0","0.142857142857143","0.469387755102041"
"Tibaga","12.05085","37.67116","1","0.444444444444444","0.555555555555556","0.222222222222222","1","0.111111111111111","0.111111111111111","0.111111111111111","0.365079365079365"
"Tigage","12.34042","38.41673","1","0.555555555555556","0.444444444444444","0.222222222222222","1","0.333333333333333","0.222222222222222","0.111111111111111","0.412698412698413"
"Tsae","13.90719","39.12939","1","0.555555555555556","0.555555555555556","0.333333333333333","1","0.222222222222222","0","0.333333333333333","0.428571428571429"
"Tsetsera","12.37728","39.4313","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"Tseykeme","13.45089","38.90783","1","0.222222222222222","0.555555555555556","0.333333333333333","1","0.444444444444444","0.111111111111111","0.333333333333333","0.428571428571429"
"Tsigea","12.79798333","39.65126667","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"Ulaga","12.44273333","39.80076667","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"Wargba","12.75934167","39.68234333","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"Wariba","11.98646","38.10837","1","0.444444444444444","0.444444444444444","0.222222222222222","1","0.444444444444444","0","0.111111111111111","0.380952380952381"
"Wedikeshi","14.2475","38.878","1","0.666666666666667","0.444444444444444","0.333333333333333","1","0.222222222222222","0","0.333333333333333","0.428571428571429"
"Werabaye","12.67054333","39.62322833","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"Werkamba","13.7764","38.98961667","1","0.444444444444444","0.555555555555556","0.444444444444444","1","0.333333333333333","0.111111111111111","0.333333333333333","0.46031746031746"
"Wobo","10.22238","38.39478","1","0.428571428571429","0.857142857142857","0.714285714285714","1","0.142857142857143","0","0.142857142857143","0.469387755102041"
"Wonberoch","12.17849","38.01144","1","0.222222222222222","0.444444444444444","0.333333333333333","1","0.333333333333333","0","0.111111111111111","0.349206349206349"
"Wondye","11.05132","38.27698","1","0.333333333333333","0.222222222222222","0.333333333333333","1","0.444444444444444","0","0.111111111111111","0.349206349206349"
"Worego","10.41089","38.36928","1","0.444444444444444","0.666666666666667","0.555555555555556","1","0.444444444444444","0.111111111111111","0.111111111111111","0.476190476190476"
"WorgajaWagi","12.28664","38.01687","1","0.555555555555556","0.555555555555556","0.555555555555556","1","0.333333333333333","0.111111111111111","0","0.444444444444444"
"WoryaMeskel","10.74562","38.46225","1","0.777777777777778","0.555555555555556","0.777777777777778","1","0.333333333333333","0.111111111111111","0.222222222222222","0.53968253968254"
"Woyenti","14.205338","39.038132","1","0.777777777777778","0.555555555555556","0.111111111111111","1","0.111111111111111","0.111111111111111","0.222222222222222","0.412698412698413"
"Woynye","10.42627","38.40502","1","0.666666666666667","0.777777777777778","0.777777777777778","1","0.333333333333333","0.111111111111111","0.111111111111111","0.53968253968254"
"WuhdetG","14.31872","39.2653","1","0.666666666666667","0.555555555555556","0.222222222222222","1","0.111111111111111","0.222222222222222","0.222222222222222","0.428571428571429"
"WuhdetK","13.8285","39.10903","1","0.555555555555556","0.555555555555556","0.333333333333333","1","0.222222222222222","0.111111111111111","0.444444444444444","0.46031746031746"
"WushaTires","12.10734","37.67963","1","0.333333333333333","0.555555555555556","0.333333333333333","1","0.111111111111111","0.111111111111111","0.111111111111111","0.365079365079365"
"Yedwuha","10.45178","38.331","1","0.222222222222222","0.666666666666667","0.666666666666667","1","0.333333333333333","0.111111111111111","0.111111111111111","0.444444444444444"
"Yeju","10.19588","38.30642","1","0.222222222222222","0.666666666666667","0.111111111111111","1","0.222222222222222","0","0.111111111111111","0.333333333333333"
"Yetefet","10.97067","38.3235","1","0.222222222222222","0.333333333333333","0.333333333333333","1","0.222222222222222","0","0.111111111111111","0.317460317460317"
"YifagAkababi","12.06969","37.71093","1","0.444444444444444","0.555555555555556","0.222222222222222","1","0.111111111111111","0.111111111111111","0.111111111111111","0.365079365079365"
"Yitihana","10.33567","38.42984","1","0.5","0.75","0.375","1","0.125","0","0.25","0.428571428571429"
"Zata","12.50773","39.29298833","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.142857142857143"
"Ziha","12.07409","37.98849","1","0.555555555555556","0.666666666666667","0.444444444444444","1","0.333333333333333","0.111111111111111","0.333333333333333","0.492063492063492"
"ZihonHuha","10.8758","38.41444","1","0.666666666666667","0.555555555555556","0.444444444444444","1","0.333333333333333","0.111111111111111","0.111111111111111","0.46031746031746"
"ZobarYikuanda","10.68773","38.4701","1","0.777777777777778","0.555555555555556","0.444444444444444","1","0.333333333333333","0.111111111111111","0.222222222222222","0.492063492063492"
"Zongi","14","39","1","0.555555555555556","0.444444444444444","0.222222222222222","1","0.444444444444444","0.111111111111111","0.333333333333333","0.444444444444444"
