"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"Amedwuha","0.38","0.73","0.49","0.38","0.38","0.92",,"0.62"
"Ameno","0.27","0.65","1","0.11","0.27","0.08",,"0.66"
"Amisetya","0.59","0.68","0.86","0.43","0.59","0.43",,"0.59"
"Angot","0.22","0.3","0.19","0.46","0.22","0.14",,"0.94"
"Anigot","0.3","0.38","0.46","0.22","0.3","0.14",,"0.66"
"Ansheb","0.19","0.51","0.08","0.03","0.19","0.84",,"0.94"
"AquaShumoch","0.27","0.38","0.54","0.38","0.27","0.11",,"0.75"
"Aquha","0.57","0.68","0.7","0.38","0.57","0.32",,"0.59"
"Arena","0.62","0.32","0.27","0.3","0.62","0.3",,"0.69"
"Asmena","0.7","0.49","0.19","0.22","0.7","0.62",,"0.69"
"Asta","0.16","0.65","1","0.08","0.16","0.14",,"0.66"
"Atakilti","0.35","0.24","0.32","0.05","0.35","0.81",,"0.69"
"AwetBikalsi","0.49","0.16","0.3","0.32","0.49","0.41",,"0.75"
"AwusaMeda","0.35","0.46","0.19","0.41","0.35","0.43",,"0.94"
"Ayba","0.46","0.84","0.46","0.22","0.46","0.51",,"0.72"
"Aynalem","0.22","0.41","0.3","0.32","0.22","0.24",,"0.69"
"Bala","0.49","0.7","0.73","0.62","0.49","0.16",,"0.88"
"Balarab","0.59","0.59","0.92","0.68","0.59","0.65",,"0.59"
"Bamba","0.3","0.68","0.38","0.19","0.3","0.32",,"0.59"
"BarkaAdiswha","0.22","0.51","0.43","0.46","0.22","0.41",,"0.69"
"Begasheka","0.22","0.27","0.43","0.24","0.22","0.84",,"0.69"
"Berlay","0.43","0.46","0.24","0.43","0.43","0.08",,"0.94"
"Betgebez","0.51","0.38","0.38","0.24","0.51","0.78",,"0.84"
"Bethans","0.16","0.3","0.57","0.24","0.16","0.59",,"0.78"
"BilbWuha","0.41","0.73","1","0.16","0.41","0.05",,"0.62"
"Birkutea","0.41","0.38","0.7","0.24","0.41","0.08",,"0.66"
"Boneya","0.27","0.54","0.08","0.05","0.27","0.65",,"0.84"
"Burkoche","0.86","0.68","0.7","0.38","0.86","0.24",,"0.59"
"Cheli","0.62","0.22","0.38","0.32","0.62","0.46",,"0.59"
"Darubekeda","0.84","0.68","0.68","0.43","0.84","0.97",,"0.78"
"Deberkerbye","0.76","0.57","1","0.46","0.76","0.46",,"0.66"
"DeberAbaJale","0.54","0.38","0.73","0.38","0.54","0.11",,"0.75"
"DebrAbay","0.3","0.46","0.08","0.16","0.3","0.54",,"0.94"
"DebreAliays","0.3","0.54","0.19","0.27","0.3","0.51",,"0.94"
"Debrebirhan","0.22","0.46","0.38","0.38","0.22","0.27",,"0.62"
"Debrebrhan","0.16","0.46","0.35","0.3","0.16","0.22",,"0.59"
"DebreGenet","0.32","0.38","0.05","0.11","0.32","0.19",,"0.94"
"DebreGenetA","0.38","0.41","0.41","0.16","0.38","0.24",,"0.78"
"DebreGenetK","0.41","0.32","0.3","0.16","0.41","0.84",,"0.69"
"DebreGeorgis","0.35","0.51","0.27","0.46","0.35","0.3",,"0.94"
"DebreKidusan","0.3","0.38","0.05","0.11","0.3","0.24",,"0.94"
"Debremawie","0.43","0.46","0.08","0.11","0.43","0.46",,"0.94"
"Debreselam","0.68","0.3","0.22","0.22","0.68","0.54",,"0.62"
"Debrinetseb","0.46","0.24","0.62","0.11","0.46","0.51",,"0.69"
"Dekera","0.97","0.41","0.46","0.35","0.97","0.49",,"0.66"
"DembezaAmbaLay","0.43","0.46","0.11","0.14","0.43","0.3",,"0.94"
"Derit","0.32","0.41","0.35","0.65","0.32","0.14",,"0.94"
"Derita","0.16","0.43","0.54","0.08","0.16","0.14",,"0.66"
"Dinkashena","0.7","0.81","0.68","0.54","0.7","0.92",,"1"
"Ebo","0.51","0.76","0.43","0.43","0.51","0.92",,"0.72"
"Edagaarbi","0.76","0.35","0.19","0.16","0.76","0.24",,"0.78"
"EmbaAhfrom","0.62","0.35","0.3","0.16","0.62","0.27",,"0.78"
"EmbachekoGunaguna","0.27","0.41","0.46","0.3","0.27","0.16",,"0.75"
"EndaBagerima","0.35","0.46","0.46","0.27","0.35","0.41",,"0.78"
"Endabano","0.41","0.27","0.11","0.11","0.41","0.49",,"0.69"
"Endachiwa","0.38","0.32","0.38","0.11","0.38","0.05",,"0.78"
"EndaFelasi","0.41","0.35","0.27","0.16","0.41","0.41",,"0.69"
"Endagahamus","0.41","0.38","0.27","0.35","0.41","0.16",,"0.78"
"Endamariam","0.57","0.51","0.32","0.3","0.57","0.76",,"0.84"
"Erba","0.46","0.73","0.78","0.76","0.46","0.32",,"0.78"
"Esiret","0.62","0.49","0.46","0.24","0.62","0.3",,"0.59"
"Estifanos","0.41","0.38","0.49","0.11","0.41","0.05",,"0.66"
"Fala","0.49","0.68","0.62","0.68","0.49","0.95",,"0.78"
"Felegehiwot","0.32","0.38","0.05","0.11","0.32","0.32",,"0.94"
"FelegeWayane","0.19","0.46","0.22","0.35","0.19","0.41",,"0.69"
"FikreAlem","0.57","0.49","0.46","0.14","0.57","0.51",,"0.69"
"Filatako","0.32","0.41","0.32","0.62","0.32","0.3",,"0.94"
"Gebsit","0.19","0.46","0.08","0.03","0.19","0.68",,"0.84"
"Gedayasu","0.19","0.46","0.08","0.03","0.19","0.81",,"0.94"
"GelaMatebiya","0.57","0.46","0.73","0.3","0.57","0.14",,"0.75"
"Gendebta","0.35","0.43","0.41","0.27","0.35","0.54",,"0.78"
"Geneti","0.51","0.65","0.68","0.43","0.51","0.89",,"0.72"
"Genfel","0.19","0.43","0.43","0.32","0.19","0.11",,"0.69"
"Gera","0.41","0.54","0.32","0.27","0.41","0.89",,"0.69"
"Gerjale","0.51","0.73","0.76","0.65","0.51","0.89",,"0.75"
"GetskiMilesiley","0.46","0.08","0.24","0.16","0.46","0.65",,"0.75"
"Gijet","0.32","0.22","0.32","0.3","0.32","0.84",,"0.75"
"Ginaza","0.16","0.38","0.51","0.16","0.16","0.11",,"0.53"
"Golgolemalee","0.19","0.43","0.41","0.43","0.19","0.49",,"0.69"
"Goshedur","0.32","0.38","0.05","0.16","0.32","0.3",,"0.94"
"Goza","0.41","0.65","0.65","0.14","0.41","0.11",,"0.62"
"Grwre","0.57","0.51","0.62","0.51","0.57","0.89",,"0.69"
"GuemseAgamet","0.32","0.49","0.46","0.51","0.32","0.35",,"0.69"
"Guroro","0.46","0.22","0.54","0.11","0.46","0.57",,"0.69"
"Guya","0.57","0.22","0.49","0.16","0.57","0.59",,"0.69"
"Habees","0.22","0.41","0.41","0.46","0.22","0.35",,"0.69"
"Hadashtekli","0.22","0.35","0.38","0.3","0.22","0.97",,"0.75"
"HadeAlga","0.57","0.51","0.78","0.62","0.57","0.73",,"0.78"
"HadnetK","0.19","0.41","0.38","0.22","0.19","0.22",,"0.66"
"HadnetS","0.59","0.35","0.27","0.35","0.59","0.43",,"0.69"
"HadushAdi","0.62","0.51","0.27","0.38","0.62","0.57",,"0.69"
"HadushHiwet","0.7","0.49","0.32","0.24","0.7","0.62",,"0.69"
"HagereGenet","0.3","0.38","0.11","0.16","0.3","0.68",,"0.94"
"HagereSelamE","0.3","0.46","0.11","0.19","0.3","0.76",,"0.94"
"HagereSelamW","0.57","0.3","0.38","0.43","0.57","0.89",,"0.59"
"Hangoda","0.59","0.35","0.27","0.35","0.59","0.43",,"0.69"
"Hareko","0.65","0.43","0.57","0.35","0.65","0.59",,"0.66"
"Hawelti","0.51","0.78","0.65","0.65","0.51","0.89",,"0.72"
"Hayelom","0.22","0.54","0.27","0.27","0.22","0.41",,"0.62"
"Hintsa","0.32","0.14","0.38","0.32","0.32","0.51",,"0.59"
"HintsaWaza","0.32","0.14","0.38","0.3","0.32","0.51",,"0.59"
"HizbaTeklehymanot","0.46","0.81","0.73","0.35","0.46","0.57",,"0.72"
"ImbaRufael","0.41","0.51","0.57","0.46","0.41","0.89",,"0.69"
"Jijqe","0.38","0.35","0.43","0.16","0.38","0.14",,"0.69"
"JimanDeregeha","0.32","0.62","0.73","0.51","0.32","0.03",,"0.75"
"Jira","0.59","1","1","0.14","0.59","0.32",,"0.66"
"kabe","0.08","0.35","0.38","0.19","0.08","0.27",,"0.53"
"Karima","0.22","0.38","0.08","0.03","0.22","0.68",,"0.94"
"Keregna","0.19","0.38","1","0.16","0.19","0.38",,"0.53"
"Kihen","0.32","0.35","0.38","0.35","0.32","0.19",,"0.66"
"Kita","0.84","0.65","0.73","0.32","0.84","0.65",,"0.88"
"Korme","0.51","0.7","0.78","0.7","0.51","0.73",,"0.75"
"Ksadacki","0.51","0.43","0.57","0.08","0.51","0.51",,"0.66"
"Kudo","0.62","0.35","0.19","0.16","0.62","0.16",,"0.78"
"Kuluferha","0.86","0.73","0.86","0.03","0.86","0.59",,"0.81"
"KuluGizeLemlem","0.49","0.68","0.76","0.65","0.49","0.89",,"0.88"
"LaelayDayu","0.51","0.68","0.76","0.65","0.51","0.92",,"0.88"
"Laelayhahaile","0.62","0.35","0.32","0.22","0.62","0.22",,"0.78"
"LaelayMegariaTsemri","0.54","0.43","0.38","0.27","0.54","0.46",,"0.84"
"Lalaylogomti","0.38","0.32","0.43","0.16","0.38","0.27",,"0.78"
"Ledy","0.11","0.46","0.05","0.14","0.11","0.22",,"0.84"
"Lemlem","0.84","0.68","0.51","0.46","0.84","0.41",,"0.66"
"LemlemArena","0.43","0.59","0.51","0.22","0.43","0.27",,"0.66"
"Libo ","0.27","0.43","0.73","0.16","0.27","0.11",,"0.66"
"Limaat","0.49","0.65","0.76","0.7","0.49","0.59",,"0.88"
"Limat","0.41","0.32","0.38","0.16","0.41","0.84",,"0.69"
"Lul","0.3","0.51","0.14","0.24","0.3","0.81",,"0.94"
"LusinaAbegeldi","0.65","0.46","0.76","0.32","0.65","0.14",,"0.75"
"Maekelawi","0.41","0.38","0.27","0.35","0.41","0.16",,"0.78"
"MaekelSegli","0.54","0.24","0.22","0.16","0.54","0.73",,"0.69"
"MahbereWeyni","0.19","0.41","0.38","0.38","0.19","0.22",,"0.66"
"MariamShewito","0.35","0.38","0.38","0.24","0.35","0.41",,"0.78"
"Martadios","0.27","0.65","0.7","0.11","0.27","0.16",,"0.66"
"MayChekemte","0.62","0.27","0.3","0.22","0.62","0.16",,"0.78"
"MayNebri","0.7","0.38","0.22","0.11","0.7","0.24",,"0.78"
"Maysuru","0.57","0.51","0.24","0.24","0.57","0.81",,"0.84"
"MayTeklia","0.32","0.14","0.35","0.32","0.32","0.62",,"0.59"
"Mearey","0.84","0.7","0.51","0.49","0.84","0.68",,"0.72"
"Mechare","0.54","0.62","0.81","0.76","0.54","0.81",,"0.84"
"Mechena","0.54","0.38","0.76","0.57","0.54","0.08",,"0.75"
"MehalGoncha","0.22","0.3","0.41","0.51","0.22","0.05",,"0.94"
"Mekan ","0.49","0.65","0.78","0.49","0.49","0.54",,"0.75"
"MekaneGenet","0.27","0.38","0.27","0.49","0.27","0.35",,"0.81"
"Melabesh","0.32","0.54","0.19","0.24","0.32","0.51",,"0.94"
"MendereMariam","0.3","0.73","1","0.3","0.3","0.08",,"0.72"
"Menegobena","0.24","0.38","0.03","0.03","0.24","0.43",,"0.84"
"Menji","0.35","0.22","0.32","0.05","0.35","0.86",,"0.69"
"Mergech","0.27","0.38","0.05","0.05","0.27","0.32",,"0.84"
"Mesanu","0.24","0.51","0.38","0.27","0.24","0.24",,"0.66"
"Mesehle","1","0.73","1","0.08","1","0.54",,"0.81"
"Meswaeti ","0.49","0.78","0.73","0.41","0.49","0.78",,"0.75"
"Metkel","0.05","0.24","0.41","0.24","0.05","0.49",,"0.59"
"MetkelLemat","0.38","0.41","0.41","0.32","0.38","0.32",,"0.66"
"Mezbr","0.32","0.38","0.54","0.32","0.32","0.78",,"0.84"
"MichelDebre","0.3","0.65","1","0.24","0.3","0.05",,"0.72"
"Miraf","0.14","0.46","0.08","0.03","0.14","0.59",,"0.84"
"Misema","0.54","1","1","1","0.54","0.14",,"0.72"
"Mitad","0.16","0.65","1","0.19","0.16","0.11",,"0.53"
"MitinaYimach","0.35","0.46","0.3","0.68","0.35","0.27",,"0.81"
"Mozen","0.24","0.38","0.05","0.03","0.24","0.43",,"0.84"
"Mozutey","0.49","0.43","0.24","0.32","0.49","0.35",,"0.78"
"Mtsaiwerki","0.57","0.46","0.46","0.22","0.57","0.7",,"0.69"
"Nagash","0.22","0.46","0.38","0.27","0.22","0.27",,"0.69"
"Nebarhadinet","0.84","0.57","0.49","0.49","0.84","0.57",,"0.66"
"Nefasit","0.86","0.78","0.81","0.08","0.86","0.3",,"0.81"
"Negedebrhan","0.32","0.59","0.62","0.51","0.32","0.86",,"0.69"
"Niquara","0.73","0.59","0.78","0.35","0.73","0.27",,"0.88"
"Qoraro","0.57","0.35","0.14","0.16","0.57","0.46",,"0.62"
"RubaFelege","0.19","0.46","0.43","0.51","0.19","0.51",,"0.69"
"Santa gelebeda","0.38","0.32","0.14","0.22","0.38","0.78",,"0.69"
"SaratYerawoch","0.32","0.38","0.3","0.7","0.32","0.3",,"0.81"
"Sefo","0.62","0.49","0.32","0.19","0.62","0.14",,"0.78"
"Segena","0.32","0.38","0.3","0.59","0.32","0.22",,"0.81"
"Seka","0.51","0.46","0.68","0.43","0.51","0.38",,"0.66"
"Selamaya","0.65","0.38","0.49","0.22","0.65","0.22",,"0.75"
"SelamBekalsi","0.49","0.68","0.76","0.7","0.49","0.73",,"0.88"
"Selamber","0.3","0.54",,"0.22","0.3","0.49",,"0.94"
"SelamgieAmbarie","0.22","0.3","0.24","0.65","0.22","0.22",,"0.94"
"SelamH","0.49","0.46","0.32","0.35","0.49","0.27",,"0.62"
"SelamW","0.11","0.35","0.35","0.11","0.11","0.05",,"0.78"
"Selelkula","0.14","0.46","0.05","0.05","0.14","0.62",,"0.84"
"SelenWuha","0.49","0.65","0.76","0.73","0.49","0.86",,"0.88"
"Seloda","0.16","0.3","0.49","0.27","0.16","0.59",,"0.78"
"Sendada","0.32","0.35","0.32","0.32","0.32","0.49",,"0.69"
"Serawudi","0.54","0.38","0.54","0.3","0.54","0.14",,"0.66"
"Seret","0.57","0.46","0.59","0.27","0.57","0.7",,"0.66"
"Sero","0.57","0.43","0.38","0.24","0.57","0.76",,"0.84"
"Shamo","0.41","0.38","0.46","0.16","0.41","0.08",,"0.66"
"ShehochTehara","0.3","0.38","0.43","0.08","0.3","0.03",,"0.66"
"Shekatekli","0.22","0.35","0.27","0.11","0.22","0.84",,"0.75"
"Shunge","0.65","0.35","0.46","0.22","0.65","0.27",,"0.75"
"Simret","0.76","0.27","0.35","0.27","0.76","0.41",,"0.81"
"SimretS","0.49","0.65","0.76","0.57","0.49","0.59",,"0.75"
"SimretT","0.49","0.65","0.57","0.43","0.49","0.27",,"0.69"
"Sinkata","0.32","0.49","0.46","0.51","0.32","0.35",,"0.69"
"Siye","0.57","0.81","0.57","0.51","0.57","0.57",,"0.69"
"Smret","0.22","0.22","0.41","0.05","0.22","0.59",,"0.69"
"Sorya","0.51","0.54","0.81","0.57","0.51","0.59",,"0.78"
"Suha","0.27","0.38","0.14","0.08","0.27","0.3",,"0.84"
"Tahtayhaya","0.54","0.68","0.73","0.41","0.54","0.57",,"0.75"
"TahtayDaeroka","0.51","0.49","0.35","0.24","0.51","0.65",,"0.78"
"TahtayLegomti","0.38","0.32","0.32","0.14","0.38","0.24",,"0.78"
"TahtayMegariaTsebri","0.54","0.35","0.38","0.27","0.54","0.59",,"0.84"
"Tao","0.51","0.73","0.76","0.65","0.51","0.92",,"0.75"
"TaraGedam","0.16","0.43","1","0.16","0.16","0.08",,"0.53"
"TaraSenba","0.41","0.65","0.84","0.19","0.41","0.16",,"0.75"
"Tekea","0.46","0.73","0.32","0.14","0.46","0.46",,"0.62"
"Tekleweyni","0.57","0.76","0.59","0.59","0.57","0.68",,"0.69"
"Tetatiro","0.08","0.46","0.11","0.16","0.08","0.32",,"0.97"
"Tibaga","0.16","0.38","0.38","0.19","0.16","0.22",,"0.53"
"Tigage","0.7","0.7","0.7","0.38","0.7","0.62",,"0.59"
"Tsae","0.19","0.38","0.22","0.22","0.19","0.27",,"0.69"
"Tsetsera","0.49","0.65","0.84","0.78","0.49","0.89",,"0.78"
"Tseykeme","0.38","0.41","0.35","0.27","0.38","0.78",,"0.69"
"Tsigea","0.51","0.65","0.68","0.43","0.51","0.89",,"0.72"
"Ulaga","0.49","0.68","0.78","0.76","0.49","0.78",,"0.81"
"Wargba","0.51","0.65","0.73","0.54","0.51","0.78",,"0.72"
"Wariba","0.27","0.41","0.49","0.38","0.27","0.49",,"0.72"
"Wedikeshi","0.16","0.3","0.54","0.27","0.16","0.62",,"0.78"
"Werabaye","0.54","0.73","0.57","0.54","0.54","0.68",,"0.75"
"Werkamba","0.41","0.27","0.11","0.11","0.41","0.49",,"0.69"
"Wobo","0.08","0.46","0.05","0.14","0.08","0.49",,"0.97"
"Wonberoch","0.41","0.43","1","0.22","0.41","0.11",,"0.75"
"Wondye","0.32","0.38","0.27","0.59","0.32","0.11",,"0.81"
"Worego","0.14","0.46","0.08","0.03","0.14","0.46",,"0.84"
"WorgajaWagi","0.62","0.65","0.86","0.16","0.62","0.14",,"0.72"
"WoryaMeskel","0.32","0.54","0.19","0.27","0.32","0.78",,"0.94"
"Woyenti","0.35","0.43","0.49","0.22","0.35","0.41",,"0.78"
"Woynye","0.14","0.51","0.08","0.03","0.14","0.86",,"0.84"
"WuhdetG","0.76","0.35","0.49","0.27","0.76","0.62",,"0.81"
"WuhdetK","0.57","0.19","0.14","0.19","0.57","0.78",,"0.69"
"WushaTires","0.16","0.38","0.43","0.19","0.16","0.16",,"0.53"
"Yedwuha","0.22","0.38","0.08","0.03","0.22","0.49",,"0.84"
"Yeju","0.05","0.38","0.11","0.35","0.05","0.27",,"0.97"
"Yetefet","0.27","0.38","0.27","0.49","0.27","0.35",,"0.94"
"YifagAkababi","0.16","0.38","0.49","0.22","0.16","0.19",,"0.53"
"Yitihana","0.11","0.51","0.16","0.3","0.11","0.76",,"0.84"
"Zata","0.73","0.73","0.73","0.73","0.73","0.7",,"0.78"
"Ziha","0.54","0.38","0.7","0.35","0.54","0.19",,"0.66"
"ZihonHuha","0.43","0.51","0.11","0.16","0.43","0.46",,"0.94"
"ZobarYikuanda","0.32","0.54","0.16","0.35","0.32","0.76",,"0.94"
"Zongi","0.11","0.35","0.35","0.11","0.11","0.05",,"0.78"
