"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","0.3","0.18","0.84"
"Abara","1","1","1","1","1","0.78","0.27","0.56"
"Abarwuha","1","1","1","1","1","0.08","0.18","0.97"
"Abaselima","1","1","1","1","1","0.81","0.27","0.56"
"Abina","1","1","1","1","1","0.32","0.18","0.84"
"AbrahaAtsbaha","0.27","1","1","1","0.27","0.57","0.18","0.94"
"Abrekuy","1","1","1","1","1","0.32","0.36","0.56"
"AdekeAla","0.54","1","1","1","0.54","0.11","0.18","0.88"
"Adekiney","0.73","1","1","0.3","0.73","0.65","0.09","0.91"
"AderSeg","1","1","1","1","1","0.3","0.18","0.84"
"Adibearj","1","1","1","1","1","0.68","0.18","0.81"
"AdiHa","1","1","1","1","1","0.51","0.18","0.84"
"AdiKisandid","0.32","1","1","0.38","0.32","0.62","0.09","0.94"
"Adisalem","1","1","1","1","1","0.76","0.27","0.78"
"AdisAlemS","0.54","1","1","1","0.54","0.14","0.27","0.88"
"AdisAlemW","0.3","1","1","1","0.3","0.35","0.18","0.78"
"Adiselam","1","1","1","1","1","0.46","0.18","1"
"Adishimbirkti","0.65","1","1","0.38","0.65","0.92","0.55","0.84"
"AdisKigni","0.81","1","0.54","0.41","0.81","0.32","0.45","0.78"
"Adiyikoro","0.65","1","1","1","0.65","0.65","0.18","0.78"
"Adizata","0.65","1","1","1","0.65","0.46","0.27","0.78"
"Adreb","1","1","1","1","1","0.41","0.18","1"
"AgazenMeda","1","1","1","1","1","0.35","0.09","0.97"
"Agazi","0.59","1","1","0.35","0.59","0.49","0.09","0.91"
"Agbe","1","1","1","1","1","0.35","0.18","0.84"
"Agela","1","1","1","1","1","0.16","0.27","0.91"
"Agid","1","1","1","1","1","0.14","0.27","0.91"
"AlemeTesfa","1","1","1","0.68","1",,"0.18","0.78"
"AmdiWeyane","0.54","1","1","1","0.54","0.11","0.18","0.88"
"Amedwuha","0.57","1","1","1","0.57","0.73","0.27","0.91"
"Ameno","1","1","1","1","1","0.14","0.27","0.91"
"Amisetya","1","1","1","1","1","0.49","0.18","0.91"
"Angot","1","1","1","1","1","0.03","0.18","0.97"
"Anigot","1","1","1","1","1","0.08","0.27","0.91"
"Ansheb","1","1","1","1","1","0.84","0.27","0.59"
"AquaShumoch","1","1","1","1","1","0.14","0.27","0.91"
"Aquha","1","1","1","1","1","0.57","0.18","0.91"
"Arena","0.46","1","1","1","0.46","0.32","0.18","0.88"
"Asmena","0.76","1","1","1","0.76","0.27","0.18","0.91"
"Asta","1","1","1","1","1","0.16","0.27","0.91"
"Atakilti","1","1","1","1","1","0.32","0.18","0.88"
"AwetBikalsi","1","1","1","1","1","0.62","0.18","0.84"
"AwusaMeda","1","1","1","0.3","1","0.59","0.18","0.78"
"Ayba","0.81","1","1","0.22","0.81","0.38","0.27","0.88"
"Aynalem","0.27","1","1","1","0.27","0.41","0.18","0.94"
"Bala","0.81","1","0.49","0.35","0.81","0.51","0.36","0.78"
"Balarab","1","1","1","1","1","0.41","0.18","0.91"
"Bamba","1","1","1","1","1","0.27","0.09","0.88"
"BarkaAdiswha","0.35","1","1","1","0.35","0.65","0.09","0.94"
"Begasheka","1","1","1","1","1","0.41","0.18","0.88"
"Berlay","1","1","1","1","1","0.24","0.18","0.78"
"Betgebez","1","1","1","1","1","0.51","0.36","0.94"
"Bethans","1","1","1","1","1","0.46","0.18","0.84"
"BilbWuha","1","1","1","1","1","0.3","0.36","0.94"
"Birkutea","1","1","1","1","1","0.03","0.27","0.91"
"Boneya","1","1","1","1","1","0.89","0.27","0.56"
"Burkoche","1","1","1","1","1","0.68","0.18","0.91"
"Cheli","1","1","1","1","1","0.08","0.09","0.88"
"Darubekeda","0.51","1","1","1","0.51","0.54","0.36","0.84"
"Deberkerbye","1","1","1","1","1","0.54","0.18","0.91"
"DeberAbaJale","1","1","1","1","1","0.08","0.27","0.91"
"DebrAbay","1","1","1","1","1","0.27","0.27","0.78"
"DebreAliays","1","1","1","1","1","0.49","0.18","0.78"
"Debrebirhan","0.49","1","1","0.3","0.49","0.38","0.18","0.84"
"Debrebrhan","1","1","1","1","1","0.49","0.18","0.88"
"DebreGenet","1","1","1","1","1","0.11","0.18","0.78"
"DebreGenetA","1","1","1","1","1","0.59","0.18","0.84"
"DebreGenetK","1","1","1","1","1","0.51","0.18","0.88"
"DebreGeorgis","1","1","1","0.3","1","0.57","0.18","0.78"
"DebreKidusan","1","1","1","1","1","0.19","0.27","0.78"
"Debremawie","1","1","1","1","1","0.62","0.09","0.78"
"Debreselam","0.46","1","1","1","0.46","0.16","0.18","0.84"
"Debrinetseb","1","1","1","1","1","0.46","0.18","0.88"
"Dekera","0.41","1","1","1","0.41","0.32","0.18","0.88"
