"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"EndaBagerima","0.92","0.68","0.41","0.86","0.92","0.51",,"0.62"
"Endabano","0.89","0.32","0.43","0.41","0.89","0.46",,"0.31"
"Endachiwa","0.84","0.65","0.35","0.76","0.84","0.41",,"0.69"
"EndaFelasi","0.92","0.59","0.54","0.84","0.92","0.27",,"0.31"
"Endagahamus","0.92","0.73","0.51","0.73","0.92","0.19",,"0.69"
"Endamariam","0.7","0.62","0.49","0.68","0.7","0.27",,"0.34"
"Erba","0.46","0.3","0.22","0.54","0.46","0.22",,"0.06"
"Esiret","0.51","0.16","0.68","0.59","0.51","0.32",,"0.41"
"Estifanos","0.65","0.54","0.54","1","0.65","0.46",,"0.44"
"Fala","0.49","0.43","0.73","0.81","0.49","0.19",,"0.25"
"Felegehiwot","0.84","0.49","0.62","0.65","0.84","0.54",,"0.06"
"FelegeWayane","0.89","0.49","0.08","0.19","0.89","0.51",,"0.41"
"FikreAlem","0.7","0.19","0.43","0.62","0.7","0.41",,"0.06"
"Filatako","0.86","0.59","0.7","0.49","0.86","0.35",,"0.28"
"Gebsit","0.22","0.51","0.76","0.57","0.22","0.41",,"0.31"
"Gedayasu","0.22","0.51","0.76","0.65","0.22","0.27",,"0.12"
"GelaMatebiya","0.08","0.57","0.24","0.16","0.08","0.51",,"0.62"
"Gendebta","0.92","0.78","0.54","0.89","0.92","0.51",,"0.69"
"Geneti","0.51","0.51","0.14","0.38","0.51","0.14",,"0.31"
"Genfel","0.95","0.46","0.05","0.05","0.95","0.03",,"0.41"
"Gera","0.57","0.32","0.7","0.73","0.57","0.51",,"0.34"
"Gerjale","0.51","0.24","0.19","0.49","0.51","0.38",,"0.06"
"GetskiMilesiley","0.73","0.62","0.49","0.35","0.73","0.22",,"0.41"
"Gijet","0.78","0.11","0.51","0.32","0.78","0.32",,"0.41"
"Ginaza","0.49","0.54","0.43","1","0.49","0.65",,"0.34"
"Golgolemalee","0.89","0.46","0.05","0.11","0.89","0.35",,"0.41"
"Goshedur","0.84","0.49","0.54","0.59","0.84","0.49",,"0.06"
"Goza","0.59","0.14","0.49","0.46","0.59","0.38",,"0.38"
"Grwre","0.65","0.81","0.78","0.89","0.65","0.7",,"0.34"
"GuemseAgamet","0.84","0.27","0.41","0.32","0.84","0.59",,"0.03"
"Guroro","1","0.43","0.51","1","1","0.27",,"0.59"
"Guya","1","0.43","1","1","1","0.22",,"0.59"
"Habees","0.97","0.43","0.05","0.05","0.97","0.05",,"0.41"
"Hadashtekli","0.57","0.08","0.68","0.7","0.57","0.49",,"0.41"
"HadeAlga","0.57","0.14","0.16","0.59","0.57","0.22",,"0.06"
"HadnetK","0.76","0.14","0.24","0.62","0.76","0.08",,"0.09"
"HadnetS","0.92","0.38","0.43","0.3","0.92","0.3",,"0.03"
"HadushAdi","0.86","0.41","0.43","0.32","0.86","0.16",,"0.03"
"HadushHiwet","0.89","0.51","0.41","0.19","0.89","0.54",,"0.03"
"HagereGenet","0.68","0.49","0.62","0.59","0.68","0.32",,"0.06"
"HagereSelamE","0.7","0.51","0.65","0.41","0.7","0.27",,"0.06"
"HagereSelamW","0.81","0.32","0.7","0.51","0.81","0.62",,"0.56"
"Hangoda","0.92","0.38","0.43","0.3","0.92","0.3",,"0.03"
"Hareko","0.57","0.49","0.65","0.59","0.57","0.7",,"0.38"
"Hawelti","0.51","0.32","0.11","0.59","0.51","0.41",,"0.31"
"Hayelom","0.89","0.41","0.14","0.35","0.89","0.05",,"0.34"
"Hintsa","0.35","0.16","0.54","0.49","0.35","0.16",,"0.41"
"HintsaWaza","0.35","0.16","0.65","0.54","0.35","0.16",,"0.41"
"HizbaTeklehymanot","0.46","0.32","0.65","0.78","0.46","0.49",,"0.31"
"ImbaRufael","0.57","0.14","0.7","0.73","0.57","0.57",,"0.34"
"Jijqe","0.73","0.41","1","1","0.73","0.41",,"0.59"
"JimanDeregeha","0.43","0.59","0.27","0.24","0.43","0.35",,"0.62"
"Jira","0.84","1","1","1","0.84","0.38",,"0.91"
"kabe","0.59","0.51","1","1","0.59","0.65",,"0.34"
"Karima","0.51","0.49","0.7","0.54","0.51","0.49",,"0.12"
"Keregna","0.59","0.54","1","1","0.59","0.86",,"0.34"
"Kihen","0.84","0.14","0.27","0.57","0.84","0.08",,"0.09"
"Kita","0.22","0.38","0.38","0.51","0.22","0.59",,"0.56"
"Korme","0.51","0.24","0.24","0.49","0.51","0.24",,"0.06"
"Ksadacki","0.89","0.41","0.59","0.73","0.89","0.16",,"0.78"
"Kudo","0.68","0.86","0.3","0.19","0.68","0.38",,"0.69"
"Kuluferha","0.84","0.16","0.43","1","0.84","0.14",,"0.28"
"KuluGizeLemlem","0.49","0.3","0.41","0.7","0.49","0.38",,"0.22"
"LaelayDayu","0.51","0.3","0.41","0.7","0.51","0.41",,"0.22"
"Laelayhahaile","0.68","0.86","0.41","0.32","0.68","0.43",,"0.69"
"LaelayMegariaTsemri","0.68","0.73","0.59","0.81","0.68","0.3",,"0.34"
"Lalaylogomti","0.84","0.76","0.32","0.78","0.84","0.41",,"0.69"
"Ledy","0.62","0.51","0.35","0.14","0.62","0.24",,"0.31"
"Lemlem","0.57","0.43","0.65","0.51","0.57","0.38",,"0.5"
"LemlemArena","0.59","0.27","0.7","0.57","0.59","0.49",,"0.38"
"Libo ","0.57","0.62","0.41","0.78","0.57","0.27",,"0.44"
"Limaat","0.49","0.3","0.14","0.57","0.49","0.62",,"0.22"
"Limat","0.57","0.05","0.7","0.81","0.57","0.35",,"0.59"
"Lul","0.27","0.54","0.81","0.59","0.27","0.27",,"0.12"
"LusinaAbegeldi","0.08","0.73","0.32","0.16","0.08","0.57",,"0.62"
"Maekelawi","0.92","0.73","0.51","0.73","0.92","0.19",,"0.69"
"MaekelSegli","0.84","0.3","0.46","0.84","0.84","0.16",,"0.31"
"MahbereWeyni","0.76","0.14","0.3","0.51","0.76","0.05",,"0.09"
"MariamShewito","0.92","0.7","0.51","0.89","0.92","0.49",,"0.62"
"Martadios","0.57","0.59","0.32","0.46","0.57","0.14",,"0.44"
"MayChekemte","0.92","0.54","0.35","0.41","0.92","0.43",,"0.69"
"MayNebri","0.95","0.7","0.38","0.35","0.95","0.46",,"0.22"
"Maysuru","0.7","0.62","0.57","0.59","0.7","0.38",,"0.34"
"MayTeklia","0.35","0.19","0.62","0.51","0.35","0.38",,"0.41"
"Mearey","0.57","0.27","0.81","0.68","0.57","0.46",,"0.5"
"Mechare","0.54","0.22","0.11","0.62","0.54","0.11",,"0.12"
"Mechena","0.49","0.54","0.24","0.32","0.49","0.57",,"0.62"
"MehalGoncha","0.89","0.7","0.65","0.51","0.89","0.46",,"0.28"
"Mekan ","0.49","0.38","0.59","0.73","0.49","0.62",,"0.06"
"MekaneGenet","0.86","0.49","0.51","0.54","0.86","0.76",,"0.22"
"Melabesh","0.38","0.51","0.62","0.54","0.38","0.3",,"0.06"
"MendereMariam","0.7","0.11","0.49","0.32","0.7","0.19",,"0.69"
"Menegobena","0.51","0.49","0.68","0.57","0.51","0.24",,"0.31"
"Menji","0.73","0.43","0.54","1","0.73","0.27",,"0.59"
"Mergech","0.57","0.49","0.38","0.16","0.57","0.08",,"0.31"
"Mesanu","0.89","0.27","0.11","0.59","0.89","0.14",,"0.09"
"Mesehle","0.81","0.38","0.51","1","0.81","0.24",,"0.28"
"Meswaeti ","0.49","0.16","0.62","0.73","0.49","0.54",,"0.06"
"Metkel","0.89","0.38","0.57","0.49","0.89","0.38",,"0.56"
"MetkelLemat","0.35","0.22","0.59","0.49","0.35","0.22",,"0.5"
"Mezbr","0.59","0.78","0.35","0.68","0.59","0.46",,"0.34"
"MichelDebre","0.7","0.14","0.43","0.68","0.7","0.19",,"0.69"
"Miraf","0.38","0.51","0.43","0.35","0.38","0.27",,"0.31"
"Misema","0.35","0.27","0.22","0.24","0.35","0.22",,"0.91"
"Mitad","0.57","0.59","0.41","0.65","0.57","0.32",,"0.34"
"MitinaYimach","0.86","0.51","0.54","0.59","0.86","0.73",,"0.22"
"Mozen","0.51","0.49","0.43","0.43","0.51","0.24",,"0.31"
"Mozutey","0.95","0.27","0.27","0.16","0.95","0.59",,"0.22"
"Mtsaiwerki","1","0.35","1","1","1","0.46",,"0.59"
"Nagash","0.92","0.49","0.08","0.05","0.92","0.62",,"0.41"
"Nebarhadinet","0.57","0.3","0.59","0.46","0.57","0.27",,"0.5"
"Nefasit","0.84","0.41","0.59","0.81","0.84","0.19",,"0.28"
"Negedebrhan","0.7","0.81","0.78","0.89","0.7","0.7",,"0.34"
"Niquara","0.14","0.51","0.32","0.27","0.14","0.62",,"0.56"
"Qoraro","0.84","0.16","0.19","0.08","0.84","0.27",,"0.34"
"RubaFelege","0.89","0.49","0.14","0.43","0.89","0.46",,"0.41"
"Santa gelebeda","0.73","0.19","0.3","0.43","0.73","0.22",,"0.62"
"SaratYerawoch","0.95","0.49","0.51","0.46","0.95","0.78",,"0.22"
"Sefo","0.68","0.86","0.38","0.49","0.68","0.38",,"0.69"
"Segena","0.95","0.49","0.57","0.54","0.95","0.54",,"0.22"
"Seka","0.89","0.14","0.59","1","0.89","0.16",,"0.78"
"Selamaya","0.57","0.7","0.27","0.19","0.57","0.57",,"0.62"
"SelamBekalsi","0.49","0.3","0.14","0.57","0.49","0.54",,"0.22"
"Selamber","0.86","0.51",,"0.46","0.86","0.3",,"0.06"
"SelamgieAmbarie","0.89","0.7","0.59","0.41","0.89","0.49",,"0.28"
"SelamH","0.84","0.19","0.19","0.16","0.84","0.86",,"0.34"
"SelamW","0.92","0.51","0.59","0.84","0.92","0.19",,"0.62"
"Selelkula","0.38","0.51","0.41","0.16","0.38","0.14",,"0.31"
"SelenWuha","0.49","0.3","0.19","0.49","0.49","0.46",,"0.22"
"Seloda","0.86","0.65","0.27","0.76","0.86","0.65",,"0.62"
"Sendada","0.84","0.38","0.11","0.27","0.84","0.62",,"0.41"
"Serawudi","0.49","0.54","0.43","0.65","0.49","0.41",,"0.44"
"Seret","0.35","0.3","0.35","0.59","0.35","0.38",,"0.38"
"Sero","0.7","0.68","0.49","0.35","0.7","0.35",,"0.34"
"Shamo","0.65","0.54","0.51","1","0.65","0.43",,"0.44"
"ShehochTehara","0.62","0.54","0.51","1","0.62","0.41",,"0.44"
"Shekatekli","0.57","0.08","0.73","0.7","0.57","0.57",,"0.41"
"Shunge","0.57","0.73","0.27","0.16","0.57","0.57",,"0.62"
"Simret","0.73","0.65","0.38","0.19","0.73","0.27",,"0.25"
"SimretS","0.49","0.38","0.62","0.78","0.49","0.51",,"0.06"
"SimretT","1","1","1","1","1","0.62",,"0.34"
"Sinkata","0.84","0.27","0.41","0.32","0.84","0.59",,"0.03"
"Siye","0.78","0.54","1","0.86","0.78","0.73",,"0.34"
"Smret","1","0.43","0.73","1","1","0.22",,"0.59"
"Sorya","0.51","0.35","0.14","0.22","0.51","0.51",,"0.25"
"Suha","0.57","0.49","0.57","0.46","0.57","0.14",,"0.31"
"Tahtayhaya","0.54","0.27","0.62","0.73","0.54","0.38",,"0.06"
"TahtayDaeroka","0.97","0.84","0.49","0.76","0.97","0.3",,"0.69"
"TahtayLegomti","0.84","0.51","0.3","0.84","0.84","0.41",,"0.62"
"TahtayMegariaTsebri","0.68","0.73","0.59","0.81","0.68","0.49",,"0.34"
"Tao","0.51","0.22","0.19","0.49","0.51","0.41",,"0.06"
"TaraGedam","0.57","0.62","0.49","1","0.57","0.54",,"0.34"
"TaraSenba","0.46","0.59","0.14","0.11","0.46","0.35",,"0.62"
"Tekea","0.46","0.27","0.19","0.51","0.46","0.32",,"0.38"
"Tekleweyni","0.78","0.78","1","0.84","0.78","0.76",,"0.34"
"Tetatiro","0.76","0.51","0.54","0.3","0.76","0.46",,"0.34"
"Tibaga","0.49","0.54","1","1","0.49","0.51",,"0.34"
"Tigage","0.19","0.16","0.19","0.57","0.19","0.65",,"0.5"
"Tsae","0.81","0.41","0.46","0.73","0.81","0.38",,"0.62"
"Tsetsera","0.49","0.41","0.19","0.22","0.49","0.38",,"0.25"
"Tseykeme","0.73","0.57","1","1","0.73","0.65",,"0.34"
"Tsigea","0.51","0.51","0.14","0.38","0.51","0.14",,"0.31"
"Ulaga","0.49","0.3","0.27","0.51","0.49","0.35",,"0.22"
"Wargba","0.51","0.51","0.19","0.46","0.51","0.11",,"0.31"
"Wariba","0.65","0.59","0.38","0.68","0.65","0.46",,"0.28"
"Wedikeshi","0.86","0.65","0.27","0.78","0.86","0.49",,"0.62"
"Werabaye","0.54","0.24","0.16","0.54","0.54","0.3",,"0.06"
"Werkamba","0.89","0.32","0.43","0.41","0.89","0.46",,"0.31"
"Wobo","0.76","0.51","0.38","0.16","0.76","0.35",,"0.34"
"Wonberoch","0.46","0.62","0.35","0.24","0.46","0.38",,"0.62"
"Wondye","0.95","0.49","0.68","0.65","0.95","0.57",,"0.22"
"Worego","0.38","0.51","0.68","0.59","0.38","0.14",,"0.31"
"WorgajaWagi","0.05","0.14","0.16","0.08","0.05","0.35",,"0.56"
"WoryaMeskel","0.35","0.51","0.65","0.51","0.35","0.22",,"0.12"
"Woyenti","0.92","0.78","0.41","0.92","0.92","0.35",,"0.69"
"Woynye","0.38","0.54","0.76","0.68","0.38","0.14",,"0.31"
"WuhdetG","0.73","0.68","0.68","0.46","0.73","0.22",,"0.25"
"WuhdetK","0.78","0.35","0.54","0.51","0.78","0.35",,"0.62"
"WushaTires","0.49","0.54","1","1","0.49","0.73",,"0.34"
"Yedwuha","0.51","0.49","0.68","0.57","0.51","0.27",,"0.31"
"Yeju","0.7","0.49","0.46","0.16","0.7","0.3",,"0.34"
"Yetefet","0.86","0.49","0.51","0.54","0.86","0.65",,"0.06"
"YifagAkababi","0.49","0.54","1","0.68","0.49","0.46",,"0.34"
"Yitihana","0.62","0.54","0.46","0.14","0.62","0.3",,"0.31"
"Zata","0.43","0.3","0.62","0.7","0.43","0.65",,"0.28"
"Ziha","0.49","0.54","0.51","1","0.49","0.68",,"0.44"
"ZihonHuha","0.86","0.54","0.51","0.59","0.86","0.41",,"0.06"
"ZobarYikuanda","0.35","0.51","0.86","0.57","0.35","0.19",,"0.12"
"Zongi","0.92","0.51","0.59","0.84","0.92","0.19",,"0.62"
