"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","0.16","0.82",
"Abara","1","1","1","1","1","0.27","0.91",
"Abarwuha","1","1","1","1","1","0.46","0.91",
"Abaselima","1","1","1","1","1","0.35","0.91",
"Abina","1","1","1","1","1","0.41","0.73",
"AbrahaAtsbaha","0.49","1","1","1","0.49","0.78","0.82",
"Abrekuy","1","1","1","1","1","0.3","0.73",
"AdekeAla","1","1","1","1","1","0.46","0.91",
"Adekiney","0.62","1","1","1","0.62","0.89","0.91",
"AderSeg","1","1","1","1","1","0.49","0.73",
"Adibearj","1","1","1","1","1","0.76","0.82",
"AdiHa","1","1","1","1","1","0.86","0.91",
"AdiKisandid","0.68","1","1","1","0.68","0.51","0.82",
"Adisalem","1","1","1","1","1","0.3","0.82",
"AdisAlemS","1","1","1","1","1","0.49","0.82",
"AdisAlemW","0.43","1","1","1","0.43","0.78","0.91",
"Adiselam","1","1","1","1","1","0.86","0.82",
"Adishimbirkti","0.51","1","1","1","0.51","0.19","0.73",
"AdisKigni","0.57","0.14","0.19","0.43","0.57","0.27","0.73",
"Adiyikoro","1","1","1","1","1","0.89","0.91",
"Adizata","1","1","1","1","1","0.86","0.91",
"Adreb","1","1","1","1","1","0.68","0.82",
"AgazenMeda","1","1","1","1","1","0.57","0.91",
"Agazi","0.65","1","1","1","0.65","0.78","0.64",
"Agbe","1","1","1","1","1","0.68","0.73",
"Agela","1","1","1","1","1","0.24","0.73",
"Agid","1","1","1","1","1","0.03","0.91",
"AlemeTesfa","1","1","1","0.59","1",,"0.73",
"AmdiWeyane","1","1","1","1","1","0.49","0.73",
"Amedwuha","1","1","1","1","1","0.3","0.82",
"Ameno","1","1","1","1","1","0.11","0.73",
"Amisetya","1","1","1","1","1","0.35","0.82",
"Angot","1","1","1","1","1","0.41","0.82",
"Anigot","1","1","1","1","1","0.57","0.73",
"Ansheb","1","1","1","1","1","0.27","0.91",
"AquaShumoch","1","1","1","1","1","0.05","0.73",
"Aquha","1","1","1","1","1","0.62","1",
"Arena","0.54","1","1","1","0.54","0.51","0.91",
"Asmena","0.78","1","0.43","1","0.78","0.84","0.73",
"Asta","1","1","1","1","1","0.19","0.82",
"Atakilti","1","1","1","1","1","0.49","0.64",
"AwetBikalsi","1","1","1","1","1","0.68","0.91",
