"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","0.05",,"0.28"
"Abara","1","1","1","1","1","0.24",,"0.12"
"Abarwuha","1","1","1","1","1","0.05",,"0.19"
"Abaselima","1","1","1","1","1","0.19",,"0.12"
"Abina","1","1","1","1","1","0.11",,"0.28"
"AbrahaAtsbaha","0.51","1","1","1","0.51","0.11",,"0.28"
"Abrekuy","1","1","1","1","1","0.14",,"0.12"
"AdekeAla","1","1","1","1","1","0.14",,"0.56"
"Adekiney","0.46","1","1","1","0.46","0.35",,"0.41"
"AderSeg","1","1","1","1","1","0.08",,"0.28"
"Adibearj","1","1","1","1","1","0.08",,"0.19"
"AdiHa","1","1","1","1","1","0.14",,"0.5"
"AdiKisandid","0.62","1","0.24","1","0.62","0.22",,"0.28"
"Adisalem","1","1","1","1","1","0.19",,"0.16"
"AdisAlemS","1","1","1","1","1","0.38",,"0.56"
"AdisAlemW","0.22","1","1","1","0.22","0.11",,"0.25"
"Adiselam","1","1","1","1","1","0.08",,"0.31"
"Adishimbirkti","0.89","1","1","1","0.89","0.11",,"0.16"
"AdisKigni","0.57","0.22","0.24","1","0.57","0.24",,"0.06"
"Adiyikoro","0.14","1","1","1","0.14","0.11",,"0.25"
"Adizata","0.14","1","1","1","0.14","0.24",,"0.25"
"Adreb","1","1","1","1","1","0.05",,"0.31"
"AgazenMeda","1","1","1","0.24","1","0.16",,"0.19"
"Agazi","0.51","1","0.24","1","0.51","0.14",,"0.34"
"Agbe","0.08","1","1","1","0.08","0.22",,"0.5"
"Agela","0.08","1","1","1","0.08","0.03",,"0.38"
"Agid","1","1","1","1","1","0.27",,"0.59"
"AlemeTesfa","1","1","1","0.38","1","0.16",,"0.16"
"AmdiWeyane","1","1","1","1","1","0.41",,"0.56"
"Amedwuha","1","1","1","1","1","0.46",,"0.16"
"Ameno","0.11","1","1","1","0.11","0.03",,"0.38"
"Amisetya","1","1","1","1","1","0.14",,"0.31"
"Angot","1","1","1","1","1","0.08",,"0.19"
"Anigot","0.08","1","1","1","0.08","0.05",,"0.38"
"Ansheb","1","1","1","1","1","0.3",,"0.22"
"AquaShumoch","0.19","1","1","1","0.19","0.19",,"0.22"
"Aquha","1","1","1","1","1","0.22",,"0.31"
"Arena","0.14","1","0.11","1","0.14","0.14",,"0.31"
"Asmena","0.7","1","0.3","1","0.7","0.22",,"0.34"
"Asta","0.11","1","1","1","0.11","0.24",,"0.38"
"Atakilti","1","1","1","1","1","0.11",,"0.28"
"AwetBikalsi","1","1","1","1","1","0.08",,"0.5"
"AwusaMeda","1","1","1","1","1","0.16",,"0.16"
"Ayba","1","1","1","1","1","0.19",,"0.25"
"Aynalem","0.51","1","1","1","0.51","0.24",,"0.28"
"Bala","0.57","0.22","0.27","1","0.57","0.22",,"0.06"
"Balarab","1","1","1","1","1","0.11",,"0.31"
"Bamba","1","1","1","1","1","0.19",,"0.56"
"BarkaAdiswha","1","1","0.22","1","1","0.24",,"0.28"
"Begasheka","1","1","1","1","1","0.22",,"0.28"
"Berlay","1","1","1","1","1","0.11",,"0.16"
"Betgebez","1","1","1","1","1","0.3",,"0.44"
"Bethans","1","1","1","1","1","0.14",,"0.28"
"BilbWuha","0.08","1","1","1","0.08","0.19",,"0.5"
"Birkutea","0.11","1","1","1","0.11","0.3",,"0.38"
"Boneya","1","1","1","1","1","0.22",,"0.12"
"Burkoche","1","1","1","1","1","0.22",,"0.31"
"Cheli","1","1","1","1","1","0.35",,"0.56"
"Darubekeda","1","1","1","1","1","0.27",,"0.16"
"Deberkerbye","1","1","1","1","1","0.05",,"0.22"
"DeberAbaJale","0.16","1","1","1","0.16","0.03",,"0.22"
"DebrAbay","0.49","1","1","1","0.49","0.14",,"0.16"
"DebreAliays","1","1","1","1","1","0.14",,"0.16"
"Debrebirhan","0.7","1","1","1","0.7","0.59",,"0.31"
"Debrebrhan","0.51","1","1","1","0.51","0.35",,"0.38"
"DebreGenet","1","1","1","1","1","0.14",,"0.16"
"DebreGenetA","1","1","1","1","1","0.22",,"0.28"
"DebreGenetK","1","1","1","1","1","0.27",,"0.28"
"DebreGeorgis","1","1","1","0.54","1","0.22",,"0.16"
"DebreKidusan","0.24","1","1","1","0.24","0.08",,"0.16"
"Debremawie","1","1","1","1","1","0.19",,"0.16"
"Debreselam","0.24","1","1","1","0.24","0.46",,"0.31"
"Debrinetseb","1","1","1","1","1","0.03",,"0.28"
"Dekera","1","1","1","1","1","0.35",,"0.22"
"DembezaAmbaLay","1","1","1","1","1","0.16",,"0.16"
"Derit","1","1","1","0.3","1","0.05",,"0.19"
"Derita","0.11","1","1","1","0.11","0.19",,"0.38"
"Dinkashena","1","1","1","1","1","0.27",,"0.22"
"Ebo","0.84","0.43","0.49","1","0.84","0.3",,"0.25"
"Edagaarbi","0.43","1","1","1","0.43","0.16",,"0.28"
"EmbaAhfrom","0.3","1","1","1","0.3","0.16",,"0.25"
"EmbachekoGunaguna","0.19","1","1","1","0.19","0.03",,"0.22"
"EndaBagerima","1","1","1","1","1","0.24",,"0.28"
"Endabano","1","1","1","1","1","0.54",,"0.19"
"Endachiwa","1","1","1","1","1","0.14",,"0.25"
"EndaFelasi","0.05","1","1","1","0.05","0.08",,"0.19"
"Endagahamus","0.08","1","0.11","0.57","0.08","0.22",,"0.25"
"Endamariam","0.54","1","1","1","0.54","0.24",,"0.44"
"Erba","0.7","0.24","0.24","0.65","0.7","0.14",,"0.19"
"Esiret","1","1","1","1","1","0.27",,"0.56"
"Estifanos","0.11","1","1","1","0.11","0.11",,"0.38"
"Fala","0.78","1","0.3","1","0.78","0.46",,"0.03"
"Felegehiwot","1","1","1","1","1","0.22",,"0.16"
"FelegeWayane","0.57","1","0.08","0.11","0.57","0.38",,"0.28"
"FikreAlem","0.7","1","1","1","0.7","0.32",,"0.09"
"Filatako","1","1","1","0.3","1","0.14",,"0.19"
"Gebsit","1","1","1","1","1","0.16",,"0.12"
"Gedayasu","1","1","1","1","1","0.24",,"0.22"
"GelaMatebiya","1","1","1","1","1","0.08",,"0.22"
"Gendebta","1","1","1","1","1","0.27",,"0.25"
"Geneti","0.86","0.41","0.38","1","0.86","0.35",,"0.25"
"Genfel","0.62","1","0.14","1","0.62","0.22",,"0.28"
"Gera","1","1","1","1","1","0.27",,"0.34"
"Gerjale","0.62","0.24","0.35","0.76","0.62","0.27",,"0.16"
"GetskiMilesiley","1","1","1","1","1","0.46",,"0.5"
"Gijet","0.24","1","1","1","0.24","0.05",,"0.5"
"Ginaza","1","1","1","1","1","0.03",,"0.59"
"Golgolemalee","0.57","1","0.05","1","0.57","0.43",,"0.28"
"Goshedur","1","1","1","1","1","0.22",,"0.16"
"Goza","0.08","1","1","1","0.08","0.27",,"0.5"
"Grwre","1","1","1","1","1","0.22",,"0.34"
"GuemseAgamet","0.59","1","0.08","1","0.59","0.19",,"0.34"
"Guroro","1","1","1","1","1","0.05",,"0.28"
"Guya","1","1","1","1","1","0.16",,"0.28"
"Habees","1","1","0.22","1","1","0.22",,"0.28"
"Hadashtekli","1","1","1","1","1","0.24",,"0.5"
"HadeAlga","0.86","0.38","0.3","1","0.86","0.14",,"0.19"
"HadnetK","0.76","1","0.27","1","0.76","0.22",,"0.22"
"HadnetS","0.51","1","0.24","1","0.51","0.14",,"0.34"
"HadushAdi","0.68","1","0.27","1","0.68","0.22",,"0.34"
"HadushHiwet","0.7","1","0.32","1","0.7","0.24",,"0.34"
"HagereGenet","0.24","1","1","1","0.24","0.08",,"0.16"
"HagereSelamE","0.49","1","1","1","0.49","0.11",,"0.16"
"HagereSelamW","0.62","1","1","1","0.62","0.3",,"0.25"
"Hangoda","0.51","1","0.24","1","0.51","0.14",,"0.34"
"Hareko","0.62","1","1","1","0.62","0.3",,"0.25"
"Hawelti","0.86","0.41","0.43","1","0.86","0.3",,"0.25"
"Hayelom","0.51","1","1","1","0.51","0.24",,"0.31"
"Hintsa","1","1","1","1","1","0.38",,"0.56"
"HintsaWaza","1","1","1","1","1","0.38",,"0.56"
"HizbaTeklehymanot","1","1","0.38","1","1","0.19",,"0.25"
"ImbaRufael","1","1","1","1","1","0.16",,"0.34"
"Jijqe","1","1","1","1","1","0.19",,"0.28"
"JimanDeregeha","0.32","1","1","1","0.32","0.03",,"0.22"
"Jira","1","1","1","1","1","0.05",,"0.22"
"kabe","1","1","1","1","1","0.05",,"0.59"
"Karima","0.3","1","1","1","0.3","0.19",,"0.22"
"Keregna","1","1","1","1","1","0.22",,"0.59"
"Kihen","0.62","1","0.27","1","0.62","0.08",,"0.22"
"Kita","0.54","1","1","1","0.54","0.03",,"0.25"
"Korme","0.62","0.24","0.22","0.65","0.62","0.16",,"0.16"
"Ksadacki","1","1","1","1","1","0.08",,"0.31"
"Kudo","0.3","1","1","1","0.3","0.11",,"0.25"
"Kuluferha","1","1","1","1","1","0.16",,"0.06"
"KuluGizeLemlem","0.57","0.22","0.35","1","0.57","0.24",,"0.06"
"LaelayDayu","0.62","0.19","0.35","1","0.62","0.24",,"0.06"
"Laelayhahaile","0.3","1","1","1","0.3","0.05",,"0.25"
"LaelayMegariaTsemri","1","1","1","1","1","0.38",,"0.44"
"Lalaylogomti","1","1","1","1","1","0.05",,"0.25"
"Ledy","1","1","1","1","1","0.16",,"0.12"
"Lemlem","1","1","1","1","1","0.43",,"0.22"
"LemlemArena","0.43","1","1","1","0.43","0.41",,"0.25"
"Libo ","0.11","1","1","1","0.11","0.03",,"0.38"
"Limaat","0.57","0.3","0.24","1","0.57","0.16",,"0.06"
"Limat","1","1","1","1","1","0.19",,"0.28"
"Lul","1","1","1","1","1","0.22",,"0.22"
"LusinaAbegeldi","1","1","1","1","1","0.05",,"0.22"
"Maekelawi","0.08","1","0.11","0.57","0.08","0.22",,"0.25"
"MaekelSegli","1","1","1","1","1","0.08",,"0.19"
"MahbereWeyni","0.76","1","1","1","0.76","0.24",,"0.22"
"MariamShewito","1","1","1","1","1","0.19",,"0.28"
"Martadios","0.11","1","1","1","0.11","0.05",,"0.38"
"MayChekemte","0.14","1","1","1","0.14","0.03",,"0.25"
"MayNebri","0.24","1","1","1","0.24","0.16",,"0.28"
"Maysuru","0.54","1","1","1","0.54","0.24",,"0.44"
"MayTeklia","1","1","1","1","1","0.35",,"0.56"
"Mearey","1","1","1","1","1","0.19",,"0.44"
"Mechare","0.84","0.35","0.24","1","0.84","0.16",,"0.16"
"Mechena","0.16","1","1","1","0.16","0.05",,"0.22"
"MehalGoncha","1","1","1","1","1","0.19",,"0.19"
"Mekan ","0.62","1","0.35","1","0.62","0.05",,"0.16"
"MekaneGenet","1","1","1","1","1","0.35",,"0.03"
"Melabesh","1","1","1","1","1","0.11",,"0.16"
"MendereMariam","0.05","1","1","1","0.05","0.14",,"0.25"
"Menegobena","1","1","1","1","1","0.11",,"0.12"
"Menji","1","1","1","1","1","0.08",,"0.28"
"Mergech","1","1","1","1","1","0.16",,"0.12"
"Mesanu","0.73","1","0.41","1","0.73","0.27",,"0.22"
"Mesehle","1","1","1","1","1","0.05",,"0.06"
"Meswaeti ","0.62","1","0.38","1","0.62","0.08",,"0.16"
"Metkel","1","1","1","1","1","0.3",,"0.25"
"MetkelLemat","0.35","1","1","1","0.35","0.3",,"0.22"
"Mezbr","1","1","1","1","1","0.32",,"0.44"
"MichelDebre","0.05","1","1","1","0.05","0.11",,"0.25"
"Miraf","1","1","1","1","1","0.14",,"0.12"
"Misema","1","1","1","1","1","0.49",,"0.41"
"Mitad","0.08","1","1","1","0.08","0.27",,"0.59"
"MitinaYimach","1","1","1","0.19","1","0.27",,"0.03"
"Mozen","1","1","1","1","1","0.11",,"0.12"
"Mozutey","1","1","1","1","1","0.11",,"0.28"
"Mtsaiwerki","1","1","1","1","1","0.14",,"0.28"
"Nagash","1","1","0.22","1","1","0.35",,"0.28"
"Nebarhadinet","1","1","1","1","1","0.16",,"0.22"
"Nefasit","1","1","1","1","1","0.54",,"0.06"
"Negedebrhan","1","1","1","1","1","0.35",,"0.34"
"Niquara","1","1","1","1","1","0.05",,"0.25"
"Qoraro","0.19","1","1","1","0.19","0.24",,"0.31"
"RubaFelege","0.57","1","0.05","0.05","0.57","0.35",,"0.28"
"Santa gelebeda","0.24","1","1","1","0.24","0.43",,"0.31"
"SaratYerawoch","1","1","1","0.22","1","0.19",,"0.03"
"Sefo","0.3","1","1","1","0.3","0.08",,"0.25"
"Segena","1","1","1","0.22","1","0.14",,"0.03"
"Seka","1","1","1","1","1","0.14",,"0.31"
"Selamaya","0.35","1","1","1","0.35","0.05",,"0.22"
"SelamBekalsi","0.57","0.22","0.24","1","0.57","0.16",,"0.06"
"Selamber","1","1",,"1","1","0.11",,"0.16"
"SelamgieAmbarie","1","1","1","0.24","1","0.16",,"0.19"
"SelamH","0.3","1","1","1","0.3","0.27",,"0.31"
