"","1983-1976","1984-1977","1985-1978","1986-1979","1987-1980","1988-1981","1989-1982","1990-1983","1991-1984","1992-1985","1993-1986","1994-1987","1995-1988","1996-1989","1997-1990","1998-1991","1999-1992","2000-1993","2001-1994","2002-1995","2003-1996","2004-1997","2005-1998","2006-1999","2007-2000","2008-2001","2009-2002","2010-2003","2011-2004","2012-2005","2013-2006","2014-2007","2015-2008","2016-2009","2017-2010","2018-2011","2019-2012"
"Gedayasu","0.09","0.94","0.78","0.97","0.31","0.44","0.72","0.56","0.25","0.12","0.41","1","0.38","0.84","0.22","0.19","0.16","0.34","0.06","0.03","0.47","0.28","0.91","0.53","0.81","0.59","0.75","0.62","0.88","0.66","0.5","0.69",,,,,
"GelaMatebiya","0.03","0.31","0.28","0.69","0.09","0.16","0.84","0.47","0.12","0.5","0.41","0.94","0.75","0.66","0.22","0.81","1","0.38","0.25","0.06","0.59","0.44","0.62","0.88","0.97","0.91","0.56","0.78","0.34","0.53","0.72","0.19",,,,,
"Gendebta","0.12","0.28","0.5","0.62","0.06","0.81","0.94","0.03","0.16","0.47","0.59","0.84","0.38","0.41","0.25","1","0.66","0.31","0.19","0.09","0.69","0.22","0.72","0.88","0.97","0.78","0.53","0.91","0.34","0.44","0.56","0.75",,,,,
"Geneti","0.12","0.31","0.66","0.56","0.03","0.5","0.59","0.44","0.28","0.34","0.06","0.69","0.84","0.62","0.25","0.91","1","0.22","0.19","0.09","0.47","0.16","0.75","0.81","0.97","0.88","0.53","0.94","0.72","0.41","0.78","0.38",,,,,
"Genfel","0.03","0.09","0.56","0.38","0.06","0.5","0.66","0.22","0.16","0.53","0.75","0.88","1","0.34","0.28","0.78","0.84","0.19","0.47","0.12","0.59","0.25","0.62","0.81","0.97","0.94","0.41","0.91","0.44","0.31","0.72","0.69",,,,,
"Gera","0.06","0.38","0.59","0.41","0.16","0.22","0.56","0.03","0.09","0.31","0.75","0.88","0.81","0.72","0.34","0.91","0.84","0.47","0.19","0.12","0.5","0.25","0.66","0.78","0.97","0.94","0.62","1","0.28","0.44","0.53","0.69",,,,,
"Gerjale","0.09","0.44","0.66","0.38","0.12","0.53","0.56","0.41","0.25","0.34","0.03","0.91","0.62","0.28","0.16","1","0.88","0.31","0.19","0.06","0.59","0.22","0.72","0.81","0.94","0.84","0.47","0.97","0.75","0.5","0.78","0.69",,,,,
"GetskiMilesiley","0.03","0.28","0.62","0.34","0.19","0.41","0.66","0.09","0.06","0.59","0.75","0.81","0.94","0.53","0.5","0.91","0.88","0.25","0.56","0.12","0.44","0.22","0.72","0.78","1","0.84","0.31","0.97","0.16","0.47","0.69","0.38",,,,,
"Gijet","0.03","0.28","0.62","0.34","0.19","0.41","0.66","0.09","0.06","0.59","0.75","0.81","0.94","0.53","0.5","0.91","0.88","0.25","0.56","0.12","0.44","0.22","0.72","0.78","1","0.84","0.31","0.97","0.16","0.47","0.69","0.38",,,,,
"Ginaza","0.03","0.09","0.47","0.69","0.22","0.53","0.25","0.16","0.12","0.41","0.66","0.94","0.88","0.44","0.59","0.72","0.97","0.56","0.34","0.06","0.62","0.19","0.28","0.5","1","0.91","0.31","0.84","0.75","0.78","0.38","0.81",,,,,
"Golgolemalee","0.03","0.09","0.56","0.38","0.06","0.5","0.66","0.22","0.16","0.53","0.75","0.88","1","0.34","0.28","0.78","0.84","0.19","0.47","0.12","0.59","0.25","0.62","0.81","0.97","0.94","0.41","0.91","0.44","0.31","0.72","0.69",,,,,
"Goshedur","0.03","0.97","0.81","0.88","0.31","0.56","0.47","0.59","0.19","0.22","0.41","1","0.44","0.38","0.16","0.25","0.12","0.34","0.09","0.06","0.53","0.28","0.94","0.66","0.84","0.78","0.5","0.75","0.72","0.94","0.69","0.62",,,,,
"Goza","0.09","0.06","0.28","0.78","0.19","0.31","0.69","0.03","0.16","0.59","0.56","0.91","0.81","0.66","0.5","0.72","0.97","0.34","0.22","0.12","0.38","0.25","0.53","0.88","1","0.94","0.44","0.84","0.75","0.62","0.47","0.41",,,,,
"Grwre","0.06","0.38","0.59","0.41","0.16","0.22","0.56","0.03","0.09","0.31","0.75","0.88","0.81","0.72","0.34","0.91","0.84","0.47","0.19","0.12","0.5","0.25","0.66","0.78","0.97","0.94","0.62","1","0.28","0.44","0.53","0.69",,,,,
"GuemseAgamet","0.06","0.09","0.41","0.31","0.03","0.44","0.75","0.12","0.25","0.53","0.69","0.81","0.59","0.56","0.34","0.97","0.84","0.47","0.19","0.16","0.62","0.22","0.5","0.94","1","0.91","0.72","0.88","0.28","0.38","0.78","0.66",,,,,
"Guroro","0.03","0.12","0.66","0.38","0.19","0.41","0.31","0.25","0.06","0.47","0.53","0.81","0.75","0.72","0.28","0.94","0.91","0.62","0.22","0.09","0.5","0.16","0.44","0.78","1","0.88","0.56","0.97","0.34","0.59","0.69","0.84",,,,,
"Guya","0.03","0.12","0.66","0.38","0.19","0.41","0.31","0.25","0.06","0.47","0.53","0.81","0.75","0.72","0.28","0.94","0.91","0.62","0.22","0.09","0.5","0.16","0.44","0.78","1","0.88","0.56","0.97","0.34","0.59","0.69","0.84",,,,,
"Habees","0.03","0.09","0.56","0.38","0.06","0.5","0.66","0.22","0.16","0.53","0.75","0.88","1","0.34","0.28","0.78","0.84","0.19","0.47","0.12","0.59","0.25","0.62","0.81","0.97","0.94","0.41","0.91","0.44","0.31","0.72","0.69",,,,,
"Hadashtekli","0.03","0.28","0.62","0.34","0.19","0.41","0.66","0.09","0.06","0.59","0.75","0.81","0.94","0.53","0.5","0.91","0.88","0.25","0.56","0.12","0.44","0.22","0.72","0.78","1","0.84","0.31","0.97","0.16","0.47","0.69","0.38",,,,,
"HadeAlga","0.03","0.59","0.47","0.38","0.12","0.41","0.5","0.34","0.25","0.31","0.09","0.94","0.62","0.44","0.19","1","0.97","0.28","0.16","0.06","0.75","0.22","0.84","0.88","0.78","0.81","0.53","0.91","0.66","0.56","0.72","0.69",,,,,
"HadnetK","0.12","0.25","0.53","0.34","0.03","0.81","0.88","0.06","0.16","0.38","0.56","0.84","0.75","0.59","0.22","0.78","0.94","0.19","0.5","0.44","0.31","0.09","0.66","0.69","0.97","0.91","0.28","1","0.62","0.47","0.41","0.72",,,,,
"HadnetS","0.06","0.09","0.41","0.31","0.03","0.44","0.75","0.12","0.25","0.53","0.69","0.81","0.59","0.56","0.34","0.97","0.84","0.47","0.19","0.16","0.62","0.22","0.5","0.94","1","0.91","0.72","0.88","0.28","0.38","0.78","0.66",,,,,
"HadushAdi","0.06","0.09","0.41","0.31","0.03","0.44","0.75","0.12","0.25","0.53","0.69","0.81","0.59","0.56","0.34","0.97","0.84","0.47","0.19","0.16","0.62","0.22","0.5","0.94","1","0.91","0.72","0.88","0.28","0.38","0.78","0.66",,,,,
"HadushHiwet","0.06","0.09","0.41","0.31","0.03","0.44","0.75","0.12","0.25","0.53","0.69","0.81","0.59","0.56","0.34","0.97","0.84","0.47","0.19","0.16","0.62","0.22","0.5","0.94","1","0.91","0.72","0.88","0.28","0.38","0.78","0.66",,,,,
"HagereGenet","0.03","0.97","0.81","0.88","0.31","0.56","0.47","0.59","0.19","0.22","0.41","1","0.44","0.38","0.16","0.25","0.12","0.34","0.09","0.06","0.53","0.28","0.94","0.66","0.84","0.78","0.5","0.75","0.72","0.94","0.69","0.62",,,,,
"HagereSelamE","0.03","0.97","0.81","0.88","0.31","0.56","0.47","0.59","0.19","0.22","0.41","1","0.44","0.38","0.16","0.25","0.12","0.34","0.09","0.06","0.53","0.28","0.94","0.66","0.84","0.78","0.5","0.75","0.72","0.94","0.69","0.62",,,,,
"HagereSelamW","0.09","0.59","0.62","0.41","0.06","0.22","0.78","0.16","0.03","0.47","0.56","0.91","0.75","0.69","0.25","0.84","0.94","0.19","0.34","0.12","0.31","0.28","0.72","0.81","1","0.88","0.53","0.97","0.38","0.44","0.5","0.66",,,,,
"Hangoda","0.06","0.09","0.41","0.31","0.03","0.44","0.75","0.12","0.25","0.53","0.69","0.81","0.59","0.56","0.34","0.97","0.84","0.47","0.19","0.16","0.62","0.22","0.5","0.94","1","0.91","0.72","0.88","0.28","0.38","0.78","0.66",,,,,
"Hareko","0.03","0.59","0.41","0.28","0.09","0.66","0.81","0.19","0.06","0.31","0.5","0.91","0.78","0.72","0.25","0.88","0.94","0.56","0.16","0.12","0.38","0.22","0.69","0.62","1","0.84","0.53","0.97","0.44","0.34","0.75","0.47",,,,,
"Hawelti","0.12","0.31","0.66","0.56","0.03","0.5","0.59","0.44","0.28","0.34","0.06","0.69","0.84","0.62","0.25","0.91","1","0.22","0.19","0.09","0.47","0.16","0.75","0.81","0.97","0.88","0.53","0.94","0.72","0.41","0.78","0.38",,,,,
"Hayelom","0.06","0.09","0.62","0.34","0.03","0.41","0.72","0.16","0.19","0.44","0.66","0.78","0.69","0.5","0.31","0.97","0.94","0.38","0.25","0.12","0.59","0.22","0.47","0.88","1","0.84","0.56","0.91","0.28","0.53","0.81","0.75",,,,,
"Hintsa","0.06","0.16","0.62","0.41","0.12","0.31","0.69","0.19","0.03","0.38","0.5","0.91","0.84","0.78","0.56","0.75","0.94","0.28","0.34","0.09","0.25","0.22","0.72","0.81","1","0.88","0.59","0.97","0.53","0.47","0.66","0.44",,,,,
"HintsaWaza","0.06","0.16","0.62","0.41","0.12","0.31","0.69","0.19","0.03","0.38","0.5","0.91","0.84","0.78","0.56","0.75","0.94","0.28","0.34","0.09","0.25","0.22","0.72","0.81","1","0.88","0.59","0.97","0.53","0.47","0.66","0.44",,,,,
"HizbaTeklehymanot","0.12","0.31","0.66","0.56","0.03","0.5","0.59","0.44","0.28","0.34","0.06","0.69","0.84","0.62","0.25","0.91","1","0.22","0.19","0.09","0.47","0.16","0.75","0.81","0.97","0.88","0.53","0.94","0.72","0.41","0.78","0.38",,,,,
"ImbaRufael","0.06","0.38","0.59","0.41","0.16","0.22","0.56","0.03","0.09","0.31","0.75","0.88","0.81","0.72","0.34","0.91","0.84","0.47","0.19","0.12","0.5","0.25","0.66","0.78","0.97","0.94","0.62","1","0.28","0.44","0.53","0.69",,,,,
"Jijqe","0.03","0.12","0.66","0.38","0.19","0.41","0.31","0.25","0.06","0.47","0.53","0.81","0.75","0.72","0.28","0.94","0.91","0.62","0.22","0.09","0.5","0.16","0.44","0.78","1","0.88","0.56","0.97","0.34","0.59","0.69","0.84",,,,,
"JimanDeregeha","0.03","0.31","0.28","0.69","0.09","0.16","0.84","0.47","0.12","0.5","0.41","0.94","0.75","0.66","0.22","0.81","1","0.38","0.25","0.06","0.59","0.44","0.62","0.88","0.97","0.91","0.56","0.78","0.34","0.53","0.72","0.19",,,,,
"Jira","0.09","0.06","0.75","0.41","0.25","0.38","0.81","0.03","0.28","0.31","0.78","0.72","0.69","0.59","0.22","0.91","0.97","0.34","0.19","0.12","0.44","0.16","0.56","0.88","1","0.84","0.53","0.94","0.5","0.47","0.66","0.62",,,,,
"kabe","0.03","0.09","0.47","0.69","0.22","0.53","0.25","0.16","0.12","0.41","0.66","0.94","0.88","0.44","0.59","0.72","0.97","0.56","0.34","0.06","0.62","0.19","0.28","0.5","1","0.91","0.31","0.84","0.75","0.78","0.38","0.81",,,,,
"Karima","0.09","0.94","0.78","0.97","0.31","0.44","0.72","0.56","0.25","0.12","0.41","1","0.38","0.84","0.22","0.19","0.16","0.34","0.06","0.03","0.47","0.28","0.91","0.53","0.81","0.59","0.75","0.62","0.88","0.66","0.5","0.69",,,,,
"Keregna","0.03","0.09","0.47","0.69","0.22","0.53","0.25","0.16","0.12","0.41","0.66","0.94","0.88","0.44","0.59","0.72","0.97","0.56","0.34","0.06","0.62","0.19","0.28","0.5","1","0.91","0.31","0.84","0.75","0.78","0.38","0.81",,,,,
"Kihen","0.12","0.25","0.53","0.34","0.03","0.81","0.88","0.06","0.16","0.38","0.56","0.84","0.75","0.59","0.22","0.78","0.94","0.19","0.5","0.44","0.31","0.09","0.66","0.69","0.97","0.91","0.28","1","0.62","0.47","0.41","0.72",,,,,
"Kita","0.03","0.56","0.22","0.53","0.12","0.47","0.66","0.59","0.16","0.38","0.19","0.97","0.44","0.41","0.25","0.84","1","0.28","0.09","0.06","0.62","0.34","0.5","0.94","0.91","0.81","0.31","0.78","0.75","0.69","0.72","0.88",,,,,
"Korme","0.09","0.44","0.66","0.38","0.12","0.53","0.56","0.41","0.25","0.34","0.03","0.91","0.62","0.28","0.16","1","0.88","0.31","0.19","0.06","0.59","0.22","0.72","0.81","0.94","0.84","0.47","0.97","0.75","0.5","0.78","0.69",,,,,
"Ksadacki","0.12","0.03","0.78","0.53","0.06","0.47","0.59","0.09","0.16","0.28","0.75","0.69","0.72","0.66","0.31","0.88","0.84","0.34","0.22","0.19","0.56","0.25","0.94","0.81","0.97","1","0.5","0.91","0.38","0.44","0.44","0.62",,,,,
"Kudo","0.12","0.28","0.5","0.62","0.06","0.81","0.94","0.03","0.16","0.47","0.59","0.84","0.38","0.41","0.25","1","0.66","0.31","0.19","0.09","0.69","0.22","0.72","0.88","0.97","0.78","0.53","0.91","0.34","0.44","0.56","0.75",,,,,
"Kuluferha","0.09","0.28","0.38","0.41","0.03","0.56","0.66","0.12","0.34","0.31","0.78","0.75","0.62","0.84","0.06","1","0.88","0.25","0.22","0.19","0.53","0.16","0.94","0.81","0.97","0.72","0.69","0.91","0.44","0.5","0.59","0.47",,,,,
"KuluGizeLemlem","0.16","0.5","0.47","0.44","0.12","0.62","0.41","0.59","0.25","0.38","0.09","0.97","0.31","0.34","0.06","1","0.53","0.28","0.19","0.03","0.69","0.22","0.88","0.81","0.84","0.78","0.56","0.91","0.72","0.75","0.94","0.66",,,,,
"LaelayDayu","0.16","0.5","0.47","0.44","0.12","0.62","0.41","0.59","0.25","0.38","0.09","0.97","0.31","0.34","0.06","1","0.53","0.28","0.19","0.03","0.69","0.22","0.88","0.81","0.84","0.78","0.56","0.91","0.72","0.75","0.94","0.66",,,,,
"Laelayhahaile","0.12","0.28","0.5","0.62","0.06","0.81","0.94","0.03","0.16","0.47","0.59","0.84","0.38","0.41","0.25","1","0.66","0.31","0.19","0.09","0.69","0.22","0.72","0.88","0.97","0.78","0.53","0.91","0.34","0.44","0.56","0.75",,,,,
"LaelayMegariaTsemri","0.31","0.09","0.47","0.53","0.06","0.41","0.62","0.03","0.12","0.34","0.91","0.78","0.59","0.72","0.44","0.97","0.84","0.28","0.22","0.16","0.5","0.19","0.66","0.81","1","0.94","0.56","0.88","0.25","0.38","0.75","0.69",,,,,
"Lalaylogomti","0.12","0.28","0.5","0.62","0.06","0.81","0.94","0.03","0.16","0.47","0.59","0.84","0.38","0.41","0.25","1","0.66","0.31","0.19","0.09","0.69","0.22","0.72","0.88","0.97","0.78","0.53","0.91","0.34","0.44","0.56","0.75",,,,,
"Ledy","0.03","0.97","0.66","0.53","0.41","0.84","0.69","0.81","0.25","0.16","0.38","1","0.34","0.94","0.12","0.19","0.28","0.31","0.09","0.06","0.44","0.22","0.78","0.88","0.91","0.56","0.5","0.72","0.75","0.47","0.62","0.59",,,,,
"Lemlem","0.03","0.44","0.62","0.28","0.09","0.41","0.81","0.16","0.06","0.59","0.53","0.91","0.84","0.75","0.22","0.78","0.97","0.25","0.34","0.12","0.5","0.19","0.72","0.69","1","0.88","0.47","0.94","0.31","0.38","0.66","0.56",,,,,
"LemlemArena","0.03","0.59","0.41","0.28","0.09","0.66","0.81","0.19","0.06","0.31","0.5","0.91","0.78","0.72","0.25","0.88","0.94","0.56","0.16","0.12","0.38","0.22","0.69","0.62","1","0.84","0.53","0.97","0.44","0.34","0.75","0.47",,,,,
"Libo ","0.03","0.19","0.44","0.72","0.25","0.41","0.59","0.06","0.16","0.5","0.75","0.94","0.81","0.56","0.38","0.84","1","0.28","0.22","0.09","0.47","0.12","0.34","0.91","0.97","0.91","0.31","0.78","0.69","0.53","0.66","0.62",,,,,
"Limaat","0.16","0.5","0.47","0.44","0.12","0.62","0.41","0.59","0.25","0.38","0.09","0.97","0.31","0.34","0.06","1","0.53","0.28","0.19","0.03","0.69","0.22","0.88","0.81","0.84","0.78","0.56","0.91","0.72","0.75","0.94","0.66",,,,,
"Limat","0.03","0.12","0.66","0.38","0.19","0.41","0.31","0.25","0.06","0.47","0.53","0.81","0.75","0.72","0.28","0.94","0.91","0.62","0.22","0.09","0.5","0.16","0.44","0.78","1","0.88","0.56","0.97","0.34","0.59","0.69","0.84",,,,,
"Lul","0.09","0.94","0.78","0.97","0.31","0.44","0.72","0.56","0.25","0.12","0.41","1","0.38","0.84","0.22","0.19","0.16","0.34","0.06","0.03","0.47","0.28","0.91","0.53","0.81","0.59","0.75","0.62","0.88","0.66","0.5","0.69",,,,,
"LusinaAbegeldi","0.03","0.31","0.28","0.69","0.09","0.16","0.84","0.47","0.12","0.5","0.41","0.94","0.75","0.66","0.22","0.81","1","0.38","0.25","0.06","0.59","0.44","0.62","0.88","0.97","0.91","0.56","0.78","0.34","0.53","0.72","0.19",,,,,
"Maekelawi","0.12","0.28","0.5","0.62","0.06","0.81","0.94","0.03","0.16","0.47","0.59","0.84","0.38","0.41","0.25","1","0.66","0.31","0.19","0.09","0.69","0.22","0.72","0.88","0.97","0.78","0.53","0.91","0.34","0.44","0.56","0.75",,,,,
"MaekelSegli","0.09","0.03","0.97","0.41","0.06","0.59","0.47","0.25","0.28","0.31","0.5","0.75","0.72","0.81","0.19","0.88","0.84","0.38","0.22","0.12","0.62","0.16","0.66","0.69","1","0.91","0.53","0.94","0.34","0.44","0.56","0.78",,,,,
"MahbereWeyni","0.12","0.25","0.53","0.34","0.03","0.81","0.88","0.06","0.16","0.38","0.56","0.84","0.75","0.59","0.22","0.78","0.94","0.19","0.5","0.44","0.31","0.09","0.66","0.69","0.97","0.91","0.28","1","0.62","0.47","0.41","0.72",,,,,
"MariamShewito","0.22","0.03","0.47","0.5","0.06","0.66","0.75","0.12","0.25","0.38","0.59","0.88","0.44","0.62","0.28","0.97","0.69","0.31","0.19","0.09","0.78","0.16","0.91","0.72","1","0.84","0.56","0.94","0.34","0.41","0.53","0.81",,,,,
"Martadios","0.03","0.19","0.44","0.72","0.25","0.41","0.59","0.06","0.16","0.5","0.75","0.94","0.81","0.56","0.38","0.84","1","0.28","0.22","0.09","0.47","0.12","0.34","0.91","0.97","0.91","0.31","0.78","0.69","0.53","0.66","0.62",,,,,
"MayChekemte","0.12","0.28","0.5","0.62","0.06","0.81","0.94","0.03","0.16","0.47","0.59","0.84","0.38","0.41","0.25","1","0.66","0.31","0.19","0.09","0.69","0.22","0.72","0.88","0.97","0.78","0.53","0.91","0.34","0.44","0.56","0.75",,,,,
"MayNebri","0.06","0.12","0.5","0.56","0.03","0.47","0.75","0.09","0.25","0.41","0.69","0.91","0.44","0.62","0.28","1","0.88","0.34","0.19","0.16","0.59","0.22","0.53","0.81","0.97","0.78","0.66","0.94","0.38","0.31","0.72","0.84",,,,,
"Maysuru","0.31","0.09","0.47","0.53","0.06","0.41","0.62","0.03","0.12","0.34","0.91","0.78","0.59","0.72","0.44","0.97","0.84","0.28","0.22","0.16","0.5","0.19","0.66","0.81","1","0.94","0.56","0.88","0.25","0.38","0.75","0.69",,,,,
"MayTeklia","0.06","0.16","0.62","0.41","0.12","0.31","0.69","0.19","0.03","0.38","0.5","0.91","0.84","0.78","0.56","0.75","0.94","0.28","0.34","0.09","0.25","0.22","0.72","0.81","1","0.88","0.59","0.97","0.53","0.47","0.66","0.44",,,,,
"Mearey","0.12","0.28","0.59","0.34","0.16","0.19","0.69","0.03","0.06","0.41","0.72","0.94","0.78","0.62","0.44","0.88","0.81","0.53","0.22","0.09","0.5","0.25","0.75","0.84","1","0.91","0.47","0.97","0.56","0.31","0.66","0.38",,,,,
"Mechare","0.12","0.62","0.41","0.38","0.03","0.34","0.44","0.31","0.28","0.5","0.09","0.75","0.72","0.53","0.16","1","0.97","0.25","0.19","0.06","0.69","0.22","0.91","0.81","0.84","0.78","0.47","0.94","0.59","0.59","0.88","0.66",,,,,
"Mechena","0.03","0.31","0.28","0.69","0.09","0.16","0.84","0.47","0.12","0.5","0.41","0.94","0.75","0.66","0.22","0.81","1","0.38","0.25","0.06","0.59","0.44","0.62","0.88","0.97","0.91","0.56","0.78","0.34","0.53","0.72","0.19",,,,,
"MehalGoncha","0.03","0.88","0.84","0.69","0.44","0.56","0.31","0.53","0.06","0.16","0.38","1","0.72","0.47","0.19","0.41","0.34","0.25","0.12","0.09","0.22","0.28","0.91","0.5","0.94","0.97","0.66","0.81","0.78","0.59","0.62","0.75",,,,,
"Mekan ","0.09","0.44","0.66","0.38","0.12","0.53","0.56","0.41","0.25","0.34","0.03","0.91","0.62","0.28","0.16","1","0.88","0.31","0.19","0.06","0.59","0.22","0.72","0.81","0.94","0.84","0.47","0.97","0.75","0.5","0.78","0.69",,,,,
"MekaneGenet","0.09","0.97","0.78","0.91","0.34","0.41","0.31","0.38","0.16","0.19","0.53","1","0.66","0.56","0.03","0.28","0.22","0.5","0.12","0.06","0.47","0.25","0.88","0.59","0.94","0.84","0.44","0.81","0.69","0.75","0.62","0.72",,,,,
"Melabesh","0.03","0.97","0.81","0.88","0.31","0.56","0.47","0.59","0.19","0.22","0.41","1","0.44","0.38","0.16","0.25","0.12","0.34","0.09","0.06","0.53","0.28","0.94","0.66","0.84","0.78","0.5","0.75","0.72","0.94","0.69","0.62",,,,,
"MendereMariam","0.12","0.19","0.38","0.69","0.22","0.44","0.66","0.16","0.06","0.41","0.47","0.84","0.78","0.62","0.25","0.81","1","0.53","0.09","0.03","0.59","0.28","0.56","0.88","0.97","0.91","0.31","0.94","0.72","0.53","0.34","0.75",,,,,
"Menegobena","0.03","0.97","0.66","0.53","0.41","0.84","0.69","0.81","0.25","0.16","0.38","1","0.34","0.94","0.12","0.19","0.28","0.31","0.09","0.06","0.44","0.22","0.78","0.88","0.91","0.56","0.5","0.72","0.75","0.47","0.62","0.59",,,,,
"Menji","0.03","0.12","0.66","0.38","0.19","0.41","0.31","0.25","0.06","0.47","0.53","0.81","0.75","0.72","0.28","0.94","0.91","0.62","0.22","0.09","0.5","0.16","0.44","0.78","1","0.88","0.56","0.97","0.34","0.59","0.69","0.84",,,,,
"Mergech","0.03","0.97","0.66","0.53","0.41","0.84","0.69","0.81","0.25","0.16","0.38","1","0.34","0.94","0.12","0.19","0.28","0.31","0.09","0.06","0.44","0.22","0.78","0.88","0.91","0.56","0.5","0.72","0.75","0.47","0.62","0.59",,,,,
"Mesanu","0.12","0.25","0.53","0.34","0.03","0.81","0.88","0.06","0.16","0.38","0.56","0.84","0.75","0.59","0.22","0.78","0.94","0.19","0.5","0.44","0.31","0.09","0.66","0.69","0.97","0.91","0.28","1","0.62","0.47","0.41","0.72",,,,,
"Mesehle","0.09","0.28","0.38","0.41","0.03","0.56","0.66","0.12","0.34","0.31","0.78","0.75","0.62","0.84","0.06","1","0.88","0.25","0.22","0.19","0.53","0.16","0.94","0.81","0.97","0.72","0.69","0.91","0.44","0.5","0.59","0.47",,,,,
"Meswaeti ","0.09","0.44","0.66","0.38","0.12","0.53","0.56","0.41","0.25","0.34","0.03","0.91","0.62","0.28","0.16","1","0.88","0.31","0.19","0.06","0.59","0.22","0.72","0.81","0.94","0.84","0.47","0.97","0.75","0.5","0.78","0.69",,,,,
"Metkel","0.09","0.59","0.62","0.41","0.06","0.22","0.78","0.16","0.03","0.47","0.56","0.91","0.75","0.69","0.25","0.84","0.94","0.19","0.34","0.12","0.31","0.28","0.72","0.81","1","0.88","0.53","0.97","0.38","0.44","0.5","0.66",,,,,
"MetkelLemat","0.03","0.44","0.62","0.28","0.09","0.41","0.81","0.16","0.06","0.59","0.53","0.91","0.84","0.75","0.22","0.78","0.97","0.25","0.34","0.12","0.5","0.19","0.72","0.69","1","0.88","0.47","0.94","0.31","0.38","0.66","0.56",,,,,
"Mezbr","0.31","0.09","0.47","0.53","0.06","0.41","0.62","0.03","0.12","0.34","0.91","0.78","0.59","0.72","0.44","0.97","0.84","0.28","0.22","0.16","0.5","0.19","0.66","0.81","1","0.94","0.56","0.88","0.25","0.38","0.75","0.69",,,,,
"MichelDebre","0.12","0.19","0.38","0.69","0.22","0.44","0.66","0.16","0.06","0.41","0.47","0.84","0.78","0.62","0.25","0.81","1","0.53","0.09","0.03","0.59","0.28","0.56","0.88","0.97","0.91","0.31","0.94","0.72","0.53","0.34","0.75",,,,,
"Miraf","0.03","0.97","0.66","0.53","0.41","0.84","0.69","0.81","0.25","0.16","0.38","1","0.34","0.94","0.12","0.19","0.28","0.31","0.09","0.06","0.44","0.22","0.78","0.88","0.91","0.56","0.5","0.72","0.75","0.47","0.62","0.59",,,,,
"Misema","0.03","0.22","0.75","0.31","0.28","0.47","0.16","0.06","0.5","0.56","0.34","0.69","0.59","0.78","0.41","1","0.94","0.38","0.19","0.09","0.44","0.12","0.84","0.81","0.97","0.91","0.66","0.88","0.53","0.25","0.72","0.62",,,,,
"Mitad","0.03","0.09","0.47","0.69","0.22","0.53","0.25","0.16","0.12","0.41","0.66","0.94","0.88","0.44","0.59","0.72","0.97","0.56","0.34","0.06","0.62","0.19","0.28","0.5","1","0.91","0.31","0.84","0.75","0.78","0.38","0.81",,,,,
"MitinaYimach","0.09","0.97","0.78","0.91","0.34","0.41","0.31","0.38","0.16","0.19","0.53","1","0.66","0.56","0.03","0.28","0.22","0.5","0.12","0.06","0.47","0.25","0.88","0.59","0.94","0.84","0.44","0.81","0.69","0.75","0.62","0.72",,,,,
"Mozen","0.03","0.97","0.66","0.53","0.41","0.84","0.69","0.81","0.25","0.16","0.38","1","0.34","0.94","0.12","0.19","0.28","0.31","0.09","0.06","0.44","0.22","0.78","0.88","0.91","0.56","0.5","0.72","0.75","0.47","0.62","0.59",,,,,
"Mozutey","0.06","0.12","0.5","0.56","0.03","0.47","0.75","0.09","0.25","0.41","0.69","0.91","0.44","0.62","0.28","1","0.88","0.34","0.19","0.16","0.59","0.22","0.53","0.81","0.97","0.78","0.66","0.94","0.38","0.31","0.72","0.84",,,,,
"Mtsaiwerki","0.03","0.12","0.66","0.38","0.19","0.41","0.31","0.25","0.06","0.47","0.53","0.81","0.75","0.72","0.28","0.94","0.91","0.62","0.22","0.09","0.5","0.16","0.44","0.78","1","0.88","0.56","0.97","0.34","0.59","0.69","0.84",,,,,
"Nagash","0.03","0.09","0.56","0.38","0.06","0.5","0.66","0.22","0.16","0.53","0.75","0.88","1","0.34","0.28","0.78","0.84","0.19","0.47","0.12","0.59","0.25","0.62","0.81","0.97","0.94","0.41","0.91","0.44","0.31","0.72","0.69",,,,,
"Nebarhadinet","0.03","0.44","0.62","0.28","0.09","0.41","0.81","0.16","0.06","0.59","0.53","0.91","0.84","0.75","0.22","0.78","0.97","0.25","0.34","0.12","0.5","0.19","0.72","0.69","1","0.88","0.47","0.94","0.31","0.38","0.66","0.56",,,,,
"Nefasit","0.09","0.28","0.38","0.41","0.03","0.56","0.66","0.12","0.34","0.31","0.78","0.75","0.62","0.84","0.06","1","0.88","0.25","0.22","0.19","0.53","0.16","0.94","0.81","0.97","0.72","0.69","0.91","0.44","0.5","0.59","0.47",,,,,
"Negedebrhan","0.06","0.38","0.59","0.41","0.16","0.22","0.56","0.03","0.09","0.31","0.75","0.88","0.81","0.72","0.34","0.91","0.84","0.47","0.19","0.12","0.5","0.25","0.66","0.78","0.97","0.94","0.62","1","0.28","0.44","0.53","0.69",,,,,
"Niquara","0.03","0.56","0.22","0.53","0.12","0.47","0.66","0.59","0.16","0.38","0.19","0.97","0.44","0.41","0.25","0.84","1","0.28","0.09","0.06","0.62","0.34","0.5","0.94","0.91","0.81","0.31","0.78","0.75","0.69","0.72","0.88",,,,,
