"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","30","0.73","41.037955","0.35","19.9","0.05","19","0.08","29.5983296059524","0.73","0.128140736346642","0.16",,,"51.9479229942141","0.94"
"1984-1977","0","19","0.46","38.111148","0.16","37.8","0.35","45","0.46","19.1385123","0.46","0.132872360378494","0.32",,,"-1.32502167701233","0.03"
"1985-1978","100","3","0.05","29.073771","0.05","18.9","0.03","29","0.22","3.31342404444444","0.05","0.133576482203324","0.35",,,"14.8534742312357","0.28"
"1986-1979","0","49","0.95","58.479206","0.86","62.9028571428571","0.78","69","0.92","49.184379","0.95","0.165057435506814","0.89",,,"17.0984109358451","0.38"
"1987-1980","0","42","0.86","50.038421","0.81","63.5138888888889","0.81","46","0.49","41.6153673253968","0.86","0.127227720156245","0.14",,,"55.019831546082","0.97"
"1988-1981","0","24","0.54","45.667385","0.59","43.6","0.43","47","0.51","24.2099012","0.54","0.125141638563513","0.08",,,"37.8115305667763","0.62"
"1989-1982","0","44","0.92","45.064416","0.54","62.4889682539682","0.76","60","0.78","44.2149903444444","0.92","0.131357477713043","0.27",,,"43.3143498582851","0.81"
"1990-1983","0","10","0.32","38.624141","0.24","20.4","0.08","18","0.05","10.47882","0.32","0.151229179181698","0.81",,,"9.4616217715561","0.16"
"1991-1984","0","43","0.89","61.99485","0.89","58.6","0.7","60","0.78","42.9071865","0.89","0.129151624220803","0.22",,,"12.097283249819","0.19"
"1992-1985","62","7","0.16","38.624141","0.24","23.3","0.11","25","0.16","6.538206","0.16","0.119777462394513","0.05",,,"42.9005900039668","0.75"
"1993-1986","0","29","0.68","45.904438","0.62","62.1","0.73","49","0.57","29.0910966527778","0.68","0.129575263878061","0.24",,,"35.5435338787123","0.59"
"1994-1987","0","33","0.76","38.737331","0.27","65.8","0.86","65","0.89","33.4008459","0.76","0.148760378185939","0.76",,,"25.0766920581399","0.53"
