"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Balarab","Balarab","Balarab","Balarab","Balarab","Balarab","Balarab","Balarab"
"Region","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","37","0.86","28","50","0.05","27.66","0"
"1984-1977","0","38","0.89","7","57","0.22","7.31","0"
"1985-1978","0","7","0.3","0","75","1","0","0"
"1986-1979","0","25","0.7","0","60","0.27","0","0"
"1987-1980","0","27","0.73","82","31","0.03","81.9","0"
"1988-1981","0","32","0.76","0","75","1","0","0"
"1989-1982","0","18","0.43","0","62","0.32","0","0"
"1990-1983","0","11","0.35","10","56","0.19","9.74","1"
"1991-1984","0","33","0.81","0","75","1","0","1"
"1992-1985","100","0","0.11","19","53","0.14","118.71","0"
"1993-1986","0","10","0.32","26","50","0.11","26.47","0"
"1994-1987","0","33","0.78","0","75","1","0","1"
"1995-1988","46","6","0.19","3","58","0.24","49.27","0"
"1996-1989","0","48","0.97","0","75","1","0","0"
"1997-1990","0","56","1","0","75","1","0","0"
"1998-1991","100","0","0.11","0","75","1","100","0"
"1999-1992","0","25","0.7","0","75","1","0","0"
"2000-1993","0","21","0.51","0","75","1","0","0"
"2001-1994","0","23","0.54","0","75","1","0","1"
"2002-1995","0","24","0.57","0","62","0.3","0","0"
"2003-1996","37","6","0.22","0","75","1","37.11","0"
"2004-1997","0","18","0.41","13","54","0.16","13.3","0"
"2005-1998","0","25","0.59","0","75","1","0","0"
"2006-1999","100","0","0.11","26","50","0.11","126.47","0"
"2007-2000","0","25","0.7","0","75","1","0","0"
"2008-2001","0","38","0.92","0","75","1","0","0"
"2009-2002","0","20","0.49","0","65","0.43","0","0"
"2010-2003","100","4","0.14","0","64","0.41","100","0"
"2011-2004","100","5","0.16","0","75","1","100","0"
"2012-2005","0","6","0.24","0","75","1","0","0"
"2013-2006","0","13","0.38","0","69","0.49","0","0"
"2014-2007","100","0","0.11","0","71","0.51","100","0"
"2015-2008","0","25","0.7","0","62","0.35","0","0"
"2016-2009","0","19","0.46","0","75","1","0","0"
"2017-2010","0","6","0.27","0","75","1","0","0"
"2018-2011","0","40","0.95","0","66","0.46","0","0"
"2019-2012","0","35","0.84","0","62","0.38","0","0"
