"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","0.46",,"0.12"
"Abara","1","1","1","1","1","0.62",,"0.09"
"Abarwuha","1","1","1","1","1","0.24",,"0.12"
"Abaselima","1","1","1","1","1","0.46",,"0.09"
"Abina","1","1","1","1","1","0.76",,"0.12"
"AbrahaAtsbaha","0.59","1","1","1","0.59","0.51",,"0.47"
"Abrekuy","1","1","1","1","1","0.11",,"0.09"
"AdekeAla","0.16","1","1","1","0.16","0.81",,"0.34"
"Adekiney","0.32","1","1","1","0.32","0.43",,"0.25"
"AderSeg","1","1","1","1","1","0.62",,"0.12"
"Adibearj","1","1","1","1","1","0.27",,"0.16"
"AdiHa","0.49","1","1","1","0.49","0.65",,"0.56"
"AdiKisandid","0.3","1","0.16","1","0.3","0.86",,"0.47"
"Adisalem","1","1","1","1","1","0.38",,"0.09"
"AdisAlemS","0.16","1","1","1","0.16","0.51",,"0.34"
"AdisAlemW","0.27","1","1","1","0.27","0.7",,"0.19"
"Adiselam","1","1","1","1","1","0.65",,"0.22"
"Adishimbirkti","0.51","1","0.19","0.19","0.51","0.54",,"0.12"
"AdisKigni","0.32","1","0.35","1","0.32","0.73",,"0.19"
"Adiyikoro","0.08","1","1","1","0.08","0.35",,"0.19"
"Adizata","0.08","1","1","1","0.08","0.3",,"0.19"
"Adreb","1","1","1","1","1","0.7",,"0.22"
"AgazenMeda","1","1","1","0.35","1","0.24",,"0.12"
"Agazi","0.32","1","1","1","0.32","0.68",,"0.19"
"Agbe","0.3","1","1","1","0.3","0.7",,"0.56"
"Agela","1","1","1","1","1","0.68",,"0.22"
"Agid","1","1","1","1","1","0.65",,"0.34"
"AlemeTesfa","1","1","1","1","1","0.72",,"0.09"
"AmdiWeyane","0.16","1","1","1","0.16","0.59",,"0.34"
"Amedwuha","0.51","1","1","1","0.51","0.62",,"0.19"
"Ameno","1","1","1","1","1","0.49",,"0.22"
"Amisetya","1","1","1","1","1","0.78",,"0.09"
"Angot","1","1","1","1","1","0.43",,"0.12"
"Anigot","1","1","1","1","1","0.68",,"0.22"
"Ansheb","1","1","1","1","1","0.68",,"0.06"
"AquaShumoch","1","1","1","1","1","0.41",,"0.25"
"Aquha","1","1","1","1","1","0.78",,"0.09"
"Arena","0.3","1","1","1","0.3","0.92",,"0.25"
"Asmena","0.3","1","0.59","1","0.3","0.76",,"0.19"
"Asta","1","1","1","1","1","0.57",,"0.22"
"Atakilti","1","1","1","1","1","0.73",,"0.22"
"AwetBikalsi","0.49","1","1","1","0.49","0.78",,"0.56"
"AwusaMeda","1","1","1","1","1","0.54",,"0.09"
"Ayba","0.43","1","0.19","1","0.43","0.14",,"0.19"
"Aynalem","0.59","1","0.14","1","0.59","0.62",,"0.47"
"Bala","0.32","1","0.35","1","0.32","0.57",,"0.19"
"Balarab","1","1","1","1","1","0.76",,"0.09"
"Bamba","0.27","1","1","1","0.27","0.92",,"0.34"
"BarkaAdiswha","0.32","1","0.11","1","0.32","0.81",,"0.47"
"Begasheka","1","1","1","1","1","0.57",,"0.22"
"Berlay","1","1","1","1","1","0.22",,"0.09"
"Betgebez","0.38","1","1","1","0.38","0.46",,"0.22"
"Bethans","1","1","1","1","1","0.68",,"0.19"
"BilbWuha","1","1","1","1","1","0.59",,"0.22"
"Birkutea","1","1","1","1","1","0.59",,"0.22"
"Boneya","1","1","1","1","1","0.32",,"0.09"
"Burkoche","0.22","1","1","1","0.22","0.84",,"0.09"
"Cheli","0.27","1","1","1","0.27","0.49",,"0.34"
"Darubekeda","0.49","1","0.19","1","0.49","0.65",,"0.12"
"Deberkerbye","1","1","1","1","1","0.81",,"0.25"
"DeberAbaJale","1","1","1","1","1","0.46",,"0.25"
"DebrAbay","0.46","1","1","1","0.46","0.05",,"0.09"
"DebreAliays","1","1","1","1","1","0.62",,"0.09"
"Debrebirhan","0.27","1","1","1","0.27","0.7",,"0.25"
"Debrebrhan","0.65","1","1","1","0.65","0.92",,"0.25"
"DebreGenet","0.32","1","1","1","0.32","0.16",,"0.09"
"DebreGenetA","0.03","1","1","1","0.03","0.86",,"0.19"
"DebreGenetK","0.35","1","1","1","0.35","0.89",,"0.22"
"DebreGeorgis","1","1","1","1","1","0.49",,"0.09"
"DebreKidusan","0.43","1","1","1","0.43","0.22",,"0.09"
"Debremawie","1","1","1","1","1","0.05",,"0.09"
"Debreselam","0.38","1","1","1","0.38","0.95",,"0.25"
"Debrinetseb","1","1","1","1","1","0.73",,"0.22"
"Dekera","0.38","1","1","1","0.38","0.59",,"0.34"
"DembezaAmbaLay","1","1","1","1","1","0.41",,"0.09"
"Derit","1","1","1","0.32","1","0.3",,"0.12"
"Derita","1","1","1","1","1","0.68",,"0.22"
