"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Abarwuha","Abarwuha","Abarwuha","Abarwuha","Abarwuha","Abarwuha","Abarwuha","Abarwuha"
"Region","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","60","13","0.11","56","54","0.14","116.12","0"
"1984-1977","0","68","0.97","40","59","0.19","40.07","0"
"1985-1978","0","26","0.32","1","72","0.24","1.09","0"
"1986-1979","0","50","0.81","0","75","1","0","0"
"1987-1980","0","24","0.24","56","54","0.16","55.94","0"
"1988-1981","9","22","0.19","0","75","1","8.68","0"
"1989-1982","100","2","0.03","0","75","1","100","0"
"1990-1983","0","31","0.43","0","72","0.27","0","0"
"1991-1984","0","25","0.3","0","75","1","0","1"
"1992-1985","0","30","0.41","69","50","0.08","68.75","0"
"1993-1986","0","37","0.65","69","50","0.08","68.75","1"
"1994-1987","0","34","0.54","0","75","1","0","0"
"1995-1988","0","31","0.46","0","75","1","0","0"
"1996-1989","0","42","0.7","0","75","1","0","0"
"1997-1990","0","65","0.92","0","75","1","0","0"
"1998-1991","0","60","0.86","0","75","1","0","0"
"1999-1992","0","50","0.81","0","75","1","0","0"
"2000-1993","0","34","0.51","0","75","1","0","0"
"2001-1994","0","42","0.73","0","75","1","0","0"
"2002-1995","0","35","0.62","0","75","1","0","0"
"2003-1996","0","34","0.59","0","75","1","0","0"
"2004-1997","0","25","0.3","58","54","0.11","57.73","0"
"2005-1998","0","24","0.22","0","75","1","0.47","0"
"2006-1999","0","28","0.35","69","50","0.08","68.75","0"
"2007-2000","0","28","0.38","0","75","1","0","0"
"2008-2001","0","66","0.95","0","75","1","0","1"
"2009-2002","0","37","0.68","0","75","1","0","1"
"2010-2003","18","21","0.16","0","75","1","17.71","0"
"2011-2004","0","43","0.76","9","69","0.22","8.64","0"
"2012-2005","73","10","0.05","0","75","1","72.88","0"
"2013-2006","38","17","0.14","0","75","1","37.68","0"
"2014-2007","0","34","0.57","0","75","1","0","0"
"2015-2008","0","32","0.49","0","75","1","0","0"
"2016-2009","0","74","1","0","75","1","0","0"
"2017-2010","68","11","0.08","0","75","1","67.67","0"
"2018-2011","0","61","0.89","0","75","1","0","0"
"2019-2012","0","54","0.84","0","75","1","0","0"
