"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"RubaFelege","0.19","0.46","0.62","0.57","0.19","0.86",,"0.19"
"Santa gelebeda","0.43","0.16","0.38","0.54","0.43","0.59",,"0.03"
"SaratYerawoch","0.51","0.08","0.19","0.54","0.51","0.65",,"0.25"
"Sefo","0.27","0.24","0.14","0.11","0.27","0.65",,"0.03"
"Segena","0.51","0.11","0.11","0.46","0.51","0.76",,"0.25"
"Seka","0.08","0.05","0.16","0.49","0.08","0.41",,"0.06"
"Selamaya","0.41","0.27","0.14","0.27","0.41","0.51",,"0.78"
"SelamBekalsi","0.49","0.68","0.14","0.57","0.49","0.89",,"0.28"
"Selamber","0.22","0.14",,"0.14","0.22","0.59",,"0.38"
"SelamgieAmbarie","0.49","0.3","0.11","0.49","0.49","0.7",,"0.38"
"SelamH","0.27","0.46","0.51","0.59","0.27","0.54",,"0.06"
"SelamW","0.27","0.11","0.14","0.22","0.27","0.68",,"0.19"
"Selelkula","0.43","0.14","0.11","0.14","0.43","0.95",,"0.19"
"SelenWuha","0.49","0.65","0.19","0.49","0.49","0.92",,"0.28"
"Seloda","0.05","0.11","0.05","0.16","0.05","0.41",,"0.19"
"Sendada","0.32","0.35","0.68","0.68","0.32","0.89",,"0.19"
"Serawudi","0.65","0.16","0.11","0.49","0.65","0.3",,"0.03"
"Seret","0.35","0.27","0.11","0.32","0.35","0.46",,"0.03"
"Sero","0.19","0.19","0.19","0.3","0.19","0.86",,"0.25"
"Shamo","0.57","0.16","0.03","0.43","0.57","0.16",,"0.03"
"ShehochTehara","0.51","0.16","0.05","0.32","0.51","0.11",,"0.03"
"Shekatekli","0.11","0.05","0.19","0.16","0.11","0.35",,"0.03"
"Shunge","0.41","0.24","0.11","0.24","0.41","0.51",,"0.78"
"Simret","0.24","0.16","0.16","0.3","0.24","0.7",,"0.03"
"SimretS","0.49","0.35","0.11","0.19","0.49","0.05",,"0.19"
"SimretT","0.08","0.11","0.08","0.05","0.08","0.19",,"0.03"
"Sinkata","0.32","0.49","0.51","0.62","0.32","0.84",,"0.06"
"Siye","0.08","0.08","0.05","0.03","0.08","0.35",,"0.03"
"Smret","0.14","0.22","0.22","0.46","0.14","0.35",,"0.03"
"Sorya","0.51","0.32","0.11","0.11","0.51","0.46",,"0.28"
"Suha","0.35","0.11","0.05","0.11","0.35","0.97",,"0.19"
"Tahtayhaya","0.54","0.57","0.11","0.38","0.54","0.16",,"0.19"
"TahtayDaeroka","0.19","0.19","0.11","0.19","0.19","0.54",,"0.03"
"TahtayLegomti","0.11","0.11","0.16","0.38","0.11","0.59",,"0.19"
"TahtayMegariaTsebri","0.16","0.14","0.11","0.19","0.16","0.86",,"0.25"
"Tao","0.51","0.51","0.19","0.49","0.51","0.78",,"0.19"
"TaraGedam","0.43","0.16","0.03","0.38","0.43","0.35",,"0.06"
"TaraSenba","0.35","0.16","0.05","0.16","0.35","0.62",,"0.78"
"Tekea","0.46","0.24","0.59","0.65","0.46","0.3",,"0.16"
"Tekleweyni","0.08","0.05","0.05","0.05","0.08","0.62",,"0.03"
"Tetatiro","0.11","0.14","0.03","0.11","0.11","0.73",,"0.5"
"Tibaga","0.46","0.16","0.03","0.46","0.46","0.57",,"0.06"
"Tigage","0.51","0.51","0.08","0.16","0.51","0.7",,"0.81"
"Tsae","0.32","0.54","0.35","0.38","0.32","0.24",,"0.03"
"Tsetsera","0.49","0.38","0.14","0.16","0.49","0.27",,"0.28"
"Tseykeme","0.08","0.27","0.05","0.05","0.08","0.41",,"0.03"
"Tsigea","0.51","0.49","0.51","0.62","0.51","0.59",,"0.16"
"Ulaga","0.49","0.68","0.16","0.51","0.49","1",,"0.38"
"Wargba","0.51","0.49","0.19","0.46","0.51","0.81",,"0.16"
"Wariba","0.22","0.24","0.14","0.59","0.22","0.27",,"0.31"
"Wedikeshi","0.05","0.11","0.05","0.16","0.05","0.51",,"0.19"
"Werabaye","0.54","0.57","0.16","0.54","0.54","0.05",,"0.19"
"Werkamba","0.35","0.27","0.27","0.43","0.35","0.59",,"0.16"
"Wobo","0.11","0.14","0.03","0.11","0.11","0.81",,"0.5"
"Wonberoch","0.35","0.16","0.05","0.16","0.35","0.24",,"0.78"
"Wondye","0.51","0.11","0.24","0.46","0.51","0.62",,"0.25"
"Worego","0.43","0.14","0.14","0.16","0.43","0.86",,"0.19"
"WorgajaWagi","0.11","0.24","0.05","0.24","0.11","0.57",,"0.5"
"WoryaMeskel","0.16","0.14","0.05","0.08","0.16","0.92",,"0.25"
"Woyenti","0.08","0.19","0.11","0.11","0.08","0.62",,"0.03"
"Woynye","0.43","0.16","0.14","0.16","0.43","0.92",,"0.19"
"WuhdetG","0.24","0.22","0.22","0.43","0.24","0.76",,"0.03"
"WuhdetK","0.51","0.59","0.27","0.41","0.51","0.7",,"0.03"
"WushaTires","0.46","0.16","0.03","0.41","0.46","0.51",,"0.06"
"Yedwuha","0.38","0.08","0.14","0.19","0.38","0.86",,"0.19"
"Yeju","0.38","0.08","0.03","0.08","0.38","0.49",,"0.5"
"Yetefet","0.3","0.08","0.3","0.62","0.3","0.54",,"0.38"
"YifagAkababi","0.46","0.16","0.03","0.51","0.46","0.51",,"0.06"
"Yitihana","0.41","0.16","0.08","0.22","0.41","0.84",,"0.19"
"Zata","0.43","0.27","0.14","0.14","0.43","0.68",,"0.19"
"Ziha","0.65","0.16","0.05","0.24","0.65","0.35",,"0.03"
"ZihonHuha","0.24","0.16","0.19","0.38","0.24","0.73",,"0.38"
"ZobarYikuanda","0.16","0.14","0.08","0.27","0.16","0.78",,"0.25"
"Zongi","0.27","0.11","0.14","0.22","0.27","0.68",,"0.19"
