"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Karima","Karima","Karima","Karima","Karima","Karima","Karima","Karima"
"Region","Shebel Berenta","Shebel Berenta","Shebel Berenta","Shebel Berenta","Shebel Berenta","Shebel Berenta","Shebel Berenta","Shebel Berenta"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","44","15","0.11","29","54","0.08","72.8","0"
"1984-1977","0","53","0.86","6","62","0.24","5.74","0"
"1985-1978","100","2","0.05","0","75","1","100","0"
"1986-1979","0","50","0.84","0","75","1","0","0"
"1987-1980","0","37","0.49","80","36","0.03","80.28","0"
"1988-1981","0","36","0.41","0","75","1","0","0"
"1989-1982","7","22","0.24","0","75","1","6.9","0"
"1990-1983","0","34","0.38","13","59","0.19","13.09","0"
"1991-1984","0","50","0.84","0","75","1","0","1"
"1992-1985","40","16","0.16","24","56","0.11","63.68","0"
"1993-1986","0","68","1","0","75","1","0","0"
"1994-1987","0","50","0.84","0","75","1","0","1"
"1995-1988","0","25","0.27","0","75","1","0","0"
"1996-1989","0","50","0.84","0","75","1","0","0"
"1997-1990","0","63","0.97","0","74","0.3","0","0"
"1998-1991","0","37","0.51","0","75","1","0","0"
"1999-1992","0","37","0.46","0","75","1","0","1"
"2000-1993","0","32","0.35","0","75","1","0","0"
"2001-1994","0","50","0.65","0","75","1","0","0"
"2002-1995","0","27","0.32","0","69","0.27","0","0"
"2003-1996","0","38","0.54","0","75","1","0","0"
"2004-1997","34","17","0.19","22","56","0.14","56.1","0"
"2005-1998","12","21","0.22","0","75","1","11.96","0"
"2006-1999","72","10","0.08","20","57","0.16","92.35","0"
"2007-2000","0","39","0.57","0","75","1","0","1"
"2008-2001","0","61","0.95","0","75","1","0","0"
"2009-2002","0","50","0.84","0","75","1","0","0"
"2010-2003","0","36","0.43","6","62","0.22","5.88","0"
"2011-2004","0","57","0.89","0","75","1","0","0"
"2012-2005","0","25","0.3","0","75","1","0","0"
"2013-2006","0","44","0.59","0","75","1","0","0"
"2014-2007","100","0","0.03","0","75","1","100","0"
"2015-2008","0","50","0.68","52","46","0.05","51.84","0"
"2016-2009","0","58","0.92","0","75","1","0","0"
"2017-2010","42","15","0.14","0","75","1","42.06","0"
"2018-2011","0","50","0.84","0","75","1","0","0"
"2019-2012","0","48","0.62","0","75","1","0","0"
