"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","BarkaAdiswha","BarkaAdiswha","BarkaAdiswha","BarkaAdiswha","BarkaAdiswha","BarkaAdiswha","BarkaAdiswha","BarkaAdiswha"
"Region","Atsbi","Atsbi","Atsbi","Atsbi","Atsbi","Atsbi","Atsbi","Atsbi"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","28","0.89","0","47","0.41","0","0"
"1984-1977","0","11","0.54","16","34","0.22","15.52","0"
"1985-1978","0","11","0.57","0","73","0.78","0","0"
"1986-1979","0","26","0.84","0","75","1","0","0"
"1987-1980","0","34","1","91","12","0.03","91.32","0"
"1988-1981","100","1","0.27","0","58","0.62","100","0"
"1989-1982","100","0","0.24","31","30","0.14","130.7","0"
"1990-1983","100","0","0.22","0","51","0.49","100","1"
"1991-1984","0","6","0.46","0","61","0.65","0","1"
"1992-1985","100","0","0.22","0","50","0.43","100","0"
"1993-1986","0","24","0.78","0","65","0.7","0","0"
"1994-1987","0","28","0.92","0","75","1","0","0"
"1995-1988","100","4","0.43","0","75","1","100","0"
"1996-1989","0","27","0.86","0","75","1","0","0"
"1997-1990","0","22","0.73","0","75","1","0","0"
"1998-1991","0","31","0.97","0","66","0.73","0","0"
"1999-1992","100","2","0.35","0","75","1","100","0"
"2000-1993","0","21","0.7","0","41","0.3","0","1"
"2001-1994","100","0","0.22","0","42","0.32","100","0"
"2002-1995","100","4","0.41","62","20","0.05","161.83","0"
"2003-1996","0","13","0.68","51","24","0.08","51.31","0"
"2004-1997","100","2","0.32","1","39","0.24","100.84","0"
"2005-1998","100","0","0.22","0","54","0.54","100","0"
"2006-1999","0","22","0.76","16","34","0.19","16.25","0"
"2007-2000","0","12","0.59","0","75","1","0","0"
"2008-2001","100","4","0.38","0","44","0.35","100","0"
"2009-2002","100","0","0.22","0","50","0.46","100","0"
"2010-2003","100","0","0.22","0","75","1","100","0"
"2011-2004","0","26","0.81","0","45","0.38","0","1"
"2012-2005","0","12","0.65","0","56","0.59","0","0"
"2013-2006","100","2","0.3","0","55","0.57","100","0"
"2014-2007","0","8","0.49","0","51","0.51","0","1"
"2015-2008","0","31","0.95","0","41","0.27","0","0"
"2016-2009","0","12","0.62","0","62","0.68","0","0"
"2017-2010","0","9","0.51","27","31","0.16","26.67","0"
"2018-2011","100","0","0.22","0","72","0.76","100","0"
"2019-2012","100","0","0.22","41","27","0.11","141.33","0"
