"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","30","51","0.14","75","1","75","1","71","0.03","51.4603386352941","0.14","0.18130944660649","0.3",,,"-3.49755566048371","0.03"
"1984-1977","8","58","0.22","75","1","75","1","75","1","57.8130329","0.22","0.141443739140071","0.03",,,"31.9102084346582","0.44"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.169027618582151","0.22",,,"38.2376535058879","0.62"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.205018487354241","0.7",,,"25.899839835187","0.28"
"1987-1980","12","57","0.16","75","1","75","1","72","0.05","56.5499897920635","0.16","0.184796180768133","0.41",,,"9.82188469197284","0.09"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.182491028998488","0.38",,,"30.4645108752036","0.41"
"1989-1982","0","63","0.3","75","1","75","1","75","1","63.202851","0.3","0.165265090381397","0.14",,,"49.5269249091897","0.81"
"1990-1983","33","51","0.11","75","1","75","1","73","0.08","50.683614","0.11","0.153589359024456","0.05",,,"15.6586352777166","0.16"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.165728181168441","0.16",,,"5.07462205613989","0.06"
"1992-1985","36","50","0.08","75","1","75","1","75","1","50","0.08","0.189661927347323","0.46",,,"38.0925607862181","0.59"
"1993-1986","0","75","1","75","1","75","1","75","1","75","1","0.160893087754039","0.08",,,"37.5140321661132","0.53"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.230678564040953","1",,,"60.2889537939944","0.91"
"1995-1988","2","59","0.24","75","1","75","1","75","1","59.3830691134687","0.24","0.20710915141435","0.76",,,"51.9282792472684","0.84"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.195065666523935","0.62",,,"47.620098142986","0.75"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.182167524110602","0.35",,,"23.9986884139468","0.22"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.205072953721426","0.73",,,"47.8154072657363","0.78"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.209587962229137","0.84",,,"69.8224636342056","0.97"
"2000-1993","0","75","1","75","1","75","1","75","1","75","1","0.2211713","0.95",,,"24.2","0.25"
"2001-1994","0","68","0.38","75","1","75","1","75","1","67.6988","0.38","0.194785","0.59",,,"29.6","0.34"
"2002-1995","54","45","0.05","75","1","75","1","75","1","44.897973","0.05","0.1618925","0.11",,,"10.4","0.12"
"2003-1996","0","60","0.27","75","1","75","1","75","1","60.360414","0.27","0.1927661","0.51",,,"36.7","0.5"
"2004-1997","0","74","0.46","75","1","75","1","75","1","74.481494","0.46","0.1685285","0.19",,,"22.6","0.19"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.1721738","0.24",,,"47.3","0.72"
"2006-1999","0","75","1","75","1","75","1","75","1","75","1","0.191659","0.49",,,"45.7","0.69"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.1946314","0.57","13.47177","0.82","70.7","1"
"2008-2001","0","70","0.41","75","1","75","1","75","1","69.963046","0.41","0.1815915","0.32","6.814515","0.18","59.2","0.88"
"2009-2002","0","63","0.32","75","1","75","1","75","1","63.470981","0.32","0.1759848","0.27","6.495968","0.09","33.8","0.47"
"2010-2003","0","75","1","75","1","75","1","75","1","75","1","0.193918","0.54","15.41129","1","69.5","0.94"
"2011-2004","10","57","0.19","75","1","75","1","75","1","57.10157","0.19","0.2090995","0.78","11.87097","0.45","28.7","0.31"
"2012-2005","0","68","0.35","75","1","75","1","75","1","67.55273","0.35","0.1987828","0.65","11.58467","0.36","30.3","0.38"
"2013-2006","0","75","1","75","1","75","1","75","1","75","1","0.199343","0.68","12.66532","0.55","42.3","0.66"
"2014-2007","0","75","1","75","1","75","1","75","1","75","1","0.2212096","0.97","13.63307","0.91","37.6","0.56"
"2015-2008","70","41","0.03","75","1","75","1","75","1","40.5287258","0.03","0.1854264","0.43","7.169354","0.27",,
"2016-2009","0","74","0.43","75","1","75","1","75","1","74.3222307","0.43","0.212105","0.86","13.43952","0.73",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.2093219","0.81","13.0121","0.64",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.218546","0.89",,,,
"2019-2012","0","75","1","75","1","75","1","75","1","75","1","0.2189223","0.92",,,,
