"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"Derita","0.95","1","1","0.57","0.95","1","0.55","0.38"
"Dinkashena","0.65","0.46","0.89","0.59","0.65","0.38","0.45","0.25"
"Ebo","0.51","0.41","0.62","0.43","0.51","0.49","0.64","0.19"
"Edagaarbi","0.89","0.97","0.84","0.49","0.89","0.32","0.45","0.34"
"EmbaAhfrom","0.81","0.95","0.78","0.3","0.81","0.92","0.55","0.31"
"EmbachekoGunaguna","0.95","1","0.7","0.51","0.95","0.97","0.64","0.44"
"EndaBagerima","0.68","0.92","0.57","0.05","0.68","0.46","0.09","0.34"
"Endabano","0.76","0.7","0.51","0.35","0.76","0.76","0.55","0.34"
"Endachiwa","0.73","0.89","0.57","0.35","0.73","0.27","0.09","0.31"
"EndaFelasi","0.86","0.7","0.46","0.05","0.86","0.38","0.45","0.34"
"Endagahamus","0.89","0.92","0.62","0.16","0.89","0.51","0.27","0.31"
"Endamariam","0.76","0.95","0.81","0.05","0.76","0.86","0.36","0.41"
"Erba","0.95","0.65","0.57","0.65","0.95","0.43","0.45","0.28"
"Esiret","0.49","0.57","0.43","0.3","0.49","0.59","0.55","0.31"
"Estifanos","1","1","1","0.24","1","0.68","0.64","0.38"
"Fala","0.49","0.41","0.86","0.62","0.49","0.73","0.45","0.19"
"Felegehiwot","0.68","0.73","0.78","0.27","0.68","0.76","0.64","0.44"
"FelegeWayane","0.76","0.89","0.84","0.76","0.76","0.78","0.36","0.34"
"FikreAlem","0.81","0.86","0.81","0.73","0.81","1","0.64","0.22"
"Filatako","0.89","1","1","0.22","0.89","0.57","0.64","0.41"
"Gebsit","0.81","0.81","0.95","0.65","0.81","0.7","0.45","0.75"
"Gedayasu","0.81","0.81","0.92","0.65","0.81","0.73","0.45","0.44"
"GelaMatebiya","0.95","0.7","0.7","0.46","0.95","1","0.64","0.44"
"Gendebta","0.68","0.86","0.62","0.03","0.68","0.35","0.18","0.31"
"Geneti","0.51","0.49","0.24","0.38","0.51","0.3","0.55","0.19"
"Genfel","0.78","0.95","0.95","0.78","0.78","0.54","0.55","0.34"
"Gera","0.51","0.65","0.38","0.38","0.51","0.14","0.45","0.28"
"Gerjale","0.92","0.59","0.32","0.49","0.92","0.43","0.55","0.25"
"GetskiMilesiley","0.76","0.68","0.49","0.49","0.76","0.76","0.55","0.25"
"Gijet","0.84","0.89","0.59","0.51","0.84","0.78","0.55","0.25"
"Ginaza","1","1","1","0.46","1","0.97","0.45","0.28"
"Golgolemalee","0.76","0.89","0.95","0.73","0.76","0.68","0.36","0.34"
"Goshedur","0.68","0.73","1","0.27","0.68","0.76","0.64","0.44"
"Goza","0.81","0.76","1","0.32","0.81","0.86","0.55","0.28"
"Grwre","0.41","0.54","0.51","0.43","0.41","0.08","0.55","0.28"
"GuemseAgamet","0.89","0.92","1","0.78","0.89","0.7","0.55","0.41"
"Guroro","0.68","0.59","0.38","0.3","0.68","0.89","0.36","0.31"
"Guya","0.68","0.59","0.43","0.49","0.68","0.73","0.45","0.31"
"Habees","0.81","0.89","1","0.76","0.81","0.54","0.45","0.34"
"Hadashtekli","0.51","0.76","0.43","0.38","0.51","0.08","0.45","0.25"
"HadeAlga","0.57","0.51","0.35","0.59","0.57","0.11","0.64","0.28"
"HadnetK","0.68","0.86","0.92","0.84","0.68","0.65","0.36","0.34"
"HadnetS","0.89","0.95","0.89","0.78","0.89","0.7","0.45","0.41"
"HadushAdi","0.92","0.95","0.92","0.65","0.92","0.65","0.36","0.41"
"HadushHiwet","0.95","0.89","0.95","0.32","0.95","0.49","0.45","0.41"
"HagereGenet","0.65","0.65","0.84","0.41","0.65","0.86","0.55","0.44"
"HagereSelamE","0.76","0.81","0.84","0.7","0.76","0.54","0.36","0.44"
"HagereSelamW","0.3","0.81","0.78","0.78","0.3","0.65","0.73","0.41"
"Hangoda","0.89","0.95","0.89","0.78","0.89","0.7","0.45","0.41"
"Hareko","0.78","0.89","0.73","0.68","0.78","0.92","0.73","0.19"
"Hawelti","0.51","0.65","0.49","0.59","0.51","0.14","0.64","0.19"
"Hayelom","0.95","0.95","0.92","0.73","0.95","0.78","0.45","0.28"
"Hintsa","0.76","0.7","0.49","0.43","0.76","0.76","0.73","0.31"
"HintsaWaza","0.76","0.7","0.49","0.54","0.76","0.81","0.73","0.31"
"HizbaTeklehymanot","0.46","0.3","0.54","0.3","0.46","0.05","0.55","0.19"
"ImbaRufael","0.51","0.62","0.38","0.24","0.51","0.14","0.45","0.28"
"Jijqe","0.54","0.65","0.51","0.46","0.54","0.89","0.45","0.31"
"JimanDeregeha","0.86","1","1","0.54","0.86","1","0.64","0.44"
"Jira","0.59","1","0.16","0.19","0.59","0.92","0.45","0.31"
"kabe","1","1","1","0.35","1","0.54","0.45","0.28"
"Karima","0.89","0.65","0.81","0.62","0.89","0.81","0.45","0.44"
"Keregna","1","1","1","0.38","1","0.32","0.45","0.28"
"Kihen","0.65","0.73","0.92","0.86","0.65","0.62","0.36","0.34"
"Kita","0.76","0.59","0.62","0.84","0.76","0.49","0.64","0.16"
"Korme","0.92","0.57","0.51","0.57","0.92","0.51","0.45","0.25"
"Ksadacki","0.65","0.54","0.43","0.03","0.65","0.76","0.18","0.38"
"Kudo","0.81","0.95","0.78","0.62","0.81","0.41","0.45","0.31"
"Kuluferha","0.81","0.81","0.62","0.65","0.81","0.54","0.09","0.41"
"KuluGizeLemlem","0.92","0.68","0.68","0.65","0.92","0.19","0.55","0.34"
"LaelayDayu","0.92","0.68","0.68","0.65","0.92","0.14","0.55","0.34"
"Laelayhahaile","0.81","0.95","0.68","0.57","0.81","0.24","0.27","0.31"
"LaelayMegariaTsemri","0.76","0.86","0.76","0.03","0.76","0.81","0.36","0.41"
"Lalaylogomti","0.73","0.86","0.59","0.35","0.73","0.51","0.09","0.31"
"Ledy","0.76","0.81","0.76","0.32","0.76","0.57","0.55","0.75"
"Lemlem","0.76","0.81","0.49","0.57","0.76","0.54","0.73","0.22"
"LemlemArena","0.81","0.89","0.73","0.68","0.81","0.84","0.73","0.19"
"Libo ","0.81","1","1","0.78","0.81","0.97","0.64","0.38"
"Limaat","0.92","0.65","0.32","0.57","0.92","0.11","0.55","0.34"
"Limat","0.86","0.73","0.46","0.27","0.86","0.62","0.45","0.31"
"Lul","0.68","0.78","0.84","0.76","0.68","0.43","0.36","0.44"
"LusinaAbegeldi","0.7","0.68","0.51","0.51","0.7","0.78","0.64","0.44"
"Maekelawi","0.89","0.92","0.62","0.16","0.89","0.51","0.27","0.31"
"MaekelSegli","0.84","0.65","0.54","0.08","0.84","0.49","0.27","0.34"
"MahbereWeyni","0.68","0.86","0.89","0.78","0.68","0.81","0.36","0.34"
"MariamShewito","0.68","0.95","0.59","0.03","0.68","0.43","0.09","0.34"
"Martadios","0.81","1","1","0.43","0.81","0.84","0.64","0.38"
"MayChekemte","0.86","0.95","0.68","0.43","0.86","0.24","0.18","0.31"
"MayNebri","0.92","0.97","0.76","0.65","0.92","0.62","0.45","0.34"
"Maysuru","0.76","0.95","0.84","0.05","0.76","1","0.55","0.41"
"MayTeklia","0.76","0.7","0.59","0.54","0.76","0.68","0.82","0.31"
"Mearey","0.76","0.84","0.62","0.57","0.76","0.78","0.73","0.22"
"Mechare","0.54","0.46","0.27","0.62","0.54","0.59","0.64","0.25"
"Mechena","0.92","1","0.78","0.41","0.92","1","0.64","0.44"
"MehalGoncha","0.73","0.76","1","0.27","0.73","0.65","0.64","0.41"
"Mekan ","0.49","0.76","0.62","0.16","0.49","0.57","0.55","0.25"
"MekaneGenet","0.76","0.65","0.76","0.46","0.76","0.73","0.64","0.59"
"Melabesh","0.86","0.84","1","0.76","0.86","0.62","0.36","0.44"
"MendereMariam","0.84","0.62","1","0.3","0.84","1","0.55","0.34"
"Menegobena","0.76","0.65","0.73","0.41","0.76","1","0.64","0.75"
"Menji","0.73","0.7","0.43","0.43","0.73","0.73","0.45","0.31"
"Mergech","0.62","0.65","0.7","0.32","0.62","0.62","0.64","0.75"
"Mesanu","0.78","0.73","0.78","0.68","0.78","0.95","0.27","0.34"
"Mesehle","0.73","0.78","0.54","0.03","0.73","0.76","0.09","0.41"
"Meswaeti ","0.49","0.73","0.43","0.38","0.49","0.3","0.55","0.25"
"Metkel","0.76","0.7","0.59","0.65","0.76","0.35","0.73","0.41"
"MetkelLemat","0.76","0.76","0.51","0.65","0.76","0.89","0.73","0.22"
"Mezbr","0.7","0.89","0.68","0.03","0.7","0.65","0.45","0.41"
"MichelDebre","0.84","0.76","1","0.3","0.84","1","0.55","0.34"
"Miraf","0.68","0.81","0.76","0.46","0.68","0.81","0.55","0.75"
"Misema","0.65","1","1","0.24","0.65","0.41","0.18","0.34"
"Mitad","1","1","1","0.41","1","0.81","0.55","0.28"
"MitinaYimach","0.65","0.81","0.78","0.22","0.65","0.35","0.64","0.59"
"Mozen","0.76","0.65","0.7","0.35","0.76","0.92","0.64","0.75"
"Mozutey","0.81","0.95","0.89","0.84","0.81","0.54","0.45","0.34"
"Mtsaiwerki","0.68","0.59","0.38","0.16","0.68","0.73","0.36","0.31"
"Nagash","0.76","0.95","0.97","0.76","0.76","0.51","0.55","0.34"
"Nebarhadinet","0.76","0.84","0.54","0.62","0.76","0.86","0.73","0.22"
"Nefasit","0.81","0.86","0.57","0.54","0.81","0.08","0.18","0.41"
"Negedebrhan","0.68","0.65","0.51","0.43","0.68","0.05","0.55","0.28"
"Niquara","0.7","0.7","0.62","0.57","0.7","0.54","0.64","0.16"
"Qoraro","0.95","0.97","0.78","0.38","0.95","0.73","0.45","0.28"
"RubaFelege","0.76","0.89","0.95","0.68","0.76","0.78","0.36","0.34"
"Santa gelebeda","0.86","0.95","0.65","0.27","0.86","0.54","0.45","0.31"
"SaratYerawoch","0.73","0.65","0.78","0.54","0.73","0.16","0.64","0.59"
"Sefo","0.81","0.95","0.81","0.24","0.81","0.73","0.36","0.31"
"Segena","0.73","0.73","0.78","0.35","0.73","0.35","0.64","0.59"
"Seka","0.65","0.65","0.41","0.05","0.65","0.81","0.18","0.38"
"Selamaya","0.76","0.78","0.73","0.54","0.76","0.92","0.64","0.44"
"SelamBekalsi","0.92","0.68","0.32","0.57","0.92","0.11","0.55","0.34"
"Selamber","0.84","0.84",,"0.73","0.84","0.81","0.45","0.44"
"SelamgieAmbarie","0.73","0.76","0.81","0.22","0.73","0.57","0.64","0.41"
"SelamH","0.92","0.97","0.89","0.81","0.92","0.73","0.45","0.28"
"SelamW","0.76","0.76","0.51","0.05","0.76","0.84","0.18","0.34"
"Selelkula","0.68","0.81","0.73","0.41","0.68","0.65","0.55","0.75"
"SelenWuha","0.92","0.65","0.38","0.49","0.92","0.11","0.55","0.34"
"Seloda","0.76","0.78","0.57","0.03","0.76","0.68","0.09","0.34"
"Sendada","0.89","0.95","0.95","0.78","0.89","0.73","0.55","0.34"
"Serawudi","0.92","1","1","0.35","0.92","0.89","0.64","0.38"
"Seret","0.86","0.68","0.78","0.7","0.86","1","0.64","0.19"
"Sero","0.76","0.92","0.86","0.05","0.76","1","0.55","0.41"
"Shamo","1","1","1","0.24","1","0.78","0.64","0.38"
"ShehochTehara","1","1","1","0.32","1","1","0.64","0.38"
"Shekatekli","0.51","0.76","0.46","0.49","0.51","0.38","0.55","0.25"
"Shunge","0.76","0.76","0.76","0.54","0.76","0.78","0.64","0.44"
"Simret","0.86","0.92","0.86","0.27","0.86","0.95","0.55","0.47"
"SimretS","0.49","0.76","0.49","0.19","0.49","0.54","0.55","0.25"
"SimretT","0.54","0.59","0.43","0.43","0.54","0.57","0.45","0.28"
"Sinkata","0.89","0.92","1","0.78","0.89","0.7","0.55","0.41"
"Siye","0.38","0.73","0.32","0.32","0.38","0.46","0.36","0.28"
"Smret","0.73","0.57","0.43","0.3","0.73","0.78","0.45","0.31"
"Sorya","0.84","0.51","0.54","0.54","0.84","0.73","0.27","0.19"
"Suha","0.62","0.73","0.62","0.27","0.62","0.95","0.64","0.75"
"Tahtayhaya","0.54","0.65","0.43","0.38","0.54","0.62","0.55","0.25"
"TahtayDaeroka","0.73","0.92","0.73","0.16","0.73","0.86","0.18","0.31"
"TahtayLegomti","0.73","0.86","0.59","0.03","0.73","0.14","0.09","0.34"
"TahtayMegariaTsebri","0.76","0.89","0.76","0.03","0.76","0.65","0.45","0.41"
"Tao","0.92","0.51","0.32","0.49","0.92","0.3","0.55","0.25"
"TaraGedam","1","1","1","0.43","1","0.76","0.45","0.28"
"TaraSenba","0.89","1","1","0.43","0.89","0.92","0.64","0.44"
"Tekea","0.46","0.7","0.76","0.35","0.46","0.49","0.64","0.28"
"Tekleweyni","0.38","0.62","0.41","0.32","0.38","0.11","0.36","0.28"
"Tetatiro","0.3","0.81","0.68","0.27","0.3","0.84","0.45","0.88"
"Tibaga","1","1","1","0.35","1","0.41","0.45","0.28"
"Tigage","0.22","0.54","0.38","0.7","0.22","0.32","0.45","0.22"
"Tsae","0.78","0.95","0.59","0.22","0.78","0.46","0.45","0.31"
"Tsetsera","0.49","0.49","0.51","0.46","0.49","0.49","0.27","0.19"
"Tseykeme","0.54","0.68","0.41","0.38","0.54","0.16","0.45","0.28"
"Tsigea","0.51","0.49","0.24","0.38","0.51","0.3","0.55","0.19"
"Ulaga","0.92","0.68","0.41","0.51","0.92","0.84","0.45","0.62"
"Wargba","0.51","0.49","0.3","0.46","0.51","0.43","0.64","0.19"
"Wariba","0.95","1","1","0.51","0.95","0.97","0.64","0.25"
"Wedikeshi","0.76","0.78","0.57","0.03","0.76","0.38","0.09","0.34"
"Werabaye","0.54","0.7","0.49","0.54","0.54","0.89","0.73","0.25"
"Werkamba","0.76","0.7","0.51","0.35","0.76","0.76","0.55","0.34"
"Wobo","0.3","0.81","0.7","0.27","0.3","0.65","0.45","0.88"
"Wonberoch","0.89","1","1","0.46","0.89","0.97","0.64","0.44"
"Wondye","0.73","0.73","0.76","0.35","0.73","0.35","0.64","0.59"
"Worego","0.68","0.81","0.76","0.46","0.68","0.65","0.55","0.75"
"WorgajaWagi","0.86","0.76","0.81","0.43","0.86","0.73","0.55","0.22"
"WoryaMeskel","0.76","0.84","0.84","0.76","0.76","0.11","0.36","0.44"
"Woyenti","0.68","0.86","0.7","0.03","0.68","0.65","0.09","0.31"
"Woynye","0.68","0.78","0.81","0.57","0.68","0.68","0.55","0.75"
"WuhdetG","0.86","0.92","0.89","0.08","0.86","0.97","0.55","0.47"
"WuhdetK","0.84","0.92","0.59","0.3","0.84","0.65","0.55","0.31"
"WushaTires","1","1","1","0.41","1","0.59","0.45","0.28"
"Yedwuha","0.89","0.65","0.73","0.49","0.89","0.76","0.55","0.75"
"Yeju","0.51","0.65","0.59","0.35","0.51","0.89","0.45","0.88"
"Yetefet","0.76","0.65","0.76","0.46","0.76","0.92","0.64","0.44"
"YifagAkababi","1","1","1","0.3","1","0.81","0.45","0.28"
"Yitihana","0.76","0.78","0.78","0.57","0.76","0.19","0.36","0.75"
"Zata","0.43","0.43","0.76","0.59","0.43","0.11","0.36","0.12"
"Ziha","0.92","1","1","0.46","0.92","0.95","0.64","0.38"
"ZihonHuha","0.84","0.78","1","0.54","0.84","0.95","0.55","0.44"
"ZobarYikuanda","0.76","0.84","0.84","0.68","0.76","0.51","0.36","0.44"
"Zongi","0.76","0.76","0.51","0.05","0.76","0.84","0.18","0.34"
