"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET","AVE"
"Asmena",1,0.111111111111111,0.555555555555556,0.555555555555556,1,0.555555555555556,0,0.666666666666667,0.492063492063492
"Asta",1,0,0,0,1,0.571428571428571,0.142857142857143,0.285714285714286,0.285714285714286
"Atakilti",1,0,0,0,1,0.444444444444444,0,0.555555555555556,0.285714285714286
"AwetBikalsi",1,0,0.222222222222222,0.222222222222222,1,0.222222222222222,0,0.333333333333333,0.285714285714286
"AwusaMeda",1,0,0.222222222222222,0.666666666666667,1,0.333333333333333,0,0.222222222222222,0.349206349206349
"Ayba",1,0,0.555555555555556,0.555555555555556,1,0.222222222222222,0,0.333333333333333,0.380952380952381
"Aynalem",1,0,0.777777777777778,0.444444444444444,1,0.444444444444444,0,0.555555555555556,0.46031746031746
"Bala",1,0.333333333333333,0.777777777777778,0.666666666666667,1,0.444444444444444,0,0.333333333333333,0.507936507936508
"Balarab",1,0,0.222222222222222,0.333333333333333,1,0.555555555555556,0,0.444444444444444,0.365079365079365
"Bamba",1,0,0.111111111111111,0.333333333333333,1,0.666666666666667,0,0.555555555555556,0.380952380952381
"BarkaAdiswha",1,0.222222222222222,0.333333333333333,0.444444444444444,1,0.222222222222222,0,0.444444444444444,0.380952380952381
"Begasheka",1,0,0,0,1,0.333333333333333,0,0.444444444444444,0.253968253968254
"Berlay",1,0,0.333333333333333,0.666666666666667,1,0.333333333333333,0,0.222222222222222,0.365079365079365
"Betgebez",1,0,0.333333333333333,0.222222222222222,1,0.333333333333333,0,0.555555555555556,0.349206349206349
"Bethans",1,0,0,0.222222222222222,1,0.111111111111111,0,0.333333333333333,0.238095238095238
"BilbWuha",1,0,0,0,1,0.166666666666667,0.166666666666667,0.333333333333333,0.238095238095238
"Birkutea",1,0,0,0,1,0,0,0.333333333333333,0.19047619047619
"Boneya",1,0,0.333333333333333,0.111111111111111,1,0.555555555555556,0,0.444444444444444,0.349206349206349
"Burkoche",1,0,0.444444444444444,0.666666666666667,1,0.333333333333333,0,0.555555555555556,0.428571428571429
"Cheli",1,0,0,0.222222222222222,1,0.555555555555556,0.111111111111111,0.555555555555556,0.349206349206349
"Darubekeda",1,0,0.555555555555556,0.444444444444444,1,0.444444444444444,0.222222222222222,0.222222222222222,0.412698412698413
"Deberkerbye",1,0,0,0,1,0,0,1,0.285714285714286
"DeberAbaJale",1,0,0,0,1,0.222222222222222,0,0.222222222222222,0.206349206349206
"DebrAbay",1,0,0.333333333333333,0.555555555555556,1,0.333333333333333,0.111111111111111,0.222222222222222,0.365079365079365
"DebreAliays",1,0,0.666666666666667,0.555555555555556,1,0.444444444444444,0,0.222222222222222,0.412698412698413
"Debrebirhan",1,0,0.555555555555556,0.444444444444444,1,0.444444444444444,0,0.555555555555556,0.428571428571429
"Debrebrhan",1,0,0.777777777777778,0.666666666666667,1,0.444444444444444,0,0.444444444444444,0.476190476190476
"DebreGenet",1,0,0.111111111111111,0.222222222222222,1,0.333333333333333,0.111111111111111,0.222222222222222,0.285714285714286
"DebreGenetA",1,0,0.111111111111111,0.111111111111111,1,0.333333333333333,0,0.555555555555556,0.301587301587302
"DebreGenetK",1,0,0,0.111111111111111,1,0.222222222222222,0,0.444444444444444,0.253968253968254
"DebreGeorgis",1,0,0.444444444444444,0.555555555555556,1,0.333333333333333,0,0.222222222222222,0.365079365079365
"DebreKidusan",1,0,0.333333333333333,0.333333333333333,1,0.444444444444444,0.111111111111111,0.333333333333333,0.365079365079365
"Debremawie",1,0,0.444444444444444,0.444444444444444,1,0.222222222222222,0.111111111111111,0.222222222222222,0.349206349206349
"Debreselam",1,0,0.555555555555556,0.555555555555556,1,0.333333333333333,0,0.555555555555556,0.428571428571429
"Debrinetseb",1,0,0,0.142857142857143,1,0.285714285714286,0,0.571428571428571,0.285714285714286
"Dekera",1,0,0,0.333333333333333,1,0.333333333333333,0,0.444444444444444,0.301587301587302
"DembezaAmbaLay",1,0,0.222222222222222,0.444444444444444,1,0.333333333333333,0,0.222222222222222,0.317460317460317
"Derit",1,0,0,0.222222222222222,1,0.444444444444444,0,0.333333333333333,0.285714285714286
"Derita",1,0,0,0,1,0.428571428571429,0.142857142857143,0.285714285714286,0.26530612244898
"Dinkashena",1,0,0.5,0.25,1,0.375,0.125,0.375,0.375
"Ebo",1,0.444444444444444,0.555555555555556,0.666666666666667,1,0.444444444444444,0,0.333333333333333,0.492063492063492
"Edagaarbi",1,0,0.777777777777778,0.444444444444444,1,0.444444444444444,0,0.555555555555556,0.46031746031746
"EmbaAhfrom",1,0,0.5,0.5,1,0.5,0,0.625,0.446428571428571
"EmbachekoGunaguna",1,0,0,0,1,0.333333333333333,0.111111111111111,0.222222222222222,0.238095238095238
"EndaBagerima",1,0,0,0.111111111111111,1,0.222222222222222,0,0.555555555555556,0.26984126984127
"Endabano",1,0,0.111111111111111,0.111111111111111,1,0.333333333333333,0.111111111111111,0.555555555555556,0.317460317460317
"Endachiwa",1,0,0.222222222222222,0.111111111111111,1,0.333333333333333,0,0.444444444444444,0.301587301587302
"EndaFelasi",1,0,0,0.333333333333333,1,0.444444444444444,0,0.888888888888889,0.380952380952381
"Endagahamus",1,0,0.333333333333333,0.222222222222222,1,0.555555555555556,0,0.666666666666667,0.396825396825397
"Endamariam",1,0,0.333333333333333,0.333333333333333,1,0.333333333333333,0,0.444444444444444,0.349206349206349
"Erba",1,0.444444444444444,0.444444444444444,0.444444444444444,1,0.444444444444444,0,0.333333333333333,0.444444444444444
"Esiret",1,0,0,0.333333333333333,1,0.666666666666667,0.111111111111111,0.555555555555556,0.380952380952381
"Estifanos",1,0,0,0,1,0.166666666666667,0,0.333333333333333,0.214285714285714
"Fala",1,0,0.555555555555556,0.555555555555556,1,0.444444444444444,0.111111111111111,0.333333333333333,0.428571428571429
"Felegehiwot",1,0,0.222222222222222,0.333333333333333,1,0.333333333333333,0.111111111111111,0.222222222222222,0.317460317460317
"FelegeWayane",1,0.333333333333333,0.444444444444444,0.555555555555556,1,0.222222222222222,0,0.333333333333333,0.412698412698413
"FikreAlem",1,0.222222222222222,0.777777777777778,0.666666666666667,1,0.555555555555556,0.111111111111111,0.555555555555556,0.555555555555556
"Filatako",1,0,0,0.333333333333333,1,0.333333333333333,0,0.333333333333333,0.285714285714286
"Gebsit",1,0,0.333333333333333,0.222222222222222,1,0.222222222222222,0.111111111111111,0.444444444444444,0.333333333333333
"Gedayasu",1,0,0.333333333333333,0.222222222222222,1,0.444444444444444,0.111111111111111,0.333333333333333,0.349206349206349
"GelaMatebiya",1,0,0.222222222222222,0.111111111111111,1,0.333333333333333,0,0.222222222222222,0.26984126984127
"Gendebta",1,0,0,0.222222222222222,1,0.333333333333333,0,0.444444444444444,0.285714285714286
"Geneti",1,0.444444444444444,0.555555555555556,0.555555555555556,1,0.222222222222222,0,0.333333333333333,0.444444444444444
"Genfel",1,0,0.333333333333333,0.444444444444444,1,0.444444444444444,0,0.555555555555556,0.396825396825397
"Gera",1,0,0.111111111111111,0.111111111111111,1,0.333333333333333,0.111111111111111,0.444444444444444,0.301587301587302
"Gerjale",1,0.333333333333333,0.666666666666667,0.555555555555556,1,0.555555555555556,0,0.333333333333333,0.492063492063492
"GetskiMilesiley",1,0,0,0.111111111111111,1,0.666666666666667,0,0.444444444444444,0.317460317460317
"Gijet",1,0,0.333333333333333,0.333333333333333,1,0.444444444444444,0,0.555555555555556,0.380952380952381
"Ginaza",1,0,0,0,1,0,0,0.666666666666667,0.238095238095238
"Golgolemalee",1,0.333333333333333,0.444444444444444,0.555555555555556,1,0.333333333333333,0,0.333333333333333,0.428571428571429
"Goshedur",1,0,0.222222222222222,0.222222222222222,1,0.222222222222222,0.111111111111111,0.222222222222222,0.285714285714286
"Goza",1,0,0,0,1,0,0.166666666666667,0.333333333333333,0.214285714285714
"Grwre",1,0,0,0,1,0.555555555555556,0,0.555555555555556,0.301587301587302
"GuemseAgamet",1,0,0.444444444444444,0.333333333333333,1,0.222222222222222,0,0.333333333333333,0.333333333333333
"Guroro",1,0,0,0.142857142857143,1,0.285714285714286,0,0.571428571428571,0.285714285714286
"Guya",1,0,0,0.142857142857143,1,0.285714285714286,0,0.428571428571429,0.26530612244898
"Habees",1,0,0.333333333333333,0.444444444444444,1,0.333333333333333,0,0.444444444444444,0.365079365079365
"Hadashtekli",1,0,0,0,1,0.444444444444444,0,0.333333333333333,0.253968253968254
"HadeAlga",1,0.555555555555556,0.555555555555556,0.444444444444444,1,0.111111111111111,0,0.222222222222222,0.412698412698413
"HadnetK",1,0,0.444444444444444,0.444444444444444,1,0.333333333333333,0.111111111111111,0.333333333333333,0.380952380952381
"HadnetS",1,0,0.555555555555556,0.444444444444444,1,0.222222222222222,0,0.444444444444444,0.380952380952381
"HadushAdi",1,0.111111111111111,0.555555555555556,0.555555555555556,1,0.333333333333333,0,0.444444444444444,0.428571428571429
"HadushHiwet",1,0.111111111111111,0.666666666666667,0.555555555555556,1,0.444444444444444,0,0.666666666666667,0.492063492063492
"HagereGenet",1,0,0.333333333333333,0.444444444444444,1,0.555555555555556,0.111111111111111,0.333333333333333,0.396825396825397
"HagereSelamE",1,0,0.444444444444444,0.555555555555556,1,0.444444444444444,0.111111111111111,0.222222222222222,0.396825396825397
"HagereSelamW",1,0,0.444444444444444,0.555555555555556,1,0.555555555555556,0,0.333333333333333,0.412698412698413
"Hangoda",1,0,0.555555555555556,0.444444444444444,1,0.222222222222222,0,0.444444444444444,0.380952380952381
"Hareko",1,0,0.444444444444444,0.666666666666667,1,0.555555555555556,0.111111111111111,0.444444444444444,0.46031746031746
"Hawelti",1,0.444444444444444,0.666666666666667,0.666666666666667,1,0.555555555555556,0,0.333333333333333,0.523809523809524
"Hayelom",1,0,0.555555555555556,0.444444444444444,1,0.444444444444444,0,0.555555555555556,0.428571428571429
"Hintsa",1,0,0,0.333333333333333,1,0.444444444444444,0,0.555555555555556,0.333333333333333
"HintsaWaza",1,0,0.111111111111111,0.222222222222222,1,0.444444444444444,0,0.555555555555556,0.333333333333333
"HizbaTeklehymanot",1,0.111111111111111,0.444444444444444,0.555555555555556,1,0.222222222222222,0,0.222222222222222,0.365079365079365
"ImbaRufael",1,0,0.111111111111111,0.222222222222222,1,0.333333333333333,0,0.444444444444444,0.301587301587302
"Jijqe",1,0,0,0.111111111111111,1,0.333333333333333,0.111111111111111,0.444444444444444,0.285714285714286
"JimanDeregeha",1,0,0,0,1,0,0.111111111111111,0.111111111111111,0.174603174603175
"Jira",1,0,0,0,1,0.25,0,0.75,0.285714285714286
"kabe",1,0,0,0,1,0,0,0,0.142857142857143
"Karima",1,0,0.111111111111111,0.111111111111111,1,0.333333333333333,0.111111111111111,0.222222222222222,0.26984126984127
"Keregna",1,0,0,0,1,0,0,1,0.285714285714286
"Kihen",1,0,0.444444444444444,0.666666666666667,1,0.444444444444444,0,0.444444444444444,0.428571428571429
"Kita",1,0,0.333333333333333,0.777777777777778,1,0.444444444444444,0,0.444444444444444,0.428571428571429
"Korme",1,0.333333333333333,0.444444444444444,0.444444444444444,1,0.555555555555556,0,0.333333333333333,0.444444444444444
"Ksadacki",1,0,0,0,1,0.25,0,0.5,0.25
"Kudo",1,0,0.5,0.5,1,0.5,0,0.625,0.446428571428571
"Kuluferha",1,0,0,0.2,1,0.2,0,0.6,0.285714285714286
"KuluGizeLemlem",1,0.333333333333333,0.666666666666667,0.555555555555556,1,0.555555555555556,0.111111111111111,0.333333333333333,0.507936507936508
"LaelayDayu",1,0.444444444444444,0.666666666666667,0.555555555555556,1,0.555555555555556,0.111111111111111,0.333333333333333,0.523809523809524
"Laelayhahaile",1,0,0.375,0.375,1,0.5,0,0.625,0.410714285714286
"LaelayMegariaTsemri",1,0,0.222222222222222,0.222222222222222,1,0.333333333333333,0,0.666666666666667,0.349206349206349
"Lalaylogomti",1,0,0,0.111111111111111,1,0.333333333333333,0,0.444444444444444,0.26984126984127
"Ledy",1,0,0.111111111111111,0.111111111111111,1,0.333333333333333,0.111111111111111,0.444444444444444,0.301587301587302
"Lemlem",1,0,0,0.222222222222222,1,0.444444444444444,0.111111111111111,0.444444444444444,0.317460317460317
"LemlemArena",1,0,0.333333333333333,0.444444444444444,1,0.444444444444444,0.111111111111111,0.444444444444444,0.396825396825397
"Libo ",1,0,0,0,1,0.222222222222222,0,0.444444444444444,0.238095238095238
"Limaat",1,0.777777777777778,0.666666666666667,0.666666666666667,1,0.444444444444444,0.111111111111111,0.333333333333333,0.571428571428571
"Limat",1,0,0,0,1,0.333333333333333,0,0.444444444444444,0.253968253968254
"Lul",1,0,0.222222222222222,0.444444444444444,1,0.444444444444444,0.111111111111111,0.222222222222222,0.349206349206349
"LusinaAbegeldi",1,0,0.222222222222222,0.111111111111111,1,0.222222222222222,0,0.222222222222222,0.253968253968254
"Maekelawi",1,0,0.333333333333333,0.222222222222222,1,0.555555555555556,0,0.666666666666667,0.396825396825397
"MaekelSegli",1,0,0,0.222222222222222,1,0.222222222222222,0,0.555555555555556,0.285714285714286
"MahbereWeyni",1,0,0.666666666666667,0.444444444444444,1,0.222222222222222,0.111111111111111,0.333333333333333,0.396825396825397
"MariamShewito",1,0,0,0.111111111111111,1,0.222222222222222,0,0.555555555555556,0.26984126984127
"Martadios",1,0,0,0,1,0.333333333333333,0,0.444444444444444,0.253968253968254
"MayChekemte",1,0,0.222222222222222,0.222222222222222,1,0.444444444444444,0,0.666666666666667,0.365079365079365
"MayNebri",1,0,0.666666666666667,0.555555555555556,1,0.333333333333333,0,0.555555555555556,0.444444444444444
"Maysuru",1,0,0.555555555555556,0.333333333333333,1,0.333333333333333,0,0.444444444444444,0.380952380952381
"MayTeklia",1,0,0.222222222222222,0.444444444444444,1,0.444444444444444,0.111111111111111,0.555555555555556,0.396825396825397
"Mearey",1,0,0,0.111111111111111,1,0.333333333333333,0.111111111111111,0.444444444444444,0.285714285714286
"Mechare",1,0.555555555555556,0.444444444444444,0.444444444444444,1,0.222222222222222,0,0.333333333333333,0.428571428571429
"Mechena",1,0,0,0,1,0.222222222222222,0,0.222222222222222,0.206349206349206
"MehalGoncha",1,0,0.111111111111111,0.444444444444444,1,0.222222222222222,0,0.222222222222222,0.285714285714286
"Mekan ",1,0.222222222222222,0.444444444444444,0.555555555555556,1,0.111111111111111,0,0.333333333333333,0.380952380952381
"MekaneGenet",1,0,0.333333333333333,0.333333333333333,1,0.222222222222222,0,0.333333333333333,0.317460317460317
"Melabesh",1,0,0.666666666666667,0.555555555555556,1,0.333333333333333,0,0.222222222222222,0.396825396825397
"MendereMariam",1,0,0,0,1,0.285714285714286,0.142857142857143,0.285714285714286,0.244897959183673
"Menegobena",1,0,0,0.125,1,0.375,0.125,0.375,0.285714285714286
"Menji",1,0,0,0,1,0.444444444444444,0,0.555555555555556,0.285714285714286
"Mergech",1,0,0,0.142857142857143,1,0.285714285714286,0.142857142857143,0.571428571428571,0.306122448979592
"Mesanu",1,0.111111111111111,0.333333333333333,0.333333333333333,1,0.222222222222222,0.111111111111111,0.222222222222222,0.333333333333333
"Mesehle",1,0,0,0,1,0,0,0.666666666666667,0.238095238095238
"Meswaeti ",1,0.111111111111111,0.666666666666667,0.333333333333333,1,0.111111111111111,0,0.333333333333333,0.365079365079365
"Metkel",1,0,0,0.444444444444444,1,0.444444444444444,0,0.333333333333333,0.317460317460317
"MetkelLemat",1,0,0.111111111111111,0.222222222222222,1,0.444444444444444,0,0.555555555555556,0.333333333333333
"Mezbr",1,0,0.111111111111111,0.222222222222222,1,0.222222222222222,0,0.333333333333333,0.26984126984127
"MichelDebre",1,0,0,0,1,0.142857142857143,0.142857142857143,0.285714285714286,0.224489795918367
"Miraf",1,0,0.111111111111111,0.222222222222222,1,0.333333333333333,0.111111111111111,0.333333333333333,0.301587301587302
"Misema",1,0,0.25,0,1,0.25,0,0.25,0.25
"Mitad",1,0,0,0,1,0.5,0.25,0.5,0.321428571428571
"MitinaYimach",1,0,0.444444444444444,0.666666666666667,1,0.333333333333333,0,0.333333333333333,0.396825396825397
"Mozen",1,0,0,0.125,1,0.375,0.125,0.375,0.285714285714286
"Mozutey",1,0,0.444444444444444,0.333333333333333,1,0.222222222222222,0,0.444444444444444,0.349206349206349
"Mtsaiwerki",1,0,0,0.142857142857143,1,0.285714285714286,0,0.428571428571429,0.26530612244898
"Nagash",1,0,0.333333333333333,0.333333333333333,1,0.444444444444444,0,0.444444444444444,0.365079365079365
"Nebarhadinet",1,0,0,0.111111111111111,1,0.444444444444444,0.111111111111111,0.444444444444444,0.301587301587302
"Nefasit",1,0,0,0.2,1,0.4,0,0.6,0.314285714285714
"Negedebrhan",1,0,0,0,1,0.555555555555556,0,0.333333333333333,0.26984126984127
"Niquara",1,0,0.333333333333333,0.666666666666667,1,0.444444444444444,0,0.444444444444444,0.412698412698413
"Qoraro",1,0,0.444444444444444,0.333333333333333,1,0.666666666666667,0,0.666666666666667,0.444444444444444
"RubaFelege",1,0.333333333333333,0.444444444444444,0.444444444444444,1,0.333333333333333,0,0.333333333333333,0.412698412698413
"Santa gelebeda",1,0,0.444444444444444,0.222222222222222,1,0.444444444444444,0,0.666666666666667,0.396825396825397
"SaratYerawoch",1,0,0.222222222222222,0.555555555555556,1,0.333333333333333,0,0.444444444444444,0.365079365079365
"Sefo",1,0,0.375,0.5,1,0.5,0,0.625,0.428571428571429
"Segena",1,0,0.111111111111111,0.666666666666667,1,0.444444444444444,0,0.444444444444444,0.380952380952381
"Seka",1,0,0,0,1,0.25,0,0.5,0.25
"Selamaya",1,0,0.222222222222222,0,1,0.222222222222222,0.111111111111111,0.111111111111111,0.238095238095238
"SelamBekalsi",1,0.333333333333333,0.666666666666667,0.666666666666667,1,0.444444444444444,0.111111111111111,0.333333333333333,0.507936507936508
"Selamber",1,0,0,0.666666666666667,1,0.444444444444444,0,0.222222222222222,0.333333333333333
"SelamgieAmbarie",1,0,0.111111111111111,0.555555555555556,1,0.444444444444444,0,0.222222222222222,0.333333333333333
"SelamH",1,0,0.666666666666667,0.333333333333333,1,0.333333333333333,0,0.666666666666667,0.428571428571429
"SelamW",1,0,0,0.111111111111111,1,0.555555555555556,0,0.555555555555556,0.317460317460317
"Selelkula",1,0,0,0.222222222222222,1,0.333333333333333,0.111111111111111,0.333333333333333,0.285714285714286
"SelenWuha",1,0.777777777777778,0.666666666666667,0.666666666666667,1,0.444444444444444,0.111111111111111,0.333333333333333,0.571428571428571
"Seloda",1,0,0,0.222222222222222,1,0.111111111111111,0,0.333333333333333,0.238095238095238
"Sendada",1,0,0.222222222222222,0.333333333333333,1,0.444444444444444,0,0.333333333333333,0.333333333333333
"Serawudi",1,0,0,0,1,0.222222222222222,0,0.333333333333333,0.222222222222222
"Seret",1,0,0.555555555555556,0.555555555555556,1,0.444444444444444,0.111111111111111,0.444444444444444,0.444444444444444
"Sero",1,0,0.555555555555556,0.444444444444444,1,0.444444444444444,0,0.444444444444444,0.412698412698413
"Shamo",1,0,0,0,1,0.166666666666667,0,0.333333333333333,0.214285714285714
"ShehochTehara",1,0,0,0,1,0.2,0,0.4,0.228571428571429
"Shekatekli",1,0,0,0,1,0.555555555555556,0,0.333333333333333,0.26984126984127
"Shunge",1,0,0.222222222222222,0,1,0.333333333333333,0.111111111111111,0.111111111111111,0.253968253968254
"Simret",1,0,0.666666666666667,0.444444444444444,1,0.444444444444444,0,0.444444444444444,0.428571428571429
"SimretS",1,0.222222222222222,0.555555555555556,0.444444444444444,1,0.111111111111111,0,0.333333333333333,0.380952380952381
"SimretT",1,0,0,0.111111111111111,1,0.333333333333333,0.111111111111111,0.333333333333333,0.26984126984127
"Sinkata",1,0,0.444444444444444,0.333333333333333,1,0.222222222222222,0,0.333333333333333,0.333333333333333
"Siye",1,0,0,0.111111111111111,1,0.444444444444444,0,0.333333333333333,0.26984126984127
"Smret",1,0,0,0.111111111111111,1,0.444444444444444,0,0.444444444444444,0.285714285714286
"Sorya",1,0.111111111111111,0.666666666666667,0.777777777777778,1,0.444444444444444,0,0.555555555555556,0.507936507936508
"Suha",1,0,0,0.142857142857143,1,0.428571428571429,0.142857142857143,0.571428571428571,0.326530612244898
"Tahtayhaya",1,0.333333333333333,0.666666666666667,0.333333333333333,1,0.222222222222222,0.111111111111111,0.333333333333333,0.428571428571429
"TahtayDaeroka",1,0,0.222222222222222,0.333333333333333,1,0.333333333333333,0,0.666666666666667,0.365079365079365
"TahtayLegomti",1,0,0,0.222222222222222,1,0.333333333333333,0,0.555555555555556,0.301587301587302
"TahtayMegariaTsebri",1,0,0.222222222222222,0.222222222222222,1,0.333333333333333,0,0.666666666666667,0.349206349206349
"Tao",1,0.333333333333333,0.666666666666667,0.555555555555556,1,0.555555555555556,0,0.333333333333333,0.492063492063492
"TaraGedam",1,0,0,0,1,0.5,0.25,0.5,0.321428571428571
"TaraSenba",1,0,0,0,1,0.222222222222222,0,0.111111111111111,0.19047619047619
"Tekea",1,0,0.555555555555556,0.666666666666667,1,0.333333333333333,0,0.333333333333333,0.412698412698413
"Tekleweyni",1,0,0,0,1,0.555555555555556,0,0.333333333333333,0.26984126984127
"Tetatiro",1,0,0.166666666666667,0.166666666666667,1,0.166666666666667,0.166666666666667,0.666666666666667,0.333333333333333
"Tibaga",1,0,0,0,1,0.333333333333333,0,0.666666666666667,0.285714285714286
"Tigage",1,0,0.444444444444444,0.555555555555556,1,0.555555555555556,0,0.666666666666667,0.46031746031746
"Tsae",1,0,0.222222222222222,0.111111111111111,1,0.555555555555556,0,0.666666666666667,0.365079365079365
"Tsetsera",1,0.222222222222222,0.555555555555556,0.666666666666667,1,0.333333333333333,0,0.333333333333333,0.444444444444444
"Tseykeme",1,0,0,0.111111111111111,1,0.333333333333333,0.111111111111111,0.333333333333333,0.26984126984127
"Tsigea",1,0.444444444444444,0.555555555555556,0.555555555555556,1,0.222222222222222,0,0.333333333333333,0.444444444444444
"Ulaga",1,0.555555555555556,0.555555555555556,0.666666666666667,1,0.444444444444444,0,0.333333333333333,0.507936507936508
"Wargba",1,0.444444444444444,0.666666666666667,0.666666666666667,1,0.333333333333333,0,0.333333333333333,0.492063492063492
"Wariba",1,0,0,0,1,0.222222222222222,0.111111111111111,0.333333333333333,0.238095238095238
"Wedikeshi",1,0,0,0.222222222222222,1,0,0,0.333333333333333,0.222222222222222
"Werabaye",1,0.444444444444444,0.666666666666667,0.444444444444444,1,0.333333333333333,0.111111111111111,0.333333333333333,0.476190476190476
"Werkamba",1,0,0.111111111111111,0.111111111111111,1,0.333333333333333,0.111111111111111,0.555555555555556,0.317460317460317
"Wobo",1,0,0.166666666666667,0.166666666666667,1,0.166666666666667,0.166666666666667,0.666666666666667,0.333333333333333
"Wonberoch",1,0,0,0.111111111111111,1,0.222222222222222,0,0.111111111111111,0.206349206349206
"Wondye",1,0,0.111111111111111,0.333333333333333,1,0.111111111111111,0,0.444444444444444,0.285714285714286
"Worego",1,0,0.111111111111111,0.111111111111111,1,0.333333333333333,0.111111111111111,0.333333333333333,0.285714285714286
"WorgajaWagi",1,0,0,0,1,0.444444444444444,0,0.444444444444444,0.26984126984127
"WoryaMeskel",1,0,0.444444444444444,0.444444444444444,1,0.666666666666667,0.222222222222222,0.222222222222222,0.428571428571429
"Woyenti",1,0,0,0.222222222222222,1,0.333333333333333,0,0.444444444444444,0.285714285714286
"Woynye",1,0,0.333333333333333,0.222222222222222,1,0.333333333333333,0.111111111111111,0.333333333333333,0.333333333333333
"WuhdetG",1,0,0.444444444444444,0.333333333333333,1,0.333333333333333,0,0.444444444444444,0.365079365079365
"WuhdetK",1,0,0.222222222222222,0.333333333333333,1,0.333333333333333,0,0.555555555555556,0.349206349206349
