"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","28","22","0.16","75","1","60.2","0.11","59","0.19","21.7708347826797","0.16","0.169262721271408","0.16",,,"1.44616032652508","0.06"
"1984-1977","75","12","0.08","75","1","65.3","0.24","74","0.51","11.606604","0.08","0.169148023137612","0.14",,,"2.24091585613645","0.09"
"1985-1978","0","48","0.57","75","1","66.9","0.3","65","0.24","47.973926","0.57","0.164713289362279","0.11",,,"22.6598083082082","0.41"
"1986-1979","0","39","0.43","75","1","74.1","0.54","75","1","38.8247810882353","0.43","0.180127803614117","0.32",,,"19.0918103912327","0.31"
"1987-1980","92","8","0.03","75","1","62.5","0.16","70","0.41","7.82004584920635","0.03","0.195679936664224","0.95",,,"-29.0197774316928","0.03"
"1988-1981","0","70","0.92","75","1","75","1","75","1","70.08109","0.92","0.189792430969384","0.73",,,"23.407082527299","0.44"
"1989-1982","75","11","0.05","75","1","61","0.14","58","0.16","11.441301","0.05","0.181022373208578","0.38",,,"51.0012170840488","0.75"
"1990-1983","0","49","0.62","75","1","71.5","0.49","68","0.3","48.553729","0.62","0.185220078395782","0.54",,,"2.6459165969671","0.12"
"1991-1984","50","17","0.11","75","1","70.9","0.43","75","1","16.90409","0.11","0.181565239783972","0.46",,,"9.02250822078014","0.25"
"1992-1985","0","50","0.7","75","1","50","0.03","50","0.05","50","0.7","0.181037685255371","0.41",,,"41.6733281584197","0.53"
"1993-1986","0","40","0.46","75","1","75","1","75","1","39.798845","0.46","0.169560903235276","0.19",,,"44.44508675483","0.69"
"1994-1987","0","70","0.89","75","1","75","1","75","1","69.5250321944444","0.89","0.181335867219239","0.43",,,"60.6198548470686","0.81"
"1995-1988","0","65","0.84","75","1","75","1","75","1","64.9406423541083","0.84","0.189448360270854","0.68",,,"42.6571186555409","0.59"
"1996-1989","0","31","0.27","75","1","68.8","0.38","69","0.35","30.821382","0.27","0.172466423371431","0.27",,,"42.015564541906","0.56"
"1997-1990","0","50","0.7","75","1","67.8","0.32","75","1","50","0.7","0.171717104895776","0.24",,,"19.2144828083354","0.34"
"1998-1991","0","73","0.97","75","1","75","1","75","1","72.79928","0.97","0.189509537349451","0.7",,,"76.5798441987494","0.97"
"1999-1992","0","69","0.86","75","1","75","1","75","1","69.01053","0.86","0.180364832202247","0.35",,,"60.6694505596982","0.84"
"2000-1993","0","50","0.73","75","1","75","1","75","1","50.179981","0.73","0.1857988","0.57",,,"36.4","0.47"
"2001-1994","0","34","0.3","75","1","75","1","75","1","33.5268","0.3","0.1887512","0.65",,,"4.8","0.19"
"2002-1995","25","22","0.19","75","1","56.1","0.05","58","0.16","22.481693","0.19","0.1712102","0.22",,,"4.1","0.16"
"2003-1996","12","25","0.22","75","1","75","1","75","1","25.262997","0.22","0.173494","0.3",,,"43.6","0.62"
"2004-1997","7","27","0.24","75","1","58.4","0.08","52","0.08","26.52698","0.24","0.1645868","0.08",,,"6.7","0.22"
"2005-1998","0","48","0.59","75","1","75","1","58","0.16","48.046808","0.59","0.1898902","0.78",,,"37.5","0.5"
"2006-1999","0","34","0.32","75","1","64.3","0.22","75","1","33.585327","0.32","0.1866343","0.59",,,"64.2","0.94"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.1849991","0.51","1.556451","0.36","76.6","1"
"2008-2001","0","52","0.76","75","1","75","1","75","1","51.714989","0.76","0.1632793","0.05","1.056452","0.09","61.8","0.91"
"2009-2002","0","34","0.35","75","1","75","1","74","0.51","33.614668","0.35","0.1920218","0.84","2.064516","0.73","45.6","0.72"
"2010-2003","0","46","0.54","75","1","75","1","70","0.41","46.3880337","0.54","0.1948966","0.92","1.370967","0.18","61.4","0.88"
"2011-2004","0","39","0.41","75","1","71.3","0.46","72","0.46","38.68689","0.41","0.1879137","0.62","1.862903","0.64","16.5","0.28"
"2012-2005","0","40","0.49","75","1","74.6","0.57","67","0.27","40.291935","0.49","0.1836601","0.49","1.637096","0.55","19.6","0.38"
"2013-2006","0","62","0.81","75","1","75","1","72","0.46","62.034502","0.81","0.1630267","0.03","1.604838","0.45","54.4","0.78"
"2014-2007","0","50","0.7","75","1","70.4","0.41","69","0.35","50","0.7","0.2338588","1","3.056452","1","44","0.66"
"2015-2008","33","21","0.14","70.25117","0.03","66.7","0.27","50","0.05","20.739394","0.14","0.1898411","0.76","1.387097","0.27",,
"2016-2009","0","55","0.78","75","1","68.4","0.35","75","1","55.076256","0.78","0.1944688","0.89","2.322581","0.91",,
"2017-2010","0","43","0.51","75","1","73.9","0.51","75","1","43.387889","0.51","0.1936295","0.86","2.153226","0.82",,
"2018-2011","0","72","0.95","75","1","75","1","75","1","72.183846","0.95","0.1903058","0.81",,,,
"2019-2012","0","37","0.38","72.44218","0.05","63","0.19","64","0.22","37.170091","0.38","0.2026497","0.97",,,,
