"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Bethans","Bethans","Bethans","Bethans","Bethans","Bethans","Bethans","Bethans"
"Region","Adwa","Adwa","Adwa","Adwa","Adwa","Adwa","Adwa","Adwa"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","32","0.81","52","54","0.05","52.41","0"
"1984-1977","0","29","0.68","0","75","0.38","0","0"
"1985-1978","0","24","0.49","0","75","1","0","0"
"1986-1979","0","38","0.84","0","75","1","0","0"
"1987-1980","0","72","1","0","75","1","0","0"
"1988-1981","32","12","0.22","0","75","1","32.17","0"
"1989-1982","0","19","0.38","18","63","0.16","17.97","0"
"1990-1983","100","0","0.05","27","61","0.11","127.47","0"
"1991-1984","0","19","0.41","0","75","1","0","0"
"1992-1985","45","11","0.14","0","74","0.3","44.62","0"
"1993-1986","0","30","0.73","0","75","1","0","0"
"1994-1987","0","50","0.92","0","75","1","0","0"
"1995-1988","2","16","0.24","0","75","1","1.97","0"
"1996-1989","0","40","0.89","0","75","1","0","0"
"1997-1990","0","69","0.97","0","75","1","0","0"
"1998-1991","0","40","0.86","0","75","1","0","0"
"1999-1992","66","9","0.11","0","75","1","65.59","0"
"2000-1993","0","26","0.62","0","75","1","0","0"
"2001-1994","100","4","0.08","0","75","1","100","0"
"2002-1995","36","12","0.19","0","72","0.27","35.7","0"
"2003-1996","0","25","0.59","0","75","1","0","0"
"2004-1997","0","18","0.35","61","52","0.03","60.73","0"
"2005-1998","41","11","0.16","0","74","0.35","41.41","1"
"2006-1999","0","29","0.65","0","74","0.32","0","0"
"2007-2000","0","18","0.3","0","75","1","0","1"
"2008-2001","0","18","0.32","0","75","1","0","0"
"2009-2002","0","31","0.78","0","75","1","0","0"
"2010-2003","0","24","0.46","31","60","0.08","30.7","0"
"2011-2004","0","31","0.76","7","66","0.22","6.77","1"
"2012-2005","0","25","0.59","0","75","1","0","0"
"2013-2006","0","25","0.59","6","66","0.24","6.14","0"
"2014-2007","0","18","0.27","0","75","1","0","1"
"2015-2008","100","0","0.05","20","63","0.14","120.08","0"
"2016-2009","0","21","0.43","0","75","1","0","1"
"2017-2010","0","30","0.7","0","75","1","0","0"
"2018-2011","0","24","0.51","0","75","1","0","0"
"2019-2012","0","63","0.95","9","65","0.19","9.5","0"
