"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"Asmena","0.59","1","1","0.14","0.59","0.59",,"0.5"
"Asta","1","1","1","1","1","0.3",,"0.34"
"Atakilti","1","1","1","1","1","0.54",,"0.44"
"AwetBikalsi","1","1","1","1","1","0.46",,"0.72"
"AwusaMeda","1","1","1","0.3","1","0.32",,"0.94"
"Ayba","0.46","1","1","1","0.46","0.54",,"0.75"
"Aynalem","0.3","1","1","1","0.3","0.3",,"0.62"
"Bala","0.68","1","1","0.73","0.68","0.19",,"0.88"
"Balarab","1","1","1","1","1","0.05",,"0.66"
"Bamba","1","1","1","1","1","0.3",,"0.72"
"BarkaAdiswha","0.54","1","1","0.3","0.54","0.49",,"0.62"
"Begasheka","1","1","1","1","1","0.49",,"0.44"
"Berlay","1","1","1","1","1","0.7",,"0.94"
"Betgebez","0.49","1","1","0.03","0.49","0.35",,"0.66"
"Bethans","0.35","1","1","0.08","0.35","0.16",,"0.91"
"BilbWuha","1","1","1","1","1","0.46",,"0.53"
"Birkutea","1","1","1","1","1","0.81",,"0.34"
"Boneya","1","1","1","1","1","0.41",,"0.78"
"Burkoche","1","1","1","1","1","0.11",,"0.66"
"Cheli","1","1","1","1","1","0.3",,"0.72"
"Darubekeda","0.76","1","1","1","0.76","0.19",,"0.91"
"Deberkerbye","1","1","1","1","1","0.3",,"0.81"
"DeberAbaJale","1","1","1","1","1","0.54",,"0.62"
"DebrAbay","1","1","1","1","1","0.19",,"0.94"
"DebreAliays","1","1","1","1","1","0.08",,"0.94"
"Debrebirhan","0.35","1","1","1","0.35","0.3",,"0.47"
"Debrebrhan","0.35","1","1","1","0.35","0.3",,"0.72"
"DebreGenet","1","1","1","1","1","0.62",,"0.94"
"DebreGenetA","1","1","1","0.14","1","0.24",,"0.91"
"DebreGenetK","1","1","1","1","1","0.41",,"0.44"
"DebreGeorgis","1","1","1","0.22","1","0.11",,"0.94"
"DebreKidusan","1","1","1","1","1","0.62",,"0.94"
"Debremawie","1","1","1","1","1","0.49",,"0.94"
"Debreselam","0.49","1","1","0.3","0.49","0.54",,"0.47"
"Debrinetseb","1","1","1","1","1","0.24",,"0.44"
"Dekera","1","1","1","1","1","0.24",,"0.72"
"DembezaAmbaLay","1","1","1","1","1","0.51",,"0.94"
"Derit","1","1","1","0.41","1","0.86",,"0.91"
"Derita","1","1","1","1","1","0.43",,"0.34"
"Dinkashena","0.7","1","1","1","0.7","0.24",,"0.69"
"Ebo","0.57","1","1","0.57","0.57","0.35",,"0.75"
"Edagaarbi","0.59","1","1","0.03","0.59","0.7",,"0.53"
"EmbaAhfrom","0.49","1","1","0.03","0.49","0.35",,"0.72"
"EmbachekoGunaguna","1","1","1","1","1","0.54",,"0.62"
"EndaBagerima","0.43","1","1","0.05","0.43","0.27",,"0.91"
"Endabano","1","1","1","1","1","0.43",,"0.66"
"Endachiwa","1","1","1","1","1","0.35",,"0.72"
"EndaFelasi","1","1","1","0.08","1","0.16",,"0.66"
"Endagahamus","1","1","1","0.03","1","0.46",,"0.72"
"Endamariam","0.3","1","1","0.05","0.3","0.41",,"0.66"
"Erba","0.78","1","1","0.78","0.78","0.3",,"0.84"
"Esiret","1","1","1","1","1","0.35",,"0.72"
"Estifanos","1","1","1","1","1","0.78",,"0.34"
"Fala","0.84","1","1","1","0.84","0.78",,"0.88"
"Felegehiwot","1","1","1","1","1","0.24",,"0.94"
"FelegeWayane","0.54","1","1","0.22","0.54","0.62",,"0.62"
"FikreAlem","0.62","1","1","0.16","0.62","0.54",,"0.78"
"Filatako","1","1","1","1","1","0.92",,"0.91"
"Gebsit","1","1","1","1","1","0.22",,"0.78"
"Gedayasu","1","1","1","1","1","0.27",,"0.91"
"GelaMatebiya","1","1","1","1","1","0.32",,"0.62"
"Gendebta","0.43","1","1","0.05","0.43","0.35",,"0.72"
"Geneti","0.54","1","1","0.46","0.54","0.46",,"0.75"
"Genfel","0.38","1","1","0.35","0.38","0.3",,"0.62"
"Gera","1","1","1","1","1","0.65",,"0.66"
"Gerjale","0.89","1","1","1","0.89","0.57",,"0.72"
"GetskiMilesiley","1","1","1","1","1","0.57",,"0.72"
"Gijet","0.65","1","1","1","0.65","0.22",,"0.72"
"Ginaza","1","1","1","1","1","0.41",,"0.28"
"Golgolemalee","0.54","1","1","1","0.54","0.65",,"0.62"
"Goshedur","1","1","1","1","1","0.41",,"0.94"
"Goza","1","1","1","1","1","0.38",,"0.53"
"Grwre","1","1","1","1","1","0.54",,"0.66"
"GuemseAgamet","0.49","1","1","0.38","0.49","0.41",,"0.5"
"Guroro","1","1","1","1","1","0.24",,"0.44"
"Guya","1","1","1","1","1","0.22",,"0.44"
"Habees","0.54","1","1","1","0.54","0.27",,"0.62"
"Hadashtekli","1","1","1","1","1","0.65",,"0.72"
"HadeAlga","0.49","0.68","1","0.57","0.49","0.51",,"0.84"
"HadnetK","0.49","1","1","0.27","0.49","0.41",,"0.66"
"HadnetS","0.7","1","1","0.19","0.7","0.19",,"0.5"
"HadushAdi","0.54","1","1","0.22","0.54","0.27",,"0.5"
"HadushHiwet","0.59","1","1","0.16","0.59","0.78",,"0.5"
"HagereGenet","1","1","1","1","1","0.57",,"0.94"
"HagereSelamE","1","1","1","1","1","0.59",,"0.94"
"HagereSelamW","0.73","1","1","0.05","0.73","0.35",,"0.72"
"Hangoda","0.7","1","1","0.19","0.7","0.19",,"0.5"
"Hareko","1","1","1","0.03","1","0.35",,"0.69"
"Hawelti","0.54","1","1","0.57","0.54","0.43",,"0.75"
"Hayelom","0.3","1","1","0.24","0.3","0.43",,"0.47"
"Hintsa","1","1","1","1","1","0.3",,"0.72"
"HintsaWaza","1","1","1","1","1","0.22",,"0.72"
"HizbaTeklehymanot","0.41","1","1","0.57","0.41","0.27",,"0.75"
"ImbaRufael","1","1","1","1","1","0.57",,"0.66"
"Jijqe","1","1","1","1","1","0.57",,"0.44"
"JimanDeregeha","1","1","1","1","1","0.35",,"0.62"
"Jira","1","1","1","1","1","0.14",,"0.56"
"kabe","1","1","1","1","1","0.43",,"0.28"
"Karima","1","1","1","1","1","0.27",,"0.91"
"Keregna","1","1","1","1","1","0.43",,"0.28"
"Kihen","0.38","1","1","0.3","0.38","0.35",,"0.66"
"Kita","1","1","1","1","1","0.22",,"0.5"
"Korme","0.89","1","1","1","0.89","0.27",,"0.72"
"Ksadacki","1","1","1","1","1","0.19",,"0.94"
"Kudo","0.49","1","1","0.03","0.49","0.73",,"0.72"
"Kuluferha","0.08","1","1","0.05","0.08","0.27",,"0.94"
"KuluGizeLemlem","0.68","1","1","1","0.68","0.49",,"0.88"
"LaelayDayu","0.89","1","1","1","0.89","0.41",,"0.88"
"Laelayhahaile","0.49","1","1","0.03","0.49","0.73",,"0.72"
"LaelayMegariaTsemri","0.35","1","1","0.03","0.35","0.32",,"0.66"
"Lalaylogomti","1","1","1","1","1","0.3",,"0.72"
"Ledy","1","1","1","1","1","0.57",,"0.78"
"Lemlem","1","1","1","1","1","0.41",,"0.72"
"LemlemArena","1","1","1","1","1","0.43",,"0.69"
"Libo ","1","1","1","1","1","0.46",,"0.34"
"Limaat","0.68","1","1","1","0.68","0.24",,"0.88"
"Limat","1","1","1","1","1","0.41",,"0.44"
"Lul","1","1","1","1","1","0.62",,"0.91"
"LusinaAbegeldi","1","1","1","1","1","0.41",,"0.62"
"Maekelawi","1","1","1","0.03","1","0.46",,"0.72"
"MaekelSegli","1","1","1","1","1","0.32",,"0.66"
"MahbereWeyni","0.49","1","1","0.3","0.49","0.32",,"0.66"
"MariamShewito","0.43","1","1","0.08","0.43","0.11",,"0.91"
"Martadios","1","1","1","1","1","0.32",,"0.34"
"MayChekemte","0.51","1","1","0.16","0.51","0.27",,"0.72"
"MayNebri","0.54","1","1","0.03","0.54","0.24",,"0.53"
"Maysuru","0.3","1","1","0.03","0.3","0.3",,"0.66"
"MayTeklia","1","1","1","1","1","0.22",,"0.72"
"Mearey","1","1","1","1","1","0.38",,"0.75"
"Mechare","0.49","0.68","1","0.57","0.49","0.38",,"0.91"
"Mechena","1","1","1","1","1","0.62",,"0.62"
"MehalGoncha","1","1","1","1","1","0.89",,"0.91"
"Mekan ","0.38","1","1","0.54","0.38","0.16",,"0.72"
"MekaneGenet","1","1","1","1","1","0.73",,"0.88"
"Melabesh","1","1","1","1","1","0.38",,"0.94"
"MendereMariam","1","1","1","1","1","0.41",,"0.56"
"Menegobena","1","1","1","1","1","0.19",,"0.78"
"Menji","1","1","1","1","1","0.49",,"0.44"
"Mergech","1","1","1","1","1","0.27",,"0.78"
"Mesanu","0.43","1","1","0.24","0.43","0.3",,"0.66"
"Mesehle","1","1","1","0.03","1","0.3",,"0.94"
"Meswaeti ","0.38","1","1","0.51","0.38","0.22",,"0.72"
"Metkel","0.43","1","1","1","0.43","0.32",,"0.72"
"MetkelLemat","1","1","1","1","1","0.35",,"0.72"
"Mezbr","0.24","1","1","0.05","0.24","0.41",,"0.66"
"MichelDebre","1","1","1","1","1","0.43",,"0.56"
"Miraf","1","1","1","1","1","0.43",,"0.78"
"Misema","1","1","1","1","1","0.14",,"0.84"
"Mitad","1","1","1","1","1","0.41",,"0.28"
"MitinaYimach","1","1","1","1","1","0.78",,"0.88"
"Mozen","1","1","1","1","1","0.22",,"0.78"
"Mozutey","0.22","1","1","0.14","0.22","0.38",,"0.53"
"Mtsaiwerki","1","1","1","1","1","0.19",,"0.44"
"Nagash","0.46","1","1","1","0.46","0.46",,"0.62"
"Nebarhadinet","1","1","1","1","1","0.35",,"0.72"
"Nefasit","0.08","1","1","0.03","0.08","0.62",,"0.94"
"Negedebrhan","1","1","1","1","1","0.38",,"0.66"
"Niquara","1","1","1","1","1","0.3",,"0.5"
"Qoraro","0.32","1","1","1","0.32","0.32",,"0.47"
"RubaFelege","0.54","1","1","1","0.54","0.46",,"0.62"
"Santa gelebeda","0.57","1","1","1","0.57","0.59",,"0.59"
"SaratYerawoch","1","1","1","1","1","0.81",,"0.88"
"Sefo","0.49","1","1","0.03","0.49","0.76",,"0.72"
"Segena","1","1","1","1","1","0.81",,"0.88"
"Seka","1","1","1","1","1","0.24",,"0.94"
"Selamaya","1","1","1","1","1","0.3",,"0.62"
"SelamBekalsi","0.68","1","1","1","0.68","0.32",,"0.88"
"Selamber","1","1",,"1","1","0.3",,"0.94"
"SelamgieAmbarie","1","1","1","1","1","0.78",,"0.91"
"SelamH","0.51","1","1","1","0.51","0.24",,"0.47"
"SelamW","1","1","1","1","1","0.43",,"0.91"
"Selelkula","1","1","1","1","1","0.62",,"0.78"
"SelenWuha","0.68","1","1","1","0.68","0.19",,"0.88"
"Seloda","0.35","1","1","0.08","0.35","0.08",,"0.91"
"Sendada","0.49","1","1","0.3","0.49","0.38",,"0.62"
"Serawudi","1","1","1","1","1","0.62",,"0.34"
"Seret","0.3","1","1","1","0.3","0.19",,"0.69"
"Sero","0.3","1","1","0.03","0.3","0.19",,"0.66"
"Shamo","1","1","1","1","1","0.92",,"0.34"
"ShehochTehara","1","1","1","1","1","0.51",,"0.34"
"Shekatekli","1","1","1","1","1","0.46",,"0.72"
"Shunge","1","1","1","1","1","0.46",,"0.62"
"Simret","0.27","1","1","0.05","0.27","0.32",,"0.75"
"SimretS","0.38","1","1","0.43","0.38","0.19",,"0.72"
"SimretT","1","1","1","1","1","0.43",,"0.66"
"Sinkata","0.49","1","1","0.38","0.49","0.41",,"0.5"
"Siye","1","1","1","1","1","0.43",,"0.66"
"Smret","1","1","1","1","1","0.19",,"0.44"
"Sorya","0.65","1","1","1","0.65","0.59",,"0.88"
"Suha","1","1","1","1","1","0.62",,"0.78"
"Tahtayhaya","0.35","1","1","0.51","0.35","0.22",,"0.72"
"TahtayDaeroka","0.35","1","1","0.03","0.35","0.65",,"0.72"
"TahtayLegomti","1","1","1","1","1","0.32",,"0.91"
"TahtayMegariaTsebri","0.35","1","1","0.03","0.35","0.54",,"0.66"
"Tao","0.86","1","1","1","0.86","0.54",,"0.72"
"TaraGedam","1","1","1","1","1","0.46",,"0.28"
"TaraSenba","1","1","1","1","1","0.59",,"0.62"
"Tekea","0.46","1","1","0.43","0.46","0.54",,"0.66"
"Tekleweyni","1","1","1","1","1","0.68",,"0.66"
"Tetatiro","1","1","1","1","1","0.35",,"0.62"
"Tibaga","1","1","1","1","1","0.49",,"0.28"
"Tigage","1","1","1","1","1","0.14",,"0.66"
"Tsae","1","1","1","1","1","0.41",,"0.59"
"Tsetsera","0.81","1","1","1","0.81","0.19",,"0.88"
"Tseykeme","1","1","1","1","1","0.68",,"0.66"
"Tsigea","0.54","1","1","0.46","0.54","0.46",,"0.75"
"Ulaga","0.7","1","1","0.81","0.7","0.27",,"0.91"
"Wargba","0.54","1","1","0.43","0.54","0.59",,"0.75"
"Wariba","1","1","1","1","1","0.49",,"0.72"
"Wedikeshi","0.35","1","1","0.08","0.35","0.24",,"0.91"
"Werabaye","0.35","1","1","0.51","0.35","0.59",,"0.72"
"Werkamba","1","1","1","1","1","0.43",,"0.66"
"Wobo","1","1","1","1","1","0.32",,"0.62"
"Wonberoch","1","1","1","1","1","0.38",,"0.62"
"Wondye","1","1","1","1","1","0.86",,"0.88"
"Worego","1","1","1","1","1","0.43",,"0.78"
"WorgajaWagi","1","1","1","1","1","0.54",,"0.62"
"WoryaMeskel","1","1","1","1","1","0.81",,"0.91"
"Woyenti","0.43","1","1","0.03","0.43","0.57",,"0.72"
"Woynye","1","1","1","1","1","0.19",,"0.78"
"WuhdetG","0.27","1","1","0.05","0.27","0.14",,"0.75"
"WuhdetK","0.59","1","1","0.11","0.59","0.86",,"0.59"
"WushaTires","1","1","1","1","1","0.24",,"0.28"
"Yedwuha","1","1","1","1","1","0.41",,"0.78"
"Yeju","1","1","1","1","1","0.43",,"0.62"
"Yetefet","1","1","1","1","1","0.41",,"0.94"
"YifagAkababi","1","1","1","1","1","0.35",,"0.28"
"Yitihana","1","1","1","1","1","0.38",,"0.78"
"Zata","0.78","1","1","1","0.78","0.24",,"0.91"
"Ziha","1","1","1","1","1","0.62",,"0.34"
"ZihonHuha","1","1","1","1","1","0.32",,"0.94"
"ZobarYikuanda","1","1","1","1","1","0.86",,"0.91"
"Zongi","1","1","1","1","1","0.43",,"0.91"
