"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","0.62",,"0.75"
"Abara","1","1","1","1","1","0.7",,"0.19"
"Abarwuha","1","1","1","1","1","0.32",,"0.41"
"Abaselima","1","1","1","1","1","0.59",,"0.19"
"Abina","1","1","1","1","1","0.7",,"0.75"
"AbrahaAtsbaha","0.73","1","1","1","0.73","0.49",,"0.78"
"Abrekuy","1","1","1","1","1","0.54",,"0.19"
"AdekeAla","1","1","1","1","1","0.92",,"0.75"
"Adekiney","0.78","1","1","1","0.78","0.3",,"1"
"AderSeg","1","1","1","1","1","0.59",,"0.75"
"Adibearj","1","1","1","1","1","0.86",,"0.97"
"AdiHa","1","1","1","1","1","0.43",,"0.91"
"AdiKisandid","0.78","1","1","1","0.78","0.78",,"0.78"
"Adisalem","1","1","1","1","1","0.59",,"0.25"
"AdisAlemS","1","1","1","1","1","0.92",,"0.75"
"AdisAlemW","1","1","1","1","1","0.59",,"1"
"Adiselam","1","1","1","1","1","0.97",,"0.88"
"Adishimbirkti","0.86","1","1","1","0.86","0.3",,"0.97"
"AdisKigni","1","1","1","1","1","0.84",,"1"
"Adiyikoro","1","1","1","1","1","0.86",,"1"
"Adizata","1","1","1","1","1","0.81",,"1"
"Adreb","1","1","1","1","1","0.81",,"0.88"
"AgazenMeda","1","1","1","1","1","0.62",,"0.41"
"Agazi","0.95","1","1","1","0.95","0.81",,"0.97"
"Agbe","1","1","1","1","1","0.89",,"0.91"
"Agela","1","1","1","1","1","0.3",,"0.84"
"Agid","1","1","1","1","1","0.81",,"0.72"
"AlemeTesfa","1","1","1","1","1","0.8",,"0.25"
"AmdiWeyane","1","1","1","1","1","0.92",,"0.75"
"Amedwuha","0.86","1","1","1","0.86","0.05",,"0.88"
"Ameno","1","1","1","1","1","0.76",,"0.84"
"Amisetya","1","1","1","1","1","0.89",,"0.81"
"Angot","1","1","1","1","1","0.49",,"0.41"
"Anigot","1","1","1","1","1","0.43",,"0.84"
"Ansheb","1","1","1","1","1","0.57",,"0.19"
"AquaShumoch","1","1","1","1","1","0.76",,"0.81"
"Aquha","1","1","1","1","1","0.92",,"0.81"
"Arena","1","1","1","1","1","0.86",,"0.94"
"Asmena","0.97","1","1","1","0.97","0.68",,"0.97"
"Asta","1","1","1","1","1","0.84",,"0.84"
"Atakilti","1","1","1","1","1","0.84",,"0.94"
"AwetBikalsi","1","1","1","1","1","0.43",,"0.91"
"AwusaMeda","1","1","1","1","1","0.65",,"0.25"
"Ayba","1","1","1","1","1","0.35",,"0.91"
"Aynalem","0.73","1","1","1","0.73","0.86",,"0.78"
"Bala","1","1","1","1","1","0.84",,"1"
"Balarab","1","1","1","1","1","0.95",,"0.81"
"Bamba","1","1","1","1","1","0.97",,"0.75"
"BarkaAdiswha","0.73","1","1","1","0.73","0.73",,"0.78"
"Begasheka","1","1","1","1","1","1",,"0.94"
"Berlay","1","1","1","1","1","0.41",,"0.25"
"Betgebez","1","1","1","1","1","0.59",,"0.97"
"Bethans","1","1","1","1","1","0.81",,"0.97"
"BilbWuha","1","1","1","1","1","0.78",,"0.72"
"Birkutea","1","1","1","1","1","0.38",,"0.84"
"Boneya","1","1","1","1","1","0.68",,"0.19"
"Burkoche","1","1","1","1","1","0.95",,"0.81"
"Cheli","1","1","1","1","1","0.95",,"0.75"
"Darubekeda","1","1","1","1","1","0.16",,"0.97"
"Deberkerbye","1","1","1","1","1","0.86",,"1"
"DeberAbaJale","1","1","1","1","1","0.51",,"0.81"
"DebrAbay","1","1","1","1","1","0.49",,"0.25"
"DebreAliays","1","1","1","1","1","0.57",,"0.25"
