"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","26","0.95","36.202636","0.65","23.4","0.32","25","0.59","25.5154451428571","0.95","0.153008607197563","0.08",,,"57.8204810855093","0.47"
"1984-1977","100","0","0.43","31.251677","0.57","13","0.14","27","0.65","0.426159055555556","0.43","0.199639734757433","0.54",,,"30.5125616584314","0.25"
"1985-1978","100","1","0.49","24.262828","0.27","0","0.08","0","0.08","0.923405444444445","0.49","0.186551291544294","0.41",,,"54.6911608035873","0.41"
"1986-1979","0","25","0.92","42.712492","0.86","53.9028571428571","0.92","60","0.95","25","0.92","0.275467231389818","0.95",,,"71.9884176895026","0.59"
"1987-1980","100","2","0.51","39.748794","0.84","29.1277777777778","0.49","14","0.41","2.08325489285714","0.51","0.177424057833706","0.3",,,"87.8227469907536","0.75"
"1988-1981","100","0","0.38","24.262828","0.27","23.4","0.32","22","0.46","0","0.38","0.167111155972694","0.22",,,"30.2423065867736","0.22"
"1989-1982","100","1","0.46","21.394336","0.05","28.9806349206349","0.46","25","0.59","0.649588388888889","0.46","0.207013144024464","0.65",,,"115.777533324548","1"
"1990-1983","100","0","0.38","24.262828","0.27","12.9","0.11","5","0.16","0","0.38","0.226624842184496","0.86",,,"29.2369144614952","0.19"
"1991-1984","0","26","0.97","45.879312","0.95","50","0.86","48","0.86","26.262618","0.97","0.200417463096453","0.57",,,"62.9511134518226","0.5"
"1992-1985","100","0","0.38","24.262828","0.27","0","0.08","0","0.08","0","0.38","0.158452894672481","0.11",,,"80.1793428591069","0.66"
"1993-1986","100","0","0.41","24.933331","0.35","45","0.81","29","0.7","0.0705878055555555","0.41","0.189456414890055","0.46",,,"69.9781182348518","0.56"
"1994-1987","100","0","0.38","24.479338","0.32","14.4","0.16","26","0.62","0","0.38","0.218995956414878","0.78",,,"-5.02525307070322","0.03"
"1995-1988","100","3","0.57","31.660526","0.59","21.3","0.24","14","0.41","3.103231","0.57","0.180729509644291","0.35",,,"63.1186290833787","0.53"
