"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","0.73",,"0.97"
"Abara","1","1","1","1","1","0.59",,"0.69"
"Abarwuha","1","1","1","1","1","0.76",,"0.31"
"Abaselima","1","1","1","1","1","0.7",,"0.69"
"Abina","0.41","1","1","1","0.41","0.38",,"0.97"
"AbrahaAtsbaha","0.38","1","1","0.24","0.38","0.19",,"0.66"
"Abrekuy","1","1","1","1","1","0.92",,"0.69"
"AdekeAla","0.05","1","1","1","0.05","0.22",,"0.69"
"Adekiney","0.11","1","0.22","0.3","0.11","0.22",,"0.81"
"AderSeg","1","1","1","1","1","0.68",,"0.97"
"Adibearj","0.08","1","1","1","0.08","0.62",,"0.69"
"AdiHa","0.41","1","1","1","0.41","0.24",,"0.66"
"AdiKisandid","0.22","1","1","0.22","0.22","0.19",,"0.66"
"Adisalem","1","1","1","0.22","1","0.32",,"0.47"
"AdisAlemS","0.05","1","1","1","0.05","0.11",,"0.69"
"AdisAlemW","0.54","1","1","1","0.54","0.54",,"0.94"
"Adiselam","1","1","1","1","1","0.43",,"0.59"
"Adishimbirkti","0.3","1","1","1","0.3","0.78",,"0.34"
"AdisKigni","0.89","1","1","1","0.89","0.16",,"0.41"
"Adiyikoro","0.22","1","1","1","0.22","0.73",,"0.94"
"Adizata","0.22","1","1","0.19","0.22","0.68",,"0.94"
"Adreb","1","1","1","1","1","0.76",,"0.59"
"AgazenMeda","1","1","1","0.46","1","0.76",,"0.31"
"Agazi","0.22","1","1","0.24","0.22","0.3",,"0.75"
"Agbe","0.16","1","1","1","0.16","0.14",,"0.66"
"Agela","1","1","1","1","1","0.7",,"0.59"
"Agid","1","1","1","1","1","0.92",,"0.25"
"AlemeTesfa","1","1","1","0.14","1","0.36",,"0.47"
"AmdiWeyane","0.05","1","1","1","0.05","0.08",,"0.69"
"Amedwuha","0.54","1","1","1","0.54","0.7",,"0.62"
"Ameno","1","1","1","1","1","0.86",,"0.59"
"Amisetya","0.32","1","1","1","0.32","0.46",,"0.97"
"Angot","1","1","1","1","1","0.65",,"0.31"
"Anigot","1","1","1","1","1","0.59",,"0.59"
"Ansheb","1","1","1","0.11","1","0.32",,"0.72"
"AquaShumoch","1","1","1","1","1","0.86",,"0.84"
"Aquha","0.27","1","1","1","0.27","0.41",,"0.97"
"Arena","0.41","1","1","1","0.41","0.27",,"0.5"
"Asmena","0.05","1","0.35","0.16","0.05","0.43",,"0.75"
"Asta","1","1","1","1","1","0.68",,"0.59"
"Atakilti","1","1","1","1","1","0.16",,"0.31"
"AwetBikalsi","0.41","1","1","1","0.41","0.32",,"0.66"
"AwusaMeda","1","1","1","0.22","1","0.11",,"0.47"
"Ayba","0.3","1","1","1","0.3","0.41",,"0.59"
"Aynalem","0.38","1","1","0.32","0.38","0.19",,"0.66"
"Bala","0.89","1","1","0.59","0.89","0.24",,"0.41"
"Balarab","0.32","1","1","1","0.32","0.59",,"0.97"
"Bamba","0.16","1","1","1","0.16","0.05",,"0.69"
"BarkaAdiswha","0.14","1","1","0.24","0.14","0.38",,"0.66"
"Begasheka","1","1","1","1","1","0.16",,"0.31"
"Berlay","1","1","1","1","1","0.65",,"0.47"
"Betgebez","0.19","1","1","1","0.19","0.65",,"0.62"
"Bethans","0.16","1","1","1","0.16","0.59",,"0.75"
"BilbWuha","0.16","1","1","1","0.16","0.92",,"0.69"
"Birkutea","1","1","1","1","1","0.84",,"0.59"
"Boneya","1","1","1","1","1","0.73",,"0.69"
"Burkoche","0.3","1","1","1","0.3","0.35",,"0.97"
"Cheli","0.24","1","1","1","0.24","0.11",,"0.69"
"Darubekeda","0.24","1","1","1","0.24","0.41",,"0.34"
"Deberkerbye","1","1","1","1","1","0.57",,"0.5"
"DeberAbaJale","1","1","1","1","1","0.89",,"0.84"
"DebrAbay","1","1","1","1","1","0.32",,"0.47"
"DebreAliays","1","1","1","1","1","0.3",,"0.47"
"Debrebirhan","0.19","1","1","0.22","0.19","0.22",,"0.72"
"Debrebrhan","0.32","1","1","1","0.32","0.11",,"0.66"
"DebreGenet","1","1","1","1","1","0.84",,"0.47"
"DebreGenetA","1","1","1","1","1","0.41",,"0.75"
"DebreGenetK","1","1","1","1","1","0.14",,"0.31"
"DebreGeorgis","1","1","1","0.08","1","0.16",,"0.47"
"DebreKidusan","1","1","1","1","1","0.81",,"0.47"
"Debremawie","1","1","1","1","1","0.59",,"0.47"
"Debreselam","0.54","1","1","0.22","0.54","0.32",,"0.72"
"Debrinetseb","1","1","1","1","1","0.19",,"0.31"
"Dekera","0.3","1","1","1","0.3","0.14",,"0.81"
"DembezaAmbaLay","1","1","1","1","1","0.65",,"0.47"
"Derit","1","1","1","1","1","0.76",,"0.31"
"Derita","1","1","1","1","1","0.95",,"0.59"
"Dinkashena","0.16","1","1","1","0.16","0.32",,"0.78"
"Ebo","0.32","0.43","1","1","0.32","0.54",,"0.59"
"Edagaarbi","0.16","1","0.24","0.24","0.16","0.43",,"0.75"
"EmbaAhfrom","0.54","1","1","0.22","0.54","0.3",,"0.94"
"EmbachekoGunaguna","1","1","1","1","1","0.95",,"0.84"
