"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","55","11","0.08","55.31712","0.59","34.5","0.14","40","0.27","11.3156245142857","0.08","0.255052812810008","0.41",,,"88.2283775989428","0.25"
"1984-1977","0","75","1","59.46191","0.68","61.5","0.59","52","0.59","75","1","0.286491422037055","0.68",,,"76.4056125248503","0.12"
"1985-1978","100","2","0.03","43.94789","0.14","7.6","0.03","17","0.03","2.37815458333333","0.03","0.278931272092656","0.57",,,"137.502838374","0.91"
"1986-1979","0","64","0.92","63.63077","0.84","73.9057142857143","0.92","63","0.76","64.09947","0.92","0.320841221097701","0.95",,,"91.2274406003169","0.28"
"1987-1980","0","34","0.54","60.8234","0.73","69.2388888888889","0.86","68","0.86","34.236116097619","0.54","0.2100435739647","0.14",,,"123.920057683821","0.81"
"1988-1981","40","13","0.11","51.99445","0.3","32.3","0.11","48","0.41","13.372743","0.11","0.201027854453907","0.05",,,"87.9824399990783","0.22"
"1989-1982","18","17","0.19","48.03115","0.22","43.6112698412699","0.22","46","0.32","16.5099856944444","0.19","0.234756112279594","0.27",,,"119.614796521956","0.72"
"1990-1983","3","19","0.24","43.94789","0.14","27.7","0.08","37","0.22","18.64653","0.24","0.313771702895752","0.89",,,"80.9812810065113","0.19"
"1991-1984","0","41","0.68","63.63077","0.84","61.3","0.57","68","0.86","41.18723","0.68","0.261345442493866","0.46",,,"131.333255186202","0.88"
"1992-1985","0","22","0.32","43.94789","0.14","56.2","0.41","51","0.57","21.881451","0.32","0.231804057592796","0.24",,,"114.447456978172","0.66"
"1993-1986","0","45","0.73","52.26604","0.49","68.9","0.84","64","0.78","44.6107613888889","0.73","0.258000811431973","0.43",,,"107.380782283853","0.47"
"1994-1987","0","25","0.46","52.234","0.46","54.8","0.38","51","0.57","25","0.46","0.242398042631203","0.3",,,"62.1244863252894","0.09"
"1995-1988","0","28","0.49","52.234","0.46","43.8","0.24","25","0.08","28.177777","0.49","0.293217442248397","0.7",,,"108.122767339841","0.5"
