"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Gijet","Gijet","Gijet","Gijet","Gijet","Gijet","Gijet","Gijet"
"Region","Samre","Samre","Samre","Samre","Samre","Samre","Samre","Samre"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","30","0.73","43","39","0.08","43.28","0"
"1984-1977","61","7","0.22","20","46","0.14","81.47","0"
"1985-1978","72","7","0.19","0","75","1","71.98","0"
"1986-1979","0","50","0.95","0","75","1","0","0"
"1987-1980","0","52","0.97","17","47","0.16","17.06","0"
"1988-1981","0","15","0.35","0","75","1","0","0"
"1989-1982","0","18","0.46","0","65","0.46","0","0"
"1990-1983","0","16","0.41","24","45","0.11","23.65","0"
"1991-1984","0","21","0.51","0","57","0.35","0","1"
"1992-1985","0","17","0.43","17","47","0.19","16.99","0"
"1993-1986","0","35","0.81","0","71","0.62","0","0"
"1994-1987","0","55","1","0","75","1","0","1"
"1995-1988","100","0","0.08","0","75","1","100","0"
"1996-1989","0","49","0.92","0","71","0.59","0","1"
"1997-1990","0","22","0.54","1","52","0.24","0.86","0"
"1998-1991","0","34","0.78","0","75","1","0","0"
"1999-1992","0","26","0.68","0","75","1","0","0"
"2000-1993","0","24","0.57","0","62","0.38","0","0"
"2001-1994","100","0","0.08","0","70","0.57","100","0"
"2002-1995","100","0","0.11","67","33","0.05","166.97","0"
"2003-1996","0","25","0.65","0","56","0.32","0","0"
"2004-1997","0","11","0.27","7","50","0.22","6.9","1"
"2005-1998","0","13","0.32","0","73","0.65","0","0"
"2006-1999","0","25","0.65","80","29","0.03","79.85","0"
"2007-2000","10","10","0.24","0","75","1","9.62","0"
"2008-2001","100","4","0.16","0","75","1","100","0"
"2009-2002","100","0","0.08","0","56","0.3","100","0"
"2010-2003","0","43","0.89","0","52","0.27","0.15","0"
"2011-2004","0","36","0.84","0","75","1","0","0"
"2012-2005","0","20","0.49","0","75","1","0","0"
"2013-2006","100","3","0.14","0","65","0.43","100","0"
"2014-2007","0","27","0.7","0","67","0.51","0","0"
"2015-2008","0","15","0.38","0","75","1","0","0"
"2016-2009","0","39","0.86","0","69","0.54","0","0"
"2017-2010","0","12","0.3","0","74","0.68","0","0"
"2018-2011","0","32","0.76","0","62","0.41","0","0"
"2019-2012","0","25","0.65","0","66","0.49","0","0"
