"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Martadios","Martadios","Martadios","Martadios","Martadios","Martadios","Martadios","Martadios"
"Region","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","31","0.24","0","73","0.24","0","0"
"1984-1977","0","50","0.68","1","73","0.19","0.65","0"
"1985-1978","6","29","0.14","0","75","1","6.1","0"
"1986-1979","0","41","0.49","0","75","1","0","0"
"1987-1980","0","75","1","54","59","0.05","53.54","0"
"1988-1981","0","71","0.89","0","75","1","0","0"
"1989-1982","0","35","0.35","0","75","1","0","0"
"1990-1983","0","50","0.68","0","75","1","0","0"
"1991-1984","0","32","0.3","0","75","1","0","1"
"1992-1985","100","0","0.03","35","63","0.14","135.35","0"
"1993-1986","0","43","0.54","0","74","0.27","0","0"
"1994-1987","0","67","0.84","0","75","1","0","0"
"1995-1988","0","37","0.46","40","62","0.08","40.08","1"
"1996-1989","0","69","0.86","0","75","1","0","0"
"1997-1990","0","75","1","40","62","0.11","40.01","0"
"1998-1991","0","48","0.57","0","75","1","0","0"
"1999-1992","0","35","0.32","0","75","1","0","0"
"2000-1993","2","30","0.19","0","75","1","2.31","0"
"2001-1994","0","72","0.92","0","75","1","0","1"
"2002-1995","0","50","0.68","0","75","1","0","0"
"2003-1996","0","31","0.22","0","75","1","0.42","0"
"2004-1997","52","17","0.05","56","58","0.03","107.75","0"
"2005-1998","0","31","0.27","0","75","1","0","1"
"2006-1999","0","43","0.51","0","75","1","0","0"
"2007-2000","0","59","0.73","0","75","1","0","0"
"2008-2001","0","64","0.78","0","75","1","0","0"
"2009-2002","0","53","0.7","0","75","1","0","0"
"2010-2003","42","20","0.08","17","68","0.16","58.72","0"
"2011-2004","0","66","0.81","0","75","1","0","0"
"2012-2005","0","36","0.38","0","75","1","0","0"
"2013-2006","0","37","0.43","0","75","1","0","0"
"2014-2007","12","28","0.11","0","73","0.22","12.28","0"
"2015-2008","0","50","0.68","0","75","1","0","0"
"2016-2009","0","36","0.41","0","75","1","0","0"
"2017-2010","3","30","0.16","0","75","1","3.04","0"
"2018-2011","0","62","0.76","0","75","1","0","0"
"2019-2012","0","74","0.95","0","75","1","0","0"
