"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","0.95",,
"Abara","1","1","1","1","1","0.57",,
"Abarwuha","1","1","1","1","1","0.59",,
"Abaselima","1","1","1","1","1","0.41",,
"Abina","0.24","1","1","1","0.24","0.92",,
"AbrahaAtsbaha","0.65","1","1","1","0.65","0.84",,
"Abrekuy","1","1","1","1","1","0.35",,
"AdekeAla","0.49","1","1","1","0.49","0.7",,
"Adekiney","0.76","1","1","1","0.76","0.76",,
"AderSeg","1","1","1","1","1","0.89",,
"Adibearj","1","1","1","1","1","0.92",,
"AdiHa","0.32","1","1","1","0.32","0.97",,
"AdiKisandid","0.81","1","1","1","0.81","0.65",,
"Adisalem","1","1","1","1","1","0.24",,
"AdisAlemS","0.49","1","1","1","0.49","0.81",,
"AdisAlemW","1","1","1","1","1","0.89",,
"Adiselam","1","1","1","1","1","0.95",,
"Adishimbirkti","0.76","1","1","1","0.76","0.43",,
"AdisKigni","0.86","1","1","1","0.86","0.81",,
"Adiyikoro","1","1","1","1","1","1",,
"Adizata","1","1","1","1","1","1",,
"Adreb","1","1","1","1","1","0.97",,
"AgazenMeda","1","1","1","1","1","0.43",,
"Agazi","0.81","1","1","1","0.81","0.86",,
"Agbe","1","1","1","1","1","0.92",,
"Agela","1","1","1","1","1","0.35",,
"Agid","1","1","1","1","1","0.84",,
"AlemeTesfa","1","1","1","1","1",,,
"AmdiWeyane","0.49","1","1","1","0.49","0.7",,
"Amedwuha","0.68","1","1","1","0.68","0.54",,
"Ameno","1","1","1","1","1","0.24",,
"Amisetya","0.46","1","1","1","0.46","0.76",,
"Angot","1","1","1","1","1","0.59",,
"Anigot","1","1","1","1","1","0.11",,
"Ansheb","1","1","1","1","1","0.7",,
"AquaShumoch","0.08","1","1","1","0.08","0.03",,
"Aquha","0.38","1","1","1","0.38","0.86",,
"Arena","1","1","1","1","1","0.89",,
"Asmena","0.95","1","1","1","0.95","0.95",,
"Asta","1","1","1","1","1","0.35",,
"Atakilti","1","1","1","1","1","0.92",,
"AwetBikalsi","0.32","1","1","1","0.32","0.76",,
"AwusaMeda","1","1","1","1","1","0.27",,
"Ayba","0.24","1","1","0.51","0.24","0.43",,
"Aynalem","0.65","1","1","1","0.65","0.84",,
"Bala","0.86","1","1","1","0.86","0.95",,
"Balarab","0.46","1","1","1","0.46","0.65",,
"Bamba","0.49","1","1","1","0.49","0.65",,
"BarkaAdiswha","0.76","1","1","1","0.76","0.92",,
"Begasheka","0.22","1","1","1","0.22","0.95",,
"Berlay","1","1","1","1","1","0.32",,
"Betgebez","1","1","1","1","1","0.92",,
"Bethans","1","1","1","1","1","1",,
"BilbWuha","1","1","1","1","1","0.24",,
"Birkutea","1","1","1","1","1","0.41",,
