"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","18","40","0.22","75","1","75","1","74","0.22","39.7707779869281","0.22","0.242080384992154","0.68",,,"13.3116374824873","0.31"
"1984-1977","0","51","0.38","75","1","75","1","75","1","51.037955","0.38","0.219980141951629","0.22",,,"-7.4749997485655","0.09"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.201595467488591","0.05",,,"21.4170548924347","0.47"
"1986-1979","0","61","0.59","75","1","75","1","75","1","61.3757862647059","0.59","0.209083420958034","0.11",,,"32.1574387020936","0.53"
"1987-1980","40","36","0.11","75","1","71.9","0.14","75","1","35.8453811746032","0.11","0.232797134612684","0.49",,,"-8.91011174432256","0.06"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.193039451844728","0.03",,,"20.0974278659142","0.41"
"1989-1982","0","49","0.35","75","1","75","1","72","0.19","48.64749","0.35","0.222343566782349","0.27",,,"37.8273751307343","0.62"
"1990-1983","0","61","0.57","75","1","75","1","75","1","61.2485","0.57","0.226536350132576","0.32",,,"-20.7226592602435","0.03"
"1991-1984","22","39","0.19","75","1","75","1","75","1","39.081035","0.19","0.202174972761778","0.08",,,"-4.70445587277457","0.12"
"1992-1985","28","38","0.16","75","1","71.5","0.11","75","1","38.032281","0.16","0.230535965058408","0.41",,,"16.3260142567395","0.34"
"1993-1986","0","75","1","75","1","75","1","75","1","75","1","0.232206287211004","0.46",,,"54.3108984430297","0.91"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.283281089430826","0.97",,,"46.4327579562791","0.78"
"1995-1988","0","75","1","75","1","75","1","75","1","75","1","0.246704944153147","0.76",,,"36.666047013265","0.59"
"1996-1989","48","34","0.08","75","1","66.9","0.03","64","0.08","34.287198","0.08","0.209708365193195","0.14",,,"40.8357429309775","0.72"
"1997-1990","0","57","0.54","75","1","75","1","75","1","57.107914","0.54","0.221025519869064","0.24",,,"21.0865926186761","0.44"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.241069103908201","0.62",,,"55.5718753794826","0.97"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.245273229386922","0.73",,,"47.7397098032492","0.84"
"2000-1993","0","54","0.43","75","1","75","1","75","1","53.570894","0.43","0.2699296","0.92",,,"13.1","0.28"
"2001-1994","0","44","0.27","75","1","75","1","75","1","44.41327","0.27","0.2268445","0.35",,,"6","0.22"
"2002-1995","0","43","0.24","75","1","68.2","0.05","68","0.11","43.048682","0.24","0.2100303","0.16",,,"3.3","0.16"
"2003-1996","0","56","0.49","75","1","75","1","75","1","55.797575","0.49","0.2344299","0.51",,,"28.8","0.5"
"2004-1997","0","48","0.32","75","1","70.6","0.08","75","1","48.451814","0.32","0.2132087","0.19",,,"4.3","0.19"
"2005-1998","0","48","0.3","75","1","75","1","58","0.03","47.704013","0.3","0.2260617","0.3",,,"38.6","0.66"
"2006-1999","65","31","0.05","75","1","74.7","0.16","75","1","31.246907","0.05","0.2414396","0.65",,,"46.8","0.81"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.2377214","0.57","4.153226","0.45","64.7","1"
"2008-2001","0","71","0.7","75","1","75","1","75","1","70.525308","0.7","0.242364","0.7","3.084677","0.27","54.9","0.94"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.2372073","0.54","2.540322","0.09","34.6","0.56"
"2010-2003","0","51","0.41","75","1","75","1","70","0.16","51.161904","0.41","0.267767","0.89","5.004032","0.82","48.3","0.88"
"2011-2004","35","37","0.14","75","1","75","1","75","1","36.724057","0.14","0.2604708","0.84","4.512096","0.55","13","0.25"
"2012-2005","0","54","0.46","75","1","75","1","62","0.05","53.847877","0.46","0.2636621","0.86","4.661289","0.73","18.3","0.38"
"2013-2006","0","62","0.62","75","1","75","1","75","1","62.041834","0.62","0.2316914","0.43","3.717742","0.36","41.5","0.75"
"2014-2007","0","75","1","75","1","75","1","75","1","75","1","0.2982578","1","6.528225","0.91","39.3","0.69"
"2015-2008","0","63","0.68","75","1","75","1","70","0.16","63.450656","0.68","0.2269928","0.38","2.875","0.18",,
"2016-2009","0","63","0.65","75","1","75","1","75","1","63.03623","0.65","0.2587217","0.78","6.584679","1",,
"2017-2010","0","57","0.51","75","1","75","1","75","1","56.519733","0.51","0.240251","0.59","4.57258","0.64",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.2749012","0.95",,,,
"2019-2012","66","31","0.03","75","1","75","1","75","1","31.208685","0.03","0.2592416","0.81",,,,
