"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","SimretT","SimretT","SimretT","SimretT","SimretT","SimretT","SimretT","SimretT"
"Region","TanquaAbergele","TanquaAbergele","TanquaAbergele","TanquaAbergele","TanquaAbergele","TanquaAbergele","TanquaAbergele","TanquaAbergele"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","34","0.46","0","75","1","0","0"
"1984-1977","100","2","0.03","63","55","0.08","162.57","0"
"1985-1978","0","25","0.3","0","75","1","0","0"
"1986-1979","0","57","0.76","0","75","1","0","0"
"1987-1980","0","60","0.84","0","75","1","0","0"
"1988-1981","0","50","0.68","0","75","1","0","0"
"1989-1982","0","72","0.92","0","75","1","0","0"
"1990-1983","91","7","0.08","67","53","0.03","158.2","0"
"1991-1984","0","62","0.89","0","75","1","0","1"
"1992-1985","26","20","0.16","0","75","1","25.54","0"
"1993-1986","0","59","0.81","0","75","1","0","0"
"1994-1987","0","50","0.68","0","75","1","0","1"
"1995-1988","0","29","0.35","0","75","1","0","0"
"1996-1989","0","75","1","0","75","1","0","0"
"1997-1990","0","74","0.95","0","75","1","0","0"
"1998-1991","0","75","1","0","75","1","0","0"
"1999-1992","28","19","0.14","0","75","1","28.32","0"
"2000-1993","0","26","0.32","2","73","0.24","1.83","0"
"2001-1994","0","33","0.43","0","75","1","0","0"
"2002-1995","0","30","0.38","40","62","0.14","39.68","0"
"2003-1996","0","46","0.62","11","70","0.16","11.4","0"
"2004-1997","2","25","0.24","67","53","0.05","69.25","1"
"2005-1998","0","37","0.49","0","75","1","0","0"
"2006-1999","0","30","0.41","11","71","0.19","10.52","0"
"2007-2000","0","42","0.57","0","75","1","0","0"
"2008-2001","14","22","0.19","0","75","1","14.25","0"
"2009-2002","0","62","0.86","0","75","1","0","0"
"2010-2003","0","53","0.7","0","75","1","0","0"
"2011-2004","0","39","0.54","0","75","1","0","0"
"2012-2005","0","25","0.3","0","75","1","0","0"
"2013-2006","100","5","0.05","10","71","0.22","110.28","0"
"2014-2007","51","15","0.11","0","75","1","51.09","1"
"2015-2008","14","22","0.22","42","61","0.11","56.56","0"
"2016-2009","0","45","0.59","0","75","1","0","0"
"2017-2010","0","38","0.51","0","75","1","0","0"
"2018-2011","0","59","0.78","0","75","1","0","0"
"2019-2012","0","54","0.73","0","75","1","0","0"
