"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.11","0.14","0.57","0.19","0.11","0.03","0.27","0.94"
"Abara","0.46","0.27","0.43","0.41","0.46","0.14","0.27","0.44"
"Abarwuha","0.16","0.49","0.78","0.08","0.16","0.22","0.45","0.75"
"Abaselima","0.51","0.27","0.51","0.92","0.51","0.11","0.27","0.44"
"Abina","0.14","0.27","0.51","0.05","0.14","0.03","0.27","0.94"
"AbrahaAtsbaha","0.41","0.65","0.73","0.22","0.41","0.14","0.27","0.91"
"Abrekuy","0.35","0.49","0.76","0.86","0.35","0.89","0.27","0.44"
"AdekeAla","0.86","0.68","0.92","0.54","0.86","0.14","0.64","0.94"
"Adekiney","0.78","0.68","0.57","0.05","0.78","0.16","0.27","0.91"
"AderSeg","0.11","0.22","0.32","0.05","0.11","0.03","0.27","0.94"
"Adibearj","0.62","0.92","1","0.78","0.62","0.11","0.64","0.97"
"AdiHa","0.92","0.92","1","0.84","0.92","0.14","0.18","0.94"
"AdiKisandid","0.19","0.76","0.78","0.19","0.19","0.43","0.27","0.91"
"Adisalem","0.65","0.27","0.41","0.46","0.65","0.19","0.27","0.81"
"AdisAlemS","0.86","0.68","1","0.7","0.86","0.54","0.64","0.94"
"AdisAlemW","0.38","0.46","0.84","0.54","0.38","0.51","0.18","0.97"
"Adiselam","0.84","1","1","1","0.84","0.84","0.55","0.94"
"Adishimbirkti","0.43","0.59","0.78","0.32","0.43","0.03","0.36","0.69"
"AdisKigni","0.65","0.81","0.86","0.57","0.65","0.51","0.36","0.66"
"Adiyikoro","0.46","0.7","0.84","0.68","0.46","0.22","0.45","0.97"
"Adizata","0.46","0.46","0.65","0.51","0.46","0.19","0.55","0.97"
"Adreb","0.92","1","1","1","0.92","0.62","0.45","0.94"
"AgazenMeda","0.14","0.49","0.7","0.11","0.14","0.03","0.45","0.75"
"Agazi","0.3","0.68","0.81","0.22","0.3","0.35","0.27","0.94"
"Agbe","0.95","1","1","1","0.95","0.05","0.27","0.94"
"Agela","0.16","0.7","0.59","0.57","0.16","0.57","0.27","0.91"
"Agid","0.14","1","1","0.54","0.14","0.43","0.18","0.94"
"AlemeTesfa","0.78","0.27","0.86","0.65","0.78",,"0.27","0.81"
"AmdiWeyane","0.86","0.92","1","0.84","0.86","0.54","0.55","0.94"
"Amedwuha","0.38","0.32","0.73","0.11","0.38","0.24","0.36","0.94"
"Ameno","0.08","1","0.73","0.68","0.08","0.81","0.18","0.91"
"Amisetya","0.14","0.3","0.62","0.08","0.14","0.03","0.27","0.84"
"Angot","0.16","0.59","0.76","0.19","0.16","0.59","0.55","0.75"
"Anigot","0.16","0.7","0.57","0.54","0.16","0.27","0.27","0.91"
"Ansheb","0.41","0.27","0.43","0.49","0.41","0.11","0.27","0.72"
"AquaShumoch","0.49","1","1","0.3","0.49","0.54","0.36","0.84"
"Aquha","0.19","0.22","0.65","0.08","0.19","0.05","0.27","0.84"
"Arena","0.32","0.51","0.92","0.59","0.32","0.27","0.18","0.94"
"Asmena","0.41","0.68","0.59","0.08","0.41","0.19","0.45","0.94"
"Asta","0.43","1","1","1","0.43","0.84","0.18","0.91"
"Atakilti","0.92","1","1","1","0.92","0.76","0.36","0.97"
"AwetBikalsi","0.92","0.62","0.81","0.43","0.92","0.16","0.18","0.94"
"AwusaMeda","0.78","0.49","1","0.57","0.78","0.03","0.27","0.81"
"Ayba","0.46","0.41","0.81","0.08","0.46","0.22","0.45","0.84"
"Aynalem","0.41","0.76","0.65","0.14","0.41","0.68","0.27","0.91"
"Bala","0.65","0.84","1","0.54","0.65","0.14","0.45","0.66"
"Balarab","0.14","0.27","0.57","0.05","0.14","0.03","0.27","0.84"
"Bamba","0.97","1","1","1","0.97","0.78","0.36","0.94"
"BarkaAdiswha","0.22","0.86","0.76","0.27","0.22","0.16","0.55","0.91"
"Begasheka","0.86","1","1","1","0.86","0.46","0.27","0.97"
"Berlay","0.54","0.49","1","0.51","0.54","0.03","0.27","0.81"
"Betgebez","0.16","0.27","0.68","0.43","0.16","0.19","0.55","0.94"
"Bethans","0.46","0.89","0.92","0.7","0.46","0.41","0.45","0.91"
"BilbWuha","0.19","0.27","1","0.54","0.19","0.03","0.18","0.91"
"Birkutea","0.3","1","0.78","0.57","0.3","0.65","0.18","0.91"
"Boneya","0.51","0.27","0.46","0.78","0.51","0.05","0.27","0.44"
"Burkoche","0.16","0.19","0.65","0.08","0.16","0.05","0.27","0.84"
"Cheli","0.97","0.97","1","0.92","0.97","0.73","0.36","0.94"
"Darubekeda","0.38","0.46","0.78","0.3","0.38","0.19","0.27","0.69"
"Deberkerbye","0.84","1","1","1","0.84","0.92","0.64","0.97"
"DeberAbaJale","0.19","1","1","0.51","0.19","0.65","0.27","0.84"
"DebrAbay","0.65","0.49","0.73","0.65","0.65","0.14","0.27","0.81"
"DebreAliays","0.62","0.27","1","0.68","0.62","0.11","0.27","0.81"
"Debrebirhan","0.22","0.65","0.73","0.08","0.22","0.22","0.27","0.97"
"Debrebrhan","0.43","0.81","0.68","0.24","0.43","0.51","0.27","0.94"
"DebreGenet","0.65","0.22","1","1","0.65","0.03","0.36","0.81"
"DebreGenetA","0.86","0.78","1","0.81","0.86","0.3","0.36","0.91"
"DebreGenetK","0.95","1","1","1","0.95","0.11","0.27","0.97"
"DebreGeorgis","0.78","0.27","0.68","0.59","0.78","0.03","0.27","0.81"
"DebreKidusan","0.62","0.11","0.62","0.81","0.62","0.03","0.36","0.81"
"Debremawie","0.54","0.49","1","0.78","0.54","0.05","0.27","0.81"
"Debreselam","0.19","0.59","0.73","0.16","0.19","0.46","0.18","0.97"
"Debrinetseb","0.81","1","1","1","0.81","0.81","0.45","0.97"
"Dekera","0.81","0.84","1","0.81","0.81","0.65","0.36","0.91"
"DembezaAmbaLay","0.54","0.49","1","0.73","0.54","0.14","0.27","0.81"
"Derit","0.27","1","0.73","0.14","0.27","0.03","0.45","0.75"
"Derita","0.43","1","1","1","0.43","0.95","0.27","0.91"
"Dinkashena","0.35","0.41","0.78","0.27","0.35","0.35","0.27","0.66"
"Ebo","0.51","0.51","0.73","0.43","0.51","0.7","0.45","0.84"
"Edagaarbi","0.78","0.59","0.86","0.19","0.78","0.22","0.27","0.94"
"EmbaAhfrom","0.27","0.62","0.73","0.19","0.27","0.05","0.45","0.97"
"EmbachekoGunaguna","0.49","1","0.81","0.24","0.49","0.57","0.36","0.84"
"EndaBagerima","0.59","0.76","0.95","0.81","0.59","0.38","0.45","0.91"
"Endabano","0.92","1","1","0.92","0.92","0.62","0.27","0.97"
"Endachiwa","0.86","0.68","0.97","1","0.86","0.68","0.27","0.97"
"EndaFelasi","0.76","0.95","1","0.81","0.76","0.35","0.18","0.97"
"Endagahamus","0.68","0.65","0.89","0.62","0.68","0.3","0.18","0.97"
"Endamariam","0.68","0.54","0.62","0.38","0.68","0.08","0.55","0.94"
"Erba","0.54","0.92","1","0.65","0.54","0.54","0.55","0.56"
"Esiret","0.97","0.97","1","0.84","0.97","0.76","0.36","0.94"
"Estifanos","0.3","0.7","0.68","0.54","0.3","0.35","0.27","0.91"
"Fala","0.49","0.73","0.86","0.76","0.49","0.05","0.36","0.59"
"Felegehiwot","0.65","0.11","1","1","0.65","0.05","0.45","0.81"
"FelegeWayane","0.19","0.78","0.59","0.19","0.19","0.16","0.45","0.91"
"FikreAlem","0.16","0.38","0.84","0.3","0.16","0.19","0.55","0.91"
"Filatako","0.27","1","0.73","0.11","0.27","0.03","0.45","0.75"
"Gebsit","0.41","0.49","0.46","1","0.41","0.46","0.27","0.44"
"Gedayasu","0.41","0.49","0.38","0.7","0.41","0.14","0.27","0.72"
"GelaMatebiya","0.14","0.14","0.84","0.54","0.14","0.03","0.36","0.84"
"Gendebta","0.59","0.62","0.81","0.7","0.59","0.24","0.55","0.97"
"Geneti","0.51","0.62","0.95","0.38","0.51","0.54","0.45","0.84"
"Genfel","0.19","0.73","0.7","0.14","0.19","0.3","0.27","0.91"
"Gera","0.84","1","1","1","0.84","0.86","0.36","1"
"Gerjale","0.51","0.78","0.95","0.51","0.51","0.59","0.36","0.91"
"GetskiMilesiley","0.92","1","1","1","0.92","0.24","0.27","0.94"
"Gijet","0.89","0.65","0.84","0.73","0.89","0.08","0.18","0.94"
"Ginaza","0.24","1","1","1","0.24","0.59","0.27","0.94"
"Golgolemalee","0.19","0.81","0.78","0.22","0.19","0.3","0.45","0.91"
"Goshedur","0.65","0.11","0.65","1","0.65","0.24","0.55","0.81"
"Goza","0.19","0.11","0.68","0.57","0.19","0.14","0.18","0.91"
"Grwre","0.7","1","1","0.78","0.7","0.62","0.36","1"
"GuemseAgamet","0.32","0.76","0.78","0.22","0.32","0.57","0.27","0.94"
"Guroro","0.81","1","1","1","0.81","0.84","0.45","0.97"
"Guya","0.84","1","1","1","0.84","0.38","0.36","0.97"
"Habees","0.22","0.78","0.78","0.3","0.22","0.38","0.55","0.91"
"Hadashtekli","1","1","1","1","1","0.43","0.36","0.94"
"HadeAlga","0.57","0.68","0.97","0.59","0.57","0.27","0.82","0.56"
"HadnetK","0.38","0.84","0.78","0.11","0.38","0.62","0.27","0.88"
"HadnetS","0.3","0.68","0.81","0.22","0.3","0.35","0.27","0.94"
"HadushAdi","0.27","0.7","0.65","0.08","0.27","0.32","0.45","0.94"
"HadushHiwet","0.41","0.68","0.59","0.05","0.41","0.08","0.36","0.94"
"HagereGenet","0.62","0.22","0.76","0.41","0.62","0.16","0.27","0.81"
"HagereSelamE","0.65","0.49","0.54","0.43","0.65","0.24","0.27","0.81"
"HagereSelamW","0.35","0.57","0.59","0.08","0.35","0.16","0.55","0.91"
"Hangoda","0.3","0.68","0.81","0.22","0.3","0.35","0.27","0.94"
"Hareko","0.16","0.38","0.84","0.27","0.16","0.27","0.55","0.97"
"Hawelti","0.51","0.65","0.81","0.59","0.51","0.62","0.55","0.84"
"Hayelom","0.41","0.65","0.57","0.05","0.41","0.24","0.27","0.97"
"Hintsa","0.86","0.89","1","0.92","0.86","0.49","0.55","0.94"
"HintsaWaza","0.86","0.89","1","0.78","0.86","0.49","0.55","0.94"
"HizbaTeklehymanot","0.46","0.49","0.89","0.3","0.46","0.3","0.45","0.84"
"ImbaRufael","0.84","1","1","1","0.84","0.76","0.36","1"
"Jijqe","0.76","1","1","1","0.76","0.57","0.36","0.97"
"JimanDeregeha","0.22","1","1","0.46","0.22","0.49","0.27","0.84"
"Jira","0.78","1","1","1","0.78","0.76","0.64","0.94"
"kabe","0.41","1","1","0.54","0.41","0.16","0.18","0.94"
"Karima","0.43","0.22","0.62","1","0.43","0.54","0.27","0.72"
"Keregna","0.14","0.7","1","0.49","0.14","0.27","0.18","0.94"
"Kihen","0.62","0.92","0.68","0.11","0.62","0.46","0.27","0.88"
"Kita","0.16","0.22","0.57","0.08","0.16","0.05","0.27","0.78"
"Korme","0.51","0.81","0.97","0.54","0.51","0.65","0.55","0.91"
"Ksadacki","0.86","1","1","1","0.86","0.89","0.55","0.94"
"Kudo","0.27","0.46","0.84","0.35","0.27","0.51","0.27","0.97"
"Kuluferha","0.57","0.92","1","1","0.57","0.35","0.73","0.97"
"KuluGizeLemlem","0.65","0.81","0.89","0.49","0.65","0.46","0.36","0.66"
"LaelayDayu","0.51","0.81","0.89","0.49","0.51","0.38","0.36","0.66"
"Laelayhahaile","0.27","0.49","0.81","0.49","0.27","0.46","0.18","0.97"
"LaelayMegariaTsemri","0.16","0.32","0.73","0.51","0.16","0.22","0.55","0.94"
"Lalaylogomti","0.86","0.65","0.92","0.89","0.86","0.14","0.36","0.97"
"Ledy","0.35","0.49","0.7","0.81","0.35","0.35","0.27","0.44"
"Lemlem","0.62","0.86","1","0.86","0.62","0.86","0.55","0.91"
"LemlemArena","0.57","0.41","0.84","0.3","0.57","0.57","0.55","0.97"
"Libo ","0.08","1","0.65","0.73","0.08","0.92","0.18","0.91"
"Limaat","0.65","0.84","0.86","0.57","0.65","0.24","0.36","0.66"
"Limat","0.95","1","1","1","0.95","0.43","0.36","0.97"
"Lul","0.59","0.27","0.54","0.49","0.59","0.19","0.27","0.72"
"LusinaAbegeldi","0.68","0.14","0.84","0.3","0.68","0.08","0.36","0.84"
"Maekelawi","0.68","0.65","0.89","0.62","0.68","0.3","0.18","0.97"
"MaekelSegli","0.7","1","1","0.73","0.7","0.08","0.36","0.97"
"MahbereWeyni","0.38","0.84","0.7","0.08","0.38","0.57","0.27","0.88"
"MariamShewito","0.59","0.62","0.89","0.81","0.59","0.57","0.55","0.91"
"Martadios","0.08","1","0.68","0.59","0.08","0.65","0.18","0.91"
"MayChekemte","0.57","0.46","0.81","0.68","0.57","0.11","0.27","0.97"
"MayNebri","0.24","0.57","0.81","0.24","0.24","0.11","0.18","0.94"
"Maysuru","0.68","0.54","0.59","0.22","0.68","0.08","0.45","0.94"
"MayTeklia","0.86","0.81","1","0.86","0.86","0.49","0.55","0.94"
"Mearey","0.62","0.81","0.95","0.81","0.62","0.7","0.27","0.94"
"Mechare","0.54","0.49","0.92","0.62","0.54","0.54","0.73","0.72"
"Mechena","0.19","0.7","1","0.57","0.19","0.3","0.36","0.84"
"MehalGoncha","0.14","0.59","0.73","0.08","0.14","0.35","0.45","0.75"
"Mekan ","0.49","0.76","0.89","0.14","0.49","0.14","0.45","0.91"
"MekaneGenet","0.7","0.22","1","0.68","0.7","0.22","0.27","0.69"
"Melabesh","0.65","0.27","0.78","0.65","0.65","0.08","0.27","0.81"
"MendereMariam","0.41","0.27","1","0.43","0.41","0.59","0.18","0.94"
"Menegobena","0.57","0.22","0.7","1","0.57","0.81","0.36","0.44"
"Menji","0.92","1","1","1","0.92","0.65","0.36","0.97"
"Mergech","0.59","0.22","0.76","1","0.59","0.27","0.36","0.44"
"Mesanu","0.24","0.95","0.84","0.11","0.24","0.49","0.45","0.88"
"Mesehle","0.76","1","1","0.73","0.76","0.22","0.73","0.97"
"Meswaeti ","0.49","0.62","0.89","0.38","0.49","0.24","0.45","0.91"
