"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"Betgebez","0.43","1","0.11","1","0.43","0.78",,"0.34"
"Bethans","0.3","1","1","1","0.3","0.32",,"0.38"
"BilbWuha","0.05","1","1","1","0.05","0.84",,"0.59"
"Birkutea","0.16","1","1","1","0.16","0.54",,"0.5"
"Boneya","0.03","1","0.03","1","0.03","0.97",,"0.16"
"Burkoche","0.16","1","1","0.14","0.16","0.86",,"0.28"
"Cheli","0.14","1","1","1","0.14","0.22",,"0.38"
"Darubekeda","0.11","1","0.05","0.14","0.11","0.92",,"0.44"
"Deberkerbye","1","1","1","1","1","0.32",,"0.34"
"DeberAbaJale","0.14","1","1","1","0.14","0.78",,"0.5"
"DebrAbay","0.08","1","0.05","0.05","0.08","0.76",,"0.22"
"DebreAliays","0.03","1","0.03","0.05","0.03","0.89",,"0.22"
"Debrebirhan","0.32","1","0.03","0.05","0.32","0.62",,"0.44"
"Debrebrhan","0.11","1","0.03","0.05","0.11","0.54",,"0.56"
"DebreGenet","0.05","1","0.03","0.05","0.05","0.81",,"0.22"
"DebreGenetA","1","1","1","1","1","0.08",,"0.38"
"DebreGenetK","0.11","1","1","1","0.11","0.35",,"0.47"
"DebreGeorgis","0.05","1","0.14","0.3","0.05","0.32",,"0.22"
"DebreKidusan","0.03","1","0.03","0.05","0.03","0.78",,"0.22"
"Debremawie","0.03","1","0.03","0.05","0.03","0.51",,"0.22"
"Debreselam","0.27","1","0.03","0.16","0.27","0.7",,"0.44"
"Debrinetseb","1","1","1","1","1","0.43",,"0.47"
"Dekera","0.08","1","1","1","0.08","0.46",,"0.59"
"DembezaAmbaLay","0.03","1","0.03","0.05","0.03","0.73",,"0.22"
"Derit","0.03","1","1","0.27","0.03","0.89",,"0.16"
"Derita","0.14","1","1","1","0.14","0.59",,"0.5"
"Dinkashena","0.11","1","0.19","1","0.11","0.86",,"0.41"
"Ebo","0.22","0.08","0.05","0.16","0.22","0.73",,"0.34"
"Edagaarbi","0.43","1","0.19","1","0.43","0.22",,"0.41"
"EmbaAhfrom","0.38","1","0.16","1","0.38","0.68",,"0.47"
"EmbachekoGunaguna","0.27","1","1","1","0.27","0.84",,"0.5"
"EndaBagerima","0.41","1","1","1","0.41","0.08",,"0.38"
"Endabano","0.16","1","0.03","1","0.16","0.7",,"0.31"
"Endachiwa","1","1","1","1","1","0.19",,"0.47"
"EndaFelasi","0.32","1","1","0.46","0.32","0.49",,"0.31"
"Endagahamus","0.38","1","1","0.3","0.38","0.14",,"0.47"
"Endamariam","0.16","1","1","1","0.16","0.35",,"0.34"
"Erba","0.27","0.11","0.3","0.57","0.27","0.97",,"0.31"
"Esiret","0.14","1","1","1","0.14","0.19",,"0.38"
"Estifanos","0.16","1","1","1","0.16","0.51",,"0.5"
"Fala","0.24","1","1","1","0.24","0.7",,"0.38"
"Felegehiwot","0.05","1","0.05","0.05","0.05","0.81",,"0.22"
"FelegeWayane","0.51","1","0.08","0.11","0.51","0.89",,"0.53"
"FikreAlem","0.08","0.03","0.03","0.03","0.08","0.78",,"0.22"
"Filatako","0.03","1","1","0.24","0.03","0.81",,"0.16"
"Gebsit","0.05","1","0.03","1","0.05","0.59",,"0.16"
"Gedayasu","0.05","1","0.03","1","0.05","0.73",,"0.12"
"GelaMatebiya","0.14","1","1","0.03","0.14","0.89",,"0.5"
"Gendebta","0.41","1","1","1","0.41","0.57",,"0.47"
"Geneti","0.16","0.08","0.08","0.38","0.16","0.92",,"0.34"
"Genfel","0.41","1","0.03","0.08","0.41","0.46",,"0.53"
"Gera","0.11","1","1","1","0.11","0.86",,"0.31"
"Gerjale","0.27","0.11","0.41","0.46","0.27","0.84",,"0.34"
"GetskiMilesiley","0.11","1","1","1","0.11","0.19",,"0.59"
"Gijet","0.19","1","0.03","1","0.19","0.41",,"0.59"
"Ginaza","1","1","1","1","1","0.57",,"0.41"
"Golgolemalee","0.51","1","0.03","0.03","0.51","0.89",,"0.53"
"Goshedur","0.05","1","0.05","0.05","0.05","0.7",,"0.22"
"Goza","0.05","1","1","1","0.05","0.86",,"0.59"
"Grwre","0.14","1","1","1","0.14","0.84",,"0.31"
"GuemseAgamet","0.59","1","0.03","0.08","0.59","0.59",,"0.53"
"Guroro","1","1","1","1","1","0.19",,"0.47"
"Guya","1","1","1","1","1","0.27",,"0.47"
"Habees","0.43","1","0.03","0.03","0.43","0.65",,"0.53"
"Hadashtekli","0.11","1","1","1","0.11","0.43",,"0.59"
"HadeAlga","0.16","0.11","0.35","0.49","0.16","0.86",,"0.31"
"HadnetK","0.08","1","0.03","0.03","0.08","0.68",,"0.38"
"HadnetS","0.51","1","0.03","0.11","0.51","0.7",,"0.53"
"HadushAdi","0.68","1","0.05","0.14","0.68","0.7",,"0.53"
"HadushHiwet","0.7","1","0.03","0.05","0.7","0.41",,"0.53"
"HagereGenet","0.03","1","0.03","0.05","0.03","0.95",,"0.22"
"HagereSelamE","0.08","1","0.05","0.05","0.08","0.97",,"0.22"
"HagereSelamW","0.05","1","0.11","0.14","0.05","0.73",,"0.47"
"Hangoda","0.51","1","0.03","0.11","0.51","0.7",,"0.53"
"Hareko","0.05","1","0.03","0.14","0.05","0.73",,"0.31"
"Hawelti","0.16","0.11","0.03","0.11","0.16","0.78",,"0.34"
"Hayelom","0.38","1","0.03","0.08","0.38","0.51",,"0.44"
"Hintsa","0.16","1","1","1","0.16","0.27",,"0.38"
"HintsaWaza","0.16","1","0.03","1","0.16","0.3",,"0.38"
"HizbaTeklehymanot","0.16","0.03","0.19","0.27","0.16","0.97",,"0.34"
"ImbaRufael","0.11","1","1","1","0.11","0.92",,"0.31"
"Jijqe","0.08","1","1","1","0.08","0.43",,"0.47"
"JimanDeregeha","0.14","1","1","1","0.14","0.7",,"0.5"
"Jira","1","1","1","1","1","0.81",,"0.31"
"kabe","1","1","1","1","1","0.59",,"0.41"
"Karima","0.11","1","0.05","1","0.11","0.81",,"0.12"
"Keregna","1","1","1","1","1","0.49",,"0.41"
"Kihen","0.16","1","0.03","0.05","0.16","0.86",,"0.38"
"Kita","0.16","1","0.11","0.05","0.16","0.95",,"0.38"
"Korme","0.27","0.16","0.3","0.57","0.27","0.95",,"0.34"
"Ksadacki","0.08","1","1","1","0.08","0.68",,"0.28"
"Kudo","0.38","1","0.16","1","0.38","0.08",,"0.47"
"Kuluferha","1","1","1","0.05","1","0.62",,"0.31"
"KuluGizeLemlem","0.24","0.11","0.32","0.46","0.24","0.95",,"0.38"
"LaelayDayu","0.27","0.11","0.32","0.46","0.27","0.95",,"0.38"
"Laelayhahaile","0.38","1","0.14","1","0.38","0.49",,"0.47"
"LaelayMegariaTsemri","0.3","1","1","1","0.3","0.65",,"0.34"
"Lalaylogomti","1","1","1","1","1","0.19",,"0.47"
"Ledy","0.11","1","0.03","1","0.11","0.92",,"0.16"
"Lemlem","0.08","1","1","1","0.08","0.38",,"0.59"
"LemlemArena","0.24","1","0.05","0.16","0.24","0.89",,"0.31"
"Libo ","0.14","1","1","1","0.14","0.65",,"0.5"
"Limaat","0.24","0.08","0.22","0.46","0.24","0.89",,"0.38"
"Limat","0.11","1","1","1","0.11","0.24",,"0.47"
"Lul","0.03","1","0.03","0.05","0.03","0.97",,"0.12"
"LusinaAbegeldi","0.16","1","1","0.03","0.16","0.92",,"0.5"
"Maekelawi","0.38","1","1","0.3","0.38","0.14",,"0.47"
"MaekelSegli","0.11","1","1","1","0.11","0.7",,"0.31"
"MahbereWeyni","0.08","1","0.05","0.05","0.08","0.49",,"0.38"
"MariamShewito","0.41","1","1","1","0.41","0.08",,"0.38"
"Martadios","0.14","1","1","1","0.14","0.62",,"0.5"
"MayChekemte","1","1","1","1","1","0.14",,"0.47"
"MayNebri","0.46","1","0.05","1","0.46","0.32",,"0.41"
"Maysuru","0.16","1","0.11","1","0.16","0.41",,"0.34"
"MayTeklia","0.16","1","0.03","0.08","0.16","0.46",,"0.38"
"Mearey","0.08","1","1","1","0.08","0.59",,"0.41"
"Mechare","0.16","0.08","0.38","0.49","0.16","0.89",,"0.5"
"Mechena","0.14","1","1","1","0.14","0.86",,"0.5"
"MehalGoncha","0.03","1","1","0.08","0.03","0.84",,"0.16"
"Mekan ","0.14","0.08","0.11","0.14","0.14","0.97",,"0.34"
"MekaneGenet","0.03","1","0.03","0.05","0.03","0.84",,"0.19"
"Melabesh","0.03","1","0.05","0.14","0.03","0.86",,"0.22"
"MendereMariam","0.11","1","1","1","0.11","0.73",,"0.41"
"Menegobena","1","1","1","1","1","0.78",,"0.16"
"Menji","0.19","1","1","1","0.19","0.14",,"0.47"
"Mergech","0.05","1","1","1","0.05","0.76",,"0.16"
"Mesanu","0.32","0.05","0.03","0.03","0.32","0.46",,"0.38"
"Mesehle","1","1","1","1","1","0.62",,"0.31"
"Meswaeti ","0.14","1","0.14","0.32","0.14","0.97",,"0.34"
"Metkel","0.03","1","1","0.14","0.03","0.73",,"0.47"
"MetkelLemat","0.19","1","0.03","1","0.19","0.43",,"0.59"
"Mezbr","0.54","1","1","1","0.54","0.78",,"0.34"
"MichelDebre","0.11","1","1","1","0.11","0.65",,"0.41"
"Miraf","0.16","1","0.03","1","0.16","0.95",,"0.16"
"Misema","1","1","1","1","1","0.84",,"0.56"
"Mitad","1","1","1","1","1","0.65",,"0.41"
"MitinaYimach","0.05","1","0.03","0.05","0.05","0.89",,"0.19"
"Mozen","1","1","0.03","1","1","0.78",,"0.16"
"Mozutey","0.35","1","0.03","0.03","0.35","0.51",,"0.41"
"Mtsaiwerki","1","1","1","1","1","0.41",,"0.47"
"Nagash","0.41","1","0.05","0.05","0.41","0.76",,"0.53"
"Nebarhadinet","0.08","1","1","1","0.08","0.86",,"0.59"
"Nefasit","1","1","1","0.05","1","0.86",,"0.31"
"Negedebrhan","0.11","1","1","1","0.11","0.59",,"0.31"
"Niquara","0.16","1","0.08","0.03","0.16","0.95",,"0.38"
"Qoraro","0.27","1","0.03","1","0.27","0.59",,"0.44"
"RubaFelege","0.51","1","0.05","0.05","0.51","0.89",,"0.53"
"Santa gelebeda","0.27","1","0.05","1","0.27","0.95",,"0.34"
"SaratYerawoch","0.03","1","0.03","0.08","0.03","0.92",,"0.19"
"Sefo","0.38","1","0.14","1","0.38","0.54",,"0.47"
"Segena","0.03","1","1","0.11","0.03","0.86",,"0.19"
"Seka","0.08","1","1","1","0.08","0.59",,"0.28"
"Selamaya","0.14","1","1","1","0.14","0.95",,"0.5"
"SelamBekalsi","0.24","0.11","0.22","0.46","0.24","0.95",,"0.38"
"Selamber","0.03","1",,"0.05","0.03","0.84",,"0.22"
"SelamgieAmbarie","0.03","1","1","0.22","0.03","0.89",,"0.16"
"SelamH","0.3","1","0.03","0.03","0.3","0.65",,"0.44"
"SelamW","0.27","1","1","1","0.27","0.3",,"0.38"
"Selelkula","0.16","1","1","1","0.16","0.97",,"0.16"
"SelenWuha","0.24","0.08","0.32","0.46","0.24","0.95",,"0.38"
"Seloda","0.3","1","1","1","0.3","0.38",,"0.38"
"Sendada","0.59","1","0.03","0.03","0.59","0.65",,"0.53"
"Serawudi","0.14","1","1","1","0.14","0.84",,"0.5"
"Seret","0.51","1","0.11","0.19","0.51","0.84",,"0.31"
"Sero","0.16","1","0.16","1","0.16","0.65",,"0.34"
"Shamo","0.16","1","1","1","0.16","0.43",,"0.5"
"ShehochTehara","1","1","1","1","1","0.46",,"0.5"
"Shekatekli","0.11","1","1","1","0.11","0.27",,"0.59"
"Shunge","0.14","1","1","1","0.14","0.84",,"0.5"
"Simret","0.49","1","0.16","1","0.49","0.89",,"0.16"
"SimretS","0.14","0.08","0.11","0.35","0.14","0.97",,"0.34"
"SimretT","1","1","1","1","1","0.27",,"0.31"
"Sinkata","0.59","1","0.03","0.08","0.59","0.59",,"0.53"
"Siye","0.11","1","1","1","0.11","0.51",,"0.31"
"Smret","0.24","1","1","1","0.24","0.22",,"0.47"
"Sorya","0.16","0.05","0.32","0.3","0.16","0.97",,"0.38"
"Suha","0.05","1","1","1","0.05","0.86",,"0.16"
"Tahtayhaya","0.16","0.08","0.14","0.32","0.16","0.89",,"0.34"
"TahtayDaeroka","0.32","1","1","1","0.32","0.78",,"0.47"
"TahtayLegomti","1","1","1","1","1","0.14",,"0.38"
"TahtayMegariaTsebri","0.3","1","1","1","0.3","0.81",,"0.34"
"Tao","0.27","0.11","0.41","0.46","0.27","0.89",,"0.34"
"TaraGedam","1","1","1","1","1","0.49",,"0.41"
"TaraSenba","0.08","1","1","1","0.08","0.89",,"0.5"
"Tekea","0.65","1","0.14","0.27","0.65","0.92",,"0.44"
"Tekleweyni","0.11","1","1","1","0.11","0.49",,"0.31"
"Tetatiro","0.08","1","1","1","0.08","0.86",,"0.12"
"Tibaga","1","1","1","1","1","0.62",,"0.41"
"Tigage","0.16","1","0.08","0.08","0.16","0.81",,"0.28"
"Tsae","0.38","1","0.08","1","0.38","0.16",,"0.34"
"Tsetsera","0.19","1","0.3","0.22","0.19","0.97",,"0.38"
"Tseykeme","0.08","1","1","1","0.08","0.86",,"0.31"
"Tsigea","0.16","0.08","0.08","0.38","0.16","0.92",,"0.34"
"Ulaga","0.27","0.14","0.24","0.57","0.27","0.92",,"0.28"
"Wargba","0.16","0.08","0.08","0.22","0.16","0.92",,"0.34"
"Wariba","0.27","1","1","1","0.27","0.89",,"0.34"
"Wedikeshi","0.3","1","1","1","0.3","0.54",,"0.38"
"Werabaye","0.16","0.11","0.19","0.41","0.16","0.84",,"0.34"
"Werkamba","0.16","1","0.03","1","0.16","0.7",,"0.31"
"Wobo","0.08","1","1","1","0.08","0.92",,"0.12"
"Wonberoch","0.08","1","1","0.03","0.08","0.7",,"0.5"
"Wondye","0.03","1","0.03","0.05","0.03","0.78",,"0.19"
"Worego","0.16","1","0.03","1","0.16","1",,"0.16"
"WorgajaWagi","0.05","1","1","1","0.05","1",,"0.47"
"WoryaMeskel","0.03","1","0.03","0.05","0.03","0.92",,"0.12"
"Woyenti","0.41","1","1","1","0.41","0.35",,"0.47"
"Woynye","0.16","1","0.03","1","0.16","0.76",,"0.16"
"WuhdetG","0.49","1","0.16","1","0.49","0.92",,"0.16"
"WuhdetK","0.24","1","0.05","1","0.24","0.57",,"0.34"
"WushaTires","1","1","1","1","1","0.65",,"0.41"
"Yedwuha","0.11","1","1","1","0.11","0.78",,"0.16"
"Yeju","0.05","1","1","1","0.05","0.78",,"0.12"
"Yetefet","0.03","1","0.03","0.05","0.03","0.81",,"0.22"
"YifagAkababi","1","1","1","1","1","0.84",,"0.41"
"Yitihana","0.11","1","0.03","1","0.11","0.95",,"0.16"
"Zata","0.14","1","0.16","0.19","0.14","0.89",,"0.44"
"Ziha","0.14","1","1","1","0.14","0.86",,"0.5"
"ZihonHuha","0.03","1","0.03","0.05","0.03","0.81",,"0.22"
"ZobarYikuanda","0.03","1","0.03","0.08","0.03","1",,"0.12"
"Zongi","0.27","1","1","1","0.27","0.3",,"0.38"
