"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.49","0.7","0.65","0.68","0.49","1",,"0.06"
"Abara","0.62","0.65","0.51","0.49","0.62","0.27",,"0.06"
"Abarwuha","0.62","0.73","0.65","0.43","0.62","0.38",,"0.03"
"Abaselima","0.57","0.65","0.46","0.43","0.57","0.08",,"0.06"
"Abina","0.54","0.65","0.62","0.65","0.54","0.97",,"0.06"
"AbrahaAtsbaha","0.38","0.59","0.22","0.76","0.38","0.24",,"0.06"
"Abrekuy","0.43","0.65","0.43","0.43","0.43","0.46",,"0.06"
"AdekeAla","0.05","0.3","0.68","0.84","0.05","0.22",,"0.09"
"Adekiney","0.43","0.51","0.46","0.78","0.43","0.14",,"0.06"
"AderSeg","0.49","0.7","0.65","0.65","0.49","0.97",,"0.06"
"Adibearj","0.19","0.27","0.38","0.46","0.19","0.22",,"0.12"
"AdiHa","0.11","0.11","0.3","0.38","0.11","0.62",,"0.06"
"AdiKisandid","0.43","0.7","0.14","0.22","0.43","0.3",,"0.06"
"Adisalem","0.41","0.65","0.49","0.49","0.41","0.03",,"0.03"
"AdisAlemS","0.05","0.3","0.7","0.78","0.05","0.68",,"0.09"
"AdisAlemW","0.3","0.54","0.65","0.73","0.3","0.62",,"0.09"
"Adiselam","0.05","0.16","0.3","0.27","0.05","0.22",,"0.09"
"Adishimbirkti","0.43","0.57","0.84","0.86","0.43","0.41",,"0.06"
"AdisKigni","0.76","0.68","0.3","0.57","0.76","0.16",,"0.06"
"Adiyikoro","0.35","0.43","0.51","0.65","0.35","0.19",,"0.09"
"Adizata","0.35","0.54","0.62","0.59","0.35","0.08",,"0.09"
"Adreb","0.05","0.24","0.38","0.14","0.05","0.22",,"0.09"
"AgazenMeda","0.76","0.73","0.49","0.43","0.76","0.43",,"0.03"
"Agazi","0.51","0.65","0.49","0.81","0.51","0.41",,"0.16"
"Agbe","0.08","0.51","0.57","0.57","0.08","0.68",,"0.06"
"Agela","0.41","0.57","0.24","0.49","0.41","0.76",,"0.12"
"Agid","0.35","0.57","0.16","0.38","0.35","0.97",,"0.09"
"AlemeTesfa","0.81","0.65","0.7","0.62","0.81","0.4",,"0.03"
"AmdiWeyane","0.05","0.22","0.68","0.76","0.05","0.86",,"0.09"
"Amedwuha","0.38","0.3","0.03","0.05","0.38","0.14",,"0.03"
"Ameno","0.68","0.43","0.32","0.46","0.68","0.89",,"0.12"
"Amisetya","0.57","0.65","0.7","0.49","0.57","0.49",,"0.06"
"Angot","0.62","0.7","0.49","0.35","0.62","0.62",,"0.03"
"Anigot","0.41","0.57","0.24","0.62","0.41","0.78",,"0.12"
"Ansheb","0.54","0.65","0.65","0.54","0.54","0.08",,"0.03"
"AquaShumoch","0.7","1","0.49","0.62","0.7","0.46",,"0.06"
"Aquha","0.73","0.51","0.81","0.7","0.73","0.51",,"0.06"
"Arena","0.19","0.14","0.57","0.65","0.19","0.22",,"0.09"
"Asmena","0.59","0.7","0.27","0.76","0.59","0.14",,"0.16"
"Asta","0.62","0.43","0.19","0.68","0.62","0.62",,"0.12"
"Atakilti","0.54","0.38","0.41","0.43","0.54","0.51",,"0.09"
"AwetBikalsi","0.11","0.11","0.24","0.54","0.11","0.35",,"0.06"
"AwusaMeda","0.81","0.65","0.76","0.7","0.81","0.41",,"0.03"
"Ayba","0.78","0.59","0.35","0.51","0.78","0.11",,"0.06"
"Aynalem","0.38","0.51","0.22","0.62","0.38","0.19",,"0.06"
"Bala","0.76","0.7","0.38","0.54","0.76","0.11",,"0.06"
"Balarab","0.57","0.65","0.62","0.62","0.57","0.7",,"0.06"
"Bamba","0.08","0.38","0.54","0.57","0.08","0.86",,"0.09"
"BarkaAdiswha","0.41","0.73","0.14","0.32","0.41","0.11",,"0.06"
"Begasheka","0.41","0.11","0.38","0.51","0.41","0.16",,"0.09"
"Berlay","0.73","0.65","0.65","0.59","0.73","0.22",,"0.03"
"Betgebez","0.68","0.68","0.62","0.59","0.68","0.46",,"0.06"
"Bethans","0.19","0.22","0.46","0.35","0.19","0.08",,"0.06"
"BilbWuha","0.46","0.62","0.38","0.65","0.46","0.73",,"0.06"
"Birkutea","0.43","0.57","0.32","0.46","0.43","0.95",,"0.12"
"Boneya","0.57","0.65","0.51","0.57","0.57","0.38",,"0.06"
"Burkoche","0.95","0.51","0.81","0.7","0.95","0.49",,"0.06"
"Cheli","0.05","0.24","0.65","0.68","0.05","0.78",,"0.09"
"Darubekeda","0.38","0.51","0.7","0.78","0.38","0.14",,"0.06"
"Deberkerbye","0.19","0.22","0.24","0.22","0.19","0.32",,"0.09"
"DeberAbaJale","0.59","0.57","0.38","0.57","0.59","0.95",,"0.06"
"DebrAbay","0.35","0.65","0.38","0.51","0.35","0.05",,"0.03"
"DebreAliays","0.7","0.65","0.68","0.76","0.7","0.41",,"0.03"
"Debrebirhan","0.46","0.62","0.32","0.68","0.46","0.38",,"0.12"
"Debrebrhan","0.27","0.43","0.16","0.46","0.27","0.46",,"0.06"
"DebreGenet","0.73","0.59","0.54","0.49","0.73","0.78",,"0.03"
"DebreGenetA","0.32","0.46","0.59","0.41","0.32","0.22",,"0.06"
"DebreGenetK","0.49","0.35","0.51","0.54","0.49","0.81",,"0.09"
"DebreGeorgis","0.81","0.65","0.73","0.68","0.81","0.16",,"0.03"
"DebreKidusan","0.57","0.62","0.27","0.24","0.57","0.35",,"0.03"
"Debremawie","0.73","0.65","0.54","0.46","0.73","0.14",,"0.03"
"Debreselam","0.38","0.51","0.24","0.65","0.38","0.57",,"0.12"
"Debrinetseb","0.38","0.32","0.3","0.35","0.38","0.65",,"0.09"
"Dekera","0.11","0.3","0.62","0.7","0.11","0.41",,"0.09"
"DembezaAmbaLay","0.73","0.65","0.59","0.62","0.73","0.16",,"0.03"
"Derit","0.65","1","0.43","0.41","0.65","0.43",,"0.03"
"Derita","0.62","0.43","0.19","0.51","0.62","0.51",,"0.12"
"Dinkashena","0.35","0.59","0.22","0.46","0.35","0.14",,"0.06"
"Ebo","0.78","0.41","0.41","0.62","0.78","0.19",,"0.06"
"Edagaarbi","0.49","0.46","0.41","0.41","0.49","0.05",,"0.06"
"EmbaAhfrom","0.38","0.41","0.51","0.41","0.38","0.65",,"0.09"
"EmbachekoGunaguna","0.7","1","0.62","0.7","0.7","0.54",,"0.06"
"EndaBagerima","0.27","0.57","0.59","0.54","0.27","0.43",,"0.06"
"Endabano","0.16","0.41","0.32","0.27","0.16","0.19",,"0.06"
"Endachiwa","0.32","0.3","0.59","0.57","0.32","0.49",,"0.09"
"EndaFelasi","0.08","0.14","0.32","0.3","0.08","0.08",,"0.06"
"Endagahamus","0.08","0.3","0.49","0.46","0.08","0.62",,"0.09"
"Endamariam","0.35","0.46","0.73","0.81","0.35","0.14",,"0.06"
"Erba","0.73","0.65","0.32","0.73","0.73","0.19",,"0.16"
"Esiret","0.05","0.3","0.57","0.68","0.05","0.84",,"0.09"
"Estifanos","0.43","0.57","0.32","0.51","0.43","0.78",,"0.12"
"Fala","0.49","0.54","0.27","0.41","0.49","0.03",,"0.09"
"Felegehiwot","0.73","0.62","0.38","0.38","0.73","0.84",,"0.03"
"FelegeWayane","0.41","0.7","0.16","0.49","0.41","0.14",,"0.06"
"FikreAlem","0.43","0.43","0.73","0.84","0.43","0.14",,"0.12"
"Filatako","0.65","1","0.43","0.35","0.65","0.32",,"0.03"
