"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","20","54","0.19","75","1","75","1","74","0.14","53.5126290588235","0.19","0.274185190872169","0.78",,,"14.0488335160001","0.03"
"1984-1977","8","58","0.22","75","1","75","1","75","1","57.975695","0.22","0.187134408010862","0.03",,,"115.809307446119","0.97"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.277221718977783","0.86",,,"101.404444619159","0.81"
"1986-1979","23","52","0.14","75","1","70.3","0.11","67","0.08","52.383701","0.14","0.248964238282961","0.43",,,"102.409036208788","0.88"
"1987-1980","21","53","0.16","75","1","69.2","0.05","71","0.11","52.8326453142857","0.16","0.212039741619493","0.05",,,"69.897763333238","0.31"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.228528404132184","0.22",,,"87.6311908524923","0.56"
"1989-1982","0","75","1","75","1","75","1","75","1","75","1","0.264045301322695","0.65",,,"83.5690982164057","0.47"
"1990-1983","0","69","0.32","75","1","75","1","75","1","69.168476","0.32","0.295223202285491","0.95",,,"92.1230839953558","0.59"
"1991-1984","0","72","0.41","75","1","75","1","75","1","71.861943","0.41","0.22729858775661","0.19",,,"46.2478693496178","0.19"
"1992-1985","84","29","0.03","75","1","61.9","0.03","54","0.05","28.970565","0.03","0.274841845698208","0.81",,,"48.430975761667","0.22"
"1993-1986","29","50","0.11","75","1","75","1","75","1","50","0.11","0.258211658482995","0.59",,,"78.4272021749291","0.41"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.318608472417253","1",,,"139.776282400624","1"
"1995-1988","0","70","0.38","75","1","75","1","75","1","69.8066448175537","0.38","0.236926946030693","0.3",,,"80.2661277973602","0.44"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.241305799501394","0.35",,,"78.3878616168157","0.38"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.218170874242339","0.08",,,"33.9629454828274","0.16"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.255516166222843","0.57",,,"53.9951445824944","0.25"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.268565634510316","0.76",,,"32.6173151115494","0.12"
"2000-1993","0","75","1","75","1","75","1","75","1","75","1","0.2988982","0.97",,,"77.6","0.34"
"2001-1994","0","75","1","75","1","75","1","75","1","75","1","0.2311318","0.24",,,"27.4","0.09"
"2002-1995","0","72","0.43","75","1","75","1","75","1","72.140214","0.43","0.22052","0.11",,,"17.9","0.06"
"2003-1996","0","75","1","75","1","75","1","75","1","75","1","0.2804756","0.89",,,"84.4","0.53"
"2004-1997","0","61","0.24","75","1","75","1","75","1","60.837186","0.24","0.2642115","0.68",,,"56.7","0.28"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.2392774","0.32",,,"102.9","0.94"
"2006-1999","84","29","0.05","75","1","75","1","75","1","29.142587","0.05","0.252824","0.49",,,"93.3","0.66"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.2355359","0.27","21.04032","0.36","102.3","0.84"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.2535084","0.54","18.10484","0.18","101","0.78"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.2672747","0.73","22.72581","0.64","84.3","0.5"
"2010-2003","0","75","1","75","1","75","1","75","1","75","1","0.2515686","0.46","22.30645","0.55","98.2","0.75"
"2011-2004","0","69","0.35","75","1","75","1","75","1","69.265315","0.35","0.26623","0.7","21.75","0.45","94.3","0.72"
"2012-2005","0","63","0.3","75","1","75","1","75","1","63.034473","0.3","0.2241258","0.16","17.83871","0.09","102.9","0.94"
"2013-2006","0","75","1","75","1","75","1","75","1","75","1","0.2750596","0.84","30.37903","1","93.8","0.69"
"2014-2007","0","62","0.27","75","1","75","1","75","1","61.74407","0.27","0.2904972","0.92","26.98386","0.73","92.9","0.62"
"2015-2008","44","44","0.08","75","1","69.6","0.08","25","0.03","44.195659","0.08","0.2219518","0.14","18.30645","0.27",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.2417122","0.38","27.14516","0.82",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.2532946","0.51","30.04838","0.91",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.2441822","0.41",,,,
"2019-2012","0","75","1","75","1","75","1","75","1","75","1","0.2604345","0.62",,,,
