"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Mesanu","Mesanu","Mesanu","Mesanu","Mesanu","Mesanu","Mesanu","Mesanu"
"Region","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","19","0.7","0","50","0.46","0","0"
"1984-1977","0","12","0.54","0","43","0.3","0","0"
"1985-1978","0","14","0.65","0","65","0.76","0","0"
"1986-1979","0","25","0.76","0","75","1","0","0"
"1987-1980","0","38","1","87","16","0.03","87.06","0"
"1988-1981","100","1","0.3","0","60","0.59","100","0"
"1989-1982","100","0","0.27","76","19","0.08","176.1","0"
"1990-1983","100","0","0.24","0","43","0.35","100","0"
"1991-1984","0","16","0.68","0","52","0.51","0","0"
"1992-1985","100","0","0.24","0","43","0.32","100","0"
"1993-1986","0","36","0.95","0","67","0.78","0","0"
"1994-1987","0","38","0.97","0","75","1","0","0"
"1995-1988","0","7","0.43","0","75","1","0","0"
"1996-1989","0","36","0.92","0","75","1","0","0"
"1997-1990","0","31","0.84","0","63","0.73","0","0"
"1998-1991","0","35","0.89","0","63","0.7","0","0"
"1999-1992","100","5","0.38","0","75","1","100","0"
"2000-1993","0","19","0.73","0","40","0.27","0","0"
"2001-1994","100","0","0.24","7","35","0.22","107.27","0"
"2002-1995","100","4","0.35","65","21","0.11","165.03","0"
"2003-1996","0","13","0.62","45","26","0.14","44.59","0"
"2004-1997","100","0","0.24","31","30","0.16","131","1"
"2005-1998","100","0","0.24","0","47","0.43","100","0"
"2006-1999","0","29","0.81","0","62","0.65","0","0"
"2007-2000","0","13","0.57","0","75","1","0","0"
"2008-2001","0","6","0.41","21","32","0.19","21.22","0"
"2009-2002","100","0","0.24","0","56","0.57","100","0"
"2010-2003","100","0","0.24","0","75","1","100","0"
"2011-2004","0","26","0.78","0","44","0.38","0","0"
"2012-2005","0","11","0.51","0","61","0.62","0","1"
"2013-2006","100","1","0.32","0","55","0.54","100","0"
"2014-2007","0","10","0.49","0","51","0.49","0","1"
"2015-2008","0","35","0.86","0","46","0.41","0","1"
"2016-2009","0","13","0.59","0","62","0.68","0","1"
"2017-2010","0","9","0.46","4","36","0.24","3.9","0"
"2018-2011","100","0","0.24","0","68","0.81","100","0"
"2019-2012","100","0","0.24","80","18","0.05","179.81","0"
