"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","40","27","0.16","75","1","60.2916666666667","0.27","56","0.3","26.6757592058824","0.16","0.195889451981356","0.05",,,"13.7968341524933","0.16"
"1984-1977","100","0","0.05","70.48797","0.3","33.5","0.05","43","0.11","0","0.05","0.230027963936523","0.14",,,"66.3834656606703","0.5"
"1985-1978","0","48","0.3","70.25422","0.22","60.6","0.3","59","0.35","47.61212","0.3","0.277863144353653","0.27",,,"61.4268370973037","0.47"
"1986-1979","17","35","0.22","70.37361","0.27","57.3","0.22","56","0.3","34.9658257058824","0.22","0.388431152827634","0.84",,,"61.2070918940248","0.44"
"1987-1980","68","16","0.08","70.37361","0.27","45.3","0.11","41","0.08","16.4237298325397","0.08","0.255880569509715","0.16",,,"13.5835327044273","0.12"
"1988-1981","0","50","0.57","75","1","75","1","73","0.57","50","0.57","0.347595980375559","0.59",,,"71.5740419898257","0.62"
"1989-1982","0","63","0.89","75","1","75","1","75","1","62.798786","0.89","0.276783413903555","0.22",,,"59.1893417285494","0.41"
"1990-1983","19","34","0.19","75","1","75","1","75","1","34.251644","0.19","0.32494616144783","0.41",,,"70.5993911375808","0.59"
"1991-1984","0","50","0.57","75","1","75","1","75","1","50","0.57","0.36108640565437","0.65",,,"46.2565277585559","0.25"
"1992-1985","0","41","0.24","65.83209","0.11","62.8","0.32","65","0.46","40.99192","0.24","0.426888586583192","0.95",,,"59.1721802988499","0.38"
"1993-1986","0","50","0.57","75","1","75","1","75","1","50","0.57","0.332601228450845","0.46",,,"13.06382412073","0.09"
"1994-1987","0","61","0.84","75","1","75","1","75","1","61.07729575","0.84","0.462883211970408","1",,,"103.226885389594","0.97"
"1995-1988","0","53","0.62","75","1","50","0.19","50","0.22","52.9339094273109","0.62","0.37830124284311","0.78",,,"58.1395356496893","0.31"
"1996-1989","0","60","0.78","75","1","75","1","75","1","59.767298","0.78","0.377403460700834","0.73",,,"58.6890301630949","0.34"
"1997-1990","0","50","0.57","70.25422","0.22","63","0.35","75","1","50","0.57","0.277195900269862","0.24",,,"8.91628135220077","0.06"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.396583625436117","0.89",,,"118.019117254119","1"
"1999-1992","0","58","0.76","75","1","75","1","75","1","58.369482","0.76","0.432190059332357","0.97",,,"66.8301888536915","0.53"
"2000-1993","0","42","0.27","75","1","75","1","74","0.59","42.234569","0.27","0.416443","0.92",,,"54.3","0.28"
"2001-1994","0","50","0.32","75","1","50","0.19","50","0.22","49.579734","0.32","0.3912361","0.86",,,"18","0.19"
"2002-1995","0","57","0.73","75","1","59.4","0.24","58","0.32","57.332713","0.73","0.3220583","0.35",,,"8","0.03"
"2003-1996","0","53","0.59","75","1","75","1","75","1","52.812232","0.59","0.3517172","0.62",,,"73.8","0.69"
"2004-1997","49","23","0.11","74.10426","0.32","45.7","0.14","50","0.22","23.320342","0.11","0.2076444","0.11",,,"34.4","0.22"
"2005-1998","0","54","0.68","75","1","75","1","75","1","54.204469","0.68","0.3329999","0.49",,,"91.2","0.88"
"2006-1999","0","75","1","75","1","72.2","0.46","62","0.41","75","1","0.3267587","0.43",,,"88.6","0.81"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.3456191","0.57","15.04838","0.45","89.8","0.84"
"2008-2001","0","60","0.81","75","1","71.1","0.43","60","0.38","60.30656","0.81","0.3164385","0.32","14.82258","0.36","88.4","0.78"
"2009-2002","0","53","0.65","75","1","75","1","72","0.54","53.27049","0.65","0.1556741","0.03","8.419355","0.09","68","0.56"
"2010-2003","0","50","0.57","75","1","70.8","0.41","55","0.24","50","0.57","0.3372701","0.51","22.53226","0.64","95","0.91"
"2011-2004","0","50","0.57","75","1","75","1","63","0.43","50","0.57","0.3780242","0.76","11.51613","0.27","74","0.72"
"2012-2005","0","50","0.57","75","1","75","1","75","1","50","0.57","0.3236974","0.38","19.01613","0.55","77.4","0.75"
"2013-2006","0","50","0.57","62.08673","0.08","72.7","0.49","45","0.14","50","0.57","0.2846999","0.3","24.82258","0.82","97.9","0.94"
"2014-2007","44","25","0.14","56.39025","0.05","42.9","0.08","33","0.05","25","0.14","0.3715134","0.7","40.16128","1","72.5","0.66"
"2015-2008","100","0","0.05","48.56623","0.03","30.4","0.03","15","0.03","0","0.05","0.2040697","0.08","11.45161","0.18",,
"2016-2009","0","50","0.57","67.78485","0.14","70.6","0.38","75","1","50","0.57","0.2664551","0.19","23.45161","0.73",,
"2017-2010","0","56","0.7","69.56784","0.16","75","1","71","0.51","56.17313","0.7","0.3789049","0.81","30.1129","0.91",,
"2018-2011","0","61","0.86","75","1","75","1","75","1","61.385029","0.86","0.3397684","0.54",,,,
"2019-2012","0","66","0.92","75","1","75","1","67","0.49","66.3809","0.92","0.368246","0.68",,,,
