"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","30","0.7","61.33877","0.19","37.6","0.24","38","0.22","29.6975491472222","0.7","0.168107956688882","0.11",,,"38.9676411239414","0.69"
"1984-1977","67","7","0.16","62.80551","0.43","12.3","0.03","21","0.03","6.62582057222222","0.16","0.170117736786338","0.16",,,"12.1190312647387","0.19"
"1985-1978","91","5","0.11","54.90154","0.08","20.9","0.05","34","0.14","5.46788603333333","0.11","0.175626873077158","0.27",,,"24.9452141055643","0.31"
"1986-1979","0","26","0.54","68.56277","0.76","70.52","0.68","73","0.86","25.5262498","0.54","0.206992870729762","0.92",,,"32.2951159596349","0.56"
"1987-1980","0","58","0.97","61.95857","0.41","75","1","61","0.59","57.5904629555556","0.97","0.191083570597472","0.59",,,"67.3026099653323","1"
"1988-1981","0","15","0.32","68.49016","0.68","67.9","0.65","70","0.76","15.064604","0.32","0.166973036581956","0.08",,,"34.969414471354","0.59"
"1989-1982","0","28","0.62","61.41138","0.38","71.9061111111111","0.7","70","0.76","28.2814994444444","0.62","0.188327306134665","0.46",,,"8.53719043651773","0.09"
"1990-1983","37","8","0.19","54.90154","0.08","35.3","0.19","37","0.16","8.164898","0.19","0.17906208334231","0.35",,,"-0.651585406865699","0.03"
"1991-1984","0","39","0.81","75","1","63.2","0.62","62","0.62","38.963391","0.81","0.185864902483041","0.43",,,"38.2907258035118","0.66"
"1992-1985","0","21","0.41","61.41138","0.38","32.3","0.11","39","0.24","20.690958","0.41","0.177893362540597","0.32",,,"52.9042246105222","0.91"
"1993-1986","0","34","0.78","68.21845","0.65","75","1","72","0.81","34.0864314555556","0.78","0.191911122180615","0.62",,,"40.1191324760486","0.72"
"1994-1987","0","32","0.73","67.84861","0.59","75","1","75","1","32.4499595","0.73","0.203973153515768","0.86",,,"31.4517328162089","0.53"
"1995-1988","0","25","0.51","55.08433","0.11","32.2","0.08","25","0.05","25","0.51","0.18953655007418","0.54",,,"30.1013912809416","0.47"
