"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"Hareko","0.95","0.78","0.97","1","0.95","0.78",,"0.72"
"Hawelti","1","0.73","0.54","0.97","1","0.95",,"0.91"
"Hayelom","0.81","0.86","0.97","0.89","0.81","1",,"0.59"
"Hintsa","1","0.92","1","1","1","0.92",,"0.62"
"HintsaWaza","1","0.92","0.95","1","1","0.95",,"0.62"
"HizbaTeklehymanot","1","0.68","0.57","0.86","1","0.89",,"0.91"
"ImbaRufael","1","1","1","1","1","1",,"0.53"
"Jijqe","1","0.78","1","1","1","1",,"0.44"
"JimanDeregeha","0.97","1","0.43","0.62","0.97","0.59",,"0.09"
"Jira","1","1","1","1","1","0.65",,"0.56"
"kabe","1","1","0.3","1","1","0.57",,"0.31"
"Karima","0.84","0.89","0.32","0.38","0.84","0.86",,"1"
"Keregna","0.73","1","0.27","1","0.73","0.68",,"0.31"
"Kihen","1","0.78","0.95","0.73","1","0.95",,"0.5"
"Kita","1","0.81","0.76","0.62","1","0.78",,"0.09"
"Korme","0.95","0.62","0.57","0.95","0.95","1",,"0.94"
"Ksadacki","1","1","1","0.84","1","0.86",,"0.69"
"Kudo","0.81","0.81","0.92","0.81","0.81","1",,"0.81"
"Kuluferha","1","0.84","1","1","1","0.89",,"0.91"
"KuluGizeLemlem","0.89","0.68","0.51","0.97","0.89","1",,"0.69"
"LaelayDayu","0.95","0.68","0.51","0.97","0.95","1",,"0.69"
"Laelayhahaile","0.81","0.84","0.95","0.81","0.81","0.92",,"0.81"
"LaelayMegariaTsemri","0.95","0.92","0.97","0.89","0.95","0.95",,"0.44"
"Lalaylogomti","0.81","0.27","0.89","1","0.81","0.95",,"0.81"
"Ledy","0.73","0.86","0.46","1","0.73","0.78",,"1"
"Lemlem","1","0.92","1","1","1","0.89",,"0.84"
"LemlemArena","0.97","0.78","1","1","0.97","0.86",,"0.72"
"Libo ","0.86","1","0.57","0.7","0.86","0.51",,"0.34"
"Limaat","0.89","0.65","0.54","0.97","0.89","0.97",,"0.69"
"Limat","1","1","1","1","1","0.86",,"0.44"
"Lul","0.86","0.89","0.32","0.76","0.86","0.86",,"1"
"LusinaAbegeldi","0.89","0.86","0.65","0.68","0.89","0.84",,"0.09"
"Maekelawi","0.84","0.78","1","0.92","0.84","0.95",,"0.81"
"MaekelSegli","0.97","1","1","0.49","0.97","0.95",,"0.56"
"MahbereWeyni","1","0.78","1","0.89","1","1",,"0.5"
"MariamShewito","0.84","0.78","0.95","0.95","0.84","0.97",,"0.31"
"Martadios","0.86","1","0.43","0.73","0.86","0.57",,"0.34"
"MayChekemte","0.65","0.73","0.89","0.84","0.65","0.97",,"0.81"
"MayNebri","0.73","0.68","0.92","0.73","0.73","0.92",,"0.41"
"Maysuru","0.95","0.81","1","0.81","0.95","0.95",,"0.44"
"MayTeklia","1","0.92","0.89","1","1","1",,"0.62"
"Mearey","1","0.92","1","1","1","0.84",,"0.53"
"Mechare","0.86","0.68","0.57","0.95","0.86","1",,"0.97"
"Mechena","0.89","1","0.41","0.62","0.89","0.65",,"0.09"
"MehalGoncha","0.62","1","0.57","0.73","0.62","0.92",,"0.97"
"Mekan ","1","0.35","0.57","0.86","1","0.86",,"0.94"
"MekaneGenet","0.51","0.89","0.59","1","0.51","0.81",,"0.97"
"Melabesh","0.84","0.89","0.51","1","0.84","0.86",,"1"
"MendereMariam","0.65","0.76","0.38","1","0.65","0.62",,"0.09"
"Menegobena","0.7","0.89","0.24","0.24","0.7","0.73",,"1"
"Menji","1","1","1","1","1","1",,"0.44"
"Mergech","0.73","0.89","0.35","1","0.73","0.78",,"1"
"Mesanu","0.92","0.89","0.92","0.73","0.92","0.92",,"0.5"
"Mesehle","1","0.81","1","1","1","0.89",,"0.91"
"Meswaeti ","1","0.57","0.46","0.89","1","0.92",,"0.94"
"Metkel","1","0.86","1","1","1","0.86",,"0.62"
"MetkelLemat","1","0.92","0.95","1","1","0.84",,"0.84"
"Mezbr","0.86","0.84","0.97","0.89","0.86","0.97",,"0.44"
"MichelDebre","0.65","0.78","0.41","1","0.65","0.78",,"0.09"
"Miraf","0.76","0.86","0.32","0.32","0.76","0.7",,"1"
"Misema","0.57","1","1","1","0.57","0.65",,"0.41"
"Mitad","0.65","1","0.43","1","0.65","0.78",,"0.31"
"MitinaYimach","0.68","0.86","0.57","0.76","0.68","0.78",,"0.97"
"Mozen","0.7","0.89","0.3","0.3","0.7","0.73",,"1"
"Mozutey","1","0.43","0.97","1","1","0.78",,"0.41"
"Mtsaiwerki","1","1","1","1","1","0.92",,"0.44"
"Nagash","0.89","0.73","0.95","0.95","0.89","0.73",,"0.31"
"Nebarhadinet","1","0.92","1","1","1","0.81",,"0.84"
"Nefasit","1","0.92","1","0.81","1","0.89",,"0.91"
"Negedebrhan","1","1","1","1","1","0.95",,"0.53"
"Niquara","0.95","0.86","0.76","0.73","0.95","0.86",,"0.09"
"Qoraro","0.92","0.78","0.92","0.78","0.92","1",,"0.59"
"RubaFelege","0.92","0.62","1","0.89","0.92","0.84",,"0.31"
"Santa gelebeda","0.89","0.86","1","0.92","0.89","0.97",,"0.47"
"SaratYerawoch","0.57","0.89","0.54","0.73","0.57","0.76",,"0.97"
"Sefo","0.81","0.76","0.95","0.76","0.81","0.84",,"0.81"
"Segena","0.57","0.81","0.54","0.73","0.57","0.81",,"0.97"
"Seka","1","1","1","1","1","0.97",,"0.69"
"Selamaya","0.92","0.84","0.57","0.7","0.92","0.78",,"0.09"
"SelamBekalsi","0.89","0.68","0.54","0.97","0.89","0.95",,"0.69"
"Selamber","0.78","0.89",,"0.65","0.78","0.76",,"1"
"SelamgieAmbarie","0.62","1","0.65","0.7","0.62","0.86",,"0.97"
"SelamH","0.62","0.57","0.97","0.89","0.62","0.92",,"0.59"
"SelamW","1","0.68","1","0.86","1","0.86",,"0.31"
"Selelkula","0.76","0.86","0.38","1","0.76","0.76",,"1"
"SelenWuha","0.89","0.65","0.51","0.97","0.89","0.89",,"0.69"
"Seloda","0.89","0.76","0.95","0.97","0.89","0.81",,"0.31"
"Sendada","0.97","0.35","0.97","0.97","0.97","0.65",,"0.31"
"Serawudi","0.89","1","0.41","1","0.89","0.73",,"0.34"
"Seret","0.97","0.84","0.97","1","0.97","0.86",,"0.72"
"Sero","0.95","0.78","1","0.81","0.95","0.89",,"0.44"
"Shamo","0.84","1","0.43","1","0.84","0.86",,"0.34"
"ShehochTehara","1","1","0.54","1","1","0.54",,"0.34"
"Shekatekli","0.95","1","1","1","0.95","1",,"0.34"
"Shunge","0.92","1","0.54","0.68","0.92","0.76",,"0.09"
"Simret","0.86","0.73","0.92","0.81","0.86","0.89",,"0.59"
"SimretS","1","0.35","0.43","0.78","1","0.84",,"0.94"
"SimretT","1","0.73","1","1","1","0.97",,"0.53"
"Sinkata","0.97","0.49","0.97","0.97","0.97","0.68",,"0.62"
"Siye","1","0.46","1","1","1","0.97",,"0.53"
"Smret","0.95","1","1","1","0.95","0.95",,"0.44"
"Sorya","0.89","0.78","0.92","0.86","0.89","0.89",,"0.88"
"Suha","0.73","0.81","0.35","1","0.73","0.68",,"1"
"Tahtayhaya","1","0.57","0.46","0.89","1","0.92",,"0.94"
"TahtayDaeroka","0.81","0.95","0.95","0.65","0.81","0.84",,"0.81"
"TahtayLegomti","0.81","0.73","0.89","0.89","0.81","0.95",,"0.31"
"TahtayMegariaTsebri","0.95","0.92","0.97","0.89","0.95","0.97",,"0.44"
"Tao","0.95","0.65","0.57","0.95","0.95","1",,"0.94"
"TaraGedam","0.65","1","0.38","1","0.65","0.51",,"0.31"
"TaraSenba","0.95","1","0.65","0.73","0.95","0.38",,"0.09"
"Tekea","1","0.84","0.65","0.84","1","0.89",,"0.97"
"Tekleweyni","1","1","1","1","1","0.97",,"0.53"
"Tetatiro","1","0.86","0.49","1","1","0.65",,"0.72"
"Tibaga","1","1","0.3","1","1","0.54",,"0.31"
"Tigage","0.84","0.65","0.81","0.65","0.84","0.78",,"0.09"
"Tsae","0.97","0.84","1","0.95","0.97","0.92",,"0.47"
"Tsetsera","0.92","0.76","0.73","0.89","0.92","0.73",,"0.88"
"Tseykeme","1","1","1","1","1","1",,"0.53"
"Tsigea","1","0.81","0.57","0.92","1","0.97",,"0.91"
"Ulaga","0.95","0.68","0.57","0.95","0.95","0.95",,"0.88"
"Wargba","1","0.81","0.62","0.95","1","1",,"0.91"
"Wariba","0.97","1","0.43","0.65","0.97","0.76",,"0.5"
"Wedikeshi","0.89","0.76","0.95","0.95","0.89","0.78",,"0.31"
"Werabaye","1","0.65","0.59","0.95","1","0.92",,"0.94"
"Werkamba","0.97","1","1","1","0.97","1",,"0.56"
"Wobo","1","0.86","0.51","1","1","0.76",,"0.72"
"Wonberoch","0.95","1","0.54","0.73","0.95","0.51",,"0.09"
"Wondye","0.57","0.81","0.57","0.76","0.57","0.73",,"0.97"
"Worego","0.76","0.86","0.27","0.3","0.76","0.81",,"1"
"WorgajaWagi","1","0.78","0.62","0.76","1","0.84",,"0.28"
"WoryaMeskel","0.97","0.89","0.35","0.7","0.97","0.95",,"1"
"Woyenti","0.84","0.7","0.97","0.84","0.84","1",,"0.81"
"Woynye","0.76","0.89","0.35","0.38","0.76","0.81",,"1"
"WuhdetG","0.86","0.73","0.97","0.84","0.86","0.92",,"0.59"
"WuhdetK","0.92","0.95","1","0.97","0.92","0.89",,"0.47"
"WushaTires","1","1","0.41","1","1","0.41",,"0.31"
"Yedwuha","0.84","0.89","0.3","0.32","0.84","0.84",,"1"
"Yeju","1","0.89","0.41","1","1","0.57",,"0.72"
"Yetefet","0.51","0.89","0.59","1","0.51","0.78",,"1"
"YifagAkababi","1","1","0.43","1","1","0.54",,"0.31"
"Yitihana","0.73","0.89","0.51","1","0.73","0.89",,"1"
"Zata","0.97","0.65","0.89","0.89","0.97","0.95",,"0.94"
"Ziha","0.89","1","0.51","1","0.89","0.59",,"0.34"
"ZihonHuha","0.62","0.89","0.41","1","0.62","0.81",,"1"
"ZobarYikuanda","0.97","0.89","0.41","0.78","0.97","0.95",,"1"
"Zongi","1","0.68","1","0.86","1","0.86",,"0.31"
