"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Sorya","Sorya","Sorya","Sorya","Sorya","Sorya","Sorya","Sorya"
"Region","Alamata","Alamata","Alamata","Alamata","Alamata","Alamata","Alamata","Alamata"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","25","0.95","50","27","0.11","49.99","0"
"1984-1977","100","0","0.54","100","3","0.03","200","0"
"1985-1978","100","0","0.57","0","71","0.78","100","0"
"1986-1979","0","25","0.97","0","50","0.38","0","0"
"1987-1980","100","2","0.65","83","12","0.08","182.64","0"
"1988-1981","0","10","0.78","0","55","0.51","0","0"
"1989-1982","100","1","0.59","0","74","0.84","100","0"
"1990-1983","100","0","0.51","0","50","0.38","100","0"
"1991-1984","100","0","0.51","0","75","1","100","1"
"1992-1985","100","0","0.51","15","42","0.16","115.05","0"
"1993-1986","100","0","0.51","3","47","0.24","103.2","0"
"1994-1987","100","0","0.51","0","75","1","100","1"
"1995-1988","100","3","0.68","0","54","0.46","100","0"
"1996-1989","0","17","0.89","0","71","0.81","0","0"
"1997-1990","0","35","1","0","50","0.41","0","0"
"1998-1991","100","0","0.51","0","75","1","100","0"
"1999-1992","0","21","0.92","0","75","1","0","0"
"2000-1993","100","2","0.62","0","52","0.43","100","1"
"2001-1994","0","12","0.86","0","50","0.38","0","0"
"2002-1995","100","0","0.51","36","33","0.14","135.93","0"
"2003-1996","100","0","0.51","0","64","0.59","100","0"
"2004-1997","0","8","0.73","7","45","0.22","7.36","0"
"2005-1998","100","0","0.51","0","65","0.65","100","0"
"2006-1999","100","0","0.51","0","59","0.57","100","0"
"2007-2000","100","0","0.51","0","75","1","100","0"
"2008-2001","0","9","0.76","0","57","0.54","0","1"
"2009-2002","100","0","0.51","0","66","0.7","100","0"
"2010-2003","100","0","0.51","0","50","0.38","100","0"
"2011-2004","0","12","0.84","0","54","0.49","0","0"
"2012-2005","0","11","0.81","0","75","1","0","0"
"2013-2006","100","0","0.51","0","70","0.76","100","0"
"2014-2007","100","0","0.51","8","45","0.19","107.54","0"
"2015-2008","100","0","0.51","100","4","0.05","200","0"
"2016-2009","100","0","0.51","0","50","0.38","100","0"
"2017-2010","100","0","0.51","0","67","0.73","100","0"
"2018-2011","0","6","0.7","0","64","0.62","0","0"
"2019-2012","100","0","0.51","0","66","0.68","100","0"
