"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Metkel","Metkel","Metkel","Metkel","Metkel","Metkel","Metkel","Metkel"
"Region","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","28","0.73","53","35","0.08","52.62","0"
"1984-1977","0","15","0.41","0","56","0.3","0","0"
"1985-1978","0","11","0.32","0","72","0.59","0","0"
"1986-1979","0","25","0.65","0","75","1","0","0"
"1987-1980","0","45","0.95","0","56","0.32","0","0"
"1988-1981","99","5","0.19","0","75","1","98.55","0"
"1989-1982","0","52","0.97","76","27","0.05","75.82","0"
"1990-1983","72","6","0.22","12","47","0.19","83.87","0"
"1991-1984","0","23","0.57","0","75","1","0","1"
"1992-1985","100","0","0.05","84","25","0.03","183.87","0"
"1993-1986","0","30","0.81","0","75","1","0","0"
"1994-1987","0","36","0.86","0","75","1","0","1"
"1995-1988","100","2","0.14","0","75","1","100","0"
"1996-1989","0","54","1","0","68","0.49","0","0"
"1997-1990","0","23","0.54","0","75","1","0","1"
"1998-1991","0","37","0.89","0","75","1","0","0"
"1999-1992","0","25","0.65","0","75","1","0","0"
"2000-1993","0","25","0.68","0","65","0.41","0","0"
"2001-1994","7","8","0.24","51","35","0.11","58.02","0"
"2002-1995","100","1","0.11","14","47","0.16","113.69","0"
"2003-1996","0","31","0.84","2","50","0.24","2.07","0"
"2004-1997","100","4","0.16","5","50","0.22","104.75","0"
"2005-1998","100","0","0.05","0","66","0.43","100","0"
"2006-1999","0","22","0.51","0","75","1","0","0"
"2007-2000","0","19","0.46","0","75","1","0","0"
"2008-2001","0","24","0.59","0","74","0.62","0","0"
"2009-2002","100","1","0.08","0","75","1","100","1"
"2010-2003","0","19","0.43","0","67","0.46","0","0"
"2011-2004","0","29","0.76","14","47","0.14","14.19","0"
"2012-2005","0","8","0.27","0","75","1","0","0"
"2013-2006","0","14","0.35","0","61","0.35","0","0"
"2014-2007","0","9","0.3","0","70","0.57","0","0"
"2015-2008","0","27","0.7","0","70","0.51","0","0"
"2016-2009","0","38","0.92","0","75","1","0","0"
"2017-2010","0","21","0.49","0","63","0.38","0","0"
"2018-2011","0","15","0.38","0","54","0.27","0","0"
"2019-2012","0","30","0.78","0","70","0.54","0","0"
