"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","8","0.51","26.844886","0.57","17.6","0.14","8","0.08","8.19966102460318","0.51","0.124634174134961","0.54",,,"41.3822363380741","0.72"
"1984-1977","0","7","0.49","23.585676","0.41","22","0.27","25","0.46","6.85044823055556","0.49","0.127844373087989","0.62",,,"26.4758269635542","0.47"
"1985-1978","0","6","0.38","20.705394","0.16","5.7","0.05","13","0.27","5.77267800555556","0.38","0.129542840209371","0.65",,,"37.6183572142597","0.62"
"1986-1979","0","25","0.86","53.822398","1","45.7685714285714","0.86","51","0.92","25","0.86","0.151094846000789","0.92",,,"15.5014738215965","0.19"
"1987-1980","0","31","0.97","26.592949","0.54","21.775","0.24","26","0.49","31.0608358079365","0.97","0.113493787232339","0.22",,,"52.9747970579244","0.97"
"1988-1981","100","0","0.14","20.705394","0.16","27.7","0.49","27","0.51","0.4412246","0.14","0.0992234868465457","0.03",,,"23.7648077209583","0.38"
"1989-1982","0","26","0.89","26.415313","0.51","24.6685714285714","0.32","33","0.7","25.6299791111111","0.89","0.122341445168323","0.46",,,"43.3021963565784","0.75"
"1990-1983","100","0","0.08","20.705394","0.16","19.8","0.16","22","0.41","0","0.08","0.126119816300744","0.59",,,"7.91674464878383","0.09"
"1991-1984","0","11","0.62","28.52671","0.65","29.6","0.54","31","0.62","10.70852","0.62","0.105081786884726","0.08",,,"37.8081806185903","0.66"
"1992-1985","100","0","0.08","20.705394","0.16","0","0.03","0","0.03","0","0.08","0.112584308450856","0.16",,,"37.348030838259","0.59"
"1993-1986","0","20","0.78","20.81612","0.24","39.9","0.76","31","0.62","20.46052915","0.78","0.125013619447073","0.57",,,"26.1787282366978","0.44"
"1994-1987","0","17","0.76","20.741725","0.22","29.9","0.57","51","0.92","17.2134886","0.76","0.121508268701603","0.43",,,"2.56445238715059","0.03"
"1995-1988","100","2","0.19","27.642997","0.59","21.1","0.19","13","0.27","2.206329","0.19","0.11462809022414","0.24",,,"27.2567668764592","0.5"
