"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"Agid","0.22","0.38","0.24","0.46","0.22","0.92",,"0.5"
"AlemeTesfa","0.08","0.16","0.03","0.05","0.08","0.28",,"0.75"
"AmdiWeyane","0.08","0.08","0.16","0.41","0.08","0.41",,"0.44"
"Amedwuha","0.41","0.16","0.05","0.14","0.41","0.76",,"0.66"
"Ameno","0.14","0.43","0.14","0.38","0.14","0.54",,"0.25"
"Amisetya","0.3","0.19","0.3","0.43","0.3","0.46",,"0.34"
"Angot","0.32","0.59","0.03","0.05","0.32","0.49",,"0.78"
"Anigot","0.27","0.38","0.11","0.35","0.27","0.73",,"0.25"
"Ansheb","0.05","0.16","0.05","0.11","0.05","0.73",,"0.66"
"AquaShumoch","0.38","0.38","0.27","0.51","0.38","0.51",,"0.41"
"Aquha","0.27","0.16","0.11","0.32","0.27","0.43",,"0.34"
"Arena","0.16","0.22","0.05","0.08","0.16","0.03",,"0.5"
"Asmena","0.32","0.49","0.08","0.27","0.32","0.54",,"0.5"
"Asta","0.38","0.43","0.24","0.51","0.38","0.86",,"0.25"
"Atakilti","0.19","0.24","0.27","0.43","0.19","0.24",,"0.25"
"AwetBikalsi","0.35","0.05","0.05","0.14","0.35","0.46",,"0.31"
"AwusaMeda","0.08","0.14","0.03","0.08","0.08","0.22",,"0.75"
"Ayba","0.46","0.27","0.05","0.38","0.46","0.7",,"0.41"
"Aynalem","0.51","0.41","0.08","0.22","0.51","0.49",,"0.94"
"Bala","0.49","0.7","0.19","0.54","0.49","0.35",,"0.5"
"Balarab","0.3","0.14","0.3","0.43","0.3","0.62",,"0.34"
"Bamba","0.14","0.08","0.19","0.3","0.14","0.3",,"0.44"
"BarkaAdiswha","0.57","0.51","0.08","0.22","0.57","0.81",,"0.94"
"Begasheka","0.16","0.24","0.22","0.41","0.16","0.24",,"0.25"
"Berlay","0.05","0.14","0.03","0.08","0.05","0.05",,"0.75"
"Betgebez","0.19","0.19","0.3","0.7","0.19","0.89",,"0.59"
"Bethans","0.49","0.59","0.38","0.62","0.49","0.46",,"0.94"
"BilbWuha","0.14","0.08","0.11","0.24","0.14","0.76",,"0.47"
"Birkutea","0.22","0.38","0.16","0.41","0.22","0.54",,"0.25"
"Boneya","0.03","0.14","0.05","0.19","0.03","0.7",,"0.91"
"Burkoche","0.27","0.11","0.11","0.32","0.27","0.46",,"0.34"
"Cheli","0.08","0.08","0.24","0.38","0.08","0.51",,"0.44"
"Darubekeda","0.49","0.27","0.08","0.08","0.49","0.41",,"0.41"
"Deberkerbye","0.41","0.46","0.35","0.43","0.41","0.76",,"0.28"
"DeberAbaJale","0.22","0.38","0.32","0.51","0.22","0.68",,"0.41"
"DebrAbay","0.11","0.14","0.03","0.05","0.11","0.24",,"0.75"
"DebreAliays","0.08","0.14","0.03","0.03","0.08","0.24",,"0.75"
"Debrebirhan","0.54","0.32","0.03","0.19","0.54","0.81",,"0.88"
"Debrebrhan","0.59","0.38","0.03","0.03","0.59","0.54",,"0.72"
"DebreGenet","0.46","0.51","0.03","0.03","0.46","0.11",,"0.75"
"DebreGenetA","0.14","0.68","0.32","0.54","0.14","0.59",,"0.94"
"DebreGenetK","0.24","0.24","0.16","0.32","0.24","0.35",,"0.25"
"DebreGeorgis","0.08","0.16","0.03","0.05","0.08","0.32",,"0.75"
"DebreKidusan","0.38","0.43","0.03","0.24","0.38","0.41",,"0.75"
"Debremawie","0.05","0.14","0.05","0.14","0.05","0.19",,"0.75"
"Debreselam","0.22","0.38","0.08","0.24","0.22","0.73",,"0.88"
"Debrinetseb","0.27","0.19","0.35","0.51","0.27","0.38",,"0.25"
"Dekera","0.05","0.05","0.03","0.22","0.05","0.35",,"0.28"
"DembezaAmbaLay","0.05","0.14","0.03","0.03","0.05","0.08",,"0.75"
"Derit","0.38","0.41","0.05","0.16","0.38","0.46",,"0.78"
"Derita","0.38","0.43","0.16","0.38","0.38","0.62",,"0.25"
"Dinkashena","0.43","0.27","0.08","0.08","0.43","0.22",,"0.31"
"Ebo","0.51","0.41","0.11","0.43","0.51","0.78",,"0.41"
"Edagaarbi","0.24","0.49","0.11","0.51","0.24","0.86",,"0.56"
"EmbaAhfrom","0.27","0.43","0.11","0.49","0.27","0.81",,"0.66"
"EmbachekoGunaguna","0.38","0.41","0.16","0.46","0.38","0.7",,"0.41"
"EndaBagerima","0.22","0.27","0.3","0.46","0.22","0.54",,"0.94"
"Endabano","0.24","0.27","0.38","0.54","0.24","0.27",,"0.81"
"Endachiwa","0.14","0.43","0.22","0.49","0.14","0.32",,"0.66"
"EndaFelasi","0.22","0.27","0.41","0.46","0.22","0.32",,"0.81"
"Endagahamus","0.16","0.19","0.05","0.05","0.16","0.05",,"0.66"
"Endamariam","0.22","0.38","0.16","0.46","0.22","0.65",,"0.59"
"Erba","0.49","0.65","0.22","0.54","0.49","0.24",,"0.31"
"Esiret","0.08","0.05","0.35","0.46","0.08","0.49",,"0.44"
"Estifanos","0.22","0.38","0.16","0.32","0.22","0.97",,"0.25"
"Fala","0.57","0.41","0.14","0.14","0.57","0.65",,"0.56"
"Felegehiwot","0.46","0.43","0.03","0.11","0.46","0.08",,"0.75"
"FelegeWayane","0.54","0.46","0.08","0.19","0.54","1",,"0.94"
"FikreAlem","0.38","0.16","0.05","0.27","0.38","0.65",,"0.62"
"Filatako","0.38","0.41","0.05","0.14","0.38","0.51",,"0.78"
"Gebsit","0.05","0.14","0.05","0.08","0.05","0.73",,"0.91"
"Gedayasu","0.05","0.14","0.05","0.08","0.05","0.65",,"0.66"
"GelaMatebiya","0.49","0.49","0.27","0.46","0.49","0.76",,"0.41"
"Gendebta","0.22","0.3","0.24","0.51","0.22","0.38",,"0.66"
"Geneti","0.51","0.49","0.14","0.38","0.51","0.43",,"0.41"
"Genfel","0.51","0.43","0.08","0.22","0.51","0.62",,"0.94"
"Gera","0.03","0.05","0.16","0.24","0.03","0.46",,"0.47"
"Gerjale","0.51","0.59","0.19","0.49","0.51","0.11",,"0.5"
"GetskiMilesiley","0.27","0.24","0.08","0.3","0.27","0.08",,"0.31"
"Gijet","0.19","0.08","0.03","0.03","0.19","0.27",,"0.31"
"Ginaza","0.19","0.38","0.22","0.27","0.19","0.38",,"0.5"
"Golgolemalee","0.54","0.43","0.14","0.32","0.54","0.89",,"0.94"
"Goshedur","0.46","0.43","0.03","0.08","0.46","0.03",,"0.75"
"Goza","0.14","0.11","0.16","0.51","0.14","0.78",,"0.47"
"Grwre","0.14","0.08","0.32","0.43","0.14","0.68",,"0.47"
"GuemseAgamet","0.32","0.49","0.05","0.08","0.32","0.76",,"0.5"
"Guroro","0.27","0.22","0.3","0.41","0.27","0.3",,"0.25"
"Guya","0.16","0.22","0.24","0.32","0.16","0.41",,"0.25"
"Habees","0.57","0.41","0.08","0.22","0.57","0.7",,"0.94"
"Hadashtekli","0.19","0.35","0.24","0.43","0.19","0.27",,"0.31"
"HadeAlga","0.57","0.51","0.16","0.59","0.57","0.78",,"0.31"
"HadnetK","0.65","0.41","0.16","0.7","0.65","0.7",,"0.72"
"HadnetS","0.3","0.35","0.08","0.24","0.3","0.78",,"0.5"
"HadushAdi","0.32","0.38","0.08","0.27","0.32","0.62",,"0.5"
"HadushHiwet","0.32","0.49","0.19","0.59","0.32","0.65",,"0.5"
"HagereGenet","0.38","0.51","0.03","0.05","0.38","0.38",,"0.75"
"HagereSelamE","0.11","0.14","0.03","0.03","0.11","0.46",,"0.75"
"HagereSelamW","0.49","0.3","0.03","0.24","0.49","0.68",,"0.34"
"Hangoda","0.3","0.35","0.08","0.24","0.3","0.78",,"0.5"
"Hareko","0.22","0.16","0.03","0.08","0.22","0.14",,"0.75"
"Hawelti","0.51","0.65","0.16","0.59","0.51","0.78",,"0.41"
"Hayelom","0.51","0.38","0.03","0.19","0.51","0.3",,"0.88"
"Hintsa","0.08","0.08","0.27","0.38","0.08","0.35",,"0.44"
"HintsaWaza","0.08","0.08","0.03","0.19","0.08","0.41",,"0.44"
"HizbaTeklehymanot","0.46","0.3","0.11","0.3","0.46","0.38",,"0.41"
"ImbaRufael","0.03","0.05","0.27","0.38","0.03","0.7",,"0.47"
"Jijqe","0.14","0.14","0.24","0.41","0.14","0.3",,"0.25"
"JimanDeregeha","0.41","0.43","0.19","0.57","0.41","0.76",,"0.41"
"Jira","0.22","1","0.27","0.3","0.22","0.73",,"0.69"
"kabe","0.35","0.35","0.19","0.3","0.35","0.89",,"0.5"
"Karima","0.05","0.51","0.05","0.24","0.05","0.65",,"0.66"
"Keregna","0.22","0.38","0.22","0.27","0.22","1",,"0.5"
"Kihen","0.59","0.35","0.16","0.32","0.59","0.78",,"0.72"
"Kita","0.32","0.14","0.08","0.19","0.32","0.51",,"0.41"
"Korme","0.51","0.57","0.19","0.49","0.51","0.22",,"0.5"
"Ksadacki","0.38","0.38","0.35","0.54","0.38","0.62",,"0.97"
"Kudo","0.27","0.43","0.11","0.49","0.27","0.7",,"0.66"
"Kuluferha","0.46","0.46","0.41","0.43","0.46","0.81",,"0.38"
"KuluGizeLemlem","0.49","0.68","0.16","0.49","0.49","0.35",,"0.5"
"LaelayDayu","0.51","0.68","0.16","0.49","0.51","0.35",,"0.5"
"Laelayhahaile","0.27","0.43","0.11","0.38","0.27","0.76",,"0.66"
"LaelayMegariaTsemri","0.32","0.22","0.24","0.59","0.32","0.51",,"0.59"
"Lalaylogomti","0.14","0.54","0.27","0.51","0.14","0.65",,"0.66"
"Ledy","0.03","0.14","0.03","0.08","0.03","0.59",,"0.91"
"Lemlem","0.08","0.08","0.11","0.35","0.08","0.19",,"0.28"
"LemlemArena","0.16","0.08","0.05","0.3","0.16","0.11",,"0.75"
"Libo ","0.14","0.43","0.22","0.49","0.14","0.68",,"0.25"
"Limaat","0.49","0.65","0.14","0.57","0.49","0.57",,"0.5"
"Limat","0.24","0.3","0.32","0.46","0.24","0.27",,"0.25"
"Lul","0.16","0.16","0.03","0.03","0.16","0.59",,"0.66"
"LusinaAbegeldi","0.62","0.41","0.27","0.51","0.62","0.76",,"0.41"
"Maekelawi","0.16","0.19","0.05","0.05","0.16","0.05",,"0.66"
"MaekelSegli","0.22","0.49","0.32","0.46","0.22","0.7",,"0.81"
"MahbereWeyni","0.65","0.41","0.16","0.59","0.65","0.3",,"0.72"
"MariamShewito","0.22","0.3","0.24","0.43","0.22","0.38",,"0.94"
"Martadios","0.14","0.43","0.16","0.41","0.14","0.7",,"0.25"
"MayChekemte","0.24","0.22","0.05","0.32","0.24","0.32",,"0.66"
"MayNebri","0.27","0.24","0.11","0.41","0.27","0.38",,"0.56"
"Maysuru","0.22","0.38","0.14","0.51","0.22","0.65",,"0.59"
"MayTeklia","0.08","0.08","0.03","0.11","0.08","0.3",,"0.44"
"Mearey","0.08","0.05","0.11","0.32","0.08","0.43",,"0.28"
"Mechare","0.54","0.46","0.16","0.62","0.54","0.78",,"0.69"
"Mechena","0.22","0.38","0.19","0.57","0.22","0.59",,"0.41"
"MehalGoncha","0.38","0.59","0.03","0.14","0.38","0.49",,"0.78"
"Mekan ","0.49","0.35","0.05","0.11","0.49","0.51",,"0.5"
"MekaneGenet","0.46","0.51","0.03","0.08","0.46","0.19",,"0.62"
"Melabesh","0.14","0.14","0.11","0.24","0.14","0.32",,"0.75"
"MendereMariam","0.05","0.08","0.11","0.43","0.05","0.76",,"0.41"
"Menegobena","0.05","0.51","0.05","0.24","0.05","0.59",,"0.91"
"Menji","0.19","0.22","0.27","0.43","0.19","0.3",,"0.25"
"Mergech","0.05","0.51","0.03","0.03","0.05","0.68",,"0.91"
"Mesanu","0.65","0.51","0.05","0.32","0.65","0.19",,"0.72"
"Mesehle","0.46","0.57","0.43","0.51","0.46","0.81",,"0.38"
"Meswaeti ","0.49","0.41","0.14","0.38","0.49","0.76",,"0.5"
"Metkel","0.32","0.11","0.11","0.38","0.32","0.43",,"0.34"
"MetkelLemat","0.11","0.08","0.03","0.22","0.11","0.27",,"0.28"
"Mezbr","0.19","0.24","0.41","0.68","0.19","0.81",,"0.59"
"MichelDebre","0.05","0.11","0.22","0.32","0.05","0.84",,"0.41"
"Miraf","0.05","0.14","0.03","0.05","0.05","0.49",,"0.91"
"Misema","0.41","0.54","0.27","0.3","0.41","0.51",,"0.09"
"Mitad","0.32","0.43","0.19","0.41","0.32","0.97",,"0.5"
"MitinaYimach","0.08","0.14","0.08","0.08","0.08","0.22",,"0.62"
"Mozen","0.05","0.51","0.03","0.11","0.05","0.54",,"0.91"
"Mozutey","0.51","0.43","0.05","0.11","0.51","0.81",,"0.56"
"Mtsaiwerki","0.16","0.19","0.35","0.49","0.16","0.38",,"0.25"
"Nagash","0.54","0.46","0.05","0.22","0.54","0.78",,"0.94"
"Nebarhadinet","0.08","0.05","0.08","0.24","0.08","0.49",,"0.28"
"Nefasit","0.46","0.54","0.27","0.3","0.46","0.7",,"0.38"
"Negedebrhan","0.03","0.05","0.32","0.43","0.03","0.68",,"0.47"
"Niquara","0.76","0.14","0.19","0.35","0.76","0.68",,"0.41"
"Qoraro","0.43","0.43","0.11","0.24","0.43","0.41",,"0.88"
"RubaFelege","0.54","0.46","0.05","0.14","0.54","0.76",,"0.94"
"Santa gelebeda","0.19","0.16","0.08","0.11","0.19","0.41",,"0.5"
"SaratYerawoch","0.54","0.51","0.08","0.16","0.54","0.24",,"0.62"
"Sefo","0.27","0.41","0.11","0.41","0.27","0.81",,"0.66"
"Segena","0.54","0.43","0.03","0.14","0.54","0.24",,"0.62"
"Seka","0.38","0.46","0.38","0.57","0.38","0.54",,"0.97"
"Selamaya","0.51","0.46","0.24","0.54","0.51","0.7",,"0.41"
"SelamBekalsi","0.49","0.68","0.14","0.57","0.49","0.51",,"0.5"
"Selamber","0.08","0.14","1","0.11","0.08","0.22",,"0.75"
"SelamgieAmbarie","0.38","0.59","0.03","0.14","0.38","0.32",,"0.78"
"SelamH","0.27","0.46","0.08","0.35","0.27","0.84",,"0.88"
"SelamW","0.35","0.41","0.22","0.43","0.35","0.32",,"0.94"
"Selelkula","0.05","0.14","0.03","0.03","0.05","0.49",,"0.91"
"SelenWuha","0.49","0.65","0.19","0.49","0.49","0.54",,"0.5"
"Seloda","0.49","0.46","0.46","0.57","0.49","0.46",,"0.94"
"Sendada","0.32","0.35","0.05","0.14","0.32","0.81",,"0.94"
"Serawudi","0.22","0.38","0.16","0.3","0.22","0.54",,"0.25"
"Seret","0.35","0.27","0.08","0.49","0.35","0.41",,"0.75"
"Sero","0.22","0.41","0.14","0.51","0.22","0.68",,"0.59"
"Shamo","0.22","0.38","0.14","0.32","0.22","0.62",,"0.25"
"ShehochTehara","0.27","0.38","0.22","0.27","0.27","0.49",,"0.25"
"Shekatekli","0.19","0.35","0.05","0.14","0.19","0.27",,"0.31"
"Shunge","0.51","0.57","0.22","0.51","0.51","0.68",,"0.41"
"Simret","0.27","0.41","0.11","0.32","0.27","0.81",,"0.66"
"SimretS","0.49","0.35","0.22","0.38","0.49","0.7",,"0.5"
"SimretT","0.3","0.11","0.32","0.51","0.3","0.38",,"0.47"
"Sinkata","0.32","0.49","0.05","0.08","0.32","0.76",,"0.5"
"Siye","0.32","0.08","0.35","0.51","0.32","0.24",,"0.47"
"Smret","0.16","0.22","0.27","0.3","0.16","0.38",,"0.25"
"Sorya","0.57","0.32","0.11","0.11","0.57","0.78",,"0.56"
"Suha","0.05","0.43","0.08","0.19","0.05","0.35",,"0.91"
"Tahtayhaya","0.54","0.57","0.14","0.38","0.54","0.51",,"0.5"
"TahtayDaeroka","0.41","0.19","0.14","0.49","0.41","0.57",,"0.66"
"TahtayLegomti","0.14","0.46","0.43","0.62","0.14","0.57",,"0.94"
"TahtayMegariaTsebri","0.32","0.24","0.24","0.59","0.32","0.78",,"0.59"
"Tao","0.51","0.51","0.19","0.49","0.51","0.24",,"0.5"
"TaraGedam","0.32","0.43","0.19","0.24","0.32","0.32",,"0.5"
"TaraSenba","0.43","0.43","0.11","0.59","0.43","0.57",,"0.41"
"Tekea","0.46","0.24","0.05","0.05","0.46","0.81",,"0.66"
"Tekleweyni","0.32","0.05","0.32","0.51","0.32","0.59",,"0.47"
"Tetatiro","0.03","0.14","0.14","0.24","0.03","0.57",,"0.75"
"Tibaga","0.19","0.38","0.19","0.35","0.19","0.78",,"0.5"
"Tigage","0.38","0.27","0.14","0.41","0.38","0.38",,"0.34"
"Tsae","0.35","0.3","0.05","0.05","0.35","0.08",,"0.5"
"Tsetsera","0.57","0.38","0.14","0.16","0.57","0.22",,"0.56"
"Tseykeme","0.14","0.27","0.38","0.54","0.14","0.43",,"0.47"
"Tsigea","0.51","0.49","0.14","0.38","0.51","0.43",,"0.41"
"Ulaga","0.49","0.68","0.16","0.51","0.49","0.46",,"0.53"
"Wargba","0.51","0.49","0.19","0.46","0.51","0.22",,"0.41"
"Wariba","0.38","0.41","0.11","0.32","0.38","0.62",,"0.06"
"Wedikeshi","0.49","0.46","0.46","0.57","0.49","0.65",,"0.94"
"Werabaye","0.54","0.57","0.16","0.54","0.54","0.16",,"0.5"
"Werkamba","0.24","0.27","0.38","0.54","0.24","0.27",,"0.81"
"Wobo","0.03","0.14","0.11","0.24","0.03","0.62",,"0.75"
"Wonberoch","0.43","0.43","0.27","0.54","0.43","0.41",,"0.41"
"Wondye","0.54","0.43","0.03","0.08","0.54","0.43",,"0.62"
"Worego","0.05","0.14","0.05","0.19","0.05","0.41",,"0.91"
"WorgajaWagi","0.38","0.11","0.32","0.57","0.38","0.65",,"0.38"
"WoryaMeskel","0.19","0.14","0.08","0.19","0.19","0.38",,"0.66"
"Woyenti","0.22","0.3","0.43","0.59","0.22","0.27",,"0.66"
"Woynye","0.05","0.16","0.05","0.22","0.05","0.57",,"0.91"
"WuhdetG","0.27","0.43","0.16","0.49","0.27","0.7",,"0.66"
"WuhdetK","0.38","0.16","0.11","0.08","0.38","0.41",,"0.5"
"WushaTires","0.19","0.38","0.24","0.49","0.19","0.54",,"0.5"
"Yedwuha","0.05","0.51","0.05","0.11","0.05","0.68",,"0.91"
"Yeju","0.08","0.51","0.16","0.35","0.08","0.24",,"0.75"
"Yetefet","0.46","0.51","0.03","0.08","0.46","0.05",,"0.75"
"YifagAkababi","0.19","0.38","0.24","0.32","0.19","0.57",,"0.5"
"Yitihana","0.03","0.16","0.03","0.03","0.03","0.65",,"0.91"
"Zata","0.51","0.27","0.14","0.14","0.51","0.3",,"0.41"
"Ziha","0.22","0.38","0.27","0.46","0.22","0.57",,"0.25"
"ZihonHuha","0.05","0.16","0.05","0.11","0.05","0.19",,"0.75"
"ZobarYikuanda","0.19","0.14","0.03","0.14","0.19","0.32",,"0.66"
"Zongi","0.35","0.41","0.22","0.43","0.35","0.32",,"0.94"
