"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","36","26","0.16","68.94808","0.38","67.1","0.32","68","0.73","26.3128497928571","0.16","0.191397555536875","0.05",,,"26.7432581241597","0.75"
"1984-1977","0","75","1","75","1","71.8","0.46","75","1","75","1","0.246999750574268","0.41",,,"-1.11019971081908","0.06"
"1985-1978","80","13","0.05","64.19015","0.08","59.5","0.11","55","0.43","13.1323792555556","0.05","0.306986866236569","0.76",,,"18.5700348971983","0.41"
"1986-1979","0","47","0.51","70.24207","0.62","75","1","63","0.62","46.8880018","0.51","0.249846315426819","0.46",,,"24.5995854767613","0.66"
"1987-1980","0","70","0.89","69.26569","0.43","75","1","68","0.73","69.890869","0.89","0.348753916480135","0.97",,,"46.8601714666578","0.97"
"1988-1981","0","63","0.76","68.94808","0.38","75","1","59","0.57","63.19703","0.76","0.267616404158166","0.51",,,"17.5703349853955","0.38"
"1989-1982","0","48","0.57","65.82588","0.14","75","1","75","1","47.91928015","0.57","0.30917413575811","0.78",,,"24.1328904908688","0.62"
"1990-1983","93","9","0.03","65.9065","0.24","44","0.03","54","0.38","9.2113316","0.03","0.228957599514122","0.22",,,"14.4624263386195","0.28"
"1991-1984","0","41","0.32","70.24207","0.62","60.2","0.14","67","0.68","40.923064","0.32","0.166647150723437","0.03",,,"21.0196063375298","0.5"
"1992-1985","41","25","0.14","64.19015","0.08","69.6","0.43","29","0.03","24.8175935","0.14","0.215886409373116","0.16",,,"41.6769565143407","0.88"
"1993-1986","0","41","0.35","75","1","75","1","34","0.11","40.9556073833333","0.35","0.24136942943923","0.35",,,"28.6759872354949","0.78"
"1994-1987","0","75","1","70.24207","0.62","75","1","75","1","75","1","0.330900126245294","0.86",,,"-10.5896349553457","0.03"
"1995-1988","2","36","0.22","70.66443","0.7","61.6","0.19","33","0.08","36.430983","0.22","0.23478672794118","0.27",,,"14.9874221205233","0.31"
