"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"Gerjale","1","0.95","1","0.78","1","0.86",,"0.66"
"GetskiMilesiley","0.65","0.86","0.7","0.65","0.65","0.89",,"0.84"
"Gijet","0.54","0.78","0.92","0.7","0.54","0.92",,"0.84"
"Ginaza","1","1","1","0.49","1","0.62",,"0.91"
"Golgolemalee","0.7","0.95","0.92","0.51","0.7","0.84",,"0.81"
"Goshedur","0.89","1","1","1","0.89","0.73",,"0.78"
"Goza","0.86","1","1","0.32","0.86","0.59",,"0.5"
"Grwre","0.86","1","1","0.89","0.86","0.95",,"0.78"
"GuemseAgamet","0.68","0.86","0.92","0.62","0.68","0.89",,"0.72"
"Guroro","0.89","1","1","1","0.89","0.68",,"0.88"
"Guya","1","1","1","1","1","0.86",,"0.88"
"Habees","0.73","0.95","0.92","0.57","0.73","0.92",,"0.81"
"Hadashtekli","0.78","1","1","0.81","0.78","0.89",,"0.84"
"HadeAlga","1","0.84","1","0.76","1","0.84",,"0.53"
"HadnetK","0.86","0.81","1","0.41","0.86","0.92",,"0.59"
"HadnetS","0.81","0.84","1","0.62","0.81","0.92",,"0.72"
"HadushAdi","0.68","0.86","1","0.68","0.68","0.95",,"0.72"
"HadushHiwet","0.73","0.95","1","0.65","0.73","1",,"0.72"
"HagereGenet","0.86","1","1","0.86","0.86","0.92",,"0.78"
"HagereSelamE","1","0.95","1","0.92","1","0.92",,"0.78"
"HagereSelamW","1","0.97","1","0.68","1","0.97",,"0.75"
"Hangoda","0.81","0.84","1","0.62","0.81","0.92",,"0.72"
"Hareko","0.84","1","1","0.84","0.84","0.95",,"0.47"
"Hawelti","0.97","0.89","0.86","0.84","0.97","0.7",,"0.66"
"Hayelom","0.78","0.97","1","0.68","0.78","0.86",,"0.72"
"Hintsa","0.51","0.95","1","0.89","0.51","0.89",,"0.66"
"HintsaWaza","0.51","0.95","0.97","0.84","0.51","0.89",,"0.66"
"HizbaTeklehymanot","0.95","0.95","1","0.84","0.95","0.73",,"0.66"
"ImbaRufael","0.89","0.89","1","0.89","0.89","0.95",,"0.78"
"Jijqe","0.95","1","1","0.76","0.95","0.81",,"0.88"
"JimanDeregeha","0.81","1","1","1","0.81","0.78",,"0.22"
"Jira","1","1","1","1","1","0.78",,"0.75"
"kabe","1","1","1","0.54","1","0.76",,"0.91"
"Karima","0.97","1","1","0.81","0.97","0.84",,"0.5"
"Keregna","1","1","1","1","1","0.81",,"0.91"
"Kihen","0.92","0.97","1","0.46","0.92","0.86",,"0.59"
"Kita","0.92","0.92","1","0.95","0.92","0.81",,"0.84"
"Korme","1","0.97","0.95","0.65","1","0.81",,"0.66"
"Ksadacki","1","1","1","0.7","1","0.81",,"0.28"
"Kudo","0.97","0.97","0.97","0.62","0.97","0.95",,"0.56"
"Kuluferha","1","1","1","0.73","1","1",,"0.47"
"KuluGizeLemlem","1","0.92","1","0.7","1","0.7",,"0.53"
"LaelayDayu","1","0.92","1","0.7","1","0.7",,"0.53"
"Laelayhahaile","0.97","0.97","0.97","0.62","0.97","0.97",,"0.56"
"LaelayMegariaTsemri","1","0.97","1","0.86","1","0.97",,"0.53"
"Lalaylogomti","1","1","1","0.95","1","0.89",,"0.56"
"Ledy","1","0.95","1","0.68","1","0.92",,"0.56"
"Lemlem","0.89","1","1","0.81","0.89","0.76",,"0.06"
"LemlemArena","0.62","0.95","0.97","0.89","0.62","0.89",,"0.47"
"Libo ","1","1","1","0.3","1","0.81",,"0.81"
"Limaat","1","0.92","0.97","0.76","1","0.76",,"0.53"
"Limat","0.84","0.59","1","0.73","0.84","0.76",,"0.88"
"Lul","0.92","0.95","1","0.86","0.92","0.95",,"0.5"
"LusinaAbegeldi","0.95","1","1","1","0.95","0.89",,"0.22"
"Maekelawi","0.86","0.95","0.86","0.68","0.86","0.86",,"0.56"
"MaekelSegli","0.95","0.89","1","0.76","0.95","0.92",,"0.5"
"MahbereWeyni","0.86","0.81","0.97","0.46","0.86","0.92",,"0.59"
"MariamShewito","1","1","1","0.92","1","0.92",,"0.38"
"Martadios","1","1","1","0.38","1","0.76",,"0.81"
"MayChekemte","0.97","1","0.97","0.78","0.97","0.92",,"0.56"
"MayNebri","1","0.89","1","0.7","1","0.95",,"0.53"
"Maysuru","1","1","0.97","0.62","1","0.97",,"0.53"
"MayTeklia","0.51","0.97","0.97","0.84","0.51","0.81",,"0.66"
"Mearey","0.89","0.92","1","0.89","0.89","0.76",,"0.38"
"Mechare","1","0.86","0.78","0.81","1","0.86",,"0.53"
"Mechena","0.81","1","1","1","0.81","0.81",,"0.22"
"MehalGoncha","0.95","1","1","1","0.95","0.78",,"0.66"
"Mekan ","0.97","0.86","1","0.95","0.97","0.84",,"0.66"
"MekaneGenet","0.95","1","1","1","0.95","0.86",,"0.53"
"Melabesh","1","0.97","1","0.84","1","0.81",,"0.78"
"MendereMariam","0.92","1","1","0.49","0.92","0.81",,"0.91"
"Menegobena","0.97","1","1","0.68","0.97","0.89",,"0.56"
"Menji","0.81","1","1","1","0.81","0.95",,"0.88"
"Mergech","0.95","1","1","0.62","0.95","1",,"0.56"
"Mesanu","0.84","0.76","0.97","0.41","0.84","0.81",,"0.59"
"Mesehle","1","1","1","1","1","0.95",,"0.47"
"Meswaeti ","0.97","0.92","1","0.81","0.97","0.73",,"0.66"
"Metkel","0.54","0.97","0.97","0.76","0.54","0.89",,"0.75"
"MetkelLemat","0.54","0.97","0.84","0.7","0.54","0.73",,"0.06"
"Mezbr","0.97","0.97","1","0.86","0.97","1",,"0.53"
"MichelDebre","0.92","1","1","0.35","0.92","0.73",,"0.91"
"Miraf","0.92","0.95","1","0.7","0.92","1",,"0.56"
"Misema","1","1","1","1","1","0.92",,"0.88"
"Mitad","0.86","1","1","0.41","0.86","0.43",,"0.91"
"MitinaYimach","0.84","0.95","1","0.89","0.84","0.89",,"0.53"
"Mozen","0.97","1","1","0.68","0.97","0.86",,"0.56"
"Mozutey","0.73","0.84","1","0.59","0.73","0.68",,"0.53"
"Mtsaiwerki","1","1","1","1","1","0.84",,"0.88"
"Nagash","0.7","0.92","1","0.68","0.7","0.86",,"0.81"
"Nebarhadinet","0.89","0.92","1","0.81","0.89","0.7",,"0.06"
"Nefasit","1","1","1","1","1","0.95",,"0.47"
"Negedebrhan","0.92","1","1","0.89","0.92","0.89",,"0.78"
"Niquara","0.97","0.95","1","0.92","0.97","0.84",,"0.84"
"Qoraro","0.86","0.95","0.97","0.7","0.86","0.92",,"0.72"
"RubaFelege","0.7","0.84","0.81","0.46","0.7","0.68",,"0.81"
"Santa gelebeda","0.68","0.97","0.92","0.59","0.68","0.95",,"0.59"
"SaratYerawoch","0.89","1","1","0.86","0.89","0.92",,"0.53"
"Sefo","0.97","0.97","1","0.7","0.97","0.97",,"0.56"
"Segena","0.89","1","1","0.89","0.89","1",,"0.53"
"Seka","1","1","1","1","1","0.92",,"0.28"
"Selamaya","0.95","1","1","1","0.95","0.76",,"0.22"
"SelamBekalsi","1","0.92","0.97","0.76","1","0.76",,"0.53"
"Selamber","0.97","0.97",,"0.86","0.97","0.73",,"0.78"
"SelamgieAmbarie","0.95","1","1","0.89","0.95","0.92",,"0.66"
"SelamH","0.95","0.89","1","0.7","0.95","0.46",,"0.72"
"SelamW","0.86","0.92","1","0.81","0.86","0.97",,"0.38"
"Selelkula","0.92","0.95","1","0.62","0.92","1",,"0.56"
"SelenWuha","1","0.92","0.81","0.73","1","0.76",,"0.53"
"Seloda","0.97","1","1","0.97","0.97","0.84",,"0.38"
"Sendada","0.68","0.92","1","0.65","0.68","0.86",,"0.81"
"Serawudi","0.81","1","1","1","0.81","0.95",,"0.81"
"Seret","0.89","0.97","1","0.92","0.89","0.97",,"0.47"
"Sero","1","0.97","0.97","0.62","1","0.84",,"0.53"
"Shamo","0.89","1","1","0.65","0.89","0.95",,"0.81"
"ShehochTehara","0.81","1","1","0.24","0.81","0.78",,"0.81"
"Shekatekli","0.78","1","1","0.81","0.78","0.92",,"0.84"
"Shunge","0.95","1","1","1","0.95","0.7",,"0.22"
"Simret","0.97","1","1","0.62","0.97","0.76",,"0.44"
"SimretS","0.97","0.86","1","0.92","0.97","0.68",,"0.66"
"SimretT","0.95","1","1","0.81","0.95","0.92",,"0.78"
"Sinkata","0.68","0.86","0.92","0.62","0.68","0.89",,"0.72"
"Siye","0.95","1","1","0.81","0.95","0.92",,"0.78"
"Smret","0.89","1","1","1","0.89","0.89",,"0.88"
"Sorya","1","1","1","0.92","1","0.95",,"0.91"
"Suha","0.95","1","1","0.57","0.95","0.84",,"0.56"
"Tahtayhaya","0.97","0.89","1","0.81","0.97","0.81",,"0.66"
"TahtayDaeroka","1","1","1","0.81","1","0.97",,"0.56"
"TahtayLegomti","1","0.95","1","0.86","1","0.92",,"0.38"
"TahtayMegariaTsebri","1","0.97","1","0.86","1","1",,"0.53"
"Tao","1","1","1","0.78","1","0.84",,"0.66"
"TaraGedam","0.86","1","1","1","0.86","0.78",,"0.91"
"TaraSenba","0.84","1","1","0.68","0.84","0.7",,"0.22"
"Tekea","0.95","0.97","1","1","0.95","0.97",,"0.5"
"Tekleweyni","0.95","1","1","0.84","0.95","0.92",,"0.78"
"Tetatiro","0.95","0.95","1","0.81","0.95","0.76",,"0.84"
"Tibaga","1","1","1","0.54","1","0.95",,"0.91"
"Tigage","0.92","0.95","1","0.84","0.92","0.73",,"0.88"
"Tsae","0.73","0.89","0.92","0.76","0.73","1",,"0.59"
"Tsetsera","1","0.97","1","0.95","1","0.86",,"0.91"
"Tseykeme","0.95","1","1","0.76","0.95","0.95",,"0.78"
"Tsigea","0.97","0.84","0.86","0.76","0.97","0.68",,"0.66"
"Ulaga","1","0.89","0.81","0.57","1","0.38",,"0.78"
"Wargba","0.97","0.84","0.84","0.76","0.97","0.86",,"0.66"
"Wariba","0.92","1","1","1","0.92","0.86",,"0.41"
"Wedikeshi","0.97","1","1","0.97","0.97","0.81",,"0.38"
"Werabaye","0.97","0.86","0.81","0.76","0.97","0.81",,"0.66"
"Werkamba","0.43","0.89","0.68","0.54","0.43","0.86",,"0.5"
"Wobo","0.95","0.95","1","0.76","0.95","0.84",,"0.84"
"Wonberoch","0.84","1","1","0.68","0.84","0.57",,"0.22"
"Wondye","0.89","1","1","0.97","0.89","0.78",,"0.53"
"Worego","0.92","0.95","1","0.73","0.92","0.97",,"0.56"
"WorgajaWagi","0.95","1","1","0.62","0.95","0.76",,"0.16"
"WoryaMeskel","1","0.97","1","0.81","1","0.84",,"0.5"
"Woyenti","1","1","1","0.95","1","0.97",,"0.56"
"Woynye","0.92","0.95","1","0.73","0.92","0.89",,"0.56"
"WuhdetG","0.97","1","1","0.65","0.97","0.81",,"0.44"
"WuhdetK","0.65","0.86","0.81","0.51","0.65","0.95",,"0.59"
"WushaTires","1","1","1","0.57","1","0.7",,"0.91"
"Yedwuha","0.97","1","1","0.78","0.97","0.89",,"0.56"
"Yeju","0.92","1","1","0.81","0.92","0.78",,"0.84"
"Yetefet","0.95","1","1","1","0.95","0.73",,"0.78"
"YifagAkababi","1","1","1","0.51","1","0.86",,"0.91"
"Yitihana","1","0.95","1","0.86","1","0.78",,"0.56"
"Zata","1","0.97","1","0.97","1","0.84",,"0.81"
"Ziha","0.81","1","1","1","0.81","0.86",,"0.81"
"ZihonHuha","0.92","0.95","1","1","0.92","0.84",,"0.78"
"ZobarYikuanda","1","0.97","1","0.78","1","0.84",,"0.5"
"Zongi","0.86","0.92","1","0.81","0.86","0.97",,"0.38"
