"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","72","0.27","75","1","75","1","75","1","71.9643651764706","0.27","0.292055822713801","0.92",,,"4.6555500179112","0.03"
"1984-1977","0","71","0.24","75","1","75","1","75","1","71.154516","0.24","0.236564126149724","0.32",,,"26.3307341398465","0.31"
"1985-1978","0","73","0.32","75","1","75","1","75","1","72.937252","0.32","0.287082576790785","0.81",,,"26.1273105536644","0.28"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.280885350645862","0.76",,,"43.0665828082441","0.69"
"1987-1980","72","46","0.03","75","1","75","1","75","1","46.4672863428571","0.03","0.235881261413097","0.3",,,"14.168436284926","0.09"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.287250047799773","0.86",,,"22.2854284453259","0.16"
"1989-1982","0","75","1","75","1","75","1","75","1","75","1","0.268001266326638","0.57",,,"49.3094465269678","0.84"
"1990-1983","13","66","0.16","75","1","75","1","75","1","66.494754","0.16","0.293743633326211","0.95",,,"32.3418381423481","0.47"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.295792187595474","0.97",,,"17.8711896518516","0.12"
"1992-1985","38","58","0.08","75","1","75","1","74","0.03","58.237051","0.08","0.275409611814645","0.7",,,"32.8525844581923","0.5"
"1993-1986","9","68","0.19","75","1","75","1","75","1","67.79688","0.19","0.225380753262347","0.14",,,"29.2567129852773","0.41"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.287224286101515","0.84",,,"58.4821998084847","0.94"
"1995-1988","33","60","0.11","75","1","75","1","75","1","59.6401926582166","0.11","0.279919027347158","0.73",,,"46.3386601402339","0.75"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.198375743523171","0.03",,,"41.4321680842047","0.66"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.208335136188642","0.05",,,"23.8801725873093","0.22"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.268581004388996","0.59",,,"47.9818574075021","0.81"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.284505727974446","0.78",,,"68.121388989631","1"
"2000-1993","0","75","1","75","1","75","1","75","1","75","1","0.3131421","1",,,"29.1","0.38"
"2001-1994","0","75","1","75","1","75","1","75","1","75","1","0.2561102","0.46",,,"24.7","0.25"
"2002-1995","0","75","1","75","1","75","1","75","1","75","1","0.2256568","0.16",,,"10.4","0.06"
"2003-1996","0","75","1","75","1","75","1","75","1","75","1","0.2883601","0.89",,,"38.6","0.59"
"2004-1997","48","55","0.05","75","1","75","1","75","1","54.669394","0.05","0.2556148","0.43",,,"29.9","0.44"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.2486168","0.38",,,"39.4","0.62"
"2006-1999","0","75","1","75","1","75","1","75","1","75","1","0.2568657","0.49",,,"53","0.88"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.250664","0.41","13.31452","0.18","65.9","0.97"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.2216471","0.11","14.5","0.27","55.9","0.91"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.2631108","0.51","11.04839","0.09","37.5","0.56"
"2010-2003","8","68","0.22","75","1","75","1","75","1","68.187913","0.22","0.2205944","0.08","16.23387","0.55","46.9","0.78"
"2011-2004","0","75","1","75","1","75","1","75","1","75","1","0.2283301","0.22","15.91129","0.45","28.8","0.34"
"2012-2005","0","75","1","75","1","75","1","75","1","75","1","0.2687704","0.62","15.74193","0.36","34","0.53"
"2013-2006","0","75","1","75","1","75","1","75","1","75","1","0.2737796","0.68","22.42742","0.91","46.1","0.72"
"2014-2007","0","73","0.3","75","1","75","1","75","1","72.596152","0.3","0.2649902","0.54","31.62902","1","23.7","0.19"
"2015-2008","0","75","1","75","1","75","1","75","1","75","1","0.2313547","0.24","16.59678","0.64",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.2257058","0.19","18.09677","0.82",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.2339141","0.27","17.56452","0.73",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.2402614","0.35",,,,
"2019-2012","23","63","0.14","75","1","75","1","75","1","63.338378","0.14","0.2726761","0.65",,,,
