"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.3","1","1","1","0.3","0.35",,"0.44"
"Abara","0.22","1","1","1","0.22","0.51",,"0.66"
"Abarwuha","0.24","1","1","1","0.24","0.95",,"0.84"
"Abaselima","0.19","1","1","1","0.19","0.62",,"0.66"
"Abina","1","1","1","1","1","0.14",,"0.44"
"AbrahaAtsbaha","0.19","1","1","1","0.19","0.22",,"0.56"
"Abrekuy","1","1","1","1","1","0.81",,"0.66"
"AdekeAla","0.3","1","1","1","0.3","0.27",,"0.62"
"Adekiney","1","1","1","1","1","0.16",,"0.44"
"AderSeg","0.3","1","1","1","0.3","0.19",,"0.44"
"Adibearj","1","1","1","1","1","0.11",,"0.47"
"AdiHa","1","1","1","1","1","0.19",,"0.62"
"AdiKisandid","0.35","1","1","1","0.35","0.11",,"0.56"
"Adisalem","1","1","1","1","1","0.49",,"0.81"
"AdisAlemS","0.3","1","1","1","0.3","0.19",,"0.62"
"AdisAlemW","1","1","1","1","1","0.22",,"0.5"
"Adiselam","1","1","1","1","1","0.35",,"0.78"
"Adishimbirkti","0.78","1","0.22","0.22","0.78","0.68",,"0.56"
"AdisKigni","0.3","0.22","0.32","0.32","0.3","0.3",,"0.47"
"Adiyikoro","1","1","1","1","1","0.41",,"0.5"
"Adizata","1","1","1","1","1","0.38",,"0.5"
"Adreb","1","1","1","1","1","0.27",,"0.78"
"AgazenMeda","1","1","1","1","1","0.78",,"0.84"
"Agazi","0.68","1","0.3","0.3","0.68","0.05",,"0.41"
"Agbe","1","1","1","1","1","0.08",,"0.62"
"Agela","1","1","1","1","1","0.46",,"0.44"
"Agid","1","1","1","1","1","0.89",,"0.47"
"AlemeTesfa","1","1","1","1","1","0.64",,"0.81"
"AmdiWeyane","0.3","1","1","1","0.3","0.16",,"0.62"
"Amedwuha","0.81","1","0.16","0.16","0.81","0.89",,"0.56"
"Ameno","1","1","1","1","1","0.65",,"0.44"
"Amisetya","1","1","1","1","1","0.11",,"0.22"
"Angot","0.24","1","1","1","0.24","0.95",,"0.84"
"Anigot","1","1","1","1","1","0.7",,"0.44"
"Ansheb","1","1","1","1","1","0.76",,"0.78"
"AquaShumoch","1","1","1","1","1","0.65",,"0.28"
"Aquha","1","1","1","1","1","0.08",,"0.22"
"Arena","1","1","1","1","1","0.22",,"0.66"
"Asmena","0.57","1","0.38","0.3","0.57","0.03",,"0.41"
"Asta","1","1","1","1","1","0.38",,"0.44"
"Atakilti","1","1","1","1","1","0.22",,"0.66"
"AwetBikalsi","1","1","1","1","1","0.24",,"0.62"
"AwusaMeda","1","1","1","1","1","0.57",,"0.81"
"Ayba","0.51","1","0.24","0.32","0.51","0.59",,"0.66"
"Aynalem","0.19","1","1","1","0.19","0.08",,"0.56"
"Bala","0.3","0.22","0.32","0.41","0.3","0.46",,"0.47"
"Balarab","1","1","1","1","1","0.14",,"0.22"
"Bamba","1","1","1","1","1","0.38",,"0.62"
"BarkaAdiswha","0.78","1","0.27","0.16","0.78","0.08",,"0.56"
"Begasheka","1","1","1","1","1","0.43",,"0.66"
"Berlay","1","1","1","1","1","0.78",,"0.81"
"Betgebez","1","1","1","1","1","0.14",,"0.47"
"Bethans","1","1","1","1","1","0.24",,"0.47"
"BilbWuha","1","1","1","1","1","0.41",,"0.28"
"Birkutea","1","1","1","1","1","0.65",,"0.44"
"Boneya","0.19","1","1","1","0.19","0.54",,"0.66"
"Burkoche","0.51","1","1","1","0.51","0.14",,"0.22"
"Cheli","1","1","1","1","1","0.24",,"0.62"
"Darubekeda","0.78","1","1","1","0.78","0.76",,"0.56"
"Deberkerbye","1","1","1","1","1","0.16",,"0.75"
"DeberAbaJale","1","1","1","1","1","0.68",,"0.28"
"DebrAbay","1","1","1","1","1","0.7",,"0.81"
"DebreAliays","1","1","1","1","1","0.78",,"0.81"
"Debrebirhan","1","1","1","1","1","0.03",,"0.62"
"Debrebrhan","0.27","1","1","1","0.27","0.14",,"0.53"
"DebreGenet","1","1","1","1","1","0.89",,"0.81"
"DebreGenetA","1","1","1","1","1","0.27",,"0.47"
"DebreGenetK","1","1","1","1","1","0.19",,"0.66"
"DebreGeorgis","1","1","1","1","1","0.51",,"0.81"
"DebreKidusan","1","1","1","1","1","0.84",,"0.81"
"Debremawie","1","1","1","1","1","0.68",,"0.81"
"Debreselam","1","1","1","1","1","0.27",,"0.62"
"Debrinetseb","1","1","1","1","1","0.22",,"0.66"
"Dekera","1","1","1","1","1","0.22",,"0.62"
"DembezaAmbaLay","1","1","1","1","1","0.86",,"0.81"
"Derit","0.22","1","1","1","0.22","0.81",,"0.84"
"Derita","1","1","1","1","1","0.57",,"0.44"
"Dinkashena","1","1","1","1","1","0.57",,"0.59"
"Ebo","0.59","0.43","0.35","0.43","0.59","0.32",,"0.66"
"Edagaarbi","1","1","1","1","1","0.27",,"0.5"
"EmbaAhfrom","1","1","1","1","1","0.08",,"0.5"
"EmbachekoGunaguna","1","1","1","1","1","0.59",,"0.28"
"EndaBagerima","1","1","1","1","1","0.38",,"0.47"
"Endabano","1","1","1","1","1","0.19",,"0.97"
"Endachiwa","1","1","1","1","1","0.08",,"0.5"
"EndaFelasi","1","1","1","0.46","1","0.27",,"0.97"
"Endagahamus","1","1","1","0.46","1","0.11",,"0.5"
"Endamariam","1","1","1","1","1","0.05",,"0.47"
"Erba","0.35","0.24","0.14","0.16","0.35","0.51",,"0.47"
"Esiret","1","1","1","1","1","0.38",,"0.62"
"Estifanos","1","1","1","1","1","0.68",,"0.44"
"Fala","0.81","1","0.19","0.19","0.81","0.68",,"0.47"
"Felegehiwot","1","1","1","1","1","0.68",,"0.81"
"FelegeWayane","0.84","1","1","1","0.84","0.41",,"0.56"
"FikreAlem","0.57","1","0.19","0.3","0.57","0.14",,"0.41"
"Filatako","0.22","1","1","1","0.22","0.95",,"0.84"
"Gebsit","1","1","1","1","1","0.3",,"0.66"
"Gedayasu","1","1","1","1","1","0.41",,"0.78"
"GelaMatebiya","1","1","1","1","1","0.41",,"0.28"
"Gendebta","1","1","1","1","1","0.38",,"0.5"
"Geneti","0.46","0.41","0.22","0.27","0.46","0.03",,"0.66"
"Genfel","0.35","1","1","1","0.35","0.19",,"0.56"
"Gera","1","1","1","1","1","0.16",,"0.59"
"Gerjale","0.32","0.24","0.22","0.38","0.32","0.22",,"0.66"
"GetskiMilesiley","1","1","1","1","1","0.11",,"0.62"
"Gijet","1","1","1","1","1","0.11",,"0.62"
"Ginaza","1","1","1","1","1","0.46",,"0.47"
"Golgolemalee","0.84","1","0.3","0.24","0.84","0.14",,"0.56"
"Goshedur","1","1","1","1","1","0.68",,"0.81"
"Goza","1","1","1","1","1","0.43",,"0.28"
"Grwre","1","1","1","1","1","0.19",,"0.59"
"GuemseAgamet","0.81","1","0.32","0.24","0.81","0.22",,"0.41"
"Guroro","1","1","1","1","1","0.22",,"0.66"
"Guya","1","1","1","1","1","0.3",,"0.66"
"Habees","0.78","1","0.27","0.19","0.78","0.16",,"0.56"
"Hadashtekli","1","1","1","1","1","0.14",,"0.62"
"HadeAlga","0.57","0.3","0.11","0.16","0.57","0.19",,"0.47"
"HadnetK","0.59","1","1","1","0.59","0.03",,"0.53"
"HadnetS","0.68","1","0.3","0.3","0.68","0.05",,"0.41"
"HadushAdi","0.76","1","0.35","0.38","0.76","0.08",,"0.41"
"HadushHiwet","0.57","1","0.3","0.24","0.57","0.11",,"0.41"
"HagereGenet","1","1","1","1","1","0.81",,"0.81"
"HagereSelamE","1","1","1","1","1","0.32",,"0.81"
"HagereSelamW","0.76","1","1","1","0.76","0.11",,"0.62"
"Hangoda","0.68","1","0.3","0.3","0.68","0.05",,"0.41"
"Hareko","0.35","1","1","1","0.35","0.19",,"0.41"
"Hawelti","0.46","0.41","0.24","0.27","0.46","0.32",,"0.66"
"Hayelom","0.19","1","1","1","0.19","0.05",,"0.62"
"Hintsa","0.3","1","1","1","0.3","0.22",,"0.62"
"HintsaWaza","0.3","1","1","1","0.3","0.19",,"0.62"
"HizbaTeklehymanot","0.35","1","0.24","0.3","0.35","0.08",,"0.66"
"ImbaRufael","1","1","1","1","1","0.32",,"0.59"
"Jijqe","1","1","1","1","1","0.24",,"0.66"
"JimanDeregeha","1","1","1","1","1","0.57",,"0.28"
"Jira","1","1","1","1","1","0.49",,"0.75"
"kabe","1","1","1","1","1","0.89",,"0.47"
"Karima","1","1","1","1","1","0.43",,"0.78"
"Keregna","1","1","1","1","1","0.86",,"0.47"
"Kihen","0.7","1","1","1","0.7","0.03",,"0.53"
"Kita","1","1","1","1","1","0.24",,"0.22"
"Korme","0.32","0.24","0.38","0.38","0.32","0.35",,"0.66"
"Ksadacki","1","1","1","1","1","0.62",,"0.78"
"Kudo","1","1","1","1","1","0.22",,"0.5"
"Kuluferha","1","1","1","1","1","0.08",,"0.38"
"KuluGizeLemlem","0.3","0.22","0.3","0.35","0.3","0.27",,"0.47"
