"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","DebreKidusan","DebreKidusan","DebreKidusan","DebreKidusan","DebreKidusan","DebreKidusan","DebreKidusan","DebreKidusan"
"Region","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir","Enesie Sar Midir"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","70","8","0.14","19","53","0.16","89.52","0"
"1984-1977","0","67","1","7","58","0.22","7.2","0"
"1985-1978","0","18","0.38","0","75","1","0","0"
"1986-1979","0","44","0.81","0","65","0.3","0","0"
"1987-1980","56","9","0.16","21","53","0.14","77.33","0"
"1988-1981","0","15","0.27","0","75","1","0","0"
"1989-1982","0","17","0.35","0","75","1","0","0"
"1990-1983","96","5","0.11","14","55","0.19","109.03","0"
"1991-1984","0","38","0.7","0","66","0.32","0","1"
"1992-1985","99","5","0.08","80","33","0.03","178.68","0"
"1993-1986","0","26","0.51","33","49","0.11","32.96","0"
"1994-1987","0","20","0.41","0","72","0.46","0","0"
"1995-1988","6","14","0.19","0","71","0.41","5.65","1"
"1996-1989","0","42","0.76","0","74","0.49","0","0"
"1997-1990","0","50","0.86","2","59","0.24","1.72","0"
"1998-1991","0","38","0.68","0","75","1","0","0"
"1999-1992","0","43","0.78","0","75","1","0","0"
"2000-1993","1","15","0.24","0","75","1","1.03","0"
"2001-1994","0","17","0.32","0","71","0.43","0","0"
"2002-1995","0","26","0.57","0","75","1","0","0"
"2003-1996","0","26","0.54","0","75","1","0","0"
"2004-1997","0","25","0.49","0","60","0.27","0","0"
"2005-1998","0","16","0.3","0","75","1","0","0"
"2006-1999","0","20","0.43","71","36","0.05","71.21","0"
"2007-2000","0","20","0.46","0","75","0.51","0","0"
"2008-2001","0","46","0.84","0","75","1","0","0"
"2009-2002","0","39","0.73","0","75","1","0","1"
"2010-2003","0","36","0.62","0","75","1","0","0"
"2011-2004","0","36","0.65","0","69","0.38","0","0"
"2012-2005","4","15","0.22","0","66","0.35","3.73","0"
"2013-2006","100","0","0.05","0","75","1","100","0"
"2014-2007","0","31","0.59","0","75","1","0","0"
"2015-2008","0","52","0.89","55","41","0.08","54.56","0"
"2016-2009","0","66","0.97","0","75","1","0","0"
"2017-2010","100","0","0.05","0","75","1","100","0"
"2018-2011","0","63","0.92","0","75","1","0","0"
"2019-2012","0","63","0.95","0","75","1","0","0"
